Students	10
1	12 9 8 2
2	10 6 3 7
3	9 13 1 2
4	1 10 14 11
5	11 4 8 10
6	5 9 10 18
7	10 3 17 16
8	8 12 5 1
9	10 14 9 4
10	19 9 12 16
Students	10
1	6 12 1 2
2	2 8 11 18
3	11 19 7 18
4	3 18 17 7
5	6 14 1 20
6	2 7 10 12
7	1 11 12 8
8	13 16 20 3
9	2 9 19 16
10	20 6 13 10
Students	10
1	14 9 1 16
2	1 12 9 11
3	11 1 16 4
4	3 1 7 9
5	4 17 15 11
6	16 10 3 11
7	10 7 6 14
8	7 20 9 13
9	20 18 13 16
10	5 3 15 4
Students	10
1	11 14 7 8
2	12 6 3 18
3	9 17 3 10
4	3 8 1 12
5	19 18 2 16
6	16 8 18 3
7	11 1 12 8
8	18 5 3 1
9	9 17 16 7
10	15 6 4 10
Students	10
1	5 7 16 11
2	4 5 8 16
3	9 11 13 18
4	19 16 9 14
5	12 1 11 18
6	18 1 4 3
7	4 11 3 5
8	11 4 17 19
9	15 10 6 5
10	8 1 3 15
Students	10
1	12 20 11 9
2	14 3 4 12
3	12 1 4 7
4	1 10 8 9
5	11 7 13 15
6	4 7 20 10
7	4 8 16 12
8	8 5 4 1
9	18 2 19 16
10	5 6 4 10
Students	10
1	9 7 4 16
2	15 13 1 12
3	10 9 3 8
4	4 6 20 11
5	3 15 6 4
6	10 6 18 20
7	3 16 19 6
8	8 10 7 9
9	10 11 17 18
10	3 9 20 16
Students	10
1	18 6 16 4
2	6 11 1 7
3	17 2 13 11
4	14 11 12 4
5	16 2 19 6
6	17 2 18 13
7	13 4 6 16
8	14 8 18 12
9	16 5 15 2
10	8 4 3 9
Students	10
1	15 12 18 1
2	7 2 3 15
3	18 10 16 19
4	4 9 6 7
5	12 11 17 9
6	20 1 12 8
7	15 20 10 9
8	16 19 10 4
9	8 20 3 2
10	18 1 8 9
Students	10
1	18 12 7 8
2	1 16 10 8
3	5 11 17 10
4	13 19 1 16
5	18 5 6 1
6	15 16 7 5
7	7 18 13 17
8	13 16 10 4
9	17 1 15 14
10	12 15 5 8
Students	10
1	1 2 9 17
2	4 9 16 13
3	19 3 11 4
4	9 1 14 2
5	2 20 8 15
6	14 9 19 18
7	2 7 3 19
8	6 11 5 18
9	2 1 7 9
10	17 1 18 8
Students	10
1	9 11 10 12
2	10 8 11 19
3	5 13 6 18
4	8 3 15 11
5	10 8 14 6
6	5 3 13 20
7	4 6 15 11
8	5 4 2 20
9	12 20 1 4
10	11 12 7 16
Students	10
1	14 20 17 18
2	15 4 10 9
3	1 20 7 12
4	11 16 8 19
5	15 6 14 3
6	4 19 16 14
7	8 17 13 10
8	10 14 16 6
9	3 20 11 15
10	9 20 3 4
Students	10
1	17 12 18 5
2	19 10 1 3
3	12 10 8 13
4	15 16 8 1
5	5 13 3 7
6	12 7 19 17
7	12 5 18 9
8	11 15 20 17
9	1 10 3 14
10	12 18 5 9
