Class Times	10
Rooms	5
1	720
2	995
3	903
4	986
5	880
Classes	20
Teachers	10
1	8
2	7
3	5
4	10
5	5
6	3
7	1
8	1
9	9
10	6
11	8
12	10
13	9
14	3
15	4
16	6
17	2
18	2
19	4
20	7
Class Times	10
Rooms	5
1	894
2	189
3	539
4	811
5	612
Classes	20
Teachers	10
1	2
2	9
3	10
4	2
5	5
6	9
7	10
8	4
9	7
10	6
11	6
12	4
13	8
14	1
15	7
16	3
17	1
18	8
19	3
20	5
Class Times	10
Rooms	5
1	336
2	498
3	265
4	860
5	493
Classes	20
Teachers	10
1	1
2	4
3	10
4	4
5	7
6	8
7	10
8	8
9	3
10	6
11	5
12	6
13	1
14	3
15	9
16	2
17	7
18	2
19	9
20	5
Class Times	10
Rooms	5
1	935
2	747
3	843
4	678
5	392
Classes	20
Teachers	10
1	6
2	3
3	5
4	3
5	2
6	5
7	8
8	1
9	1
10	2
11	4
12	4
13	9
14	6
15	8
16	10
17	9
18	7
19	10
20	7
Class Times	10
Rooms	5
1	203
2	679
3	232
4	564
5	118
Classes	20
Teachers	10
1	3
2	6
3	4
4	3
5	5
6	4
7	8
8	9
9	1
10	8
11	9
12	5
13	1
14	6
15	7
16	7
17	10
18	2
19	10
20	2
Class Times	10
Rooms	5
1	425
2	103
3	711
4	34
5	344
Classes	20
Teachers	10
1	2
2	9
3	2
4	3
5	6
6	9
7	10
8	10
9	6
10	5
11	4
12	7
13	5
14	7
15	1
16	3
17	4
18	1
19	8
20	8
Class Times	10
Rooms	5
1	272
2	766
3	583
4	969
5	802
Classes	20
Teachers	10
1	1
2	7
3	9
4	7
5	2
6	8
7	2
8	5
9	8
10	6
11	4
12	10
13	6
14	5
15	1
16	10
17	9
18	3
19	4
20	3
Class Times	10
Rooms	5
1	710
2	966
3	387
4	437
5	873
Classes	20
Teachers	10
1	5
2	10
3	8
4	3
5	7
6	6
7	9
8	7
9	8
10	3
11	6
12	2
13	5
14	9
15	10
16	2
17	4
18	1
19	1
20	4
Class Times	10
Rooms	5
1	963
2	689
3	244
4	339
5	577
Classes	20
Teachers	10
1	5
2	6
3	7
4	1
5	3
6	8
7	8
8	10
9	6
10	7
11	3
12	10
13	4
14	2
15	5
16	4
17	2
18	1
19	9
20	9
Class Times	10
Rooms	5
1	866
2	63
3	418
4	139
5	833
Classes	20
Teachers	10
1	1
2	8
3	7
4	10
5	2
6	10
7	1
8	9
9	8
10	3
11	3
12	6
13	5
14	6
15	9
16	2
17	7
18	4
19	5
20	4
Class Times	10
Rooms	5
1	607
2	671
3	441
4	853
5	281
Classes	20
Teachers	10
1	10
2	5
3	5
4	1
5	3
6	2
7	2
8	4
9	7
10	1
11	10
12	8
13	3
14	7
15	9
16	6
17	9
18	4
19	6
20	8
Class Times	10
Rooms	5
1	945
2	667
3	636
4	900
5	540
Classes	20
Teachers	10
1	9
2	6
3	1
4	10
5	2
6	4
7	9
8	2
9	6
10	7
11	3
12	5
13	10
14	4
15	7
16	1
17	3
18	5
19	8
20	8
Class Times	10
Rooms	5
1	468
2	356
3	394
4	277
5	536
Classes	20
Teachers	10
1	2
2	9
3	4
4	10
5	3
6	4
7	9
8	5
9	1
10	5
11	2
12	1
13	7
14	3
15	8
16	8
17	10
18	6
19	7
20	6
Class Times	10
Rooms	5
1	326
2	448
3	870
4	814
5	512
Classes	20
Teachers	10
1	7
2	5
3	4
4	9
5	1
6	9
7	3
8	5
9	2
10	3
11	4
12	6
13	6
14	10
15	10
16	7
17	2
18	1
19	8
20	8
