Class Times	10
Rooms	5
1	985
2	873
3	137
4	723
5	85
Classes	20
Teachers	10
1	4
2	9
3	7
4	4
5	6
6	5
7	5
8	7
9	2
10	6
11	8
12	9
13	2
14	10
15	3
16	8
17	3
18	1
19	1
20	10
Class Times	10
Rooms	5
1	776
2	314
3	905
4	232
5	908
Classes	20
Teachers	10
1	2
2	7
3	9
4	9
5	7
6	2
7	3
8	6
9	10
10	3
11	4
12	5
13	8
14	10
15	4
16	5
17	6
18	8
19	1
20	1
Class Times	10
Rooms	5
1	214
2	106
3	608
4	255
5	96
Classes	20
Teachers	10
1	3
2	7
3	8
4	1
5	4
6	8
7	9
8	5
9	7
10	6
11	3
12	5
13	10
14	4
15	1
16	10
17	6
18	9
19	2
20	2
Class Times	10
Rooms	5
1	424
2	867
3	395
4	367
5	329
Classes	20
Teachers	10
1	1
2	4
3	5
4	5
5	8
6	3
7	10
8	3
9	9
10	4
11	9
12	1
13	7
14	7
15	10
16	8
17	2
18	6
19	6
20	2
Class Times	10
Rooms	5
1	212
2	624
3	97
4	601
5	670
Classes	20
Teachers	10
1	10
2	7
3	8
4	7
5	5
6	3
7	1
8	9
9	4
10	4
11	6
12	5
13	2
14	8
15	10
16	3
17	9
18	6
19	2
20	1
Class Times	10
Rooms	5
1	965
2	221
3	578
4	670
5	984
Classes	20
Teachers	10
1	3
2	6
3	1
4	5
5	9
6	6
7	3
8	2
9	10
10	10
11	7
12	9
13	5
14	7
15	1
16	8
17	4
18	4
19	8
20	2
Class Times	10
Rooms	5
1	283
2	943
3	561
4	479
5	906
Classes	20
Teachers	10
1	4
2	2
3	9
4	2
5	9
6	8
7	8
8	6
9	5
10	3
11	5
12	4
13	7
14	6
15	7
16	3
17	10
18	1
19	10
20	1
Class Times	10
Rooms	5
1	802
2	276
3	558
4	870
5	238
Classes	20
Teachers	10
1	5
2	4
3	2
4	4
5	8
6	2
7	10
8	9
9	5
10	8
11	7
12	9
13	3
14	3
15	6
16	7
17	10
18	6
19	1
20	1
Class Times	10
Rooms	5
1	738
2	399
3	448
4	651
5	399
Classes	20
Teachers	10
1	4
2	2
3	6
4	7
5	7
6	2
7	3
8	6
9	10
10	9
11	5
12	10
13	9
14	8
15	3
16	4
17	5
18	8
19	1
20	1
Class Times	10
Rooms	5
1	141
2	476
3	494
4	825
5	21
Classes	20
Teachers	10
1	5
2	3
3	10
4	9
5	2
6	2
7	6
8	10
9	5
10	9
11	8
12	7
13	3
14	4
15	6
16	4
17	7
18	8
19	1
20	1
Class Times	10
Rooms	5
1	133
2	417
3	130
4	501
5	140
Classes	20
Teachers	10
1	4
2	2
3	9
4	5
5	10
6	9
7	4
8	6
9	2
10	1
11	5
12	1
13	8
14	10
15	7
16	8
17	6
18	7
19	3
20	3
Class Times	10
Rooms	5
1	150
2	405
3	695
4	114
5	720
Classes	20
Teachers	10
1	1
2	1
3	2
4	6
5	3
6	7
7	6
8	2
9	7
10	10
11	8
12	4
13	8
14	9
15	3
16	4
17	5
18	5
19	9
20	10
Class Times	10
Rooms	5
1	127
2	786
3	328
4	111
5	319
Classes	20
Teachers	10
1	8
2	7
3	6
4	4
5	9
6	3
7	10
8	5
9	2
10	6
11	2
12	5
13	4
14	1
15	8
16	10
17	3
18	9
19	1
20	7
Class Times	10
Rooms	5
1	613
2	126
3	979
4	75
5	454
Classes	20
Teachers	10
1	10
2	6
3	5
4	1
5	9
6	6
7	10
8	8
9	4
10	7
11	8
12	7
13	5
14	2
15	4
16	2
17	9
18	3
19	1
20	3
