Students	10
1	13 6 15 10
2	4 14 18 10
3	19 20 10 14
4	7 12 4 6
5	3 17 18 1
6	20 14 6 5
7	18 12 10 1
8	16 12 9 14
9	16 13 9 11
10	1 7 11 14
Students	10
1	10 7 12 1
2	6 18 8 14
3	17 4 20 12
4	5 2 10 7
5	16 9 17 19
6	1 18 15 17
7	1 8 11 19
8	15 14 20 19
9	9 3 12 14
10	10 12 18 3
Students	10
1	3 16 18 10
2	7 13 3 16
3	14 2 6 7
4	20 16 6 1
5	3 13 9 19
6	15 6 2 7
7	9 16 6 15
8	11 2 14 6
9	6 11 8 17
10	19 9 3 1
Students	10
1	12 11 3 16
2	4 16 11 15
3	18 1 17 11
4	11 15 16 20
5	16 17 19 2
6	10 6 7 11
7	13 20 2 1
8	20 5 13 1
9	5 20 17 12
10	2 18 11 14
Students	10
1	20 17 9 14
2	2 7 10 4
3	5 12 3 20
4	6 11 3 13
5	14 9 16 8
6	17 12 4 16
7	10 2 7 9
8	14 11 8 2
9	16 18 4 5
10	18 14 4 12
Students	10
1	11 13 6 15
2	10 6 1 17
3	5 11 7 18
4	2 16 11 18
5	4 20 1 10
6	6 13 3 4
7	14 18 1 4
8	10 7 18 12
9	9 5 11 17
10	20 18 12 9
Students	10
1	6 11 3 1
2	5 3 9 17
3	17 10 11 1
4	8 1 6 2
5	16 2 17 7
6	7 19 18 17
7	15 6 17 16
8	15 3 5 13
9	10 13 1 11
10	20 5 15 8
Students	10
1	2 8 4 11
2	2 5 20 13
3	2 13 16 10
4	11 7 9 3
5	6 14 9 10
6	3 20 1 12
7	11 9 18 20
8	13 6 14 4
9	19 11 17 7
10	9 20 11 4
Students	10
1	3 8 11 9
2	13 9 7 11
3	15 12 8 10
4	3 11 4 5
5	10 20 12 8
6	13 12 20 8
7	19 5 15 10
8	10 7 9 12
9	18 13 4 16
10	12 11 4 8
Students	10
1	16 20 18 3
2	4 5 14 18
3	11 6 7 19
4	17 19 18 2
5	12 4 16 18
6	5 9 19 12
7	13 9 4 18
8	15 16 5 19
9	6 10 3 14
10	13 10 9 1
Students	10
1	20 3 16 12
2	7 6 9 19
3	20 5 9 8
4	12 14 10 3
5	5 8 1 9
6	6 14 17 1
7	16 20 14 6
8	5 1 15 14
9	4 6 1 2
10	7 2 1 14
Students	10
1	5 1 8 13
2	6 18 14 2
3	6 20 7 9
4	11 15 8 14
5	6 5 9 1
6	15 10 18 13
7	1 11 10 13
8	12 10 20 9
9	18 13 12 8
10	18 4 13 10
Students	10
1	8 20 16 14
2	7 6 19 4
3	20 19 15 13
4	13 6 14 9
5	17 9 18 10
6	2 7 3 19
7	7 5 16 2
8	3 17 10 12
9	11 10 4 18
10	13 3 6 12
Students	10
1	3 9 8 1
2	8 15 10 18
3	9 13 2 4
4	16 8 2 15
5	15 19 17 5
6	17 11 9 13
7	13 3 5 2
8	20 14 18 19
9	1 3 15 6
10	4 15 16 7
