Students	10
1	15 19 10 1
2	3 8 2 14
3	12 5 19 1
4	18 6 2 15
5	12 3 14 13
6	4 13 7 1
7	4 1 15 12
8	8 13 3 20
9	8 4 20 12
10	18 2 15 9
Students	10
1	6 14 8 11
2	17 14 7 6
3	17 16 8 9
4	6 15 10 18
5	1 7 20 5
6	6 17 7 18
7	10 15 7 20
8	6 8 15 20
9	8 5 15 17
10	10 7 5 9
Students	10
1	8 3 12 14
2	3 5 20 11
3	11 4 14 10
4	9 13 7 1
5	17 20 9 14
6	18 4 12 1
7	1 13 18 15
8	3 20 8 5
9	2 10 20 17
10	17 5 18 20
Students	10
1	5 8 7 20
2	6 3 2 4
3	13 20 2 14
4	10 8 5 13
5	1 15 7 10
6	7 8 4 13
7	19 15 5 12
8	7 15 12 2
9	13 18 9 8
10	11 1 5 4
Students	10
1	12 2 19 8
2	11 18 19 12
3	12 7 13 10
4	6 12 10 3
5	18 14 19 10
6	7 6 1 9
7	1 13 19 10
8	5 15 10 16
9	3 12 1 17
10	16 7 14 8
Students	10
1	1 3 18 19
2	12 15 20 6
3	19 5 11 17
4	2 10 20 1
5	16 15 8 2
6	9 16 20 13
7	16 1 20 19
8	11 6 8 10
9	18 14 6 4
10	2 4 12 19
Students	10
1	4 7 12 9
2	9 17 16 4
3	3 5 11 4
4	13 9 20 7
5	4 10 5 3
6	7 11 16 9
7	12 14 7 11
8	9 2 4 12
9	5 1 10 3
10	19 6 15 18
Students	10
1	10 9 19 16
2	12 19 4 5
3	9 17 8 10
4	6 9 12 10
5	4 13 7 3
6	12 2 20 3
7	6 20 12 13
8	17 10 4 7
9	10 12 15 3
10	1 15 8 10
Students	10
1	13 1 4 9
2	6 12 20 13
3	17 14 6 13
4	13 20 16 7
5	12 20 1 11
6	17 9 18 10
7	16 8 13 14
8	14 9 12 6
9	3 9 16 11
10	20 13 1 16
Students	10
1	5 16 9 1
2	14 16 4 19
3	9 14 7 12
4	5 7 13 8
5	9 2 8 12
6	3 13 20 11
7	16 20 14 10
8	1 16 8 4
9	3 17 16 9
10	4 17 2 3
Students	10
1	16 3 12 13
2	8 17 2 9
3	17 20 16 5
4	17 3 13 5
5	11 16 20 5
6	13 10 9 2
7	3 18 19 17
8	13 19 6 15
9	2 11 15 5
10	19 18 20 11
Students	10
1	1 19 14 5
2	13 3 15 6
3	18 12 19 4
4	3 6 14 10
5	5 18 20 19
6	9 15 18 3
7	19 3 6 4
8	15 6 13 17
9	20 12 10 5
10	8 18 17 9
Students	10
1	15 20 18 14
2	18 16 3 19
3	4 3 14 8
4	20 1 10 5
5	10 16 2 11
6	10 9 2 6
7	6 18 13 10
8	19 16 13 7
9	3 4 19 6
10	16 2 6 14
Students	10
1	2 14 4 5
2	19 14 15 8
3	15 2 20 3
4	7 4 3 16
5	1 3 17 9
6	20 19 15 18
7	18 2 16 9
8	1 6 20 2
9	20 5 4 13
10	13 17 16 12
