Course	Room	Teacher	Time	Students
001213	EHI	0031471	1	0310347 3331180 3340324 3359596 3405451 3415849 3418606 3422289 3425356 3431158 3432223 3434428 3434468 3435161 3438472 3443283 3451496 3451663 3455058 3455291 3459645 3459980 3461933 3462297 3462417 3462647 3463776 
001248	DAL300	0031388	1	0310347 3322886 3331180 3339315 3340287 3340324 3359596 3405619 3413283 3415849 3422289 3424520 3425356 3430944 3431158 3431535 3431740 3434428 3434468 3435161 3438472 3439820 
012317	DAL10	3554385	1	0750570 3413356 3463745 3475745 3475941 3480999 3481875 3483003 3483467 3546417 
003277	RCSEM	1061861	1	1005720 3198263 3424363 3431260 3437252 3459109 
007372	PK229	0603646	1	1005720 3198263 3396377 3417908 3420434 3432077 3439437 3439899 3443731 3444536 3453262 3455043 3456722 3457935 3459109 3460820 3462516 3463453 3467452 3469615 3484314 3484619 3503382 3561074 
014112	BYC127	3452853	1	1057610 3413923 3432595 3445680 3454059 3458972 3474620 3478506 3483965 3484898 3485169 3492392 3514835 3519078 3540124 3547282 3552259 3559657 3574563 3576477 3668783 3668811 3668894 3668971 3669002 3669027 
005282	PK231	0493856	1	1086489 3437365 
008769	PK180	0428728	1	1086489 3196460 3337463 3438471 3439387 3441004 3448314 3455625 3458136 3458957 3460338 3460737 3462416 3464638 3465036 3465050 3466014 3466962 3471450 3476899 3478964 3479054 3479085 3479350 3479718 3479885 3480069 3480810 3481557 3481943 3481967 3482101 3483546 3484243 3485228 3485537 3486311 3486389 3486777 3487640 3505157 3514964 3524963 3537536 3538688 3558739 3558838 
001161	BYC127	0031388	2	1160238 3250131 3418606 3421044 3422289 3429602 3451331 3461937 3462417 3462964 3463022 3463879 3466011 3481798 3485504 3576553 3580341 3651077 
002855	PK20	0031399	1	1160238 3226303 3432357 3460718 3462565 3465332 3470393 3470797 3470846 3471190 3471447 3471450 3473086 3474374 3476864 3477425 3478356 3479311 3479534 3480728 3480791 3480867 3480868 3480999 3481391 3481532 3481894 3481944 3482101 3482288 3483036 3483042 3483306 3483511 3483640 3483954 3484746 3485170 3485628 3485756 3485774 3487623 3492392 3502893 3503382 3503587 3503630 3503865 3505157 3505185 3506324 3508682 3510665 3510878 3510971 3512896 3513947 3514095 3514835 3514964 3516442 3516634 3518231 3519078 3519499 3519726 3520100 3521265 3521272 3521461 3524066 3524341 3524963 3525604 3529298 3530220 3531305 3533093 3533264 3537536 3538202 3538400 3538688 3538928 3539996 3540124 3540190 3540428 3540662 3540705 3540714 3542887 3543742 3544254 3544262 3544945 3546417 3546891 3547282 3549052 3549272 3551641 3552259 3555254 3555932 3556169 3556594 3556617 3556970 3557244 3557478 3558528 3558543 3558739 3558800 3558838 3559149 3559225 3559302 3559462 3559476 3559534 3559537 3559591 3559612 3559624 3559645 3559657 3559804 3559815 3559843 3559857 3559870 3559872 3559900 3559963 3559970 3560167 3560193 3560199 3560308 3560373 
004274	PK243	3092832	1	1160238 1160238 3415766 3415766 3418606 3418606 3431750 3431750 3433962 3433962 3436514 3436514 3456089 3456089 3461975 3461975 3462417 3462417 3465591 3465591 3466014 3466014 3467781 3467781 3468070 3468070 3469520 3469520 3474789 3474789 3476085 3476085 3479885 3479885 3480791 3480791 3480868 3480868 3483546 3483546 3485327 3485327 3524963 3524963 3544262 3544262 3555254 3555254 3558800 3558800 3560649 3560649 3561229 3561229 3576013 
003500	TAYC	3194193	1	3196460 3435397 3447306 3452988 3477580 3483306 3484845 3485642 3518231 3558838 3559815 3576532 3576753 3578488 3580248 
003572	PK349	0897399	1	3196460 3374470 3374569 3375685 3406406 3413146 3415766 3418145 3418264 3418441 3420037 3421153 3422414 3424318 3424363 3425114 3425401 3426654 3426717 3426718 3428844 3429732 3429832 3432238 3432622 3433275 3434210 3435183 3435380 3435397 3437252 3438465 3439402 3475445 3487243 
010844	CARP17	0824088	1	3198263 3418908 3434762 3440175 3455341 3459032 3576466 
007125	PK259	0162976	1	3213028 3421753 3423970 3426649 3430298 3432243 3434079 3434124 3435722 3437295 3437827 3438465 3439624 3439917 3453856 3454439 3459613 3463353 3463708 
007127	TH224	0162976	2	3213028 3359026 3374479 3404196 3416896 3418499 3421753 3422964 3423970 3426244 3426654 3428820 3430298 3430953 3431828 3432243 3434079 3434124 3435628 3435722 3437089 3437591 3437827 3438442 3438550 3438589 3439624 3440024 3463353 
007887	TH223	0470839	1	3217247 3438455 3441406 3452445 3480401 3559657 3576463 3576471 
005271	EHIII	1137952	1	3219927 3340287 3419470 3426654 3432223 3432243 3434130 3435384 3437827 3438033 3438652 3439670 3458957 3576450 
005310	CARP21	1137952	2	3219927 3221418 3366307 3415801 3416286 3416424 3421770 3426556 3426658 3429524 3429706 3429810 3432759 3435734 3437365 3438471 3439511 3460766 3462554 3462936 
007107	PK337	0031568	1	3219927 3340324 3374479 3405427 3415769 3418499 3424520 3426244 3430298 3438589 3462872 
013205	RCCON	3426520	1	3219927 3414238 3416598 3432040 3464855 3478713 3487732 3576620 
002367	PK336	0493725	1	3226303 3433539 3439528 3456820 3465245 3467040 3467983 3475298 3476908 3480166 3480732 3481391 3481875 3482445 3483003 3483950 3485170 3485816 3486141 3486311 3486838 3487035 3502893 3503630 3505185 3506324 3537536 3540190 3540705 3559804 3559970 3561772 3576321 3576330 3576343 3576373 3576390 3576429 3576501 3576507 3576558 3576763 3577741 3580095 3580389 
004009	PK100	3442425	1	3226303 3374194 3412549 3426858 3429566 3440687 3456660 3457777 3465591 3473086 3479534 3480728 3480868 3481102 3482194 3485812 3485970 3503865 3506324 3508682 3521265 3529298 3531305 3533093 3549272 3557244 3559857 3559872 3561402 3575769 3575898 3575908 3576126 3576763 3577167 3577590 3578963 3579028 3579592 3579687 3579723 3580217 3580251 
001894	DEDANCE	3483424	1	3250131 3405604 3426735 3431445 3432384 
013192	TAYB	3459335	1	3250131 3331180 3375120 3375544 3428042 3430152 3433760 3434130 3435070 3435384 3436119 3436930 3445081 3446832 3448679 3456228 3456677 3458295 3458451 3463526 3487041 
001839	DAL119	0898918	1	3250227 3375389 3375544 3416598 3417108 3421500 3421700 3426735 3428042 3428608 3431294 3436930 3437240 3438113 3438374 3443421 3446832 3448679 3453445 3458972 3460488 3460867 3461826 3462292 3462514 3462639 3463188 3463675 3464379 3483587 
