Course	Room	Teacher	Time	Students
007888	PK200	0470839	1	0171491 3462246 
005271	RCCON	1137952	1	0496921 3350298 3389574 3458451 3458469 3463126 3463993 3482588 3483298 
003406	PK20	3320456	1	0750570 3334029 3416998 3430527 3441310 3457988 3463022 3464638 3469615 3476930 3477576 3478050 3479718 3483084 3483546 3483567 3483651 3484314 3484750 3484752 3484763 3485416 3485727 3485800 3486133 3486182 3486311 3486475 3486569 3486571 3487316 3487321 3487429 
011298	PK229	0058557	1	0825970 3396312 3414205 3419470 3429732 3431672 3433686 3442641 3446645 3460820 3461826 3462293 3463526 3463589 3466014 3482198 3484243 3486844 3487621 
008764	PK278	0428728	1	1086489 3337463 3429810 3441004 3448314 3450546 3451168 3455227 3455625 3458136 3458957 3460338 3460737 3461197 3462416 3462639 3464638 3465036 3465050 3466962 3469615 3475745 3475941 3478050 3478964 3479054 3479085 3479350 3479718 3479885 3480069 3480810 3481557 3481875 3481967 3483003 3483467 3483546 3484243 3485228 3485288 3485537 3486311 3486389 3486777 3487276 3487640 
007397	DAL25	3474098	1	3093424 3342969 3352269 3363735 3396377 3405248 3411158 3411254 3420434 3429894 3433788 3433881 3438443 3439283 3439564 
008423	EHI	0132890	1	3093424 3344151 3372100 3377851 3419002 3426638 3439588 3455294 3457979 3459647 3478309 3481557 
012107	PEMSTD	0031619	1	3093424 3337246 3411186 3420837 3434210 3439588 3456290 3461057 3462115 3462414 
013999	DVR	3461401	1	3094516 3340797 3398070 3411018 
005217	CARP13	0493856	1	3103190 3219927 3340287 3404534 3415217 3437365 3439511 3440024 3460073 3463919 3477580 3482989 
005310	PK349	1020104	1	3103190 3251781 3252368 3330264 3342762 3342814 3344218 3350298 3350812 3355412 3362442 3367107 3395624 3397992 3402266 3411005 3412381 3413574 3417314 3437701 3462936 
007028	BYC106	0316015	1	3103190 3236337 3453472 3454476 3456645 3459972 3460235 3461937 3468504 3480166 3480734 3481798 3483467 3486858 3487093 
006872	ROSTUD	0031347	1	3198918 3411108 3425755 3430978 3432344 
004048	DAL315	0031578	1	3212483 3331186 3337246 3339029 3343167 3397442 3406042 3406073 3417359 3431672 3436683 3483929 
006043	TAYG	0409737	1	3212483 3331071 3364991 3404179 3413193 3431080 3436260 3436311 3437778 3439437 3439670 3441004 3463587 
006060	TAYB	0431634	1	3212483 3281059 3331071 3334029 3369591 3412100 3415827 3416354 
007043	PK243	3481299	1	3217041 3227014 3248623 3331179 3343167 3374470 3396208 3414298 3417000 3419002 3426244 3432027 3447306 3453218 3453467 3454115 3460369 3462872 3465591 3479945 3484334 3485931 
005247	TH223	3555101	1	3219927 3249725 3393147 3414811 3416424 3417001 3421604 3459109 3462936 
009304	DAL119	0493856	4	3219927 3366307 3415801 3416286 3416424 3421770 3426556 3426658 3429524 3429706 3429810 3432759 3435734 3437365 3438471 3439511 3440024 3460766 3462554 
013642	PK338	3195964	1	3219927 3343387 3352040 3358228 3379786 3397066 3404364 3405604 3409210 3413441 3417097 3417338 3422964 3426638 3428608 3432798 3437962 3437978 3438342 3455294 3458469 3459584 3459645 3462262 3463919 3474207 3478747 3480423 3481562 3484334 3485970 3486050 
004888	PK126	0031373	1	3221756 3319863 3340316 3344264 3352904 3364124 3401311 3402556 3404243 3404642 3405744 3406042 3413022 3415627 3417097 3418058 
012286	PK10	1165592	1	3223454 3250498 3372272 3424318 3433275 
004306	PK264	3447501	1	3223467 3330300 3369591 
012304	TH104	0031572	1	3226945 3343167 3396312 3404204 3411254 3416998 3417003 3417088 3438455 3438550 3440958 3486609 
012726	TH111	0416447	1	3226945 3350298 3366138 3433501 3451664 3481518 
013920	PK227	0897399	1	3226945 3416750 3458441 3458934 3459032 3481520 3576571 
001195	DAL2	0031471	1	3227014 3338762 3358960 3380465 3398117 3413283 3414811 3415615 3417000 3417073 3418907 3420837 3432223 3455058 3455291 3457917 3457979 3461498 3461933 
002874	CARP15	0031582	1	3227014 3416375 3420884 3426858 3438287 3454439 3455148 3468281 3485361 3576509 
001455	PK231	0020093	1	3227669 3442188 
013638	CARP25	1168489	1	3227669 3241275 3314570 3340838 3381424 3396036 3406406 3417273 3418117 3421604 3430196 3438465 3455220 3458932 3462414 3483567 
001165	TH224	3557246	1	3231046 3337246 3340287 3340324 3404828 3430383 3453445 3456677 3459645 3460488 3461498 3462417 3463993 3475198 3483965 3485912 
006504	TH110	3554648	1	3231046 3375120 3377851 3411108 3412874 3417336 3418094 3421153 3430697 3433945 3439636 3443731 3445738 3459508 3462116 3463745 3480810 3481419 3482198 3485053 3485290 3486133 3486623 3486844 3576306 3576342 3576425 3576569 
006518	DAL212A	0031399	1	3231046 3352904 3415125 3417338 3418094 3425239 3427633 3430697 3430953 3431060 3433501 3435628 3439409 3454115 3461517 3463126 3463524 
006588	DAL1	0031478	1	3231046 3340533 3352904 3372100 3384120 3406295 3417359 3418094 
006049	TAYF	0031454	1	3236337 3341634 3359188 3404179 3413193 3413598 3413923 3414201 3414467 3416354 3430383 3430978 3431080 3432259 3433829 3436260 3439437 3439670 
013919	TAYE	0897399	4	3236337 3337037 3397598 3429732 3443207 3450546 3451557 3455043 3459109 3460766 3475327 3475445 3478713 3480150 3484202 3484845 
001768	EHII	3474420	1	3241275 3342984 3352040 3374569 3381424 3414467 3437701 3437781 3438443 3439364 3457979 3459584 3475445 3481354 
008770	DAL300	3554385	1	3241275 3402721 3417108 3429199 3433881 3440606 3447681 3451553 3451663 3452529 3454115 3455093 3455341 3456089 3456290 3456820 3457777 3458049 3458176 3460369 3462228 3462270 3462554 3462849 3463602 3467427 3467983 3474620 3475933 3478691 3480067 3480710 3480732 3481203 3481221 3481354 3481518 3483385 3483925 3484887 3484990 3485169 3486379 3487621 
002395	CARP17	1051497	1	3248623 3375629 3405427 3412549 3412835 3417075 3420380 3436683 3438878 3455227 3458452 3463883 3576500 
001166	TH102	0135660	1	3249454 3331686 3337246 3337334 3340287 3358345 3380697 3397066 3405144 3405153 3416536 3419470 3430944 3431294 3432040 3438472 3443283 3448687 3455058 3461933 3462416 3462849 
001187	EHIII	0031388	1	3249454 3255465 3413283 3417073 3418606 3429532 3431740 3435187 3457231 
001249	PK180	0031471	4	3249454 3340838 3341874 3351574 3351809 3354445 3358345 3364639 3380465 3393147 3396313 3396422 3396892 3397066 3405153 3412523 3413255 3414811 3415217 3417073 3417355 3440606 
001170	PK336	3556528	1	3249725 3319386 3414068 3415217 3416073 3418117 3422414 3431535 3439588 3439912 3458533 3462240 3464100 3484361 3487261 
001763	TAYC	3573269	1	3249725 3412881 3426718 3431740 3437827 3438999 3463327 3471745 3479838 3480937 3483996 3576565 
013921	DAL6	3483424	1	3249725 3250227 3352269 3375120 3433760 3436119 3439558 
001474	DAL10	0853792	1	3250074 3250084 3250395 3251757 3255465 3344941 3358339 3366745 3397586 3417553 
010933	RCSEM	0031632	1	3250084 3358339 3374194 3425095 3425356 
001840	PK25	0168763	1	3250227 3319602 3329409 3339567 3404976 3411159 3414843 3415849 3434130 3435384 3435771 3438113 3438442 3443421 3455915 3458295 3460820 3460867 3462297 3462514 3463602 3463776 3463993 3464379 3471745 3479976 3484216 3485548 3576404 
001857	DAL212E	0123161	1	3250227 3360165 3397265 3436119 
011299	BYC127	0058557	4	3250227 3319386 3340316 3412523 3421770 3429810 3431445 3432595 3435161 3435384 3435922 3455915 3463776 3475941 3480935 3481690 3481813 
007370	BYC127	0826964	1	3250244 3250803 3337781 3339814 3343615 3362442 3395299 3398117 3416997 3417003 3418106 3418120 3418907 3426020 3426638 3430142 3430196 3437756 
011987	PK230	0004955	1	3250395 3425239 3455148 3461020 3481075 3483965 
013201	TH111	0020093	4	3250395 3374194 3462955 
003439	CARP21	1165592	4	3250498 3352040 3369702 3374040 3413283 3414205 3416374 3417284 3418264 3423839 3425114 3432759 3440687 3442335 3450069 3455519 3458049 3459584 3477004 3477014 3481702 3483567 3484887 
003489	PK259	3318436	1	3250498 3358378 3427633 3447306 3449263 3451551 3457393 3459584 3467452 3474620 
005743	TH251	3392421	1	3250803 3402721 3413774 3420037 3432595 
013640	PK127	0893542	1	3250803 3390220 3411136 3418117 3435628 3438442 3438550 3441166 
005291	BYC239	3555100	1	3251757 3350812 3413574 3426556 3428844 3429524 3438471 3441838 3448679 
006852	TH102	0031347	4	3251757 3354500 3364124 3366307 3389674 3431155 3431226 3431939 3432782 3434781 3436227 3439912 3455297 3457808 3458641 3459508 3462554 3462936 3463453 3483965 3576328 3576329 3576352 3576360 3576405 3576425 3576569 
013774	null	0058557	0	
003278	PK232	0675005	1	3251781 3329449 
002876	TAYD	1084458	1	3252368 3416375 3436710 3438287 3443522 3446353 3455341 3461020 3463560 3464666 3466014 3468281 3476418 3480937 3484898 3486740 3576374 
005180	PK180	3461286	1	3252368 3415801 3430953 3431303 3433881 3437756 3443522 3447322 3455808 3461517 3462955 3463071 3464306 3465591 3479054 3484202 3484216 3485727 3486321 3486740 
002868	TAYD	0004955	4	3254408 3384120 3404642 3412523 3413574 3415827 3420884 3425347 3438287 3464855 3464954 3467781 3480382 3483327 3576498 
005853	PK328	3470325	1	3254408 3420884 3426858 3436206 3455148 3458533 3461020 3463453 
013645	TH121	0493725	1	3254408 3334029 3381424 3438442 3454182 3456994 3458932 3475745 
004815	CARP21	3092667	1	3254734 3339814 3412381 3412866 3413255 3436206 3436514 3437589 3454494 3457327 3457777 3459508 3464848 3465036 3467932 3478713 3480150 3480382 3484334 3484845 3485970 
005161	PK230	0031582	4	3254734 3457932 3486852 
013839	TAYSEM	3447549	1	3254734 3422964 3433788 3459730 3464954 3475745 3478297 3478747 3479976 3482263 3487321 
009386	DAL315	0031388	4	3255465 3344151 3416375 3418606 3421770 3455291 3459980 3466011 3466364 3485028 
013922	BYC239	3557246	4	3255465 3374194 3404828 3425095 3576313 
002390	CARP15	0316015	4	3274299 3416232 3454100 3463879 3469119 3479355 3487266 
007113	null	0316015	0	
002562	PK100	0564741	1	3281059 3337390 3429199 3429706 3431060 3431080 3445738 3447478 3451331 3451553 3453663 3454210 3463708 3464263 3464855 3465244 3465591 3476899 3477004 3478102 3478691 3478713 3480375 3481354 3481520 3482445 3483557 3485327 3485416 3485636 3485803 3485812 3486632 3486858 3576364 3576512 
006045	DAL212A	0431634	4	3281059 3405422 3411108 3412100 3412644 3413923 3425150 3425755 3429761 3433849 3441004 3441900 3455046 3456066 3459897 3460701 
011535	PK337	3213249	1	3281059 3430944 3434468 3455151 3462417 3475573 3487505 
002713	SW3	1167978	1	3311775 3340558 3412874 3418216 
003270	EHLEC	0695890	1	3312777 3431226 3431257 3437574 3438999 3441310 3455220 3455519 3459111 3462228 3462872 3464985 3476930 3482989 3483560 3486311 3576305 3576323 
003541	TAYE	0599596	1	3312777 3316620 3331071 3375685 3404976 3406406 3416073 3416997 3417002 3418145 3418499 3421604 3426654 3429832 3432238 3432622 3438465 3443092 
009270	DAL119	3554810	1	3312777 3340716 3342814 3375685 3424363 3430131 3435397 3443092 3443207 3447306 3458441 3460586 3462293 3467932 3480166 3481562 3481643 3485537 3486623 
005263	PK180	0029475	2	3314570 3316620 3330264 3339814 3342814 3369702 3397807 3397992 3415801 3416286 3425114 3425219 3426658 3429524 3429706 3437011 3438471 
011305	TAYD	0077135	2	3315530 3353145 3358768 3363977 3412725 3416073 3416374 3417284 3429832 3434210 3436212 3449263 3460586 3479838 
002569	DAL6	3393847	2	3319602 3379786 3443453 3455562 3462512 
013775	null	0058557	0	
005258	CARP25	3461286	4	3319863 3352660 3366307 3411005 3421770 3432759 3435734 3437756 3439511 3442237 3452561 3452988 3454100 3456053 
013287	PK349	3474664	2	3319863 3338175 3339315 3340316 3393147 3401311 3405393 3411158 3415175 3416286 3416374 3418145 3425114 3425219 3425356 3425401 3431750 3438842 3454100 3455908 3456103 
001182	SW3	0493725	4	3322886 3462851 
013641	ROSTUD	0893542	4	3329409 3343387 3483155 
005198	TAYB	0853792	4	3330264 3429810 3438455 3486632 3559218 
001550	TH102	0031756	2	3330300 3338175 3340316 3397856 3404341 3411531 3411546 3412644 3420434 3424363 3437534 3440454 3454497 3459635 3463022 3463226 3464272 3479712 3483557 3486250 3486632 3486998 
002153	PK278	3415849	2	3330300 3330300 3375323 3375323 3405451 3405451 3417108 3417108 3421500 3421500 3428042 3428042 3428608 3428608 3432223 3432223 3436216 3436216 3436311 3436311 3436588 3436588 3437240 3437240 3438113 3438113 3438232 3438232 3438254 3438254 3440419 3440419 3441177 3441177 3443421 3443421 3445738 3445738 3448679 3448679 3451168 3451168 3453445 3453445 3455625 3455625 3455690 3455690 3455908 3455908 3455915 3455915 3456089 3456089 3457873 3457873 3458176 3458176 3458972 3458972 3459523 3459523 3460235 3460235 3460338 3460338 3460488 3460488 3461826 3461826 3462297 3462297 3462514 3462514 3462647 3462647 3462817 3462817 3462896 3462896 3462964 3462964 3463071 3463071 3463602 3463602 3464327 3464327 3465103 3465103 3466364 
004282	BYC106	1165566	2	3330300 3375323 3429532 3435692 3436216 3454433 3455690 3457231 3458176 3459523 3482144 
004066	PK230	0854975	2	3330355 3414238 3463353 
