Students	1000
1	839 350 329 80
2	1024 190 1169 830
3	1039 340 714 1420
4	622 351 617 592
5	469 117 551 1436
6	805 514 1076 566
7	27 1246 69 1146
8	890 26 306 880
9	416 102 1457 1495
10	1059 334 444 647
11	259 1347 653 145
12	248 173 1288 1188
13	1185 606 1496 956
14	1486 622 449 415
15	1469 85 409 1119
16	580 297 872 362
17	426 364 1136 1200
18	814 313 1170 704
19	3 258 1415 1227
20	366 1411 1289 1227
21	718 1337 1176 1202
22	448 1222 300 1131
23	1409 58 1059 1273
24	1347 1111 63 561
25	614 426 1090 31
26	946 385 583 673
27	750 126 1410 1182
28	32 278 210 52
29	238 789 831 578
30	225 726 251 629
31	1166 783 1400 839
32	174 786 1200 763
33	643 858 885 1484
34	1286 855 1105 437
35	543 941 1307 217
36	164 931 1033 1005
37	490 494 278 672
38	124 158 261 1179
39	1067 84 1409 611
40	1207 202 1130 1408
41	1500 1107 58 1201
42	1346 241 959 504
43	774 584 1036 152
44	1 1365 127 335
45	1490 956 707 89
46	1435 625 201 540
47	116 493 161 1182
48	517 1227 528 673
49	682 680 264 1091
50	1419 505 1377 1289
51	1421 314 1483 906
52	358 804 46 1403
53	874 41 354 1300
54	128 737 1385 322
55	493 1157 906 137
56	540 12 1359 233
57	1389 178 665 842
58	562 590 1155 501
59	1500 528 1128 826
60	933 844 843 934
61	643 588 303 1253
62	793 705 339 832
63	1140 1396 962 933
64	941 1415 1256 1436
65	506 1414 834 572
66	1182 21 317 1384
67	974 1055 384 73
68	1420 1088 694 554
69	550 976 177 999
70	71 379 1041 1155
71	681 165 170 1247
72	1160 1293 553 153
73	1092 1382 1416 369
74	1495 1313 117 1069
75	365 731 864 352
76	1174 534 540 885
77	1388 920 950 581
78	320 971 1384 714
79	1420 1176 181 514
80	384 417 239 544
81	645 304 285 462
82	596 1447 151 283
83	333 1496 357 204
84	1179 959 27 1427
85	924 725 646 942
86	283 708 1111 61
87	183 416 1295 419
88	200 1263 569 496
89	893 534 1465 1297
90	396 145 811 666
91	462 1278 741 136
92	67 1054 479 984
93	1225 762 168 81
94	978 179 482 155
95	1236 329 634 590
96	166 427 1085 480
97	853 43 61 1233
98	675 215 1342 941
99	1004 401 1084 315
100	1440 49 661 893
101	1138 407 507 746
102	600 111 913 873
103	1041 389 1372 747
104	572 1406 1305 579
