Students	3500
1	3 16 15 18
2	10 11 18 5
3	3 9 18 14
4	9 20 14 6
5	11 7 4 18
6	9 15 8 20
7	1 13 18 6
8	1 20 14 2
9	3 6 5 2
10	4 17 16 9
11	2 18 4 15
12	12 15 7 10
13	4 15 17 16
14	1 11 3 2
15	17 14 10 20
16	3 19 6 13
17	11 19 15 5
18	11 7 2 3
19	6 8 4 20
20	20 3 13 5
21	15 10 3 9
22	10 14 2 5
23	13 20 16 10
24	15 12 2 1
25	7 12 6 20
26	4 6 18 1
27	9 11 7 13
28	4 19 8 2
29	4 18 7 3
30	8 17 9 18
31	15 9 10 17
32	5 6 17 16
33	13 4 8 3
34	1 8 12 9
35	1 8 2 4
36	20 6 4 2
37	12 8 20 9
38	3 18 14 11
39	13 20 10 2
40	16 2 3 5
41	3 6 19 7
42	18 2 13 1
43	18 12 20 9
44	10 13 11 8
45	7 1 3 17
46	15 20 16 18
47	2 5 20 10
48	16 19 11 10
49	13 4 11 20
50	14 4 2 18
51	11 18 6 13
52	13 3 9 17
53	18 15 11 13
54	12 15 18 6
55	12 8 10 14
56	14 18 11 2
57	8 2 3 14
58	11 8 2 13
59	4 14 11 15
60	7 9 1 18
61	4 5 2 14
62	3 15 1 11
63	18 4 12 3
64	9 15 18 14
65	12 18 17 3
66	8 4 20 18
67	16 11 19 13
68	3 7 5 18
69	12 8 14 4
70	4 19 7 5
71	15 19 11 5
72	20 15 9 12
73	2 13 12 14
74	16 17 5 3
75	17 13 9 7
76	15 16 11 19
77	3 17 4 5
78	20 14 7 6
79	3 10 6 19
80	2 18 12 7
81	9 4 17 10
82	7 11 16 8
83	14 1 6 12
84	12 7 14 10
85	15 4 7 16
86	2 14 13 3
87	15 2 17 3
88	8 16 10 7
89	9 7 17 4
90	1 12 8 5
91	19 8 16 18
92	13 2 7 12
93	15 18 10 4
94	2 5 3 20
95	20 4 2 8
96	19 1 18 10
97	12 3 2 18
98	18 11 16 15
99	7 14 12 4
100	17 6 8 19
101	9 3 6 1
102	3 4 15 8
103	8 7 11 12
104	12 9 8 20
105	9 11 13 7
106	14 13 1 17
