Students	3500
1	6 13 17 15
2	15 18 1 11
3	16 5 11 12
4	10 3 4 19
5	16 15 3 17
6	18 11 8 15
7	1 2 5 3
8	2 13 8 4
9	15 4 12 10
10	11 13 15 3
11	18 7 1 19
12	12 7 13 8
13	15 12 1 2
14	20 8 9 11
15	12 10 9 19
16	20 17 1 4
17	6 7 10 19
18	12 19 16 3
19	16 5 15 6
20	1 7 8 3
21	6 18 10 3
22	2 15 6 19
23	18 8 13 5
24	2 1 8 20
25	4 2 19 16
26	13 8 2 15
27	4 6 16 11
28	4 13 2 11
29	11 13 2 3
30	14 12 13 1
31	5 13 7 1
32	2 13 15 1
33	7 15 12 5
34	10 19 11 20
35	18 12 6 16
36	11 17 8 15
37	11 10 8 14
38	15 16 8 19
39	20 19 2 1
40	20 18 11 5
41	2 1 13 12
42	18 2 13 17
43	3 4 6 15
44	11 14 6 19
45	10 4 7 5
46	20 15 18 9
47	12 16 20 18
48	12 17 14 2
49	15 17 12 8
50	4 7 5 15
51	7 2 12 16
52	19 5 12 2
53	2 5 9 10
54	17 1 5 20
55	8 18 10 15
56	20 17 2 9
57	1 14 2 16
58	2 7 8 12
59	7 18 13 17
60	11 4 15 9
61	4 17 8 10
62	15 6 13 18
63	3 11 16 19
64	15 18 1 10
65	10 5 19 11
66	12 17 2 7
67	4 9 7 15
68	7 9 5 10
69	15 10 18 16
70	4 8 12 15
71	20 1 9 6
72	9 13 14 1
73	7 12 4 15
74	3 10 4 13
75	9 5 10 16
76	15 7 6 1
77	11 4 3 7
78	19 7 5 15
79	6 5 13 12
80	7 5 6 20
81	19 4 18 9
82	2 19 8 14
83	16 12 6 5
84	8 12 15 3
85	20 19 7 2
86	11 3 20 4
87	13 4 14 7
88	14 9 11 2
89	11 8 18 7
90	9 5 12 11
91	5 3 8 2
92	1 5 13 19
93	3 20 1 15
94	19 16 18 13
95	12 18 3 10
96	6 7 2 19
97	16 12 10 9
98	5 18 13 14
99	17 5 1 6
100	10 6 19 5
101	2 4 13 9
102	17 7 6 2
103	17 20 4 18
104	4 12 19 20
105	3 6 7 14
106	15 11 5 6
107	20 17 7 4
108	7 8 5 11
109	8 9 15 4
110	13 17 1 18
111	6 2 10 19
112	11 12 14 4
113	20 15 16 19
114	4 19 17 9
115	13 7 11 15
116	6 1 12 8
117	1 14 18 9
118	2 15 7 19
119	15 18 10 19
120	4 12 11 5
121	11 17 1 12
122	1 20 15 11
123	4 9 14 2
124	16 19 1 11
125	11 20 13 16
126	11 12 14 3
127	10 18 9 6
128	16 9 6 17
129	18 12 14 20
130	13 1 5 6
131	10 19 13 17
132	5 15 2 6
133	20 13 17 4
134	11 8 14 2
135	11 5 16 19
136	14 15 13 12
137	10 15 17 11
138	2 9 12 14
139	8 18 19 2
140	1 2 7 19
141	15 16 8 2
142	17 15 5 1
143	4 3 12 6
144	2 8 14 10
145	20 15 12 17
146	11 14 5 4
147	4 16 13 5
148	13 7 20 8
149	16 1 18 8
150	20 5 17 13
151	10 18 13 16
152	13 4 3 12
153	8 6 14 1
154	9 6 5 14
155	1 11 6 13
156	11 16 20 15
157	4 14 13 16
158	12 6 19 2
159	7 17 12 1
160	16 1 10 12
161	10 13 12 17
162	8 5 18 15
163	14 3 18 16
164	8 12 5 17
165	4 9 18 15
166	18 1 2 13
167	1 15 20 5
168	11 1 10 17
169	4 5 13 9
170	13 19 4 11
171	17 12 11 19
172	1 7 5 20
173	2 8 11 13
174	12 11 7 16
175	2 15 7 6
176	1 11 2 9
177	1 14 17 8
178	5 9 1 8
179	5 11 18 16
180	13 3 16 12
181	10 18 11 9
182	10 19 5 3
183	15 4 17 3
184	9 3 8 13
185	17 15 20 3
186	11 12 4 18
187	14 8 17 20
188	11 3 2 17
189	10 18 11 9
190	8 6 11 3
191	10 12 2 19
192	16 4 18 5
193	18 15 3 11
194	5 11 7 18
195	9 16 14 19
196	18 14 1 5
197	17 12 3 16
198	15 13 18 19
199	14 8 19 1
200	19 20 11 10
201	17 18 20 4
202	12 9 11 3
203	17 4 7 16
204	11 3 7 4
205	15 20 7 17
206	20 8 11 3
207	18 3 10 7
208	3 18 15 17
209	16 7 6 12
210	12 1 3 15
211	13 10 18 20
212	7 9 5 4
213	4 7 6 18
214	5 8 2 19
215	8 19 3 14
216	13 6 2 17
217	17 5 9 13
218	3 11 18 6
219	11 9 14 19
220	8 5 15 20
221	10 13 14 9
222	16 2 15 19
223	12 9 8 4
224	9 5 17 4
225	19 15 1 16
226	8 19 3 15
227	5 14 3 4
228	20 18 14 5
229	17 8 10 4
230	11 17 15 6
231	15 10 14 20
232	2 11 9 17
233	19 6 5 11
234	15 20 2 10
235	2 10 14 9
236	18 11 14 8
237	2 17 19 1
238	20 1 17 8
239	7 8 5 12
240	15 6 16 4
241	5 20 16 9
242	5 18 9 12
243	7 15 13 6
244	15 9 12 3
245	7 20 15 13
246	10 1 4 15
247	6 4 10 8
248	12 14 3 20
249	9 8 6 4
250	16 8 11 18
251	1 12 8 13
252	7 16 13 17
253	2 11 12 1
254	8 1 17 16
255	1 17 4 8
256	20 1 5 18
257	17 5 15 18
258	7 8 13 4
259	6 11 1 2
260	20 10 1 9
261	17 11 5 3
262	11 14 8 7
263	16 7 3 19
264	18 19 17 15
265	8 7 16 18
266	11 10 2 20
267	3 13 19 14
268	16 13 3 1
269	6 17 15 8
270	5 19 11 20
271	16 6 12 1
272	7 4 11 13
273	8 16 14 5
274	13 16 18 6
275	5 14 4 2
276	6 5 13 11
277	17 2 4 7
278	3 5 12 2
279	9 17 13 4
280	13 9 4 6
281	18 3 12 5
282	10 14 13 17
283	12 19 10 1
284	9 5 20 19
285	4 11 5 18
286	8 16 14 15
287	6 3 19 5
288	12 7 10 2
289	11 9 12 18
290	2 8 17 6
291	5 13 16 18
292	8 4 17 18
293	19 11 12 15
294	17 20 12 4
295	7 1 10 9
296	1 15 16 2
297	12 15 20 10
298	19 16 20 15
299	1 15 20 14
300	20 3 1 2
301	18 3 8 20
302	19 12 7 15
303	5 12 4 13
304	4 17 2 1
305	16 11 18 13
306	4 1 14 18
307	19 11 9 8
308	4 15 2 14
309	16 5 13 8
310	18 9 16 2
311	6 8 18 17
312	12 8 11 20
313	1 15 17 11
314	2 1 14 11
315	11 17 2 8
316	17 12 6 18
317	3 12 5 11
318	14 8 15 18
319	2 8 1 5
320	12 18 10 5
321	16 12 5 8
322	4 14 15 18
323	17 4 6 16
324	16 14 6 18
325	3 5 20 16
326	6 1 11 5
327	19 8 15 3
328	7 20 18 5
329	6 3 9 2
330	14 16 11 20
331	4 15 12 11
332	17 4 8 7
333	16 9 5 18
334	5 11 15 14
335	9 1 12 11
336	15 3 11 2
337	11 8 3 6
338	11 17 12 15
339	2 6 7 4
340	15 9 19 5
341	8 6 16 3
342	7 19 1 18
343	17 9 20 1
344	7 9 6 4
345	16 6 2 3
346	18 16 1 11
347	15 19 2 3
348	14 5 4 19
349	14 8 15 2
350	15 11 10 8
351	9 20 6 13
352	16 13 9 17
353	14 6 2 15
354	10 5 20 9
355	18 5 9 6
356	3 14 8 5
357	18 3 10 8
358	3 16 14 20
359	5 12 8 1
360	9 12 19 7
361	18 1 4 17
362	14 11 18 2
363	9 13 4 12
364	3 1 6 15
365	1 9 15 11
366	17 10 2 4
367	14 18 12 3
368	13 14 12 11
369	5 15 7 3
370	19 14 5 16
371	3 7 12 5
372	18 20 6 3
373	3 10 19 6
374	6 1 3 20
375	6 8 3 19
376	2 19 9 6
377	9 18 4 14
378	9 8 13 16
379	18 6 14 10
380	20 11 13 19
381	3 12 17 13
382	18 11 3 4
383	16 17 15 13
384	17 20 9 13
385	10 15 7 6
386	17 19 4 5
387	8 18 19 13
388	7 16 19 15
389	10 20 1 7
390	19 14 2 11
391	7 16 19 5
392	2 12 13 3
393	12 4 2 18
394	6 13 4 20
395	6 14 8 12
396	19 10 14 20
397	18 1 5 13
398	3 10 17 2
399	3 2 18 12
400	19 14 12 7
401	7 13 9 15
402	6 13 1 14
403	7 12 2 14
404	8 4 10 5
405	12 9 11 2
406	19 8 1 20
407	1 18 5 3
408	15 6 14 10
409	7 3 10 4
410	2 7 11 1
411	1 12 16 20
412	15 17 2 12
413	18 9 8 12
414	11 17 10 14
415	7 4 9 1
416	11 13 15 20
417	5 4 6 17
418	16 18 5 19
419	12 5 9 10
420	17 15 20 13
421	13 20 15 8
422	5 18 7 12
423	17 3 12 18
424	19 6 15 9
425	11 12 13 18
426	15 4 5 18
427	10 20 13 18
428	3 11 7 9
429	17 8 13 2
430	4 1 5 2
431	19 8 1 20
432	5 10 11 8
433	3 11 8 16
434	15 12 9 17
435	12 2 6 13
436	5 10 15 9
437	9 17 11 7
438	14 8 9 18
439	2 4 16 20
440	10 4 15 11
441	13 8 16 7
442	7 20 14 11
443	19 11 18 16
444	6 11 19 12
445	6 10 3 20
446	7 20 2 4
447	4 10 17 20
448	5 6 13 12
449	6 1 10 5
450	7 20 3 10
451	4 16 11 13
452	18 20 15 1
453	9 7 14 18
454	2 17 14 16
455	16 14 9 18
456	11 15 18 8
457	3 14 17 9
458	2 20 12 5
459	5 7 8 10
460	20 11 5 19
461	19 13 5 18
462	14 15 8 12
463	19 14 18 12
464	5 15 4 19
465	19 2 15 18
466	9 8 15 10
467	5 20 2 7
468	7 4 18 9
469	12 20 9 13
470	16 5 3 2
471	7 15 6 3
472	14 2 8 18
473	6 15 1 12
474	18 4 20 10
475	14 6 12 13
476	9 10 6 14
477	19 8 7 16
478	10 17 14 20
479	1 15 10 3
480	14 18 9 19
481	16 4 9 8
482	20 2 19 4
483	17 18 19 14
484	1 2 5 8
485	7 19 11 1
486	13 10 5 7
487	14 7 1 8
488	15 8 14 2
489	17 4 3 2
