Class Times	10
Rooms	5
1	965
2	487
3	897
4	469
5	881
Classes	20
Teachers	10
1	9
2	3
3	3
4	10
5	4
6	10
7	8
8	5
9	1
10	2
11	8
12	2
13	5
14	9
15	1
16	6
17	6
18	4
19	7
20	7
Class Times	10
Rooms	5
1	481
2	865
3	861
4	184
5	757
Classes	20
Teachers	10
1	1
2	1
3	3
4	3
5	5
6	4
7	10
8	6
9	5
10	8
11	4
12	6
13	7
14	10
15	2
16	7
17	8
18	2
19	9
20	9
Class Times	10
Rooms	5
1	545
2	115
3	901
4	986
5	763
Classes	20
Teachers	10
1	8
2	5
3	8
4	7
5	3
6	3
7	5
8	9
9	1
10	9
11	7
12	2
13	1
14	10
15	10
16	6
17	2
18	4
19	6
20	4
Class Times	10
Rooms	5
1	199
2	326
3	837
4	259
5	898
Classes	20
Teachers	10
1	10
2	1
3	6
4	4
5	2
6	4
7	3
8	8
9	5
10	5
11	7
12	2
13	6
14	3
15	1
16	10
17	8
18	7
19	9
20	9
Class Times	10
Rooms	5
1	832
2	661
3	255
4	948
5	564
Classes	20
Teachers	10
1	10
2	7
3	8
4	9
5	2
6	3
7	9
8	10
9	1
10	6
11	3
12	5
13	1
14	2
15	4
16	4
17	7
18	6
19	8
20	5
Class Times	10
Rooms	5
1	726
2	180
3	193
4	522
5	366
Classes	20
Teachers	10
1	1
2	6
3	6
4	2
5	3
6	3
7	7
8	9
9	10
10	7
11	2
12	4
13	4
14	10
15	8
16	8
17	9
18	5
19	5
20	1
Class Times	10
Rooms	5
1	576
2	134
3	914
4	427
5	996
Classes	20
Teachers	10
1	4
2	8
3	10
4	1
5	10
6	3
7	2
8	2
9	6
10	4
11	9
12	5
13	8
14	6
15	1
16	3
17	7
18	9
19	5
20	7
Class Times	10
Rooms	5
1	956
2	591
3	808
4	789
5	596
Classes	20
Teachers	10
1	9
2	10
3	1
4	9
5	3
6	10
7	8
8	7
9	6
10	2
11	7
12	1
13	4
14	8
15	3
16	2
17	6
18	4
19	5
20	5
Class Times	10
Rooms	5
1	869
2	330
3	726
4	566
5	672
Classes	20
Teachers	10
1	8
2	4
3	6
4	8
5	1
6	4
7	2
8	2
9	10
10	9
11	6
12	1
13	10
14	9
15	3
16	7
17	7
18	3
19	5
20	5
Class Times	10
Rooms	5
1	194
2	650
3	902
4	145
5	224
Classes	20
Teachers	10
1	10
2	4
3	8
4	5
5	3
6	1
7	1
8	9
9	5
10	10
11	6
12	8
13	4
14	9
15	6
16	3
17	7
18	2
19	2
20	7
Class Times	10
Rooms	5
1	156
2	580
3	784
4	750
5	150
Classes	20
Teachers	10
1	3
2	4
3	6
4	6
5	1
6	2
7	9
8	7
9	8
10	5
11	7
12	10
13	1
14	2
15	10
16	3
17	9
18	4
19	5
20	8
Class Times	10
Rooms	5
1	67
2	13
3	189
4	938
5	486
Classes	20
Teachers	10
1	5
2	3
3	4
4	1
5	1
6	5
7	9
8	2
9	3
10	2
11	6
12	10
13	6
14	9
15	10
16	7
17	8
18	4
19	7
20	8
Class Times	10
Rooms	5
1	337
2	476
3	821
4	362
5	278
Classes	20
Teachers	10
1	9
2	3
3	9
4	7
5	4
6	6
7	6
8	7
9	1
10	8
11	1
12	5
13	10
14	5
15	3
16	8
17	10
18	2
19	2
20	4
Class Times	10
Rooms	5
1	878
2	965
3	999
4	424
5	38
Classes	20
Teachers	10
1	3
2	7
3	10
4	4
5	8
6	9
7	3
8	4
9	5
10	8
11	5
12	9
13	2
14	10
15	6
16	2
17	1
18	6
19	1
20	7
