Students	1500
1	5 2 14 19
2	12 6 18 7
3	10 7 16 3
4	20 15 3 16
5	6 18 4 11
6	4 10 8 17
7	2 10 15 9
8	19 12 13 11
9	2 6 17 7
10	9 12 17 4
11	5 20 11 12
12	3 18 16 4
13	20 15 3 2
14	18 17 4 3
15	1 10 14 4
16	10 9 20 18
17	11 9 3 2
18	16 7 8 10
19	19 14 18 3
20	11 3 10 16
21	16 20 9 3
22	14 15 12 5
23	7 9 19 3
24	19 11 3 16
25	3 14 4 6
26	3 8 19 11
27	4 2 12 6
28	2 5 13 8
29	2 16 20 9
30	6 18 8 13
31	2 13 8 5
32	10 7 14 20
33	3 11 12 1
34	16 10 17 6
35	7 17 5 20
36	9 17 6 7
37	12 1 4 17
38	19 12 9 4
39	17 15 10 4
40	9 11 13 4
41	8 17 3 1
42	8 15 5 9
43	19 9 15 17
44	2 3 5 6
45	19 8 2 1
46	15 18 13 11
47	10 15 8 6
48	17 9 19 10
49	14 16 11 19
50	11 14 10 2
51	10 8 4 6
52	4 8 16 18
53	1 20 11 18
54	13 15 5 14
55	9 4 3 1
56	17 8 14 20
57	18 6 16 3
58	1 6 2 17
59	12 2 17 11
60	3 5 12 13
61	6 13 18 9
62	7 18 1 15
63	11 19 10 9
64	6 18 15 12
65	9 5 4 3
66	14 19 18 9
67	20 8 16 7
68	8 5 17 3
69	12 6 13 9
70	12 20 18 14
71	7 5 18 15
72	18 4 15 9
73	9 17 13 20
74	16 17 7 15
75	7 15 6 10
76	14 8 9 3
77	7 17 14 18
78	8 2 13 17
79	12 1 19 7
80	8 13 5 7
81	13 4 8 14
82	13 15 7 6
83	9 14 11 5
84	11 16 7 10
85	16 4 6 17
86	11 20 2 17
87	1 5 8 2
88	20 7 19 11
89	3 1 15 13
90	11 16 18 17
91	19 20 6 12
92	5 1 20 18
93	19 8 6 14
94	7 4 18 13
95	8 12 1 6
96	7 12 14 3
97	10 11 8 1
98	9 2 13 7
99	10 9 1 17
100	13 1 2 16
101	10 8 17 13
102	14 13 18 3
103	8 12 3 10
104	20 14 5 12
105	13 4 20 1
106	2 4 1 5
107	18 13 4 8
108	14 1 2 9
109	2 19 16 11
110	11 8 4 1
111	17 5 1 13
112	3 8 5 6
113	7 17 2 10
114	7 12 6 11
115	17 3 6 2
116	19 5 20 2
117	11 1 6 7
118	14 8 18 20
119	1 15 18 16
120	10 3 15 16
121	18 17 6 8
122	10 16 15 19
123	17 2 19 18
124	5 6 20 17
125	18 2 17 15
126	12 3 17 13
127	17 15 12 3
128	15 16 2 1
129	4 15 18 2
130	4 2 15 6
131	5 6 4 10
132	6 3 15 2
133	10 13 19 16
134	10 11 3 1
135	13 19 12 6
136	5 2 4 8
137	16 17 2 4
138	16 11 12 8
139	14 4 5 13
140	19 7 1 5
141	9 20 18 12
142	14 20 1 6
143	12 3 14 10
144	5 1 2 10
145	20 5 17 8
146	9 11 17 13
147	11 9 13 8
148	7 6 9 2
149	16 14 17 10
150	9 12 1 10
151	3 11 19 17
152	4 12 11 10
153	6 4 1 2
154	13 16 6 15
155	10 1 4 8
156	4 6 16 8
157	8 4 6 1
158	6 18 8 1
159	5 19 13 6
160	13 8 10 11
161	20 4 19 17
162	6 19 13 8
163	16 7 3 19
164	5 4 12 6
165	15 19 17 13
166	11 7 2 16
167	3 16 20 17
168	9 6 17 7
169	7 12 1 2
170	5 20 19 3
171	1 17 13 5
172	12 2 13 15
173	1 2 10 13
174	7 1 6 11
175	7 12 18 15
176	5 4 7 10
177	15 13 11 1
178	8 7 13 5
179	6 17 10 2
180	12 19 8 3
181	7 20 6 15
182	11 1 4 13
183	1 10 3 20
184	7 18 8 17
185	8 5 11 20
186	6 18 4 13
187	16 4 15 6
188	20 16 1 10
189	4 8 7 5
190	5 19 20 7
191	4 8 12 17
192	20 9 18 14
193	3 2 16 7
194	15 19 11 4
195	19 18 11 8
196	17 19 3 14
197	4 5 3 15
198	9 11 19 10
199	7 17 18 19
200	4 7 2 13
201	8 5 20 6
202	5 12 19 15
203	2 19 4 12
204	1 13 17 16
205	4 11 8 2
206	18 20 1 16
207	9 14 4 11
208	2 14 7 20
209	16 3 19 4
210	8 19 3 1
211	11 12 16 13
212	18 5 3 4
213	7 20 4 15
214	4 10 11 5
215	6 9 15 11
216	14 9 17 2
217	19 17 3 15
218	4 5 6 10
219	15 2 1 7
220	6 14 4 11
221	8 16 5 18
222	2 19 7 13
223	1 2 3 12
224	9 11 1 7
225	12 18 13 5
226	15 5 11 8
227	11 14 12 10
228	18 10 12 3
229	19 9 14 2
230	9 16 1 13
231	16 1 4 11
232	18 1 6 14
233	9 10 3 20
234	13 2 12 14
235	8 19 4 14
236	18 14 5 8
237	12 20 1 2
238	17 15 6 19
239	11 19 10 12
240	4 8 18 9
241	20 3 7 6
242	3 14 16 15
243	10 17 1 16
244	2 19 6 15
245	11 4 13 18
246	18 1 20 2
247	11 6 10 16
248	4 19 18 20
249	3 19 10 17
250	11 5 15 17
251	11 17 16 4
252	14 3 2 5
253	7 8 13 3
254	6 1 8 18
255	16 11 6 18
256	3 9 6 11
257	16 11 19 2
258	5 9 18 17
259	6 2 9 20
260	5 2 15 16
261	9 12 6 19
262	13 12 3 2
263	4 6 2 12
264	6 12 4 14
265	5 16 10 8
266	4 1 8 19
267	1 14 13 19
268	16 2 10 17
269	20 14 19 8
270	15 20 19 7
271	15 5 10 3
272	12 18 2 1
273	19 11 1 18
274	10 14 19 17
275	4 10 13 11
276	15 2 14 7
277	19 16 15 12
278	4 6 3 18
279	10 3 7 15
280	18 11 12 5
281	13 19 9 2
282	17 7 15 12
283	12 18 1 19
284	18 17 5 11
285	12 15 3 16
286	15 18 7 5
287	14 17 6 4
288	4 20 7 15
289	11 10 8 9
290	11 4 3 13
291	17 4 15 8
292	15 10 5 18
293	16 10 5 11
294	5 20 14 12
295	4 12 5 9
296	16 13 5 9
297	1 14 20 11
298	3 8 1 15
299	1 15 5 20
300	1 5 8 18
301	10 9 7 11
302	15 9 20 8
303	20 14 6 11
304	3 7 6 17
305	5 15 18 8
306	15 12 1 14
307	7 20 15 14
308	13 10 16 20
309	4 14 10 19
310	9 11 16 8
311	20 9 18 4
312	13 5 8 11
313	12 8 9 1
314	10 18 1 14
315	18 16 4 2
316	20 2 5 19
317	13 6 12 11
318	17 10 16 4
319	4 5 16 8
320	6 5 10 2
321	13 4 19 20
322	18 10 11 20
323	20 14 9 7
324	2 15 14 8
325	2 4 19 5
326	16 8 20 15
327	7 8 6 11
328	2 8 20 7
329	6 7 17 3
330	13 5 15 19
331	5 3 16 17
332	15 6 7 16
333	12 17 6 18
334	1 15 7 16
335	2 13 4 19
336	3 16 9 1
337	5 16 20 4
338	4 3 16 15
339	9 18 1 4
340	9 7 16 1
341	9 7 20 15
342	20 10 13 12
343	11 3 9 4
344	6 1 5 20
345	2 5 9 20
346	13 10 11 18
347	15 7 13 12
348	2 18 15 19
349	1 11 13 5
350	17 11 7 16
351	17 11 15 1
352	9 16 15 7
353	12 20 6 7
354	8 9 20 7
355	10 8 6 17
356	18 1 17 16
357	20 8 7 4
358	15 1 13 2
359	15 20 2 4
360	18 1 3 19
361	20 1 8 12
362	20 12 3 11
363	13 1 6 16
364	6 1 3 16
365	16 13 15 5
366	20 2 16 5
367	7 19 1 4
368	10 16 1 12
369	19 12 13 18
370	14 18 8 7
371	6 3 2 18
372	12 16 3 20
373	1 3 13 9
374	14 12 9 7
375	17 8 20 2
376	13 11 17 2
377	5 19 8 17
378	7 2 6 15
379	10 17 13 20
380	5 15 14 7
381	5 1 14 16
382	19 1 5 7
383	15 4 19 3
384	2 12 9 19
385	4 10 12 11
386	1 5 13 2
387	3 18 5 16
388	20 5 19 4
389	8 20 1 3
390	10 13 7 1
391	17 13 16 10
392	1 17 13 10
393	2 17 20 12
394	19 12 5 15
395	19 9 12 3
396	6 9 12 19
397	19 8 3 16
398	5 8 9 16
399	19 14 12 10
400	17 4 7 12
401	8 9 4 13
402	1 18 14 19
403	1 18 16 9
404	3 19 13 9
405	1 20 11 10
406	11 9 7 14
407	10 15 2 7
408	15 4 20 10
409	3 10 7 13
410	2 17 9 1
411	6 7 13 16
412	11 17 10 18
413	18 14 2 1
414	7 1 13 5
415	8 16 9 10
416	18 8 2 13
417	7 12 18 9
418	10 18 12 5
419	12 13 10 6
420	6 17 19 5
421	4 15 5 9
422	8 10 15 16
423	14 15 2 1
424	11 12 18 16
425	13 15 12 2
426	2 12 20 11
427	17 16 1 6
428	9 13 2 14
429	5 6 10 19
430	7 6 4 5
431	18 10 12 2
432	11 5 14 13
433	18 1 12 10
434	12 8 5 13
435	6 19 2 9
436	3 6 5 20
437	8 10 19 4
438	2 20 19 1
439	12 8 4 7
440	8 11 4 14
441	19 15 14 2
442	16 20 7 18
443	3 13 17 2
444	18 10 7 16
445	1 8 18 10
446	13 11 15 19
447	13 4 17 15
448	20 6 1 16
449	16 20 18 17
450	3 4 16 15
451	10 9 20 17
452	7 1 8 13
453	16 4 13 19
454	1 17 12 20
455	19 7 18 11
456	11 8 4 3
457	5 1 19 4
458	14 17 16 6
459	8 14 2 18
460	15 19 10 5
461	1 4 6 10
462	4 9 6 2
463	6 15 4 5
464	14 11 17 3
465	2 12 18 14
466	18 19 6 10
467	2 16 8 3
468	16 14 1 5
469	5 8 16 1
470	5 17 14 20
471	12 1 10 11
472	8 16 13 20
473	9 18 7 11
474	10 18 2 1
475	12 15 11 6
476	12 4 8 9
477	18 11 4 5
478	9 19 15 18
479	7 3 18 13
480	15 4 5 11
481	10 2 8 13
482	16 14 15 4
483	16 7 14 20
484	9 18 14 12
485	17 18 16 3
486	9 5 19 6
487	6 10 9 17
488	4 7 12 1
489	2 9 14 18
490	17 2 5 12
491	5 17 15 2
492	16 3 10 19
493	4 13 11 19
494	20 19 14 18
495	10 9 19 5
496	11 19 9 8
497	6 16 8 2
498	12 5 10 2
499	18 19 8 6
500	4 6 13 1
501	9 11 20 5
502	6 3 5 11
503	10 7 14 4
504	18 10 8 12
505	15 18 19 1
506	3 18 17 11
507	17 7 15 9
508	20 12 3 1
509	13 7 3 15
510	4 10 13 7
511	17 18 13 15
512	14 18 1 17
513	12 11 20 2
514	19 5 11 1
515	13 2 15 6
516	13 16 5 11
517	10 20 13 6
518	2 14 3 6
519	11 4 2 13
520	9 13 15 1
521	19 10 11 1
522	20 6 14 16
523	11 5 18 1
524	6 5 17 4
525	4 8 5 9
526	20 16 6 13
527	8 14 15 4
528	2 7 17 9
529	15 11 19 17
530	5 2 8 13
531	2 12 15 13
532	8 3 17 9
533	4 14 15 10
534	8 15 12 4
535	5 3 14 18
536	8 19 5 14
537	5 8 10 12
538	14 10 12 3
539	6 17 7 19
540	16 7 3 4
541	16 5 14 9
542	14 19 4 12
543	9 4 15 13
544	9 4 7 1
545	20 1 19 2
546	15 9 8 5
547	6 5 18 16
548	15 18 19 3
549	15 12 4 16
550	6 19 10 17
551	11 4 19 12
552	2 10 3 19
553	1 4 15 14
554	6 18 13 7
555	20 5 16 7
556	8 14 4 1
557	3 9 11 4
