Students	500
1	3 9 6 5
2	19 17 7 15
3	15 3 6 9
4	14 5 11 1
5	9 19 4 13
6	14 20 10 17
7	4 17 15 6
8	3 17 18 9
9	5 7 9 16
10	13 10 14 20
11	12 1 10 15
12	15 20 8 13
13	3 1 9 18
14	16 14 8 5
15	15 5 13 14
16	14 1 18 15
17	12 5 10 19
18	11 9 19 14
19	5 7 3 20
20	14 2 5 16
21	20 16 10 15
22	3 12 14 16
23	8 15 1 18
24	18 11 16 12
25	18 5 6 11
26	16 10 20 17
27	3 6 15 14
28	19 6 20 18
29	17 10 6 8
30	9 19 14 3
31	17 9 3 14
32	1 11 3 2
33	20 16 14 6
34	2 9 11 18
35	9 16 6 17
36	1 5 6 14
37	3 16 7 14
38	11 5 1 14
39	10 9 18 20
40	17 15 13 9
41	18 5 7 10
42	16 12 10 6
43	7 8 9 2
44	14 5 17 20
45	9 15 12 6
46	16 19 18 12
47	10 16 18 19
48	2 9 16 8
49	13 16 20 10
50	19 10 9 3
51	6 16 11 12
52	7 8 10 15
53	1 17 12 19
54	16 9 3 15
55	16 9 1 13
56	6 2 11 3
57	4 8 18 3
58	10 18 8 2
59	9 1 10 6
60	1 18 17 20
61	2 1 8 20
62	19 6 11 7
63	5 14 13 6
64	14 4 10 2
65	4 15 16 10
66	15 12 2 9
67	15 20 8 2
68	3 9 4 5
69	7 6 11 5
70	20 4 2 19
71	18 7 10 2
72	13 17 18 7
73	14 9 5 17
74	19 7 18 9
75	3 1 12 19
76	3 11 16 15
77	17 3 6 20
78	19 2 14 4
79	13 7 19 18
80	8 13 16 1
81	3 7 18 4
82	11 1 14 4
83	17 2 20 6
84	9 6 13 19
85	16 6 1 13
86	3 20 9 4
87	11 7 8 12
88	12 2 13 18
89	10 2 1 3
90	15 10 11 12
91	2 12 10 3
92	16 20 18 6
93	18 17 13 2
94	19 10 3 17
95	4 6 14 2
96	10 12 17 13
97	9 4 20 3
98	11 7 9 15
99	20 15 18 1
100	1 11 10 14
101	18 16 9 17
102	7 17 11 15
103	10 17 2 6
104	14 11 6 17
105	1 15 19 12
106	9 1 16 12
107	17 10 3 9
108	10 13 9 19
109	19 20 14 8
110	18 2 14 5
111	20 1 7 3
112	1 12 20 10
113	11 18 1 7
114	15 12 19 2
115	8 4 16 1
116	12 7 8 4
117	11 2 17 13
118	5 7 8 19
119	7 19 3 5
120	13 5 17 4
121	18 3 12 2
122	17 19 18 12
123	2 11 7 5
124	2 8 9 10
125	18 19 17 8
126	11 13 20 16
127	2 8 18 12
128	18 15 7 8
129	6 8 17 5
130	1 20 17 5
131	7 17 6 3
132	18 4 7 15
133	1 3 2 17
134	11 16 19 1
135	1 7 6 19
136	17 13 10 7
137	19 12 4 9
138	13 18 10 2
139	6 12 16 18
140	9 4 18 7
141	3 13 14 2
142	1 18 19 11
143	17 15 12 8
144	16 7 11 2
145	13 16 18 19
146	17 18 13 1
147	16 4 6 7
148	14 8 6 4
149	12 4 19 13
150	2 13 18 15
151	2 3 11 19
152	12 5 16 18
153	3 2 5 12
154	15 9 12 7
155	10 7 11 14
156	12 10 6 13
157	5 17 16 9
158	17 18 19 13
159	19 9 18 4
160	3 20 13 7
161	3 1 8 10
162	20 1 6 5
163	2 18 7 1
164	14 3 19 13
165	10 7 17 19
166	1 20 19 18
167	15 1 6 9
168	7 15 6 8
169	20 9 13 12
170	20 16 18 13
171	5 19 11 1
172	19 4 7 18
173	3 17 6 8
174	19 13 18 17
175	17 12 5 18
176	14 6 18 19
177	11 13 19 12
178	17 11 3 5
179	2 13 1 4
180	13 2 18 12
181	3 5 13 1
182	18 8 20 3
183	2 19 20 1
184	11 17 8 10
185	6 11 13 14
186	16 20 13 12
187	10 4 16 14
188	13 2 4 5
189	19 7 2 3
190	17 14 13 9
191	2 6 16 18
192	19 6 3 10
193	16 6 4 3
194	14 13 17 1
195	16 3 9 10
196	6 8 20 17
197	10 17 9 20
198	14 8 10 2
199	2 15 11 6
200	18 17 15 14
201	9 6 19 10
202	18 17 16 2
203	4 15 7 11
204	15 8 19 9
205	9 15 11 7
206	8 5 11 7
207	13 16 12 18
208	14 10 4 6
209	16 13 11 3
210	5 1 15 17
211	16 6 19 15
212	13 4 8 17
213	4 9 10 7
214	16 18 6 7
215	5 17 11 18
216	15 4 12 6
217	12 13 18 19
218	7 6 19 3
219	10 9 20 17
220	8 14 6 10
221	5 18 14 19
222	1 15 3 11
223	13 2 6 11
224	14 10 6 2
225	13 1 15 19
226	11 6 13 16
227	18 3 19 15
228	5 6 15 16
