Class Times	10
Rooms	5
1	847
2	595
3	514
4	266
5	748
Classes	20
Teachers	10
1	5
2	10
3	1
4	8
5	7
6	9
7	6
8	10
9	1
10	3
11	3
12	7
13	6
14	5
15	2
16	2
17	9
18	8
19	4
20	4
Class Times	10
Rooms	5
1	566
2	811
3	500
4	964
5	524
Classes	20
Teachers	10
1	3
2	3
3	2
4	4
5	7
6	1
7	1
8	8
9	8
10	9
11	7
12	5
13	4
14	6
15	6
16	9
17	5
18	10
19	10
20	2
Class Times	10
Rooms	5
1	515
2	62
3	558
4	865
5	177
Classes	20
Teachers	10
1	9
2	5
3	7
4	8
5	7
6	4
7	4
8	5
9	2
10	6
11	10
12	1
13	2
14	1
15	6
16	8
17	9
18	3
19	3
20	10
Class Times	10
Rooms	5
1	648
2	473
3	353
4	472
5	916
Classes	20
Teachers	10
1	9
2	1
3	4
4	10
5	6
6	3
7	1
8	7
9	8
10	3
11	9
12	5
13	7
14	8
15	6
16	10
17	5
18	4
19	2
20	2
Class Times	10
Rooms	5
1	331
2	612
3	752
4	797
5	674
Classes	20
Teachers	10
1	2
2	9
3	2
4	10
5	1
6	6
7	4
8	5
9	9
10	8
11	5
12	6
13	3
14	3
15	8
16	10
17	1
18	7
19	4
20	7
Class Times	10
Rooms	5
1	753
2	807
3	487
4	522
5	810
Classes	20
Teachers	10
1	5
2	7
3	10
4	8
5	10
6	4
7	4
8	5
9	7
10	9
11	1
12	1
13	6
14	9
15	6
16	8
17	3
18	3
19	2
20	2
Class Times	10
Rooms	5
1	419
2	42
3	344
4	754
5	665
Classes	20
Teachers	10
1	10
2	7
3	9
4	1
5	4
6	9
7	2
8	6
9	2
10	8
11	3
12	6
13	4
14	10
15	1
16	7
17	8
18	3
19	5
20	5
Class Times	10
Rooms	5
1	829
2	913
3	49
4	914
5	220
Classes	20
Teachers	10
1	3
2	8
3	1
4	10
5	6
6	1
7	10
8	4
9	8
10	7
11	6
12	2
13	3
14	4
15	7
16	5
17	2
18	9
19	9
20	5
Class Times	10
Rooms	5
1	504
2	99
3	79
4	38
5	612
Classes	20
Teachers	10
1	3
2	10
3	10
4	5
5	6
6	9
7	1
8	3
9	2
10	4
11	6
12	7
13	8
14	2
15	5
16	8
17	4
18	7
19	9
20	1
Class Times	10
Rooms	5
1	540
2	308
3	855
4	162
5	211
Classes	20
Teachers	10
1	4
2	5
3	8
4	6
5	8
6	1
7	3
8	1
9	3
10	4
11	9
12	2
13	6
14	10
15	5
16	7
17	2
18	9
19	10
20	7
Class Times	10
Rooms	5
1	651
2	276
3	40
4	520
5	194
Classes	20
Teachers	10
1	8
2	1
3	9
4	8
5	1
6	7
7	6
8	10
9	4
10	4
11	10
12	7
13	3
14	3
15	5
16	9
17	2
18	6
19	5
20	2
Class Times	10
Rooms	5
1	483
2	847
3	244
4	587
5	749
Classes	20
Teachers	10
1	7
2	8
3	5
4	6
5	10
6	5
7	3
8	4
9	3
10	10
11	6
12	8
13	7
14	1
15	1
16	4
17	2
18	2
19	9
20	9
Class Times	10
Rooms	5
1	922
2	177
3	35
4	905
5	46
Classes	20
Teachers	10
1	1
2	10
3	2
4	1
5	7
6	3
7	7
8	3
9	4
10	6
11	5
12	4
13	6
14	10
15	8
16	5
17	2
18	9
19	8
20	9
Class Times	10
Rooms	5
1	903
2	611
3	388
4	799
5	572
Classes	20
Teachers	10
1	9
2	2
3	4
4	1
5	2
6	3
7	3
8	5
9	6
10	7
11	7
12	1
13	4
14	6
15	5
16	8
17	9
18	8
19	10
20	10
