Students	1000
1	739 876 1362 699
2	1863 3230 235 1994
3	1436 3209 1216 3162
4	1590 404 94 1295
5	820 3031 2378 2463
6	771 1311 2097 425
7	859 2830 922 2819
8	1475 2272 932 3363
9	2383 2779 1017 1643
10	1146 2771 2460 3368
11	786 2725 2815 847
12	2976 2500 49 1823
13	416 1171 889 682
14	323 1363 1041 981
15	3030 2542 2467 806
16	2130 532 1282 1340
17	248 2835 1223 1847
18	1860 2292 1118 434
19	3333 3486 3110 112
20	3017 2562 3057 2328
21	2286 2850 533 1652
22	2010 1322 59 1145
23	2750 1626 223 2716
24	2248 98 2138 430
25	1938 334 2374 3178
26	2640 1175 3490 2133
27	1434 1604 1972 308
28	908 2346 1966 2981
29	1505 65 805 264
30	2970 2273 1595 928
31	1802 1946 2343 2454
32	2027 380 1260 1323
33	211 2777 1106 398
34	385 170 915 354
35	3438 2113 3159 929
36	1526 928 2439 3220
37	2906 3199 2635 46
38	3462 1981 2871 1865
39	946 1754 92 2925
40	2441 2457 3291 3005
41	1349 1742 1088 1989
42	1707 1405 3152 3491
43	360 2024 2596 2644
44	2648 652 2689 2439
45	1862 1635 1829 643
46	1891 3389 2932 336
47	589 2211 1122 3184
48	1621 2729 3033 177
49	2522 2679 1789 2214
50	229 1300 2804 445
51	2734 3256 2315 2006
52	2696 2912 3476 1570
53	2418 171 3350 389
54	2050 2882 145 3201
55	2513 2668 1766 1126
56	2140 1778 3352 3437
57	393 1896 1969 660
58	1951 2631 1062 342
59	2393 1190 2805 2569
60	2739 2537 1115 305
61	1054 12 2202 1755
62	2816 2094 2874 1016
63	394 430 1631 2980
64	2942 2206 2969 3479
65	1212 3475 2142 1008
66	2464 2005 2019 2687
67	928 3094 29 2184
68	1038 6 232 2207
69	797 3057 2667 390
70	53 2986 2614 2081
71	2886 276 2724 2839
72	2165 674 1375 48
73	2646 880 774 1291
74	1738 3486 1795 1229
75	1576 1176 2850 212
76	2844 1769 2527 1453
77	1464 2753 639 1525
78	2481 1951 2309 3049
79	3498 480 1865 493
80	2117 426 1631 2917
81	1610 1994 3437 1885
82	2249 621 2243 2270
83	1281 1 2615 1906
84	1725 3391 1299 1972
85	2756 1762 803 2486
86	248 2211 118 2881
87	534 2573 2638 3299
88	641 515 2298 3121
89	1824 1347 1210 1474
90	2689 2128 1962 3184
91	2188 2042 1661 713
92	665 2810 969 725
93	980 2183 424 2564
94	3465 726 369 2359
95	2324 1107 3129 3355
96	2132 2002 1248 212
97	1873 2777 535 264
98	3009 1485 1382 2878
99	2312 2094 973 3247
100	1187 3415 363 3360
101	2125 1588 977 3487
102	1945 398 967 1434
103	2016 667 3200 1707
104	947 1375 2605 3268
105	503 3275 1307 1656
106	1549 671 2672 459
107	2134 2818 1263 684
108	736 1733 1003 523
109	560 118 378 2256
110	1905 293 980 3154
111	670 2380 1552 865
112	1964 928 566 427
113	3398 2769 1942 177
114	3496 2314 2706 1354
115	878 657 1703 321
116	98 3447 146 1043
117	2097 2891 2569 2585
118	1378 649 2185 1407
119	3401 171 1822 2351
120	3036 2860 1357 173
121	1717 3093 1660 2872
122	432 3493 1863 1125
123	1712 3368 1575 59
124	1582 3013 1840 1267
125	2168 1965 696 1201
126	580 3410 2792 3251
127	825 2522 1473 551
128	591 2842 1068 2645
129	1100 1385 1749 1941
130	3214 3443 2375 1241
131	3129 442 3082 2058
132	3224 2112 2225 772
133	1363 2621 2144 3247
134	3486 3041 2623 62
135	565 972 212 2608
136	2632 2301 1612 707
137	1429 683 555 1853
138	437 2418 1514 2547
139	2755 128 3072 807
140	1266 2198 3347 3230
141	591 1193 2666 2050
142	1874 872 478 1265
143	2048 2619 1705 2609
144	1877 2665 77 2025
145	2572 946 1439 1198
146	1731 451 2332 2690
147	1336 1847 3423 3367
148	2652 889 1224 647
149	2102 225 2362 1984
150	3061 2719 2947 2886
151	366 2373 3323 2818
152	1803 833 2202 421
153	2870 264 468 1012
154	3144 1276 1726 2738
155	1649 217 3339 3031
156	301 947 2421 2251
157	626 3176 2261 2204
158	1616 1537 914 1184
159	3433 1700 174 3210
160	2830 1607 2231 3227
161	2616 1003 1073 2844
162	2356 2152 3074 255
163	598 1461 3309 2659
164	394 2097 881 1265
165	1370 939 750 2482
166	1770 2852 3005 603
167	1195 2118 1680 3035
168	2906 3341 905 912
169	267 1639 1436 1800
170	2480 2836 2681 2080
171	726 1428 1482 1930
172	1941 1949 753 317
173	145 923 2103 1394
174	1290 225 1731 310
175	645 3192 2931 2193
176	236 557 328 3220
177	654 522 1849 821
178	2695 470 802 2551
179	920 495 1697 2759
180	364 747 2993 2742
181	842 2441 360 2626
182	1560 483 67 3050
183	2393 3278 83 646
184	3410 1783 1972 66
185	1931 2829 2302 2442
186	1965 113 475 2433
187	3028 1089 3428 3147
188	2849 1220 2951 3024
189	2035 667 3305 3129
190	122 2500 2239 2582
191	1030 1256 2541 1124
192	1672 1345 2553 2959
193	1509 951 2539 789
194	88 683 2935 297
195	1168 79 3398 2184
196	1229 1771 733 2616
197	3443 3391 296 3385
198	2428 1235 1938 439
199	555 1026 1678 2879
200	2092 1391 45 672
201	1734 70 2843 47
202	1331 51 1328 102
203	952 2299 91 486
204	2131 2262 1551 416
205	2509 2845 1690 3030
206	2046 1318 1236 1267
207	1098 2988 2844 2233
208	2383 1873 1075 2441
209	3060 3162 297 1674
210	1406 42 2512 1726
211	398 936 2940 1295
212	644 3131 843 1614
213	346 2335 1121 1081
214	1077 3404 2447 2487
215	700 1780 3409 1671
216	2610 2245 3442 2416
217	450 2698 3263 588
218	1514 2583 1665 696
219	764 44 2418 3
220	761 3112 1392 1191
221	1296 1437 2377 2527
222	2535 57 2676 1034
223	3391 2505 2597 1227
224	1550 2633 1025 133
225	2280 1767 2845 2588
226	2241 2268 2462 2376
227	62 436 795 2338
228	346 793 1201 3301
229	854 997 629 1523
230	932 423 3315 1424
231	323 1219 2849 1919
232	448 2717 2317 1747
233	3475 3399 1067 1764
234	23 1563 576 3348
235	2496 3185 309 2979
236	1864 1759 2877 1289
237	2208 1696 253 2441
238	821 1416 1230 2395
239	2710 1400 984 1975
240	1918 87 1341 277
241	2139 1309 3034 126
242	1955 1424 2246 1253
243	85 1018 2990 3337
244	1639 1589 765 606
245	145 1430 1008 29
246	2050 1701 1893 2376
247	2313 1681 2391 1606
248	2240 302 697 3118
249	1924 1838 2810 1232
250	1182 571 2653 3321
251	1708 1316 2909 257
252	1383 2433 98 2353
253	574 240 3311 933
254	2477 692 208 1029
255	1232 2072 507 573
256	3306 1933 993 66
257	1890 1824 3277 535
258	2118 1658 2883 368
259	2824 1995 582 3385
260	1743 1941 3390 1720
261	406 560 2861 813
262	2388 1838 776 2121
263	755 2430 334 800
264	463 309 398 3104
265	102 1161 1716 2220
266	2755 1603 691 2479
267	2631 2507 2782 2466
268	623 1775 847 3061
269	3059 1025 866 2834
270	1880 934 2362 1972
271	3496 1935 246 1779
272	496 1239 2586 2204
273	2224 2790 2361 1266
274	2306 2823 2343 1654
275	392 2721 2523 1796
276	1524 2470 1522 863
277	1325 3087 114 2249
278	3453 3213 794 223
279	2604 1300 326 1025
280	1514 943 3305 3393
281	1846 1878 1681 2503
282	931 1622 1276 3144
283	690 1915 449 1111
284	2162 380 1989 1841
285	2849 694 2648 1848
286	552 968 1565 3191
287	1759 2498 499 1324
288	2985 455 2828 331
289	806 934 632 1388
290	291 979 2320 1250
291	1367 3151 2888 1633
292	97 2473 2763 2438
293	1976 276 292 512
294	2831 951 1875 538
295	1231 715 693 2018
296	2154 244 537 153
297	1248 109 139 1771
298	3198 497 2246 2816
299	886 270 1814 543
300	3145 1212 726 452
301	1216 2797 1769 2126
302	1867 1801 3363 1026
303	736 1822 1294 602
304	3125 1297 1383 328
305	2678 2930 2551 2391
306	89 254 1876 2170
307	2370 1759 1481 119
308	803 2280 1318 554
309	67 2113 176 1096
310	1585 257 1288 3095
311	3348 581 2138 2846
312	1827 421 983 2274
313	2249 720 3316 2857
314	88 2806 2518 278
315	2072 2242 2454 1800
316	3448 1899 3222 1448
317	1959 1392 1559 2225
318	3143 3393 899 13
319	1210 1853 1781 1230
320	1131 2513 94 496
321	47 460 2636 2854
322	3399 1097 2462 3336
323	2520 1342 818 913
324	561 2984 2811 1418
325	2564 342 830 3199
326	2028 3137 3253 358
327	804 2558 2320 410
328	1862 2544 1216 1482
329	609 3322 347 3346
330	789 3023 2301 2572
331	3090 1673 789 1328
332	717 1898 2606 3012
333	3215 510 1291 929
334	2603 2317 720 2574
335	2016 2625 489 487
336	2963 2013 3083 613
337	1938 2157 267 991
338	1901 3397 3316 3496
339	1261 1694 487 2771
340	1101 43 977 1115
341	2197 2373 2505 2493
342	2875 2985 1437 2352
343	2761 1201 1801 2817
344	2043 2117 1776 2836
345	1754 3150 1278 2062
346	3146 3074 681 1348
347	2790 2696 1628 1072
348	288 42 3361 1666
349	649 3009 265 454
