Students	1000
1	775 1545 2 2741
2	1243 1098 2962 553
3	1610 1487 2175 996
4	2789 592 234 1543
5	2562 1296 1277 1546
6	1730 543 2626 2827
7	2888 1143 3360 471
8	2183 3441 8 2330
9	2982 512 3239 2980
10	1202 72 2522 1678
11	982 2010 2020 2026
12	1424 2407 2799 184
13	748 2002 1933 3324
14	1752 1157 1813 1930
15	2363 3009 2540 1342
16	2523 325 1356 2531
17	3100 1342 626 2928
18	1008 1526 464 2338
19	3170 595 376 3345
20	3282 2100 2572 754
21	1960 2916 541 3099
22	1475 1686 2425 1467
23	919 2807 2401 2486
24	737 419 2545 3294
25	760 717 3299 1865
26	2785 739 624 447
27	1677 775 2962 1692
28	3337 3054 861 1360
29	1872 2225 1635 1893
30	3363 528 172 318
31	1329 907 2852 3148
32	89 2214 665 1929
33	1954 3086 2292 2664
34	449 3045 555 3051
35	931 1436 1837 2993
36	261 822 1500 1039
37	1419 3139 3418 2414
38	2735 881 1945 1726
39	1556 805 1214 1847
40	2631 1440 3233 2298
41	84 1268 131 1204
42	800 3404 172 2189
43	1859 307 1270 1989
44	2618 951 1787 883
45	944 1888 1814 879
46	2376 2191 2233 427
47	1520 2725 392 1376
48	3026 3482 251 1180
49	2901 273 54 2032
50	2344 655 624 1732
51	547 2616 3421 2551
52	1999 1926 344 593
53	2620 2306 2044 2469
54	3268 2647 3136 638
55	2835 3257 2260 2885
56	2668 1794 3048 2440
57	2100 2091 116 2556
58	111 2703 2134 2460
59	1733 1637 1096 3459
60	2324 998 2634 2693
61	1895 2763 952 2682
62	1181 497 2725 159
63	3247 2761 1970 1280
64	361 1065 1159 1238
65	2800 2196 923 3485
66	713 3393 2572 3120
67	3385 2901 320 374
68	2075 119 1389 1671
69	1207 2681 1332 2812
70	1380 2922 2512 1820
71	1535 1314 2475 1212
72	3297 2879 3494 3035
73	2681 3023 751 1799
74	387 2822 1999 1712
75	3110 2809 979 2265
76	1213 3269 205 1787
77	2221 2397 517 1829
78	698 2218 756 1553
79	620 2430 1975 2880
80	589 1128 1042 2139
81	3007 648 786 2967
82	1287 2831 931 2265
83	149 397 273 1037
84	3011 3386 1545 2302
85	2836 1618 475 1393
86	1728 1540 1376 301
87	136 1808 1575 1419
88	2602 2916 3365 2053
89	807 2452 1255 1690
90	1259 439 1090 839
91	1709 2006 3249 1109
92	2077 2689 2906 876
93	714 1713 2653 1249
94	1375 959 1716 3052
95	1202 1361 3368 1603
96	847 3215 120 2365
97	2442 490 684 2901
98	857 1957 3363 1512
99	370 3110 143 2190
100	2293 1606 2895 2886
101	1583 3103 3333 778
102	1021 1575 2902 3222
103	662 1276 730 640
104	661 2523 3384 2930
105	825 329 36 785
106	1354 40 1251 1100
107	1338 1541 3294 16
108	3443 87 1475 3415
109	2560 2990 1745 1418
110	1566 1444 2556 3144
111	1029 3352 1044 281
112	2462 2760 998 2602
113	2036 2106 2980 1556
114	2488 2927 3032 358
115	3272 1879 1878 3278
116	261 2535 3112 3159
117	1241 2175 1682 1235
118	2574 2563 3107 2419
119	2888 2865 2121 1005
120	3282 675 1216 1257
121	1584 2050 44 752
122	1702 2110 404 1414
123	952 2232 707 2004
124	2658 114 94 507
125	822 1721 1370 882
126	285 2671 2446 1374
127	2511 2218 1072 1040
128	2875 1488 2373 3362
129	3059 2221 1393 792
130	120 2696 852 187
131	1024 185 1347 1146
132	1879 2172 754 37
133	2482 1712 1349 1690
134	251 1602 191 371
135	3429 2610 2362 1951
136	2113 2038 1356 340
137	443 2220 994 546
138	3019 2698 2986 32
139	85 2142 807 2115
140	3337 3049 2865 687
141	792 340 605 1158
142	826 2953 294 235
143	1712 3499 2314 1556
144	2441 1179 603 3478
145	2806 2605 3408 672
146	2535 18 610 2877
147	350 2832 2544 516
148	1872 1497 1436 337
149	1396 2103 213 1568
150	1781 2318 1252 2028
151	2707 1081 805 422
152	1131 670 1392 3136
153	1656 790 2964 1963
154	365 860 3258 582
155	1652 3207 3035 1836
156	2695 976 1175 1075
157	3214 1828 2228 2005
158	1272 2321 162 937
159	992 1555 3407 2685
160	1597 1815 2665 2987
161	1680 2144 1066 1958
162	2205 3328 1462 3288
163	3027 2007 1172 834
164	2249 3079 368 2867
165	2911 2292 2090 3499
166	442 220 1882 516
167	2280 1915 1718 2440
168	1999 3105 143 1569
169	1134 2568 374 2071
170	3177 3471 989 1494
171	1634 1222 723 3381
172	756 2826 417 1409
173	2394 692 780 1071
174	3366 2314 36 41
175	1537 3024 137 2972
176	2416 599 1475 3370
177	631 286 2125 2475
178	1006 993 1807 118
179	1254 2711 606 1500
180	2690 1573 784 2395
181	79 1691 3484 2905
182	130 417 1625 2214
183	3061 714 3335 545
184	804 3313 3174 1713
185	73 101 1327 511
186	175 2920 521 291
187	632 1223 2744 1360
188	3425 811 2108 1450
189	2676 2823 3012 1418
190	1264 3137 2481 980
191	260 2167 1169 1033
192	527 2348 1093 1685
193	2980 1371 2593 1353
194	1823 2439 535 635
195	1894 72 722 967
196	2316 3073 1726 1492
197	3247 2975 2222 2962
198	2795 1217 2826 204
199	903 2824 1785 1118
200	3169 526 1182 858
201	1968 2944 2342 683
202	2145 1176 196 2266
203	2301 2222 29 3312
204	1949 721 862 2760
205	791 722 202 2419
206	2664 1693 1675 1945
207	1570 2578 2670 2314
208	2416 2762 793 3061
209	3118 2325 2145 644
210	1011 3160 2648 1790
211	2591 3020 1606 216
212	2330 3355 722 2254
213	90 1748 3455 2432
214	256 3099 3344 1101
215	562 3488 2894 76
216	1733 447 1758 442
217	3498 1290 2445 1291
218	1599 3224 174 2024
219	2151 334 2967 2125
220	2242 596 3254 862
221	589 2109 844 2030
222	1802 996 2806 2151
223	2027 1278 2295 2221
224	1595 567 1019 2576
225	575 2235 2906 815
226	2746 3089 1258 200
227	270 2852 1139 111
228	2536 1990 825 2389
229	535 1589 2040 1879
230	1888 1057 644 257
231	2535 367 3361 1440
232	21 3332 2531 2368
233	281 481 649 2778
234	3306 886 615 906
235	1734 3272 2671 1819
236	2594 1783 2048 2768
237	644 3399 1223 3439
238	2335 2957 357 1978
239	368 1674 50 1627
240	1157 38 3211 3003
241	968 2298 2113 613
242	2740 1359 2459 3004
243	499 2163 456 3121
244	2228 3329 1035 2689
245	2043 1965 797 246
246	190 2330 262 3335
247	1269 3452 810 1783
248	2172 3446 173 2686
249	513 399 1301 632
250	3200 3009 734 784
251	2697 215 3129 2213
252	247 3356 302 3389
253	225 2559 2351 1590
254	2587 2037 2753 487
255	1399 2904 36 2256
256	2192 390 3500 1936
257	321 3146 3154 1307
258	845 2424 2077 1099
259	3234 2654 3277 1923
260	1959 869 1593 1374
261	1282 1025 1636 2825
262	219 2990 648 3265
263	1752 329 1222 45
264	53 3396 296 161
265	973 225 2806 558
266	3161 35 2247 2233
267	1712 2556 1722 1962
268	2349 917 1357 1307
269	2656 2340 3289 2078
270	2679 789 1897 809
271	3280 545 2561 2941
272	91 45 1288 793
273	1766 3041 2974 1305
274	512 2069 1790 2750
275	3441 815 2118 379
276	2682 988 3149 3309
277	3163 2771 1067 2085
278	909 421 3382 69
279	1976 2840 2731 1233
280	3246 1333 206 2205
281	2410 573 1225 3039
282	2178 2934 3170 78
