Students	1000
1	1956 404 1450 1870
2	1152 1494 152 2200
3	2157 1790 1770 1048
4	181 1938 715 418
5	1084 1095 452 1987
6	1676 425 851 253
7	2062 1702 2371 242
8	632 1801 1389 1402
9	1106 2078 2118 509
10	2476 2113 16 2163
11	747 1102 1584 2250
12	714 269 753 1975
13	42 2475 2411 375
14	2031 300 176 562
15	536 669 544 632
16	1541 1232 1537 401
17	910 975 815 2150
18	824 308 2156 924
19	479 1729 317 871
20	1937 663 2491 1902
21	1079 164 203 2444
22	1895 1619 2132 2196
23	709 2132 1487 1458
24	1604 893 1170 1096
25	593 125 1478 756
26	935 846 2387 265
27	36 1036 1100 2452
28	26 318 581 2350
29	667 132 2026 1100
30	991 2210 2476 176
31	787 478 1328 1933
32	1539 2179 1710 495
33	1643 339 221 427
34	11 694 663 1134
35	498 2199 2368 1424
36	51 1688 2111 23
37	361 1024 1259 1470
38	49 1230 1105 1436
39	716 1354 219 1968
40	107 1379 1340 1465
41	2476 61 310 756
42	116 358 391 1138
43	1264 1820 588 668
44	1539 222 2154 1808
45	928 2420 2029 668
46	240 2441 161 845
47	1478 990 812 652
48	619 124 2009 1427
49	2345 1113 1139 60
50	2464 654 653 669
51	524 10 2308 489
52	1240 1596 35 603
53	1335 2142 1905 1045
54	120 1047 674 1507
55	2047 1105 1679 2291
56	265 972 264 1885
57	713 1616 2446 215
58	2332 1175 72 1429
59	1514 1691 1751 772
60	1835 2203 47 104
61	1337 1339 453 670
62	1340 346 1467 575
63	256 669 1904 1240
64	1019 1865 676 35
65	872 2302 24 1851
66	868 1698 1074 1100
67	813 367 225 59
68	345 1646 400 2297
69	1416 1102 2414 2309
70	1854 1952 1598 1830
71	1342 750 612 1786
72	861 715 608 1199
73	1522 2497 1678 1164
74	27 270 816 398
75	2439 624 1082 298
76	2486 977 1613 1402
77	1331 1865 1751 2126
78	399 823 65 1284
79	396 1216 179 1830
80	1579 1366 59 842
81	90 2007 2178 2083
82	1897 1749 2494 1279
83	1476 589 1487 1020
84	1721 443 633 528
85	1014 1842 316 1883
86	976 1360 1552 2043
87	2486 529 1874 1616
88	1885 2183 360 2425
89	1527 161 947 56
90	1155 522 822 30
91	994 620 2245 1687
92	1757 483 1909 2277
93	76 743 2383 867
94	1096 816 1933 2194
95	1691 2384 176 1261
96	2108 1019 445 2328
97	1326 762 1254 1186
98	1907 1167 392 1508
99	1018 1960 1934 961
100	1247 2228 1686 2055
101	2158 22 1304 1311
102	33 1275 2319 1955
103	304 444 2036 831
104	1707 308 1971 611
105	1531 1703 2143 493
106	173 809 699 769
107	777 1615 1590 1655
108	1929 1247 1749 342
109	396 916 2029 1045
110	838 1438 362 1345
111	1951 2422 2308 1722
112	859 1033 2018 1347
113	959 483 1866 525
114	741 1904 1560 839
115	502 2201 1207 97
116	1470 803 1399 159
117	230 1508 756 2136
118	2363 1977 103 2123
119	2376 2257 1618 581
120	2368 1827 2127 1296
121	914 1885 1544 1583
122	2169 1726 183 380
123	1510 515 1784 1182
124	2254 855 1372 999
125	824 1578 431 1766
126	42 711 1581 240
127	1640 1638 411 2033
128	143 1944 2435 650
129	124 1560 342 2315
130	1166 2282 1141 2496
131	834 1069 1690 329
132	2367 1566 987 455
133	1334 1489 890 1592
134	1685 1328 1473 60
135	1486 2122 435 1454
136	505 1859 2136 2111
137	153 1774 868 1911
138	107 1922 489 933
139	1638 856 1074 1133
140	30 61 2245 2310
141	782 1348 2350 1849
142	2034 1944 1011 1605
143	1627 1596 2402 1540
144	58 251 37 2049
145	51 557 1087 163
146	1437 2392 289 2421
147	679 1578 588 2422
148	232 1686 2151 2329
149	285 1714 1036 1428
150	2318 2207 2422 2057
151	1188 1341 1082 1434
152	1391 1103 1450 2491
153	1469 514 1458 1643
154	205 66 2278 1410
155	1554 595 670 1000
156	2303 2022 1988 503
157	1383 2073 661 206
158	1084 228 142 287
159	1573 2430 1578 2138
160	347 2184 174 192
161	521 1047 1083 230
162	983 129 1946 947
163	2494 1850 122 1310
164	2194 895 2315 1005
165	1726 859 1040 2349
166	22 570 561 643
167	1997 239 536 1990
168	1112 1162 1809 1527
169	101 224 1588 257
170	427 2439 1754 945
171	2447 511 258 769
172	694 2148 2420 1094
173	1860 753 63 1856
174	1061 2055 1535 2265
175	1431 785 1030 924
176	384 584 2165 1976
177	1453 72 5 518
178	1713 338 2258 97
179	1696 86 850 2029
180	1354 404 489 229
181	1870 511 289 1591
182	966 1633 434 158
183	715 174 2386 2289
184	1857 494 2006 1429
185	1200 1514 1895 2387
186	2113 1146 2385 180
187	780 752 1633 913
188	1850 1087 737 638
189	1620 2090 1415 2052
190	2206 568 1951 1792
191	1085 887 1181 966
192	2279 2420 1877 1575
193	113 223 967 793
194	2457 2096 104 1504
195	1444 165 618 1269
196	50 2447 1253 586
197	860 1785 2358 1117
198	1319 1683 1955 461
199	369 1162 2183 1528
200	339 989 780 1623
201	2354 2131 1438 1810
202	2224 461 2252 750
203	888 484 459 509
204	1022 830 1308 1606
205	420 1670 1707 1043
206	1046 1430 1101 1665
207	597 1230 459 205
208	2113 1924 2427 1098
209	1448 2346 1891 614
210	1525 1614 2258 2458
211	555 367 1631 2056
212	1245 455 1873 931
213	768 61 293 1435
214	2470 510 1977 1257
215	780 133 926 1897
216	1845 163 338 971
217	1733 1230 1876 1039
218	1216 1287 2017 396
219	707 688 1158 981
220	1265 1442 603 383
221	1671 2261 2138 1960
222	918 1821 1025 1610
223	1099 1899 1581 980
224	1792 1856 521 1868
225	1543 1379 2 506
226	2396 762 1669 83
227	2043 223 654 1554
228	544 2341 33 461
229	1705 349 7 1045
230	1868 1965 1480 2049
231	2263 2310 1659 2169
232	2400 1488 495 612
233	1861 1770 2279 1555
234	1540 1252 1020 1196
235	617 62 2416 471
236	765 916 238 896
237	1369 738 1841 1815
238	624 64 1094 2303
239	1289 8 977 173
240	1537 386 901 1335
241	1711 306 1949 1244
242	22 1226 1372 1128
243	2278 483 2328 2002
244	1327 1924 2202 1398
245	1061 778 1805 1510
246	1990 149 883 220
247	2437 713 1706 1905
248	1567 339 943 2435
249	1516 1030 2061 2158
250	1762 419 1500 927
251	423 1559 818 1324
252	791 656 653 1365
253	145 636 2209 645
254	1213 862 1140 9
255	2069 768 1327 2486
256	483 1111 1429 600
257	697 2239 2047 1273
258	271 1783 1524 2393
259	774 1221 624 2262
260	522 971 115 2299
261	877 1710 40 652
262	2432 1216 988 2235
263	1174 1292 519 1297
264	867 569 1641 671
265	745 1760 2032 444
266	1317 130 942 50
267	1955 2052 113 714
268	1774 1585 410 1673
269	942 326 1871 1263
270	885 1179 201 1848
271	1802 1677 2228 1838
272	421 1192 1294 78
273	18 631 1149 2241
274	2487 1207 2056 1777
