Students	25
1	13 17 16 5
2	11 8 7 12
3	11 20 13 14
4	6 3 14 20
5	3 13 14 17
6	20 17 7 11
7	17 7 16 4
8	13 9 11 5
9	7 8 3 13
10	5 12 19 4
11	7 19 11 2
12	19 15 6 10
13	7 16 19 11
14	7 15 5 4
15	9 5 15 6
16	13 1 17 11
17	1 9 3 16
18	4 1 2 9
19	12 3 8 19
20	4 20 13 18
21	9 12 5 8
22	4 14 11 9
23	3 4 11 9
24	14 11 8 6
25	15 13 1 7
Students	25
1	2 15 16 10
2	6 3 9 17
3	19 9 12 13
4	19 18 13 16
5	12 13 1 20
6	2 3 12 16
7	5 15 3 9
8	8 10 14 7
9	5 16 6 15
10	4 1 20 18
11	15 11 16 6
12	8 2 5 12
13	19 10 9 4
14	11 6 7 1
15	19 7 16 2
16	16 14 3 13
17	1 17 15 6
18	4 14 3 12
19	18 10 13 11
20	18 8 19 11
21	17 4 10 6
22	15 20 5 12
23	7 8 4 14
24	20 3 6 1
25	18 1 13 2
