Students	50
1	18 10 19 17
2	17 1 20 4
3	10 16 12 13
4	2 3 16 9
5	8 15 4 19
6	6 19 3 7
7	20 13 10 4
8	6 12 18 19
9	18 14 19 4
10	20 4 18 15
11	20 9 11 4
12	7 2 14 19
13	10 6 11 16
14	7 13 10 4
15	6 19 1 10
16	2 1 3 19
17	4 19 1 20
18	11 13 8 15
19	6 2 13 5
20	14 1 11 2
21	9 6 2 3
22	11 14 4 13
23	8 11 17 13
24	13 2 8 20
25	14 3 18 20
26	9 2 16 13
27	18 2 20 16
28	6 16 20 15
29	19 6 20 11
30	16 10 4 14
31	5 6 18 19
32	16 1 7 13
33	20 7 9 17
34	8 14 4 18
35	20 2 15 11
36	4 5 12 1
37	6 10 7 13
38	7 11 14 13
39	4 5 16 6
40	14 15 5 17
41	6 17 11 3
42	10 6 18 17
43	8 10 12 9
44	14 18 5 8
45	16 14 20 5
46	19 13 10 12
47	7 12 19 11
48	12 20 19 4
49	13 19 3 17
50	6 11 16 10
Students	50
1	13 4 10 12
2	8 11 16 15
3	14 9 8 2
4	12 6 16 9
5	17 5 19 9
6	11 2 3 14
7	9 5 15 16
8	9 1 19 15
9	10 13 7 16
10	19 12 10 2
11	9 4 2 10
12	11 5 7 18
13	11 18 9 8
14	16 2 9 12
15	4 9 13 2
16	7 11 13 17
17	16 20 15 7
18	6 11 3 19
19	7 20 8 13
20	16 12 19 20
21	4 16 5 3
22	4 19 2 5
23	17 20 8 7
24	6 2 12 20
25	12 4 13 14
26	6 2 14 10
27	4 1 3 11
28	1 17 6 8
29	14 10 2 17
30	19 16 4 13
31	11 5 3 18
32	16 8 1 20
33	13 9 7 19
34	11 2 12 3
35	10 3 8 4
36	10 3 9 6
37	9 20 1 18
38	9 2 3 11
39	18 20 14 13
40	11 12 9 4
41	13 20 10 17
42	10 19 14 3
43	14 9 1 2
44	3 1 4 9
45	3 2 12 10
46	13 4 14 7
47	13 4 3 6
48	4 9 17 16
49	10 2 12 9
50	10 9 5 3
Students	50
1	17 7 13 9
2	2 6 15 3
3	7 6 4 5
4	3 16 15 5
5	7 15 9 5
6	12 16 15 19
7	17 12 2 20
8	1 8 12 20
9	8 7 20 10
10	18 19 2 8
11	11 1 19 3
12	10 2 12 15
13	4 14 9 1
14	20 7 12 2
15	16 1 2 18
16	14 16 17 13
17	4 5 8 2
18	3 4 20 7
19	7 5 1 18
20	16 19 12 11
21	6 7 9 1
22	6 1 15 4
23	14 15 8 6
24	8 13 18 6
25	11 3 2 19
26	8 9 16 3
27	5 12 1 7
28	20 16 5 15
29	13 7 4 16
30	5 1 13 20
