Course	Room	Teacher	Time	Students
008469	DAL1	3420576	1	0172459 3352660 3396837 3414298 3418117 3429733 3435922 3439387 3456994 
013169	EHLEC	3393009	1	0686967 3330517 3340716 3352054 3358228 3414395 3417338 3418441 
012295	PK338	0564741	1	0700408 3227211 3364991 3396313 3435931 
008769	CARP21	0899465	1	0750570 3196460 3254633 3266668 3330300 3331071 3334029 3339315 3340797 3343615 3351809 3352269 3359026 3374569 3375544 3396377 3404976 3412725 3415144 3417002 3418145 3420434 3422289 3424318 3426213 3430131 3431155 3431257 3431445 3431448 3431740 3432040 3432344 3433760 3435161 3435771 3437591 3438441 3438443 3438472 3438473 3439283 3439328 3439820 3439912 3441016 3446670 3451551 3453352 3454497 3458122 3458339 3459584 3461882 3462297 3462882 3462936 3462956 3463589 3464379 
012771	TAYSEM	3448653	1	1086489 3119618 3329782 3416891 3458176 
004355	TAYB	0847593	1	1089147 3118476 3212089 3358339 3374194 3412866 3415627 3441306 3454433 
003572	EHI	0897399	1	1170820 3121717 3219120 3219586 3224449 3225193 3227498 3231817 3234723 3236006 3250514 3262457 3263080 3269275 3270555 3292387 3303344 3312800 3313406 3319691 3319692 3322549 3324360 3330527 3341037 
013216	EHLEC	3318436	2	1170820 3254734 3267997 3319692 3337037 3340716 3352054 3354609 3358378 3374470 3402583 3404364 3415801 3426735 3429732 3436710 3448868 3449400 3453262 3455808 3456228 3462246 3463453 
013217	DAL1	3443571	2	3226486 3358339 3415849 3416374 3417284 3425401 3435183 3435397 3442991 3443092 3460073 
007380	BYC127	0987494	1	3069495 3121847 3122431 3221877 3239803 3250244 3303699 3337249 3344151 3395299 3411258 3414068 3433929 
007381	TH110	0031611	2	3069495 3222195 3233965 3239900 3245992 3246608 3255755 3257543 3324812 3337249 3352269 3360165 3365419 3375120 3388921 3395299 3397042 3397265 3409210 3411018 3411159 3411258 3415619 3418106 3418120 3421153 3426213 3426244 3430786 3431060 3432027 3434539 3440116 
008500	TAYSEM	3420576	2	3075829 3102974 3119618 3161154 3219586 3224211 3273028 3326956 3329729 3329782 3340096 3341037 
001836	PK278	3452118	1	3073525 3223179 3250131 3250227 3322886 3331180 3337246 3337334 3359188 3378849 3404693 3405451 3405619 3409210 3411059 3411154 3413582 3415615 3415852 3416232 3418120 3419470 3420025 3421500 3421700 3428608 3430152 3430298 3430383 3430786 3431294 3431672 3432223 3432238 3433849 3435039 3435384 3435692 3436311 3436588 3436710 3437240 3438113 3438374 3438455 3438471 3439899 3440024 3443421 3445081 3448679 3451663 3452561 3453445 3455625 3455631 3455915 3458451 3458972 3459522 3460369 3460488 3460737 3461826 3461962 3462356 3462514 3462516 3462964 3463226 3463602 3463675 3463883 3463936 3464100 
002160	PK180	0004950	1	3224924 3319602 3341079 3365824 3375120 3379786 3405151 3405422 3412670 3412825 3413521 3415619 3415849 3416536 3417172 3420437 3425578 3429810 3430196 3430401 3432384 3432595 3434130 3435313 3436119 3436930 3438669 3439437 3439670 3451553 3452964 3459505 
006846	PK337	0402773	1	3227217 3227263 3228510 3230522 3270468 3291024 3304946 3311583 3322523 3323191 3323859 3329727 3331270 3331686 3337781 3337851 3339156 3339567 3360165 3363924 3395581 3396312 3396460 3396461 3405153 
001547	PEMSTD	1054236	1	3075829 3257109 3314546 3340096 3431080 3438068 3440175 3456210 
007127	TAYG	0162976	1	3090066 3116269 3201565 3221487 3224179 3239404 3260429 3263732 3264284 3267886 3269263 3269750 3278685 3283549 3310035 3312301 3329885 3331032 3336750 3337915 3337955 3338668 3339987 3339999 
011045	TAYD	3213249	1	3405144 3412520 3412523 
013155	TAYF	3198619	2	3090066 3119160 3310035 
013343	TH111	3473827	1	
001763	EH102	3474420	1	3093818 3329409 3330318 3416374 3426717 3437252 
004379	TAYB	0989327	2	3094516 3292387 3303699 3304629 3314270 
007372	TH110	0603646	3	3094516 3233965 3257109 3307130 3314546 3337673 3339814 3342969 3344151 3352269 3413014 3415217 3416997 3417000 3418907 3424363 3429733 3429894 3434539 3437252 3437756 3438443 3439147 3449263 3456645 
005263	TAYD	0493855	2	3227297 3251781 3330241 3330264 3338504 3340672 3342762 3397992 3402266 
013194	EHI	0058557	2	3094719 3227669 3239404 3239492 3337335 3340292 3396036 3397012 3422414 3423839 3426638 3426654 3429524 3436158 3450069 3457935 3460766 
001247	GOB	3448653	2	3099325 
002992	DAL1	1083868	3	3099420 3231817 3239415 3239803 3246608 3254633 3263080 3314978 3322585 3323354 3337912 3366307 3404196 3404642 3405248 3405393 3411158 3411186 3413774 3415870 3416640 3417001 3426244 3429810 3431080 3431448 3431629 3435366 3436930 3437341 3438102 3439475 3440175 3446645 3450546 3452529 3453856 3454226 3454433 3454625 3455341 3458250 3458452 3459888 3459897 3460235 3461469 3462242 3462606 3462720 3462990 3463143 3463353 3463389 3463919 
007008	TAYF	0316015	3	3228659 3374470 3377851 3396837 3405422 3405604 3406073 3413441 3417097 3422146 3425239 3425578 3436588 3437591 3437962 3446653 3457692 3462290 3464272 
010942	PK328	0207327	1	3102134 3195977 3198863 3199633 3223457 3227882 3246608 3259524 3269425 3300040 3311527 3314978 3319023 3324397 3329719 3339160 3339780 3339989 3404534 3412100 3412644 3413923 3417055 3418908 
004369	TAYB	0138190	3	3102974 
009845	CARP17	0316015	4	3314413 3412261 
005141	TAYD	1020104	3	3103190 3217598 3219927 3240926 3251781 3330264 3340959 3402266 3404204 3411005 3412381 3421770 3426658 3432759 3437011 3437589 3441177 3457184 3462936 
005271	DAL10	1137952	4	3201565 3314364 3378849 
011063	TAYF	3195964	4	3103190 3218733 3219927 3358960 3405604 3405695 3423970 3429566 3430298 3434124 
006026	PK338	0431634	2	3103343 3324231 3324271 3329365 3344941 3375389 3380697 3404386 3413521 3417791 3423829 3425095 3431828 3434468 3446645 3454115 3455227 3455419 3459647 3461962 3462292 3464272 3464379 
006867	PK243	3461209	2	3266668 3316953 3338009 3339354 3414278 
013191	TAYG	0695890	5	3103343 3251781 3314570 3338504 3341358 3402266 3449263 
