Course	Room	Teacher	Time	Students
001839	11 / 12 / 28	BYC127	3426758	1	0252627 1156282 3082852 3087533 3089542 3090325 3092781 3119909 3211081 3213727 3214617 
002151	16 / 69 / 16	PK337	1167863	2	0252627 3088571 3191285 3209873 3214617 3218908 3219639 3223468 3223593 3232822 3242147 3243225 3245522 3250904 3252673 3261847 
006846	16 / 28 / 16	PK337	1167884	3	0252627 0820816 1073230 1155110 3063119 3068181 3081400 3089555 3092781 3093208 3095460 3098317 3121582 3142378 3189051 3194683 
005732	4 / 6 / 33	CARP25	0031543	1	0460748 3097080 3114872 3153306 
004666	7 / 7 / 21	TAYD	0775640	2	0525775 1155839 3094527 3193288 3211384 3217313 3329812 
008427	16 / 24 / 16	BYC106	0125630	3	0692830 1163242 3067133 3077926 3079120 3081073 3087472 3089542 3112040 3191210 3209872 3233697 3248326 3283446 3293645 3305222 
001836	28 / 54 / 28	BYC127	0056992	4	0820816 3063119 3114251 3121582 3154498 3204517 3204688 3211006 3216609 3222944 3223468 3232650 3248182 3250904 3250907 3257376 3266721 3268127 3281747 3283446 3293645 3304008 3306835 3308695 3310852 3311410 3312024 3314945 
002160	16 / 50 / 16	PK337	0004950	5	0820816 3082852 3095908 3098380 3114853 3115992 3142378 3154498 3173096 3177873 3188399 3210074 3211006 3211081 3214147 3215249 
006867	8 / 8 / 16	PK337	3426911	4	0889130 3072284 3074091 3094263 3095021 3099423 3190685 3204495 
007377	18 / 18 / 28	BYC127	0701976	5	0892947 1155700 3078071 3080512 3087117 3087231 3096808 3100468 3120610 3205329 3218679 3226387 3246661 3296121 3329671 3364522 3373846 3388364 
008479	16 / 16 / 16	BYC106	0031619	6	0892947 1078911 3081988 3093349 3095254 3095396 3098243 3173096 3179026 3208714 3213402 3216906 3217434 3217439 3218034 3316273 
002712	5 / 5 / 21	TH111	0138190	6	0997873 1079912 3080774 3091889 3094422 
