Course	Room	Teacher	Time	Students
004356	DAL212E	0847593	1	3227350 3759024 3816832 3893220 3914814 3915099 3928826 4062047 3417643 4096251 3695282 3903861 
010960	EHII	3092941	1	3615055 3652473 3676165 3692519 3759552 3790792 3797324 3818675 3634695 3823151 3797564 3762625 3819309 
006054	PK338	0554585	1	3475959 3715155 3667464 
007407	BYC106	0031631	1	3480592 3579592 3667676 3693224 3693433 3695368 3695784 3821231 3559464 3694433 3797862 3596492 3692915 3650228 3692187 3595163 3689920 3797650 3693286 3661465 3651033 
005731	TH116	3392421	1	3481664 3690789 3817048 3650256 3650874 3693230 4175491 3694415 3797653 3910646 3669016 
015862	CARP17	4168993	2	3481664 3915044 3995827 3930831 
008770	DAL6	3554385	1	3483977 3759127 3953825 4003131 4003188 4023438 4093315 3930891 4005905 4095445 4086513 3984532 3759337 3930197 3635008 3988063 4001431 4002113 3902614 4086374 4086444 4086495 4175520 3910730 
002161	PK179	0301910	1	3489089 3608097 3638301 3693712 3694712 3694754 3774808 3789529 3790244 3799474 3818024 3843290 3852207 3914344 3929586 3929849 3930678 3995730 4097018 3764208 3833378 3930608 3521001 3818025 3929954 3994876 3929812 3693084 3694428 3801768 3914251 4086300 3773692 3915029 3929679 3796247 3902440 3929704 3930544 3722764 3817487 3910582 3819393 3789806 3691794 
001460	CARP13	3098022	1	3582182 3639603 3758075 3668386 3608602 3650736 3666175 4086502 
001474	CARP15	0853792	2	3491953 3582182 3650256 3639603 3668386 3608602 3650736 3666175 
011865	PK25	3818521	1	3491953 3651365 3675467 3693557 3721994 3816993 3823094 3694039 3818064 3583596 3633806 3684090 3797831 3789439 4000229 
005258	BYC100	4170165	1	3493764 3667654 3690516 3797685 3797733 
006580	DAL119	3083296	1	3493931 3797605 
002175	PK179	3415849	2	3496439 3496673 3690043 3650239 3648550 3493748 3460343 3689500 3690806 
002178	PK180	0180723	3	3496439 3496673 3610287 3690043 3667503 3648550 3694903 3460343 3689500 3690806 
003525	EHLEC	3318436	1	3578240 3819332 3789507 3667677 3902404 3819304 3690733 3768339 
015249	TH104	3212821	2	3544262 3797532 3830308 3914449 3931388 4091163 3652273 3903896 3883637 3988063 3903520 3820380 4017901 3931323 
016623	GOMR	0254474	1	3544262 3667404 3901484 3910422 4076454 4086511 4095243 3820774 3612623 3904645 3695292 4003642 3595641 3929419 4002806 3911124 3691514 
002875	TH104	0031582	3	3557742 3656490 3797532 3816992 3819230 3832060 3973168 3910618 3758075 3559872 4086300 3824908 3797794 3797848 
007107	BYC106	0031568	2	3559903 3609407 3816924 3816708 3797666 4096266 
004010	TAYG	4089710	1	3679221 3693891 3823338 3832060 3913396 4092670 4000249 3905861 4000367 3797708 4091936 4095079 3581274 3816203 4093255 4093607 4093806 4095004 3930865 
002562	PK349	4177047	1	3572330 3651293 3691748 3692862 3820479 3823311 3929635 4003485 4086458 4093015 4093161 3834370 4010147 3909951 3818805 3850568 3905715 3768625 3930763 3820756 3910510 3898245 3910633 3609410 3799593 3974846 4095190 3820768 3915155 3917445 3931466 4092769 4093126 3821729 4044087 4086215 4092819 3672031 3913815 4175341 3666207 
006060	PK328	0431634	1	3574519 3632881 3651243 3667273 3691981 3693789 3694006 3645471 3691575 3692796 3797740 3631215 3691416 3651499 3692098 3797628 3576002 
016609	BYC127	4273392	2	3581497 3621523 3651573 3651816 3699613 3759127 3816970 3863747 3559319 3642204 3768088 3774943 3693084 3821008 3560234 3650228 3910510 3797680 3910533 3559172 3595163 3690652 3711406 3797787 3578191 3596193 3797613 3846234 4087169 3797642 3651033 3797812 
