Course	Room	Teacher	Time	Students
004083	13 / 13 / 31	TAYD	0376136	1	0145661 0795445 0903449 0915740 0945809 0965927 0972660 0982172 0988355 0999689 1000122 1000939 1040818 
006024	77 / 83 / 87	PK243	0301909	1	0254082 0897931 0948568 0954240 1001894 1006105 1008967 1017492 1017832 1067251 1077413 1088785 1090564 1092187 1141167 1146215 1163278 1163391 1166163 1169962 3070344 3070438 3070881 3071136 3074711 3074965 3077033 3080612 3081669 3087352 3087449 3088117 3088521 3088978 3089081 3089566 3090519 3092431 3092999 3093190 3093221 3093369 3093697 3094719 3094809 3094908 3095105 3095335 3095719 3095842 3096149 3096547 3096592 3097133 3097158 3097636 3098330 3098883 3099448 3099774 3099986 3100110 3100408 3100835 3102057 3102316 3102380 3102599 3103038 3104770 3105511 3105818 3105862 3106561 3106835 3107254 3107966 
006026	37 / 37 / 87	PK243	0213446	2	0254082 0911802 0959200 0989590 1026650 1036442 1058223 1077874 1080303 1093549 1094520 1095157 1100383 1112377 1136830 1145146 1170033 1170370 1170709 1172030 3069337 3074289 3074551 3074634 3075188 3078465 3079675 3089009 3094033 3095630 3099729 3102380 3103445 3103807 3104899 3106769 3107323 
008764	38 / 38 / 39	TAYG	0899465	3	0254082 0999689 1037291 1056024 1086710 1087116 1088785 1161960 1165961 1169331 1170709 3068353 3071136 3074711 3079862 3080198 3085728 3087493 3088124 3088521 3090785 3092431 3093697 3095625 3099704 3100408 3100678 3102153 3102380 3102915 3104541 3105046 3105821 3106074 3106953 3107589 3112067 3195980 
003003	28 / 40 / 28	CARP21	3214464	2	0480377 0906447 0945264 0966414 1001394 1056963 1067862 1078836 1079363 1079564 1102530 1131602 1170703 3065039 3067556 3072477 3073169 3073384 3074570 3077336 3077472 3077809 3080473 3080612 3085513 3087449 3092972 3093190 
010965	15 / 18 / 16	EHI	0897706	3	0649837 0853174 0861816 0956475 0980544 0993506 1005315 1015256 1039868 1053370 1056320 1088192 1170470 1170860 3080937 
004815	10 / 10 / 28	CARP21	3092667	4	0672478 0967042 1001351 1066982 1100625 1122905 3078500 3092985 3103177 3106769 
006504	14 / 34 / 14	TH251	3198623	5	0672478 0906963 0918549 0984724 1013197 1017492 1025623 1055590 1056024 1066309 1076299 1088120 1088214 1088690 
011230	4 / 4 / 8	PK232	1167856	4	0700408 1017339 1171297 3077471 
006555	7 / 8 / 14	TH251	0127086	6	0731629 0960497 1021017 1021867 1055078 1076299 1088636 
006043	31 / 31 / 87	PK243	0409737	5	0744449 0896929 0909240 0915622 0952008 0964596 0967988 0970193 0987600 0999715 1000355 1002405 1005082 1005112 1006438 1007394 1009729 1016434 1018936 1020520 1024283 1040818 1049929 1064780 1067334 1068052 1076989 1077161 1081917 3073169 3077471 
006060	1 / 1 / 87	PK243	0031384	6	0744449 
008446	17 / 22 / 55	DAL204	0893542	8	0751788 0897034 0906085 0949279 0971073 0988620 1000750 1005346 1007134 1007882 1056012 1056738 1056970 1058048 1082799 1098099 1150758 
008501	11 / 11 / 55	DAL204	0125630	7	0751788 0906085 0907596 0913989 0945635 0967042 0971073 0972633 0976318 0988544 1006405 
010966	6 / 6 / 7	RCCON	0775640	9	0751788 0966094 1020520 1076009 1105086 1128560 
001840	41 / 41 / 61	PK25	0168763	7	0757321 0786916 0859231 0908998 0946010 0986807 0988271 1000990 1004733 1009559 1013071 1017444 1017492 1020150 1036442 1039868 1056970 1067933 1077482 1078921 1079771 1080757 1081250 1082907 1088558 1092116 1096113 1141729 1142309 1143723 1149270 1159063 1169109 1170860 1171461 3070344 3070440 3073357 3098948 3106953 3112067 
001891	6 / 6 / 61	PK25	0031557	8	0757321 0786916 0908998 0920095 0966299 1088180 
011209	3 / 3 / 8	PK232	3208554	9	0757321 0987613 1143290 
001474	8 / 9 / 15	TH104	0020093	10	0779081 0900240 0912439 0913880 0950504 0993532 0999195 1007196 
011204	53 / 87 / 87	PK243	0309967	12	0871681 0887586 0904516 0909091 0915622 0945449 0951991 0952211 0954830 0959200 0986807 0988245 0988544 0988625 0989590 0992796 0999733 1002606 1002706 1004206 1005112 1005720 1006899 1007554 1018817 1025508 1025569 1036442 1037745 1059654 1064605 1080792 1087081 1088180 1088882 1092999 1095157 1117264 1134015 1143265 1161132 1161482 1170303 3070648 3073138 3074167 3076618 3078408 3088988 3089611 3091295 3092360 3094906 
011205	12 / 15 / 87	PK243	0406445	11	0779081 0871681 0913880 0950504 0954830 1018817 1025569 1055078 1088882 3095625 3098796 3106131 
001837	25 / 61 / 61	PK25	0409956	10	0781523 0870197 1005102 1080648 1082315 1082842 1084057 1085106 1111549 1115477 1116854 1143639 1150699 1160158 1160614 1171905 3064940 3068712 3069991 3077623 3082682 3095387 3098754 3104489 3112067 
002161	8 / 35 / 8	PK264	1083806	11	0781523 0870197 1010643 1029566 1041559 1045379 1059572 1064605 
006847	21 / 21 / 87	PK243	0824244	13	0781523 0870197 0954240 0970193 0988263 1017444 1020150 1021867 1029566 1029787 1055290 1067460 1068371 1076009 1078921 1079366 1119989 1134358 3064940 3070406 3073357 
001871	1 / 1 / 61	PK25	0027651	12	0786916 
001546	16 / 16 / 23	GOB	0031756	13	0828394 0907063 0913989 0918009 0920237 0964596 0993532 1057610 1065142 1087782 3070374 3099420 3099704 3100897 3105820 3105821 
001552	2 / 2 / 23	GOB	0129398	15	0828394 1087782 
011203	3 / 3 / 23	GOB	0129398	14	0828394 0959919 0966125 
001179	13 / 15 / 87	PK243	0856193	14	0828596 1017412 1078198 1078819 1084017 1087782 1142309 1171905 3072447 3073666 3080473 3082398 3087433 
001249	15 / 15 / 87	PK243	0031471	15	0828596 0871681 0903917 0918064 0954830 0966077 0966299 0986807 0991763 0992189 0992616 0993551 1007554 1007842 1037745 
003441	16 / 19 / 16	EHI	0897706	16	0832653 0877028 0906447 1020478 1038303 1065196 1066778 1079756 1088882 1095349 1121871 1122905 1129708 1169331 3068369 3077163 
004036	14 / 14 / 31	TAYD	0163316	17	0832653 0951991 1006799 1065646 1077417 1085106 1095717 1099059 1104669 1143639 3067556 3072208 3087433 3104731 
003278	4 / 4 / 39	TAYG	0675005	16	0833266 0952594 0987243 1001039 
003026	17 / 18 / 28	CARP21	0222805	17	0847790 0877028 0911775 0971315 0993268 1001894 1002241 1005059 1008387 1021751 1025522 1034405 1058048 1064780 1065654 1068383 1080792 
003036	2 / 2 / 28	CARP21	3195619	18	0847790 0907063 
004276	34 / 35 / 87	PK243	1165566	19	0847790 0903917 0909216 0992801 1009559 1030693 1050781 1057261 1077874 1087490 1087960 1088120 1088173 1102354 1164206 1169962 3068353 3071094 3073568 3076489 3078500 3081368 3085909 3088652 3089611 3089824 3090519 3091573 3091695 3095111 3095842 3099468 3102884 3102915 
007007	29 / 31 / 31	TAYD	1075274	20	0847790 0909240 0959092 1037745 1039679 1059677 1073544 1077161 1079363 1085324 1131189 1143717 1149344 1163417 1170703 1171414 3072890 3074891 3075371 3079675 3085810 3087352 3087407 3088651 3091695 3092880 3095928 3099986 3105821 
004075	4 / 9 / 31	TAYD	0854975	18	0849713 0867125 0918064 1065271 
004889	15 / 15 / 28	CARP21	0031373	19	0849713 0912699 0913946 0919776 0920251 0966303 0970262 0988355 0989401 0991229 0991668 1001887 1004206 1007348 1085324 
009273	6 / 6 / 16	EHI	1084371	20	0849713 0968216 0998885 1007779 1065196 3095924 
009233	7 / 8 / 15	TH104	0029475	21	0852608 0897034 0906085 0971315 1001887 1007882 1058058 
003040	1 / 2 / 28	CARP21	0492580	21	0853174 
003433	16 / 39 / 16	EHI	0031477	22	0853174 0861816 0871681 0916427 0948568 0986807 0988271 0992186 0993566 1005451 1018817 1019212 1021017 1039943 1042335 1056217 
011224	6 / 6 / 15	CARP15	3196642	22	0856128 0917165 0998972 1032432 1085324 1143265 
006850	11 / 11 / 87	PK243	0031335	23	0859409 1066683 1068052 1077380 1137955 1172355 3072397 3085403 3086536 3105046 3107658 
010845	14 / 14 / 16	EHI	3092941	23	0861816 0920248 0959919 0965861 0988826 1010175 1020478 1039868 1040868 1042335 1066335 1085061 1086802 3078465 
011193	7 / 21 / 7	RCCON	0431946	24	0918519 0920248 0986367 1040045 1040618 1041140 1067483 
005191	2 / 2 / 14	TH251	3197633	24	0865582 0992186 
005310	7 / 7 / 14	TH251	0056990	25	0865582 0909216 0915648 0963528 0986688 0999833 1172030 
009303	10 / 12 / 14	TH251	0029475	27	0865582 0896929 0913115 0984724 0986262 0986688 1054176 1057004 1066308 1141220 
011202	5 / 5 / 31	TAYD	0499501	25	0867125 1056963 1076923 1158362 3078408 
001851	17 / 21 / 61	PK25	0409956	28	0868541 0904516 0915885 0959304 0992796 1006744 1009559 1017832 1045379 1055290 1067460 1068549 1078921 1082150 1116854 1172397 3080595 
001896	4 / 4 / 61	PK25	0056992	26	0868541 0959200 0992744 1003020 
007403	7 / 7 / 55	DAL204	3220572	29	0868541 0988271 1021867 1025533 1088180 1150720 3098918 
003033	3 / 3 / 28	CARP21	0492580	30	0877028 1004997 1080792 
007041	18 / 18 / 31	TAYD	0162976	26	0877028 0920237 1004968 1030369 1040818 1065183 1065654 1067483 1067862 1068109 1088690 1141220 1149565 3070440 3073143 3075745 3085504 3102153 
007398	6 / 6 / 55	DAL204	0851717	27	0887586 0919158 1003100 1004324 1041140 1055441 
002653	6 / 11 / 31	TAYD	0138190	28	0896476 0998799 1078646 1087490 3071734 3104658 
002688	3 / 3 / 31	TAYD	0031353	29	0896476 1087490 3072397 
007081	10 / 11 / 31	TAYD	3221335	30	0897034 1000990 1013071 1016996 1056738 1065148 1067748 1068109 1073544 3076896 
001842	40 / 40 / 61	PK25	0031557	31	0897911 0913115 0919283 0945584 0946010 0958984 0966299 0988271 0993268 0993551 1000750 1000990 1001394 1013071 1034405 1036442 1038420 1055290 1056980 1058421 1065196 1065271 1066309 1066778 1068371 1082150 1082907 1084363 1088636 1093549 1095157 1095349 1139478 1143723 1171002 1172397 3068353 3072910 3073143 3074001 
003270	15 / 17 / 39	TAYG	0675005	32	0897911 1060299 1067382 1079268 1086447 1090564 1100537 1122784 3073702 3087720 3088988 3089009 3089636 3096547 3102868 
002432	2 / 2 / 28	CARP21	0024663	31	0897931 0998351 
004734	9 / 12 / 14	TH251	1084458	32	0897931 1017840 1037338 1082919 1111549 3090519 3099822 3104489 3106131 
003518	12 / 12 / 16	EHI	0915760	33	0903917 0907150 0912699 0917732 0965925 0965927 0980544 0990668 1058421 1066778 1084334 3068369 
005272	4 / 6 / 14	TH251	3197633	34	0903917 0992616 1039679 1141220 
001857	8 / 8 / 61	PK25	0123161	33	0904516 0906963 0911936 0972861 0992796 1006744 1041559 1068549 
007396	5 / 10 / 55	DAL204	0851717	34	0909942 0914076 0992744 1055441 3072910 
004279	6 / 6 / 87	PK243	0017611	35	0904680 0966268 1005548 1076299 1086867 1117320 
004281	3 / 3 / 87	PK243	3092832	36	0904680 1056096 1117320 
004285	5 / 15 / 87	PK243	3092832	37	0904680 1020478 1076854 1082150 3102974 
004303	5 / 5 / 87	PK243	0031577	38	0904680 0909091 1045379 1066309 1076299 
007370	17 / 19 / 55	DAL204	0826964	35	0904918 0915885 0993517 1002047 1008282 1056024 1077413 1146782 1169382 3064977 3074734 3079370 3080473 3087394 3100989 3105802 3106953 
010958	14 / 16 / 16	EHI	1084371	36	0904918 0910403 0954831 0965861 1038303 1082799 1090933 1101031 1142212 3072447 3076930 3087720 3089276 3096011 
008766	28 / 53 / 39	TAYG	1168489	37	0999826 1025623 1059572 1066982 1079268 1087490 1100536 1129708 1167438 1169382 3070440 3071313 3075829 3076576 3077336 3085509 3085513 3088812 3092972 3095588 3095928 3097903 3099590 3100824 3100989 3103445 3105820 3107993 
003004	28 / 28 / 28	CARP21	1083868	38	0906447 0909240 0986262 0987600 0999826 1056722 1064780 1067334 1077257 1079363 1086916 1088365 1095814 1104669 1150720 1158208 3072594 3073066 3073384 3073666 3076190 3077064 3077336 3085509 3095105 3095649 3096962 3099774 
008437	14 / 14 / 61	PK25	0031619	39	0906618 0991120 1053105 1059572 1086489 1145578 1150758 1169257 3070017 3073146 3078073 3087347 3087444 3095588 
008799	13 / 13 / 39	TAYG	0031572	40	0906618 0920095 0945034 0945264 0960037 1015256 1080653 1086802 1087081 1102530 1146215 3073702 3078408 
008821	15 / 17 / 39	TAYG	0031572	39	0906896 0918074 0945635 0954831 0976421 1004733 1005971 1025845 1080653 1088690 1146215 1149565 3071734 3075745 3085504 
004275	14 / 15 / 87	PK243	0031577	40	0906963 0920400 1081917 1104356 1117264 1117320 1140609 3077064 3088421 3090785 3092236 3099957 3100678 3100927 
004835	11 / 12 / 17	CARP25	0032827	41	1007952 1063875 1067726 1076531 1078648 1095717 1096822 1100625 1104151 1116377 3086512 
002433	4 / 5 / 28	CARP21	0697660	41	0907150 0907217 0949279 0991672 
002465	9 / 10 / 28	CARP21	0493725	43	0907150 0909560 0945584 0950942 0991672 1005102 1005315 1034578 1058242 
003274	8 / 16 / 39	TAYG	3094764	42	0907150 1004324 1025623 1032769 1067502 1096470 1170370 3072910 
002469	5 / 6 / 28	CARP21	0031489	42	0907217 0991672 1019025 1034578 1058058 
004670	7 / 17 / 7	RCCON	0468281	43	0908461 0915648 0945264 0952783 0986367 0995269 1004225 
002668	1 / 1 / 31	TAYD	0576472	44	0908998 
