Course	Room	Teacher	Time	Students
001473	7 / 10 / 10	TH3F	3098022	1	0145931 1017840 1025845 1044157 1077815 1082919 1083627 
004725	4 / 7 / 28	TAYF	0493856	1	0369592 1001894 1036442 1100338 
001836	72 / 76 / 76	PK25	0898918	1	0393089 0753686 0787159 0802127 0865750 1067377 1080303 1080808 1088120 1104216 1133174 1143290 1150965 1162688 1163278 1167996 3085083 3085649 3087449 3088124 3088521 3089636 3091573 3092072 3092599 3094809 3094908 3095105 3095111 3097133 3098330 3099669 3099911 3100786 3100835 3102380 3102915 3103177 3103445 3103486 3104541 3104653 3105958 3106561 3106835 3107966 3126626 3129759 3132705 3142819 3153098 3161291 3166052 3168511 3180674 3180861 3185451 3188399 3193198 3198263 3198863 3202006 3212408 3216292 3216810 3217421 3218454 3218659 3219051 3219056 3225302 3226257 
002160	21 / 40 / 30	PK243	0004950	1	1040045 1064752 1068549 1129814 1159063 1162008 1163326 1163860 1170071 3073357 3076456 3082682 3083787 3086400 3096592 3097158 3099448 3112067 3114802 3191520 3201354 
006846	8 / 30 / 9	PK337	0824244	1	1029737 1066309 1082907 1143639 1161482 3099822 3107980 3189516 
003026	13 / 21 / 15	TAYB	0222805	1	1056963 1077294 1078819 1079363 1081249 1094929 1104669 1170703 3073004 3074570 3077064 3077336 3104731 
006029	53 / 61 / 61	PK349	0409737	1	0480377 1008967 1017832 1065796 1078680 1082842 1088214 1090564 1094134 1101406 1116854 1160158 1163391 1167714 1170303 1171905 3070344 3070438 3071136 3074792 3079862 3081669 3087352 3087444 3089081 3092431 3092999 3093221 3094719 3094992 3095335 3095719 3095842 3096011 3096547 3096962 3097636 3098799 3098883 3099165 3099986 3100110 3100408 3102316 3102599 3105170 3105854 3153272 3153273 3211369 3211884 3212471 3212915 
008803	5 / 10 / 22	TH102	0576472	1	1078508 1131602 1146215 3071734 3198776 
011331	3 / 6 / 34	TAYD	3325447	1	1000355 1021751 1064780 
007010	13 / 25 / 13	CARP13	0162976	1	0501319 1026650 1056600 1066431 1078390 1101031 1112377 1169257 3073568 3074965 3075371 3076896 3085504 
009262	3 / 4 / 17	CARP17	3196642	1	1167438 3094695 3102969 
003277	2 / 4 / 33	TAYE	0675005	1	0668952 1039831 
010724	3 / 5 / 6	PK232	1168490	1	0700408 1002036 1038420 
002151	18 / 45 / 18	PK354	3319913	1	1077874 1160614 3073507 3086583 3088352 3088812 3091695 3098354 3098948 3107254 3110744 3113981 3127487 3127715 3129160 3134622 3157738 3160245 
007099	12 / 14 / 23	GIL101	0028980	1	0827963 0911775 1013071 1020695 1024315 1056738 1064148 1080757 1084185 1158208 3070440 3105612 
008479	3 / 7 / 15	TAYC	0031619	1	1079614 1098099 3076576 
008500	12 / 15 / 15	TAYC	0031619	2	0827963 0906618 0987937 0991120 1000750 1050781 1053105 1064270 1073544 1079614 1082799 1084017 
003572	22 / 27 / 29	EHII	3092941	1	0832653 0991213 1003389 1018174 1019212 1025379 1038303 1039868 1039943 1040868 1053370 1056012 1056320 1058180 1065196 1066335 1066778 1066924 1076437 1079444 1084334 3080937 
002472	16 / 16 / 22	CARP21	0493725	1	0897931 0950942 0998351 1001806 1005315 1019025 1019827 1023494 1034578 1055640 1058058 1058242 1065945 1066007 1082905 1083430 
002876	9 / 14 / 62	TH110	1084458	1	1094520 1099662 3074551 3100678 3104660 3130894 3184862 3201250 3218962 
002878	2 / 4 / 20	TH104	0004955	1	1028249 1037338 
004735	11 / 13 / 13	CARP13	0004955	2	0897931 1017840 1037338 1089147 1099662 1166163 3090519 3099822 3104489 3106131 3198769 
009233	2 / 4 / 5	ROSTUD	0029475	1	1080792 3074001 
005141	21 / 22 / 22	TH102	0493856	2	0900525 1008967 1143265 1146782 1165573 3075371 3077033 3086583 3095009 3096693 3102969 3104587 3127208 3134217 3134461 3134622 3173458 3179084 3198211 3202006 3217362 
008420	10 / 19 / 31	TH224	0031553	1	0900525 1039679 1086489 3070017 3100927 3196629 3199006 3202466 3224248 3225012 
001430	7 / 11 / 10	TH3F	0020093	2	0901262 1017412 1044157 1057779 1059572 1082919 1162008 
