Course	Room	Teacher	Time	Students
007041	12 / 12 / 22	TH111	0162976	1	0362014 1070812 1155839 3064630 3065806 3085612 3092244 3103910 3105219 3188879 3217413 3323454 
007128	27 / 34 / 27	GOB	0028980	2	0362014 1012362 1019072 1049392 1052099 1057570 1058853 1059804 1068660 1070812 1071318 1073179 1073428 1074737 1093453 1094952 1097508 1104323 1123611 1136139 1137568 1141766 1141987 1163270 1163883 3059978 3062862 
002856	27 / 104 / 27	GOB	0406445	1	0692830 1075130 1153904 1162443 1163242 3079872 3082370 3082852 3085126 3090312 3092604 3092781 3093184 3093208 3094700 3097009 3097592 3098317 3099423 3100468 3101907 3103203 3104870 3108814 3108886 3109227 3118027 
007365	43 / 50 / 43	CARP21	0701976	2	0892947 1045484 1153904 3061917 3079915 3085846 3095417 3109335 3110898 3119048 3151195 3165225 3178019 3203791 3205138 3209832 3214899 3215635 3217434 3217667 3218335 3219685 3219719 3219786 3226387 3228778 3232225 3232322 3233348 3236537 3239030 3249531 3252374 3256812 3257376 3260308 3264020 3283446 3293645 3299552 3304723 3314945 3315776 
012107	5 / 8 / 29	TAYG	0031619	3	0892947 1012362 1080806 3101150 3322663 
001249	16 / 22 / 27	GOB	0031388	3	0898104 1058203 1070296 1070620 1072725 1073523 1079503 1084538 1087579 1093772 1095813 1122236 1153036 3064715 3077943 3100011 
005247	7 / 7 / 25	TH102	3310303	4	0898104 1032290 1058154 1155748 3077505 3122857 3185376 
005263	16 / 21 / 25	TH102	3090017	5	0898104 1057174 1069487 1085971 1162423 1162792 1163883 3063735 3066992 3069585 3080142 3089115 3155201 3209784 3216013 3322663 
006049	5 / 19 / 5	PK328	0207327	4	0901284 0950914 1001389 1047770 1073075 
001195	8 / 12 / 27	GOB	0031471	5	0903788 1049144 1070620 1078869 1163179 3069758 3217408 3232625 
001750	10 / 10 / 11	GOCOM	0416447	6	0903788 1119061 1150429 3081927 3094263 3122181 3175457 3211643 3217540 3329757 
002657	6 / 6 / 25	TH102	0138190	6	0908849 1161763 3205138 3214129 3221081 3303921 
001842	9 / 43 / 9	PK227	0031557	7	0910971 1057570 1074737 1075264 1077528 1080382 1080980 1081304 1082986 
001893	8 / 9 / 9	PK227	0898918	8	0910971 1009914 1060971 1076479 1091481 1143121 1150429 1163245 
006546	5 / 7 / 27	GOB	0031478	9	3067133 3071694 3083995 3099375 3152571 
001474	6 / 7 / 6	PK259	0853792	7	0940115 1003163 1079349 1090632 1133031 1162390 
004856	9 / 9 / 43	CARP21	0053518	8	0940115 1068953 1154430 3065289 3068911 3073014 3093100 3095306 3211335 
004889	11 / 20 / 43	CARP21	3194193	9	1000374 1056297 1059105 1108799 1134151 1161791 1163424 3060775 3061759 3062413 3306653 
012034	27 / 29 / 27	GOB	0408816	10	0940115 1060971 1087579 1098264 1107899 1109686 1122236 1133031 1153036 1162390 3065560 3065568 3065779 3077931 3085002 3088010 3096911 3098317 3126602 3135241 3153713 3188793 3209294 3211360 3215601 3216914 3248182 
005282	5 / 5 / 25	TH102	0493856	10	0994458 1133642 1141692 3105382 3190633 
