Course	Room	Teacher	Time	Students
005725	10 / 12 / 12	CARP15	0031543	1	0138353 1075852 1087771 1155700 1156612 3078258 3087757 3087809 3091890 3211360 
011306	7 / 9 / 14	TAYC	3319825	1	0362014 1045792 1052076 1070835 1095813 3098496 3152571 
001837	4 / 60 / 4	PK128	0123161	1	0385511 0746108 0794549 0858172 
002161	22 / 36 / 26	PK243	0301910	1	1060971 1073230 1154430 1156282 1161679 1163245 3068878 3075104 3076209 3078822 3084494 3087231 3087330 3087533 3089580 3091221 3091870 3092333 3098983 3104489 3183942 3193776 
006847	11 / 26 / 13	PK337	0031335	1	1022159 1058731 1125596 1136061 3086192 3088969 3092244 3099257 3100402 3181938 3205337 
003034	7 / 11 / 30	TAYF	0222805	1	0992777 0994316 1014173 1057202 1060146 1060805 1074339 
006031	33 / 51 / 33	PK336	0431634	1	0472799 0950914 1001389 1059337 1071241 1086556 1155813 1160418 3070495 3072895 3074091 3079774 3079866 3079871 3081503 3081951 3085421 3085643 3087527 3088264 3089555 3090058 3090752 3091305 3092408 3092532 3092830 3094802 3095021 3095908 3097592 3097709 3108691 
011224	8 / 10 / 11	TH111	3196642	1	0493741 0997621 1048518 3065565 3078958 3098034 3155348 3190685 
011536	4 / 8 / 28	TAYG	3213249	1	3062898 3082246 3087328 3179026 
003278	3 / 3 / 33	GOB	0675005	1	0661374 1034757 1057660 
001849	2 / 4 / 4	PK128	0123161	2	0663344 1033981 
010842	7 / 7 / 77	PK338	0564741	1	0692830 1009761 1134649 1163719 3068633 3086709 3097468 
002153	16 / 57 / 16	PK354	1167863	1	0998860 1073211 1075264 1091600 1162423 1162443 1164327 3063119 3065929 3068181 3077505 3080539 3081400 3084117 3087948 3090776 
008439	14 / 19 / 34	TH104	0132890	1	0820385 0994663 1045527 1047863 1072036 3065568 3083717 3088010 3098243 3145695 3173096 3211128 3212293 3217408 
008469	8 / 9 / 10	BYC100	0125630	1	0892947 1078911 1136656 1143180 3068251 3092126 3093349 3216670 
008501	10 / 16 / 25	CARP25	0031553	1	0902364 0980359 0983542 0993172 1001526 1025351 1043203 1056692 1069425 1076439 
011322	0 / 2 / 24	GIL101	0028980	1	
011198	6 / 7 / 9	GOCOM	3198088	1	0825075 1150110 3078331 3100080 3211643 3216420 
002456	11 / 14 / 14	TH102	0493725	1	0890353 1012249 1015916 1032365 1048062 1058076 1090070 1090632 3061194 3065722 3069318 
002877	2 / 3 / 13	CARP13	0031582	1	1036579 1161791 
005157	6 / 10 / 16	TAYSEM	3334598	1	1157995 3079005 3082314 3087431 3089884 3095599 
005293	15 / 16 / 15	TH251	1020104	1	0893684 0984608 1011239 1020671 1032101 1048703 1050014 1068696 1071806 1072571 1073316 1133642 3069040 3084716 3190633 
005310	5 / 11 / 17	CARP17	0493855	1	0997834 1003172 1046598 1058730 1069205 
001842	33 / 37 / 41	PK229	0031557	1	0897102 1001981 1012505 1012900 1023115 1027570 1049110 1056570 1059101 1069835 1070296 1071258 1073214 1079289 1093828 1109276 1109686 1135712 1143387 1150448 1151485 1162493 1163125 3062766 3063070 3064869 3065779 3087144 3091176 3093298 3094738 3095337 3098947 
004297	1 / 5 / 46	PK180	3318666	1	1109742 
006539	11 / 14 / 12	TAYB	0777265	1	0898104 0912822 1017801 1049160 1071866 1073428 1095145 3064819 3079829 3092151 3098490 
003482	19 / 23 / 22	GIL210	3320456	1	0898869 0904197 1012792 1030725 1036983 1048742 1050602 1075221 1085466 3065806 3065947 3066711 3067585 3069455 3080843 3082688 3084658 3090375 3099676 
010965	11 / 16 / 35	CARP21	0897706	1	0912194 0940990 0995811 1013117 1029963 1068656 1072178 1076785 3061460 3081410 3091781 
001182	3 / 3 / 14	TH102	0493725	2	0899040 3065568 3095867 
011313	13 / 26 / 13	PK278	0672202	1	0899040 0981248 1021988 1048434 1048639 1050480 1050843 1056297 1058367 1080204 1086904 1096573 1115327 
001890	2 / 8 / 60	PK25	3312777	1	1037801 1074572 
003017	10 / 14 / 39	TH110	0492580	1	0899385 0999166 1058203 1114293 3065488 3071798 3085394 3093208 3098276 3204243 
001164	26 / 30 / 51	TH224	0601586	1	0900586 1009914 1033981 1049683 1069839 1071343 1092958 1098264 1153036 1163179 3057362 3061134 3067214 3067352 3069758 3078071 3079915 3082033 3088390 3089115 3090325 3096911 3097192 3099745 3166656 3188879 
007106	9 / 12 / 29	BYC127	3337003	1	1060284 1071070 1134634 1136139 3065990 3067387 3071694 3077926 3100385 
008812	1 / 8 / 26	TAYE	0576472	1	1069276 
011317	9 / 10 / 18	EHII	3194197	1	0908849 0997849 1039740 1070930 1153554 1161763 3068167 3070830 3077943 
004356	9 / 10 / 16	TAYSEM	0847593	2	0909462 1013149 1050201 3080774 3120137 3125322 3126772 3154498 3193776 
005738	6 / 9 / 12	CARP15	0031543	2	1017991 1088535 1156628 3078934 3084716 3217372 
005742	10 / 10 / 12	CARP15	0031543	3	0909462 0996066 1048625 1056807 1057027 1057660 1069276 1088535 3070830 3081400 
001839	8 / 25 / 8	PK10	0898918	1	1003065 1014289 1017955 1030842 1047712 1057564 1076016 1091481 
001840	23 / 41 / 23	EHLEC	0168763	1	0910971 0994228 1012942 1013439 1026827 1032467 1056807 1057174 1058429 1059799 1059882 1065966 1068431 1076479 1081207 1085421 1092805 1119061 1129252 1143121 1155748 1162792 1163270 
006509	7 / 11 / 28	TAYD	3194739	1	1048446 1052099 1161531 3083207 3083995 3093319 3103193 
004083	5 / 11 / 14	TAYC	0031578	2	0912194 1011428 1016345 1032253 1057693 
004709	9 / 11 / 26	TAYE	3310303	2	1050032 1056467 1071343 1071866 1080595 1163245 3069486 3084494 3089769 
011321	8 / 12 / 29	BYC127	0028980	2	0912822 0994316 1005493 1036983 1048625 1072571 1097508 3077931 
006043	19 / 24 / 51	PK349	0554585	1	0940517 0998866 1018066 1028449 1028647 1047770 1050645 1057605 1058218 1060948 1069904 1073075 1088892 1096638 1138792 3062828 3065016 3066088 3089763 
006045	1 / 3 / 13	PK328	0031526	1	3085596 
006060	10 / 13 / 33	PK336	0031384	2	0940517 0998866 1005619 1012942 1016705 1018066 1042351 1057202 1057605 1069411 
008764	33 / 62 / 33	GOB	0428728	2	0940990 1034403 1049237 1056457 1060148 1069345 1074361 1074374 1093772 1095145 1098264 3061134 3068181 3072097 3079769 3079872 3081720 3082688 3088147 3089555 3090752 3092091 3092411 3093208 3094422 3094527 3095908 3097709 3099184 3100468 3105866 3108691 3110627 
