Course	Room	Teacher	Time	Students
001838	PK10	0168763	1	0032177 0847304 0871255 0912695 0916595 0918775 0920237 0963528 0976318 0985094 0989401 0991763 1000750 1025035 1037338 1057520 1068109 1076922 1077417 1077482 1077963 1078819 1080894 1086447 1121871 1128560 1131918 1169382 3077336 3078465 3081061 
006023	PK328	0213446	1	0032765 0827772 0850690 0851545 0859231 0861504 0869670 0917040 0967042 0968216 0970262 0986807 0987937 0988263 0988620 0992223 1005427 1009559 1018271 1019674 1020370 1020695 1023923 1030369 1032432 1039831 1041981 1047339 1056096 1056970 1057779 1058180 1059572 1059677 1064605 1064752 1065148 1065945 1066308 1066431 1067182 1067724 1068549 1076776 1076923 1077413 1078390 1079363 1079366 1079564 1079771 1080653 1080792 1081101 1082315 1082842 1083627 1084057 1084462 1086927 1087782 1087938 1088690 1089147 1090933 1096152 1096470 1096822 1100536 1100537 1100899 1101336 1103391 1104216 1105842 1111549 1116377 1116854 1126639 1129814 1134358 1139392 1140609 1143639 1143717 1144234 1145146 1146215 1150699 1150720 1158362 1160614 1160885 1169257 1169360 1170303 1170703 1170757 1170823 1171414 3068772 3069038 3070090 3070374 3070438 3072910 3073066 3073357 3073384 3073507 3073692 
008479	TAYF	0031619	1	0534728 0746213 0751788 0896487 0906085 0907596 0913989 0945635 0972633 1017760 1077003 
008500	TAYSEM	0031619	2	0534728 0803579 0858864 0859719 0860532 0861648 0862152 0871788 0903222 1003539 
003464	EHIII	0599596	1	0603589 0848355 0853988 0879882 0882728 0889384 0897911 0901539 0903064 0912333 0914509 0988100 1004997 1006899 1010175 1066778 1170470 
004833	CARP15	0348369	1	0672478 0755872 0897091 0899292 0901481 0914599 0966125 0967532 1003476 1063875 1077257 
009304	TAYF	0056990	2	0672478 0819263 0823997 0827772 0861504 0865618 0869670 0883015 0896487 0918277 
007007	TH251	0028980	1	0710449 0883488 0902118 0919283 0960068 0988245 0992186 1001394 1017339 1018301 1021751 1024315 1025623 1027597 1030693 1044561 1081250 1082799 1084185 1105086 1146370 1171461 3074001 3085513 
006518	GIL101	0777265	1	0858181 0904719 0920261 0998799 1004968 1064270 3080937 
007372	TH110	0162977	1	0731629 0807767 0849245 0859564 0900541 0901946 0908375 0914076 0958897 0989395 1015275 1056320 1065238 1066335 1067502 1083080 3086238 
007375	TH110	0031631	2	0731629 0780450 0822518 0828394 0861180 0861730 0887586 0896036 0901946 0902217 0914076 0952594 0960497 0986367 0988100 0989395 0992577 0993517 1003100 1004324 1055441 3080937 
004014	TH102	1167978	1	0746210 0773014 0952783 1017492 1058421 1088972 1095717 1169109 1169402 3078408 
