Course	Room	Teacher	Time	Students
010957	3 / 3 / 33	TAYE	1167978	1	0145661 0982172 1170479 
006023	44 / 128 / 44	GIL210	0213446	4	0254082 0480377 0787159 0945809 0954240 0971073 0988826 1005548 1006105 1008967 1017492 1029210 1044791 1056024 1056815 1063875 1065646 1065732 1066982 1067251 1067297 1067382 1077413 1077683 1080272 1080808 1081250 1086867 1087116 1088636 1088785 1090564 1092187 1094929 1099178 1100383 1100625 1102030 1104151 1122905 1139478 1141167 1146782 1149344 
006848	16 / 16 / 33	PK336	0031347	1	0254082 1025460 1080654 1084909 3072594 3079862 3081669 3085649 3089081 3089892 3093369 3094719 3094992 3097636 3099359 3100835 
008763	27 / 44 / 27	GOB	0899465	2	0254082 0917334 0988625 0999689 1056024 1083594 1086710 1087116 1088785 1161960 1165961 1169331 1170709 3068353 3070374 3071136 3074167 3074711 3079862 3080198 3080473 3085728 3087493 3088124 3088521 3090785 3092431 
003007	22 / 23 / 44	GIL210	0222805	2	0480377 0856128 0948568 1001894 1008967 1021751 1034405 1078819 1081249 1081917 1131602 1146782 1150758 3072477 3073066 3076896 3077064 3085513 3089651 3102057 3104731 3107980 
003009	13 / 14 / 15	TAYC	0375562	3	0480377 0906447 0945264 0966414 0998972 1026650 1056963 1078836 1131602 1160658 3073004 3073169 3085403 
008782	5 / 6 / 27	GOB	0576472	5	0480377 1088690 1161132 3073702 3078408 
006500	40 / 40 / 44	GIL210	3198623	3	0672478 0821922 0918549 0992186 1008925 1017492 1025623 1028249 1029787 1055078 1055590 1059677 1076531 1088120 1088690 1093044 1094929 1096113 1096152 1116854 1136830 1170860 3064977 3070374 3087347 3087407 3088352 3091573 3092880 3092999 3093221 3094287 3094695 3099468 3099729 3102884 3104653 3104658 3105862 3106068 
009263	7 / 7 / 15	CARP15	3196642	4	0672478 0773276 0909942 0917165 0992189 1058893 3099957 
002568	1 / 3 / 55	PK338	1168490	5	0700408 
007397	7 / 7 / 15	DAL318	0603646	6	0731629 0852608 0914076 0986367 0989395 1003100 1055441 
009322	16 / 31 / 16	TH111	0127086	7	0731629 0757321 0896929 0915648 0915885 0919283 0945959 0958879 0959200 0960037 0960497 0964596 0971315 0972660 0988990 1002248 
010961	8 / 8 / 33	TAYE	0492451	8	0731629 0852608 0914076 0945449 0999733 1003128 1005112 1015275 
008500	13 / 14 / 13	TH251	0031619	6	0746213 0751788 0827963 0906085 0907596 0913989 0945635 0967042 0971073 0972633 0976318 0988544 1006405 
006525	4 / 5 / 44	GIL210	1075274	7	0751788 1076238 1096152 1169360 
001845	22 / 22 / 66	PK25	0123161	8	0756739 0849713 0907217 0920095 0970262 0991672 0993268 1045379 1056688 1067297 1067933 1079993 1082907 1083626 1090564 1099059 1128560 1158007 1158026 3071015 3073357 3076930 
001862	20 / 21 / 66	PK25	0031557	9	0757321 0915885 0945969 0959200 0966299 0989590 0992744 1003020 1006744 1021867 1029566 1029787 1036442 1038420 1049299 1055290 1078921 1083594 1084909 1172397 
002855	12 / 273 / 12	PK264	0031573	10	0757321 1056024 1056910 1066982 1076531 1077683 1079756 1080654 1080808 1082708 1087116 1087490 
