Class Times	10
Rooms	5
1	475
2	46
3	255
4	210
5	27
Classes	20
Teachers	10
1	1
2	9
3	2
4	8
5	4
6	8
7	1
8	10
9	5
10	2
11	4
12	5
13	10
14	3
15	3
16	6
17	9
18	7
19	7
20	6
Class Times	10
Rooms	5
1	942
2	733
3	40
4	445
5	422
Classes	20
Teachers	10
1	10
2	2
3	3
4	10
5	6
6	8
7	3
8	6
9	7
10	8
11	9
12	4
13	2
14	4
15	1
16	7
17	5
18	5
19	9
20	1
Class Times	10
Rooms	5
1	222
2	973
3	657
4	330
5	258
Classes	20
Teachers	10
1	2
2	3
3	5
4	6
5	8
6	10
7	5
8	7
9	10
10	4
11	9
12	4
13	7
14	2
15	1
16	8
17	3
18	1
19	9
20	6
Class Times	10
Rooms	5
1	677
2	938
3	346
4	967
5	136
Classes	20
Teachers	10
1	8
2	1
3	2
4	7
5	3
6	8
7	3
8	1
9	6
10	6
11	10
12	9
13	9
14	5
15	10
16	5
17	7
18	2
19	4
20	4
Class Times	10
Rooms	5
1	772
2	902
3	679
4	926
5	140
Classes	20
Teachers	10
1	7
2	1
3	4
4	6
5	2
6	8
7	2
8	4
9	7
10	10
11	10
12	6
13	8
14	1
15	9
16	9
17	5
18	3
19	3
20	5
Class Times	10
Rooms	5
1	47
2	701
3	309
4	36
5	148
Classes	20
Teachers	10
1	10
2	3
3	10
4	3
5	1
6	4
7	9
8	7
9	2
10	8
11	4
12	2
13	6
14	9
15	8
16	1
17	5
18	5
19	6
20	7
Class Times	10
Rooms	5
1	68
2	290
3	660
4	670
5	216
Classes	20
Teachers	10
1	7
2	4
3	6
4	6
5	5
6	10
7	2
8	5
9	8
10	4
11	2
12	10
13	8
14	1
15	1
16	7
17	3
18	9
19	3
20	9
Class Times	10
Rooms	5
1	730
2	630
3	258
4	141
5	937
Classes	20
Teachers	10
1	5
2	2
3	1
4	6
5	4
6	8
7	3
8	9
9	4
10	1
11	7
12	3
13	7
14	2
15	8
16	5
17	9
18	10
19	10
20	6
Class Times	10
Rooms	5
1	652
2	249
3	215
4	964
5	360
Classes	20
Teachers	10
1	2
2	10
3	1
4	10
5	2
6	9
7	7
8	4
9	4
10	3
11	7
12	3
13	9
14	8
15	5
16	5
17	6
18	8
19	1
20	6
Class Times	10
Rooms	5
1	528
2	566
3	609
4	204
5	153
Classes	20
Teachers	10
1	1
2	3
3	5
4	2
5	10
6	10
7	8
8	7
9	5
10	4
11	1
12	6
13	8
14	2
15	7
16	4
17	9
18	9
19	3
20	6
Class Times	10
Rooms	5
1	23
2	399
3	506
4	448
5	897
Classes	20
Teachers	10
1	6
2	3
3	3
4	9
5	10
6	1
7	10
8	5
9	2
10	4
11	9
12	6
13	2
14	5
15	7
16	4
17	8
18	1
19	7
20	8
Class Times	10
Rooms	5
1	79
2	565
3	249
4	806
5	170
Classes	20
Teachers	10
1	9
2	5
3	2
4	3
5	7
6	3
7	5
8	1
9	10
10	10
11	2
12	4
13	9
14	7
15	6
16	4
17	8
18	1
19	6
20	8
Class Times	10
Rooms	5
1	753
2	205
3	663
4	562
5	653
Classes	20
Teachers	10
1	10
2	7
3	3
4	3
5	4
6	1
7	7
8	5
9	10
10	5
11	4
12	1
13	9
14	6
15	2
16	6
17	9
18	2
19	8
20	8
Class Times	10
Rooms	5
1	294
2	220
3	532
4	242
5	34
Classes	20
Teachers	10
1	2
2	5
3	5
4	2
5	1
6	9
7	7
8	3
9	4
10	4
11	10
12	1
13	3
14	10
15	7
16	8
17	9
18	6
19	8
20	6
