Students	1000
1	219 134 93 53
2	237 134 124 202
3	109 244 125 180
4	150 133 198 137
5	5 221 55 33
6	112 223 99 30
7	215 149 87 8
8	222 91 78 71
9	36 187 215 27
10	184 80 78 141
11	129 194 147 190
12	91 43 198 113
13	222 53 212 247
14	237 161 23 188
15	92 4 180 216
16	4 12 27 9
17	98 223 99 197
18	23 46 149 161
19	156 40 161 35
20	172 226 211 133
21	124 45 162 14
22	138 184 125 207
23	214 189 190 233
24	118 24 56 37
25	120 63 93 131
26	210 217 129 203
27	222 92 16 193
28	129 11 97 70
29	82 142 80 35
30	124 40 245 188
31	107 75 170 159
32	88 10 248 92
33	142 241 213 210
34	95 47 196 52
35	181 101 122 215
36	244 182 92 80
37	25 159 134 155
38	180 117 24 222
39	180 210 188 208
40	84 11 170 23
41	160 136 213 182
42	180 150 104 117
43	125 22 230 241
44	246 136 211 31
45	160 15 45 22
46	133 91 208 237
47	249 123 240 161
48	244 98 32 180
49	211 221 170 69
50	228 121 138 24
51	52 32 249 34
52	89 125 187 146
53	210 136 213 154
54	231 73 30 241
55	121 211 1 144
56	189 136 201 20
57	53 15 182 63
58	99 152 206 144
59	140 177 220 157
60	239 207 99 235
61	61 130 29 62
62	22 108 53 44
63	100 58 46 98
64	115 75 206 122
65	52 156 73 22
66	189 85 200 179
67	22 24 69 155
68	97 28 30 147
69	176 140 5 31
70	134 174 78 111
71	58 71 177 86
72	76 136 97 228
73	154 173 226 201
74	95 7 5 186
75	179 193 24 127
76	178 61 161 56
77	156 221 85 202
78	106 44 25 160
79	178 67 202 39
80	94 9 46 188
81	77 130 160 87
82	138 27 11 152
83	72 146 53 66
84	177 184 158 221
85	87 133 23 72
86	130 125 134 11
87	168 72 85 209
88	207 52 184 80
89	230 243 218 105
90	104 31 17 147
91	101 222 76 38
92	209 228 82 23
93	170 207 35 82
94	183 78 164 205
95	146 234 75 102
96	189 139 106 203
97	17 143 104 102
98	49 223 244 77
99	207 78 113 166
100	245 235 70 3
101	148 31 93 218
102	35 161 50 75
103	75 183 172 116
104	153 207 85 60
105	169 139 127 84
106	168 80 130 94
107	188 104 141 26
108	223 15 213 184
109	219 114 167 121
110	37 155 191 93
111	210 169 149 57
112	162 3 230 102
113	105 2 74 197
114	125 24 178 213
115	90 64 63 249
116	11 174 127 208
117	5 76 56 29
118	246 160 52 156
119	209 41 123 79
120	152 240 200 158
121	172 30 58 124
122	88 152 101 143
123	242 170 8 133
124	128 77 36 214
125	181 58 52 81
126	67 76 155 234
127	66 87 249 95
128	108 173 48 197
129	245 2 217 241
130	98 51 170 55
131	152 66 103 7
132	88 145 63 123
133	203 47 77 192
134	109 165 110 224
135	146 65 219 125
136	227 186 78 66
137	43 186 131 202
138	201 239 180 37
139	10 234 83 39
140	34 146 121 60
141	209 194 128 35
142	43 192 13 249
143	152 119 64 65
144	142 59 245 185
145	44 162 220 175
146	171 44 237 137
147	33 166 165 202
148	6 174 216 26
149	11 184 243 48
150	169 218 135 46
151	47 152 178 28
152	125 184 49 13
153	144 147 240 139
154	250 51 219 229
155	48 5 242 216
156	21 87 68 222
157	248 84 126 217
158	110 26 48 76
159	188 23 95 166
160	188 246 33 11
161	194 156 195 193
162	199 45 231 146
163	75 166 42 110
164	214 133 190 112
165	18 194 130 103
166	77 230 25 181
167	171 111 214 244
168	248 239 247 155
169	61 9 35 69
170	201 238 53 163
171	229 40 198 212
172	174 138 100 198
173	174 114 190 59
174	188 5 3 137
175	36 148 246 214
176	73 197 178 57
177	181 50 80 228
178	224 197 78 192
179	239 187 198 202
180	232 81 10 199
181	82 247 139 96
182	196 22 48 115
183	186 242 45 54
184	4 41 28 201
185	216 183 184 106
186	34 52 29 149
187	44 207 202 51
188	142 169 39 172
189	47 101 146 158
190	164 13 235 33
191	104 59 47 42
192	58 201 180 18
193	53 22 183 240
194	183 206 148 143
195	4 128 174 203
196	79 135 41 19
197	104 1 141 124
198	160 53 181 19
199	94 167 230 62
200	7 154 149 56
201	106 66 117 183
202	5 104 246 8
203	18 219 243 139
204	97 106 73 21
205	240 167 31 231
206	144 100 220 188
207	35 79 218 16
208	220 181 235 25
209	120 117 16 54
210	173 205 154 233
211	128 248 171 216
212	14 70 8 85
213	16 204 93 243
214	47 117 118 74
215	233 10 121 125
216	71 185 175 246
217	135 28 83 133
218	206 151 199 144
219	227 69 234 155
220	204 207 228 38
221	130 192 1 193
222	218 173 47 167
223	10 171 162 204
224	56 52 250 147
225	229 4 48 131
226	187 169 245 94
227	134 230 194 22
228	167 103 31 221
229	16 13 118 235
230	193 222 224 7
231	73 183 205 129
232	31 17 167 191
233	188 200 147 44
234	234 173 114 195
235	99 34 192 142
236	34 113 188 73
237	164 85 249 90
238	11 171 86 173
239	150 232 250 76
240	156 107 27 194
241	191 74 136 197
242	227 125 143 22
243	144 172 147 200
244	200 140 236 144
245	133 36 248 215
246	157 225 238 250
247	186 162 34 218
248	234 40 132 219
249	40 132 94 246
250	100 1 224 115
251	142 51 246 134
252	39 57 2 54
253	90 142 151 229
254	153 189 185 137
255	62 67 218 152
256	128 119 91 225
257	75 86 241 29
258	17 215 28 122
259	31 209 74 84
260	246 220 155 153
261	150 43 125 29
262	171 214 16 56
263	70 92 38 3
264	46 107 163 217
265	124 83 91 1
266	3 12 239 43
267	40 219 117 229
268	224 10 54 33
269	157 74 165 105
270	85 114 91 53
271	37 214 56 24
272	183 206 20 168
273	11 178 99 204
274	85 246 114 9
275	120 111 167 189
276	135 33 86 136
277	84 155 113 190
278	104 131 142 101
279	224 99 133 82
280	89 19 76 73
281	8 170 204 142
282	70 160 13 245
283	224 202 23 118
284	248 118 128 47
285	175 106 111 142
286	101 18 127 192
287	138 172 3 139
288	151 104 223 32
289	80 183 111 188
290	83 56 4 77
291	48 190 90 105
292	205 220 236 133
293	220 28 131 162
294	19 75 245 42
295	112 29 68 105
296	56 17 137 213
297	83 118 214 151
298	249 220 177 106
299	114 156 29 18
300	86 119 204 126
301	68 106 195 232
302	232 245 209 24
303	47 53 201 102
304	198 249 91 8
305	95 18 118 128
306	234 45 191 67
307	89 58 160 128
308	37 112 36 13
309	222 155 156 220
310	170 174 220 173
311	126 91 194 247
312	91 24 69 168
313	13 193 215 52
314	46 145 98 71
315	53 41 113 11
316	38 240 24 186
317	242 176 60 207
318	56 178 202 224
319	45 3 129 20
320	115 162 127 187
321	108 134 138 210
322	169 233 193 156
323	140 241 146 40
324	99 217 96 54
325	122 27 242 113
326	244 234 178 133
327	32 177 191 147
328	109 105 100 181
329	121 145 101 127
330	144 177 67 173
331	64 106 62 136
332	213 37 9 180
333	179 74 244 216
334	95 192 117 135
335	196 140 73 54
336	134 218 237 243
337	215 140 58 161
338	141 188 207 201
339	33 219 107 240
340	170 63 248 97
341	180 80 13 130
342	74 241 142 94
343	63 208 81 1
344	24 134 118 12
345	208 91 127 53
346	8 79 49 17
347	31 67 11 114
348	148 216 182 105
349	207 36 240 159
350	188 2 34 246
351	126 9 71 150
352	113 203 180 115
353	197 70 191 243
354	183 26 230 45
355	7 185 196 26
356	242 244 152 216
357	76 69 212 187
358	129 162 211 238
359	101 240 174 12
360	107 15 101 7
361	168 230 151 38
362	40 74 18 150
363	60 5 42 241
364	114 64 56 62
365	31 85 195 35
366	143 114 64 37
367	38 125 22 212
368	43 174 75 189
369	112 25 228 107
370	249 46 221 85
371	141 39 123 129
372	64 102 139 30
373	206 66 110 231
374	127 69 218 147
375	170 98 125 14
376	73 70 230 181
377	38 140 247 104
378	95 91 54 191
379	119 120 219 73
380	1 235 205 88
381	48 17 131 151
382	160 215 172 222
383	176 38 128 110
384	71 159 96 32
385	75 32 80 190
386	77 20 213 45
387	73 64 109 105
388	5 116 100 77
389	149 71 244 153
390	249 245 229 15
391	153 145 47 133
392	61 130 8 176
393	197 137 226 63
394	227 52 54 244
395	116 28 156 86
396	10 216 195 180
397	22 69 6 34
398	112 122 74 47
399	202 59 118 35
400	59 87 73 55
401	206 102 153 127
402	244 123 231 226
403	135 178 67 49
404	218 179 235 208
405	197 230 128 191
406	91 197 125 100
407	224 104 114 180
408	220 124 67 85
409	93 174 34 165
410	105 172 236 61
411	41 191 81 138
412	149 192 56 7
413	44 10 86 96
414	69 50 188 79
415	35 38 49 167
416	171 140 142 159
417	125 234 147 245
418	79 30 63 58
419	178 242 127 105
420	164 235 221 193
421	5 102 181 193
422	54 46 97 201
423	167 25 162 112
424	223 215 141 6
425	84 195 48 202
426	33 214 183 241
427	42 56 73 165
428	5 203 245 197
429	73 209 169 204
430	135 39 155 81
431	240 120 115 161
432	95 182 125 47
433	145 82 48 93
434	100 145 169 59
435	147 33 5 205
436	128 191 222 30
437	217 133 173 25
438	145 74 207 177
439	26 85 171 59
