Students	1000
1	77 29 70 8
2	76 6 4 100
3	53 42 72 75
4	15 96 19 95
5	23 39 84 72
6	93 1 40 45
7	21 74 69 4
8	13 28 24 22
9	62 58 76 82
10	71 58 38 5
11	81 4 84 22
12	11 88 61 45
13	87 43 25 88
14	9 67 87 65
15	52 66 30 90
16	24 36 19 22
17	31 67 44 6
18	72 50 75 76
19	85 10 63 67
20	84 15 71 85
21	18 24 48 47
22	97 3 15 40
23	10 53 41 14
24	97 4 38 27
25	46 94 21 7
26	37 6 66 60
27	98 50 49 3
28	68 90 81 44
29	99 3 1 73
30	34 45 16 13
31	10 25 100 57
32	67 87 43 33
33	16 82 69 53
34	55 48 69 46
35	13 47 39 53
36	58 84 45 17
37	26 1 77 22
38	9 94 8 13
39	95 61 67 71
40	2 99 16 100
41	23 54 71 49
42	90 40 70 78
43	14 64 45 16
44	62 21 40 80
45	66 62 23 36
46	61 55 84 25
47	15 92 74 44
48	93 90 30 71
49	11 61 12 27
50	85 65 24 13
51	96 38 11 24
52	45 22 88 8
53	44 73 19 70
54	9 34 22 64
55	39 38 97 36
56	87 82 4 78
57	4 8 60 2
58	23 10 54 96
59	99 61 91 69
60	39 67 65 94
61	100 60 65 98
62	23 75 5 70
63	59 22 40 55
64	9 31 96 10
65	72 83 31 7
66	11 67 47 12
67	4 94 70 81
68	4 86 58 13
69	87 69 7 83
70	65 92 53 84
71	95 33 72 57
72	63 96 99 79
73	11 22 44 45
74	55 78 74 64
75	12 51 40 63
76	4 58 13 21
77	52 56 18 92
78	23 48 94 61
79	19 54 97 55
80	43 15 53 32
81	63 40 19 91
82	34 37 38 26
83	37 63 33 89
84	60 67 42 74
85	52 71 31 4
86	74 25 94 84
87	10 32 51 60
88	31 13 2 34
89	21 12 60 55
90	94 42 26 64
91	82 7 6 94
92	34 12 26 41
93	59 53 48 77
94	95 68 90 40
95	89 8 20 68
96	24 1 36 11
97	65 99 67 76
98	75 89 30 18
99	80 99 79 95
100	98 40 97 27
101	47 57 3 18
102	57 76 4 7
103	10 76 45 71
104	14 75 74 69
105	53 74 92 98
106	83 14 74 90
107	76 90 59 14
108	22 38 45 37
109	18 47 72 65
110	39 82 62 74
111	96 85 90 6
112	22 26 24 40
113	18 3 48 13
114	48 72 43 66
115	35 26 71 27
116	63 26 42 51
117	90 29 99 51
118	45 95 44 33
119	43 27 39 59
120	46 77 88 44
121	45 89 64 16
122	16 6 59 28
123	52 30 38 77
124	95 29 54 81
125	66 90 6 82
126	59 2 84 43
127	74 82 66 95
128	91 38 45 82
129	19 29 20 28
130	58 60 19 98
131	58 74 27 43
132	57 12 65 52
133	24 22 52 49
134	76 12 6 71
135	9 27 64 31
136	17 50 26 24
137	72 89 78 29
138	63 32 89 62
139	71 36 70 64
140	43 30 31 47
141	4 33 20 85
142	43 94 53 82
143	8 97 38 94
144	5 9 51 29
145	38 27 76 64
146	94 35 92 25
147	79 73 77 15
148	96 23 15 97
149	4 19 68 28
150	51 59 11 89
151	11 52 17 42
152	47 64 55 10
153	89 99 28 14
154	79 82 72 34
155	6 41 9 83
156	29 73 49 15
157	68 4 29 28
158	1 38 72 40
159	39 3 75 69
160	3 62 15 55
161	64 54 37 9
162	80 23 92 15
163	30 21 57 2
164	74 55 85 52
165	66 36 39 81
166	90 27 81 73
167	15 49 70 41
168	46 26 45 30
169	6 4 67 78
170	37 75 52 70
171	36 92 56 22
172	90 50 8 57
173	57 39 18 8
174	95 9 98 79
175	22 1 94 4
176	84 18 83 9
177	15 87 72 73
178	47 61 27 44
179	13 22 70 66
180	69 42 90 84
181	95 17 61 42
182	12 23 41 56
183	33 62 22 18
184	41 95 74 54
185	74 48 8 73
186	30 85 70 57
187	63 67 83 47
188	28 31 60 92
189	17 72 74 26
190	50 76 35 19
191	3 74 66 28
192	70 59 61 67
193	29 76 14 72
