Class Times	10
Rooms	10
1	487
2	765
3	181
4	23
5	694
6	128
7	433
8	399
9	151
10	600
Classes	100
Teachers	50
1	45
2	45
3	28
4	49
5	4
6	13
7	31
8	37
9	29
10	6
11	32
12	3
13	49
14	23
15	48
16	39
17	32
18	46
19	28
20	14
21	36
22	12
23	44
24	3
25	4
26	40
27	23
28	34
29	31
30	22
31	1
32	18
33	17
34	5
35	41
36	34
37	15
38	35
39	18
40	12
41	44
42	15
43	20
44	40
45	17
46	19
47	9
48	41
49	30
50	46
51	13
52	35
53	27
54	10
55	25
56	24
57	37
58	10
59	38
60	21
61	25
62	42
63	43
64	14
65	30
66	50
67	48
68	24
69	7
70	22
71	47
72	27
73	21
74	50
75	8
76	16
77	38
78	16
79	33
80	11
81	42
82	26
83	36
84	2
85	8
86	33
87	9
88	39
89	19
90	20
91	43
92	6
93	2
94	26
95	5
96	1
97	47
98	11
99	29
100	7
Class Times	10
Rooms	10
1	313
2	754
3	147
4	743
5	136
6	479
7	356
8	724
9	510
10	487
Classes	100
Teachers	50
1	30
2	5
3	27
4	39
5	19
6	24
7	47
8	43
9	35
10	40
11	24
12	30
13	38
14	49
15	10
16	47
17	10
18	45
19	43
20	17
21	37
22	40
23	34
24	5
25	9
26	28
27	26
28	2
29	34
30	45
31	28
32	25
33	17
34	1
35	44
36	37
37	3
38	42
39	2
40	15
41	18
42	8
43	27
44	32
45	26
46	25
47	31
48	31
49	6
50	15
51	16
52	18
53	44
54	23
55	20
56	16
57	21
58	11
59	32
60	1
61	3
62	8
63	20
64	7
65	23
66	38
67	9
68	4
69	7
70	13
71	21
72	50
73	35
74	41
75	49
76	13
77	39
78	48
79	41
80	36
81	50
82	33
83	19
84	11
85	12
86	46
87	4
88	6
89	36
90	46
91	42
92	22
93	12
94	14
95	14
96	33
97	48
98	22
99	29
100	29
Class Times	10
Rooms	10
1	852
2	455
3	23
4	788
5	237
6	876
7	164
8	983
9	129
10	199
Classes	100
Teachers	50
1	9
2	34
3	48
4	2
5	32
6	26
7	3
8	39
9	47
10	9
11	26
12	14
13	22
14	42
15	3
16	42
17	46
18	41
19	28
20	12
21	12
22	10
23	34
24	47
25	4
26	23
27	7
28	1
29	24
30	17
31	16
32	50
33	6
34	13
35	40
36	24
37	36
38	2
39	23
40	50
41	22
42	6
43	39
44	38
45	4
46	19
47	15
48	45
49	27
50	13
51	41
52	19
53	45
54	28
55	16
56	44
57	21
58	38
59	37
60	8
61	33
62	15
63	10
64	33
65	43
66	48
67	43
68	46
69	35
70	49
71	14
72	49
73	25
74	30
75	40
76	27
77	30
78	35
79	5
80	8
81	29
82	36
83	37
84	1
85	31
86	18
87	44
88	18
89	17
90	32
91	31
92	5
93	29
94	25
95	7
96	20
97	20
98	21
99	11
100	11
