Students	1000
1	807 2561 2504 1964
2	115 940 851 1753
3	1080 1223 590 538
4	1584 324 2473 2818
5	1906 1911 336 2201
6	2663 1460 2370 2238
7	2219 2600 2639 402
8	2629 2268 2728 1343
9	2634 1982 1432 1627
10	2717 2467 1395 2874
11	1260 2842 545 1768
12	2118 2743 2095 499
13	1436 1099 24 2884
14	2053 1515 34 678
15	1670 2486 1552 2443
16	955 1202 2693 2996
17	1641 1811 122 1803
18	326 480 423 2370
19	2200 1776 945 1275
20	1209 2305 962 89
21	2861 2519 2533 2481
22	2644 2238 207 2619
23	2247 2261 149 2971
24	1826 2085 2574 2385
25	464 2779 1214 2128
26	1035 1834 890 351
27	2298 2879 963 343
28	689 485 206 209
29	2555 556 1473 170
30	173 1595 1994 1305
31	1742 2138 2306 826
32	297 1096 26 70
33	2640 2446 1311 2828
34	2499 2390 2778 745
35	127 801 2654 2866
36	36 1668 488 2532
37	2925 2604 920 1166
38	590 1973 938 990
39	2665 208 51 2557
40	809 721 1767 521
41	919 920 1127 331
42	1408 2121 2541 2198
43	1538 1106 355 605
44	494 1319 1919 2866
45	2774 2683 291 1466
46	2799 14 1141 1554
47	1329 2650 122 1497
48	1512 2855 2628 1618
49	1558 2748 2956 526
50	2357 53 1785 791
51	1613 1937 1274 463
52	1464 2386 100 437
53	381 2980 268 2986
54	2536 2062 1391 1704
55	540 1227 1459 2602
56	1611 881 469 96
57	2068 1469 2940 151
58	618 582 2699 85
59	2954 726 757 2266
60	2678 1426 789 2879
61	1800 796 1292 579
62	913 705 1770 1237
63	2361 578 126 1558
64	234 2225 462 2443
65	1929 2340 648 816
66	319 2632 735 2989
67	2809 443 747 560
68	1645 2971 684 1410
69	2869 2417 2106 2446
70	1103 933 2274 884
71	476 804 2171 637
72	336 1900 1254 746
73	2777 728 468 173
74	524 174 28 1949
75	1544 1889 916 2920
76	2879 619 1833 1721
77	436 2408 2859 1426
78	683 1395 917 1227
79	644 2843 919 2831
80	1125 1519 496 1983
81	2539 1669 300 709
82	1707 1603 2068 1971
83	952 1535 2991 261
84	1402 1354 1160 1054
85	1297 1811 2274 680
86	2133 1265 1836 2192
87	1734 2143 1193 732
