Students	250
1	14 17 18 16
2	1 3 19 5
3	9 5 8 2
4	6 18 4 19
5	15 14 17 18
6	18 12 15 11
7	12 7 1 3
8	16 11 18 13
9	13 10 7 1
10	17 1 6 3
11	9 15 2 6
12	13 17 6 5
13	11 8 5 20
14	13 9 16 17
15	3 17 15 16
16	10 15 17 13
17	10 14 7 1
18	11 1 16 15
19	2 9 5 1
20	9 19 20 3
21	18 12 8 10
22	20 16 13 12
23	4 11 8 7
24	14 10 12 2
25	13 18 17 11
26	2 9 8 1
27	4 9 6 8
28	11 10 3 18
29	1 15 10 20
30	7 18 3 12
31	2 18 7 3
32	10 15 2 13
33	1 3 8 4
34	10 6 17 9
35	13 11 1 9
36	4 12 17 11
37	6 19 1 18
38	1 18 4 14
39	9 8 6 17
40	3 5 12 15
41	18 15 6 4
42	19 1 5 14
43	8 13 20 12
44	8 17 6 2
45	19 14 12 6
46	12 8 19 14
47	15 20 16 8
48	7 14 5 11
49	10 15 1 9
50	2 15 19 17
51	11 9 18 20
52	15 20 16 4
53	7 5 11 19
54	7 12 16 18
55	12 9 4 15
56	20 3 19 2
57	1 4 20 8
58	15 19 20 4
59	1 4 13 10
60	13 18 16 8
61	4 15 6 18
62	2 14 8 11
63	5 17 13 12
64	1 20 5 6
65	14 11 10 1
66	6 1 16 3
67	5 1 13 12
68	2 17 1 5
69	10 20 5 14
70	15 16 7 20
71	11 12 14 3
72	11 16 4 2
73	12 16 13 6
74	9 8 3 10
75	5 11 13 8
76	20 5 1 11
77	2 14 10 4
78	15 17 16 6
79	14 1 4 13
80	11 3 2 13
81	4 16 9 19
82	16 2 1 8
83	11 14 13 9
84	20 14 3 17
85	11 16 17 6
86	9 8 5 15
87	12 15 19 3
88	15 17 3 10
89	11 6 16 4
90	18 4 19 12
91	11 2 17 12
92	15 6 13 17
93	15 20 9 17
94	1 8 16 12
95	13 9 8 4
96	7 19 5 1
97	19 2 7 5
98	6 11 5 8
99	12 15 18 19
100	10 19 15 12
101	16 12 9 3
102	9 7 6 17
103	11 15 1 9
104	2 15 5 3
105	13 5 1 3
106	1 4 7 14
107	7 20 6 12
108	16 5 2 19
109	4 19 3 8
110	19 6 7 13
111	17 6 15 1
112	13 19 15 16
113	15 7 9 11
114	10 6 5 7
115	19 10 5 12
116	9 16 12 19
117	10 15 14 8
118	13 19 6 18
119	6 10 14 12
120	16 14 8 19
121	2 12 5 14
122	11 15 12 4
123	11 8 17 13
124	10 8 6 2
125	6 11 10 19
126	11 14 6 1
127	9 14 8 10
128	7 11 19 8
129	11 1 6 20
130	18 4 17 2
131	12 7 9 8
132	2 19 16 11
133	10 15 18 2
134	19 4 5 12
135	14 19 18 7
136	1 19 4 13
137	11 19 17 12
138	20 1 2 8
139	18 6 2 17
140	5 2 17 13
141	19 4 7 12
142	13 2 5 9
143	17 14 7 4
144	11 13 16 17
145	18 15 9 19
146	3 13 8 17
147	3 13 1 17
148	14 8 18 5
149	18 11 10 17
150	13 16 14 3
151	8 15 13 10
152	6 2 3 16
153	5 15 1 11
154	17 20 4 13
155	17 9 10 5
156	20 2 1 15
157	16 10 19 8
158	3 5 14 7
159	18 10 8 20
160	20 4 13 2
161	10 11 18 9
162	20 4 19 15
163	20 1 8 13
164	18 12 9 1
165	14 17 9 1
166	10 16 20 7
167	4 13 10 8
168	10 3 5 2
169	10 8 20 11
170	18 6 14 15
171	8 9 4 7
172	4 19 16 13
173	19 17 18 3
174	13 2 5 20
175	15 10 11 14
176	4 18 11 15
177	8 17 3 2
178	14 3 20 17
179	11 3 14 17
180	9 6 2 8
181	2 13 14 11
182	19 16 7 17
183	4 15 8 7
184	2 15 10 20
185	10 12 20 4
186	12 13 5 2
187	7 14 9 15
188	6 20 4 9
189	8 14 10 3
190	17 18 2 11
191	18 6 4 5
192	4 12 19 10
193	18 7 1 5
194	17 6 13 14
195	10 16 14 3
196	14 10 6 7
197	14 10 3 8
198	6 13 10 17
199	18 12 14 3
200	1 5 18 4
201	7 19 17 13
202	16 20 7 12
203	12 17 9 14
204	2 3 20 8
205	18 15 6 1
206	10 12 8 9
207	8 11 7 12
208	10 17 6 13
209	12 10 17 4
210	6 1 9 8
211	7 9 2 11
212	18 9 1 3
213	20 19 2 1
214	7 13 9 17
215	3 19 13 10
216	17 13 10 9
217	3 10 9 15
218	4 7 14 2
219	6 18 20 14
220	19 10 12 11
221	3 17 8 10
222	10 9 6 19
223	14 17 10 9
224	14 17 12 15
225	15 1 2 3
226	8 5 9 13
227	15 13 17 11
228	19 6 9 17
229	6 13 8 16
230	14 16 7 17
231	13 1 14 19
232	11 12 16 1
233	8 7 6 10
234	13 4 10 8
235	15 8 1 20
236	2 9 20 8
237	13 5 11 16
238	10 18 9 11
239	11 16 13 4
240	15 17 6 16
241	4 11 14 19
242	20 13 3 2
243	7 3 16 19
244	2 14 9 12
245	5 19 4 15
246	1 2 12 8
247	5 20 19 7
248	6 9 13 18
249	10 15 9 16
250	3 14 6 7
Students	250
1	3 5 8 16
2	7 9 13 10
3	4 14 19 1
4	4 2 5 16
5	5 15 1 9
6	3 10 1 11
7	9 10 6 4
8	17 11 15 5
9	5 20 1 9
10	8 18 19 17
11	2 18 1 13
12	11 2 7 15
13	13 14 16 10
14	13 2 4 19
15	6 12 3 20
16	3 6 5 18
17	20 1 19 8
18	9 2 18 7
19	6 7 11 18
20	13 1 15 17
21	8 18 3 17
22	5 3 16 11
23	4 18 15 8
24	7 4 10 13
25	8 11 1 19
26	10 2 8 3
27	18 12 9 6
28	5 1 19 3
29	16 14 13 12
30	8 15 1 2
31	9 13 14 11
32	3 12 13 1
33	15 10 20 9
34	11 6 19 1
35	5 16 9 12
36	1 8 15 13
37	18 20 5 16
38	5 17 20 11
39	12 16 11 14
40	18 3 10 6
41	4 9 11 8
42	11 16 4 3
43	13 11 8 5
44	5 18 19 14
45	5 2 9 18
46	15 20 11 9
47	15 5 20 19
48	12 11 8 17
49	19 6 2 12
50	2 7 3 14
51	14 15 10 6
52	10 12 20 6
53	18 11 19 17
54	19 17 3 20
55	12 11 10 17
56	5 2 15 13
57	1 2 20 6
58	10 6 17 2
59	3 7 13 11
60	15 11 9 12
61	10 19 6 13
62	8 6 15 18
63	1 19 4 6
64	13 11 16 15
65	9 20 16 12
66	2 8 13 17
67	3 17 18 7
68	6 14 16 13
69	15 11 20 2
70	14 9 11 20
71	14 4 12 19
72	16 17 15 19
73	13 8 9 1
74	12 16 6 9
75	14 15 6 10
76	20 8 12 16
77	10 14 11 19
78	12 6 16 9
79	5 7 4 6
80	8 12 13 14
81	8 1 16 19
82	9 10 19 14
83	17 2 4 6
84	6 17 8 13
85	11 9 1 14
86	16 14 8 18
87	20 7 1 4
88	10 12 9 1
89	14 9 20 13
90	20 9 16 2
91	3 11 20 17
92	16 7 1 15
93	3 1 5 12
94	14 7 18 9
95	11 1 16 9
96	7 4 16 20
97	1 18 6 3
98	1 18 17 12
99	13 2 12 18
100	12 19 16 1
101	2 12 1 10
102	11 12 17 4
103	15 4 5 8
104	18 15 10 5
105	7 11 19 9
106	16 7 6 11
107	12 3 20 16
108	1 16 13 18
109	3 17 19 14
110	4 1 5 9
111	10 3 12 20
112	13 2 12 7
113	3 4 6 8
114	10 18 2 17
115	6 8 19 5
116	6 7 18 10
117	8 17 11 2
118	8 11 13 16
119	2 11 19 13
120	13 3 2 18
121	12 19 20 11
122	12 1 10 8
123	12 2 5 19
124	18 5 6 9
125	19 12 8 5
126	14 18 17 10
127	6 12 16 9
128	18 6 12 17
129	5 2 11 16
130	18 15 3 17
131	4 16 15 17
132	20 18 9 13
133	11 9 18 1
134	17 3 5 14
135	4 8 3 13
136	5 1 4 18
137	5 11 20 10
138	12 9 8 6
139	20 1 8 6
140	12 7 1 13
141	16 11 17 10
142	16 7 3 20
143	7 13 3 17
144	13 7 16 17
145	19 20 7 11
146	4 12 2 8
147	14 18 7 6
148	18 6 2 12
149	14 15 5 20
150	7 17 4 12
151	9 2 8 1
152	10 17 9 7
153	6 4 7 3
154	10 12 4 1
155	16 6 2 4
156	12 5 4 10
157	16 11 5 13
158	12 15 16 5
159	14 17 11 4
160	8 20 1 19
161	12 2 7 8
162	6 8 20 2
163	17 11 4 12
164	9 1 5 2
165	10 17 15 19
166	10 12 1 5
167	11 1 7 19
168	10 1 5 6
169	6 18 20 13
170	10 17 8 5
171	16 1 2 3
172	6 1 10 14
173	5 2 6 8
174	7 17 18 11
175	12 18 14 15
176	14 1 17 15
177	12 10 9 14
178	14 3 12 4
179	13 5 20 16
180	20 8 2 17
181	15 14 9 20
182	7 8 10 1
183	10 11 16 3
184	16 3 8 20
185	6 13 2 10
186	5 17 11 18
187	5 4 7 19
188	3 19 9 5
189	6 8 2 14
190	16 11 7 3
191	13 6 8 5
192	9 1 16 2
193	20 14 17 6
194	7 8 5 13
195	13 6 10 9
196	4 2 5 16
197	8 10 9 16
198	7 11 17 20
199	12 18 17 4
200	15 19 10 17
201	15 2 7 20
202	12 6 3 16
203	4 18 11 19
204	4 11 8 1
205	13 5 3 1
206	4 18 15 9
207	17 12 4 5
208	16 12 1 7
209	1 7 2 18
210	17 5 12 3
211	5 8 13 2
212	20 9 18 11
213	5 17 13 6
214	13 19 14 20
215	2 15 1 18
216	14 1 18 3
217	4 18 20 14
218	7 19 17 11
219	3 10 18 9
220	1 13 5 19
221	18 17 11 3
222	16 17 9 5
223	14 19 6 11
224	7 15 13 19
225	18 5 16 2
226	15 8 10 5
227	7 16 6 19
228	8 10 18 2
229	7 11 13 19
230	2 12 15 17
231	17 7 18 15
232	5 16 2 6
233	4 12 1 13
234	13 17 11 8
235	13 5 12 14
236	13 5 14 4
237	8 12 10 3
238	14 20 4 17
239	11 16 4 19
240	11 12 1 9
241	20 7 9 15
242	8 6 12 14
243	3 9 15 13
244	17 3 16 13
245	3 6 15 8
246	2 14 15 16
247	14 16 11 7
248	12 5 11 15
249	5 14 20 8
250	20 19 3 16
