Class Times	10
Rooms	5
1	723
2	778
3	666
4	407
5	998
Classes	20
Teachers	10
1	8
2	3
3	8
4	9
5	2
6	2
7	6
8	10
9	9
10	6
11	5
12	4
13	3
14	4
15	5
16	10
17	1
18	7
19	7
20	1
Class Times	10
Rooms	5
1	420
2	271
3	235
4	147
5	339
Classes	20
Teachers	10
1	10
2	8
3	5
4	6
5	7
6	2
7	5
8	10
9	8
10	2
11	3
12	6
13	4
14	4
15	7
16	1
17	9
18	1
19	9
20	3
Class Times	10
Rooms	5
1	405
2	372
3	53
4	752
5	511
Classes	20
Teachers	10
1	8
2	7
3	4
4	2
5	4
6	8
7	3
8	3
9	6
10	1
11	7
12	5
13	9
14	9
15	5
16	2
17	1
18	10
19	6
20	10
Class Times	10
Rooms	5
1	718
2	533
3	340
4	454
5	175
Classes	20
Teachers	10
1	10
2	10
3	1
4	7
5	9
6	9
7	5
8	2
9	6
10	1
11	7
12	4
13	8
14	5
15	4
16	2
17	8
18	3
19	3
20	6
Class Times	10
Rooms	5
1	550
2	575
3	692
4	67
5	530
Classes	20
Teachers	10
1	9
2	2
3	2
4	7
5	9
6	8
7	6
8	4
9	10
10	7
11	1
12	4
13	1
14	8
15	10
16	5
17	3
18	5
19	6
20	3
Class Times	10
Rooms	5
1	693
2	268
3	582
4	656
5	646
Classes	20
Teachers	10
1	7
2	2
3	2
4	6
5	6
6	9
7	1
8	5
9	7
10	9
11	3
12	5
13	10
14	1
15	10
16	8
17	4
18	3
19	8
20	4
Class Times	10
Rooms	5
1	797
2	460
3	680
4	233
5	970
Classes	20
Teachers	10
1	1
2	2
3	5
4	8
5	3
6	9
7	4
8	7
9	1
10	9
11	7
12	4
13	6
14	6
15	5
16	10
17	10
18	2
19	8
20	3
Class Times	10
Rooms	5
1	713
2	275
3	270
4	468
5	894
Classes	20
Teachers	10
1	8
2	7
3	3
4	1
5	3
6	7
7	10
8	6
9	2
10	5
11	6
12	10
13	2
14	4
15	5
16	9
17	4
18	9
19	8
20	1
Class Times	10
Rooms	5
1	77
2	510
3	175
4	156
5	29
Classes	20
Teachers	10
1	7
2	4
3	4
4	9
5	10
6	7
7	5
8	3
9	10
10	8
11	9
12	1
13	2
14	2
15	1
16	5
17	8
18	6
19	3
20	6
Class Times	10
Rooms	5
1	713
2	638
3	291
4	676
5	590
Classes	20
Teachers	10
1	9
2	7
3	4
4	6
5	4
6	9
7	8
8	2
9	6
10	7
11	3
12	10
13	1
14	1
15	2
16	5
17	3
18	8
19	5
20	10
Class Times	10
Rooms	5
1	519
2	846
3	984
4	485
5	914
Classes	20
Teachers	10
1	6
2	4
3	9
4	3
5	8
6	4
7	10
8	5
9	1
10	6
11	2
12	2
13	7
14	7
15	5
16	10
17	3
18	8
19	9
20	1
Class Times	10
Rooms	5
1	39
2	17
3	901
4	727
5	314
Classes	20
Teachers	10
1	7
2	2
3	8
4	4
5	8
6	9
7	5
8	4
9	1
10	7
11	5
12	10
13	9
14	6
15	6
16	10
17	2
18	3
19	3
20	1
Class Times	10
Rooms	5
1	495
2	410
3	372
4	584
5	44
Classes	20
Teachers	10
1	1
2	2
3	6
4	3
5	5
6	5
7	8
8	1
9	8
10	6
11	10
12	3
13	4
14	7
15	2
16	10
17	9
18	9
19	4
20	7
Class Times	10
Rooms	5
1	928
2	654
3	406
4	76
5	123
Classes	20
Teachers	10
1	6
2	10
3	9
4	3
5	1
6	10
7	5
8	8
9	2
10	1
11	4
12	6
13	8
14	4
15	9
16	7
17	5
18	3
19	7
20	2
