Class Times	10
Rooms	5
1	855
2	915
3	830
4	541
5	18
Classes	20
Teachers	10
1	5
2	2
3	3
4	8
5	9
6	10
7	6
8	5
9	9
10	10
11	6
12	2
13	7
14	3
15	4
16	1
17	1
18	8
19	7
20	4
Class Times	10
Rooms	5
1	575
2	499
3	354
4	990
5	921
Classes	20
Teachers	10
1	5
2	2
3	8
4	3
5	2
6	9
7	1
8	5
9	7
10	6
11	4
12	6
13	4
14	7
15	3
16	8
17	9
18	1
19	10
20	10
Class Times	10
Rooms	5
1	68
2	201
3	741
4	220
5	45
Classes	20
Teachers	10
1	10
2	4
3	2
4	2
5	1
6	7
7	10
8	6
9	6
10	7
11	4
12	5
13	3
14	3
15	5
16	1
17	9
18	9
19	8
20	8
Class Times	10
Rooms	5
1	676
2	575
3	410
4	952
5	319
Classes	20
Teachers	10
1	6
2	1
3	9
4	2
5	7
6	2
7	4
8	10
9	4
10	6
11	7
12	9
13	5
14	10
15	8
16	5
17	3
18	1
19	3
20	8
Class Times	10
Rooms	5
1	865
2	864
3	210
4	839
5	787
Classes	20
Teachers	10
1	9
2	3
3	10
4	5
5	9
6	3
7	7
8	10
9	1
10	4
11	6
12	6
13	1
14	5
15	7
16	2
17	2
18	4
19	8
20	8
Class Times	10
Rooms	5
1	864
2	425
3	538
4	883
5	689
Classes	20
Teachers	10
1	2
2	2
3	9
4	6
5	5
6	7
7	4
8	8
9	8
10	4
11	6
12	5
13	1
14	10
15	7
16	10
17	1
18	9
19	3
20	3
Class Times	10
Rooms	5
1	793
2	274
3	87
4	760
5	836
Classes	20
Teachers	10
1	7
2	5
3	2
4	5
5	6
6	6
7	8
8	1
9	2
10	3
11	1
12	7
13	10
14	9
15	4
16	9
17	8
18	10
19	3
20	4
Class Times	10
Rooms	5
1	983
2	912
3	125
4	629
5	695
Classes	20
Teachers	10
1	4
2	8
3	2
4	1
5	6
6	5
7	2
8	10
9	4
10	8
11	6
12	10
13	3
14	7
15	5
16	3
17	7
18	9
19	1
20	9
Class Times	10
Rooms	5
1	272
2	149
3	581
4	390
5	902
Classes	20
Teachers	10
1	9
2	3
3	9
4	10
5	8
6	7
7	7
8	10
9	5
10	8
11	2
12	3
13	4
14	6
15	4
16	2
17	1
18	6
19	5
20	1
Class Times	10
Rooms	5
1	872
2	27
3	546
4	579
5	548
Classes	20
Teachers	10
1	3
2	7
3	2
4	3
5	6
6	8
7	8
8	6
9	2
10	5
11	5
12	9
13	9
14	7
15	1
16	1
17	10
18	10
19	4
20	4
Class Times	10
Rooms	5
1	162
2	211
3	697
4	589
5	397
Classes	20
Teachers	10
1	6
2	3
3	7
4	10
5	6
6	3
7	4
8	1
9	10
10	5
11	7
12	1
13	4
14	5
15	8
16	2
17	8
18	9
19	9
20	2
Class Times	10
Rooms	5
1	47
2	588
3	182
4	618
5	424
Classes	20
Teachers	10
1	2
2	9
3	4
4	8
5	8
6	5
7	9
8	1
9	7
10	10
11	6
12	6
13	2
14	4
15	3
16	1
17	3
18	5
19	7
20	10
Class Times	10
Rooms	5
1	169
2	21
3	720
4	580
5	452
Classes	20
Teachers	10
1	6
2	4
3	8
4	5
5	6
6	7
7	1
8	1
9	3
10	2
11	8
12	2
13	9
14	5
15	7
16	10
17	9
18	3
19	10
20	4
Class Times	10
Rooms	5
1	332
2	998
3	94
4	436
5	813
Classes	20
Teachers	10
1	10
2	8
3	9
4	3
5	3
6	10
7	7
8	6
9	8
10	4
11	4
12	5
13	9
14	6
15	2
16	1
17	1
18	7
19	2
20	5
