Students	3500
1	10 17 9 1
2	3 10 6 16
3	19 12 11 10
4	3 18 14 19
5	17 11 20 8
6	4 6 18 3
7	12 5 17 18
8	17 16 1 5
9	5 20 19 13
10	5 11 7 9
11	1 8 17 13
12	6 7 4 1
13	4 14 2 13
14	20 3 18 10
15	5 17 6 13
16	20 9 15 17
17	8 9 1 17
18	9 10 8 4
19	1 2 3 10
20	7 19 9 6
21	16 7 4 5
22	18 10 19 20
23	15 10 19 6
24	13 10 20 7
25	17 5 1 8
26	10 8 14 18
27	6 2 11 7
28	11 15 5 18
29	6 10 8 12
30	3 17 19 15
31	9 14 16 6
32	17 12 2 11
33	19 7 3 8
34	14 6 18 16
35	16 17 9 19
36	18 19 14 20
37	14 11 13 7
38	5 14 2 13
39	15 20 16 2
40	6 10 12 4
41	3 12 18 6
42	8 12 7 3
43	4 11 10 15
44	10 8 15 1
45	17 5 19 10
46	19 17 9 8
47	9 14 16 12
48	5 20 18 15
49	16 1 12 17
50	4 1 13 9
51	4 11 6 5
52	7 16 18 4
53	4 12 20 18
54	18 15 14 16
55	11 8 14 15
56	5 4 14 16
57	19 2 5 15
58	17 16 19 2
59	13 8 6 3
60	4 11 15 14
61	15 14 18 16
62	14 3 2 19
63	13 2 9 12
64	13 19 14 18
65	1 18 11 15
66	19 10 1 4
67	3 17 9 19
68	15 10 5 17
69	14 12 18 7
70	3 12 8 13
71	12 15 7 19
72	19 13 15 4
73	20 1 12 18
74	6 11 20 12
75	14 15 19 4
76	1 12 2 16
77	8 14 13 12
78	12 20 11 10
79	2 20 11 8
80	18 6 17 15
81	3 17 4 1
82	9 4 5 15
83	6 19 18 10
84	7 12 19 17
85	15 12 4 3
86	8 4 16 7
87	1 20 7 19
88	12 8 2 9
89	10 11 18 3
90	4 16 13 18
91	12 7 18 1
92	11 9 13 6
93	15 14 18 16
94	18 6 11 14
95	5 15 4 2
96	4 12 20 7
97	3 2 1 20
98	9 7 10 15
99	10 19 14 6
100	6 3 18 9
101	1 16 9 15
102	1 11 9 16
103	7 5 11 2
104	7 17 1 10
105	12 13 5 18
106	17 8 4 13
107	11 20 5 6
108	6 16 15 9
109	10 20 4 11
110	18 15 20 10
111	16 2 15 7
112	2 15 1 10
113	18 2 3 5
114	2 20 6 12
115	9 5 14 12
116	6 15 2 7
117	3 19 10 17
118	6 18 12 17
119	12 10 5 6
120	15 13 6 10
121	5 1 9 13
122	19 11 8 14
123	13 11 20 3
124	11 4 13 9
125	6 4 11 2
126	13 20 10 4
127	14 18 12 8
128	18 16 10 8
129	10 2 19 20
130	13 1 7 11
131	8 11 17 16
132	17 7 16 10
133	3 17 1 2
134	13 12 10 15
135	9 19 12 14
136	3 9 7 17
137	19 7 9 13
138	17 10 7 20
139	14 4 16 20
140	19 16 11 7
141	16 2 19 11
142	13 4 6 9
