Students	1500
1	13 8 17 15
2	14 8 17 20
3	2 10 19 1
4	9 10 16 1
5	3 10 12 15
6	8 14 6 18
7	19 15 10 16
8	3 17 7 20
9	5 4 3 8
10	9 4 15 8
11	15 19 8 18
12	6 9 11 3
13	4 12 11 20
14	15 11 2 13
15	16 7 19 3
16	5 3 20 8
17	6 17 1 5
18	16 2 18 12
19	3 20 12 9
20	2 17 13 3
21	9 19 8 17
22	7 16 15 8
23	19 5 4 11
24	15 3 1 10
25	18 20 9 8
26	1 10 9 12
27	14 20 16 8
28	5 18 9 6
29	2 10 18 13
30	13 19 6 8
31	10 14 20 19
32	2 9 8 20
33	20 14 17 9
34	13 8 4 9
35	17 11 19 12
36	11 17 2 5
37	12 15 11 8
38	19 2 16 8
39	10 13 2 14
40	20 4 1 19
41	16 17 13 7
42	5 8 11 19
43	17 9 18 1
44	19 10 13 3
45	7 11 10 5
46	13 12 7 2
47	13 9 17 19
48	14 12 1 9
49	4 18 3 9
50	7 1 16 6
51	2 1 5 13
52	3 5 7 17
53	7 12 3 6
54	3 16 8 2
55	15 19 20 4
56	15 17 2 6
57	11 5 19 20
58	15 11 4 16
59	8 1 5 6
60	12 3 7 11
61	8 16 18 14
62	4 6 20 2
63	6 19 7 3
64	9 19 5 2
65	5 8 1 13
66	11 18 10 20
67	20 15 8 9
68	18 10 1 15
69	15 17 4 19
70	13 17 3 14
71	16 18 12 1
72	16 15 18 3
73	14 17 9 18
74	14 20 19 15
75	8 11 3 15
76	5 2 18 3
77	13 4 20 11
78	1 10 7 6
79	18 1 3 4
80	7 12 19 11
81	19 3 2 20
82	6 18 10 17
83	2 18 6 13
84	10 20 14 4
85	17 2 11 5
86	18 7 15 6
87	2 7 5 8
88	14 9 20 4
89	9 1 13 10
90	3 10 4 11
91	8 16 3 13
92	16 14 13 9
93	7 6 10 3
94	6 10 19 5
95	11 4 18 17
96	7 19 11 1
97	13 6 5 20
98	2 7 14 15
99	4 5 3 7
100	19 13 2 5
101	10 6 16 12
102	11 8 4 2
103	5 7 12 6
104	11 2 13 12
105	11 13 18 16
106	1 6 20 8
107	10 13 14 12
108	13 2 16 20
109	12 13 15 5
110	13 16 8 19
111	19 13 17 18
112	13 16 11 9
113	6 1 15 13
114	2 6 18 14
115	6 5 2 7
116	8 18 7 16
117	4 13 14 8
118	1 7 5 20
119	5 4 1 7
120	12 11 3 2
121	4 20 6 5
122	13 11 7 10
123	18 11 1 8
124	13 11 6 3
125	18 8 5 9
126	3 8 19 1
127	2 9 18 5
128	17 3 6 2
129	2 1 3 8
130	16 19 13 2
131	1 12 11 18
132	6 9 11 10
133	2 13 20 11
134	19 11 7 16
135	7 9 14 6
136	13 6 8 19
137	13 4 18 1
138	19 4 14 2
139	10 7 20 16
140	16 1 14 9
141	2 1 12 17
142	10 15 2 12
143	5 10 15 7
144	18 12 15 2
145	9 6 15 4
146	17 19 2 8
147	19 12 10 4
148	20 3 12 15
149	14 13 6 15
150	14 5 7 17
151	10 4 16 5
152	1 8 20 6
153	4 2 19 8
154	15 4 10 8
155	10 5 3 6
156	20 16 7 8
157	14 12 8 15
158	18 3 12 2
159	7 10 8 18
160	18 1 19 15
161	5 14 16 20
162	17 7 1 9
163	16 18 13 19
164	1 2 8 3
165	9 15 2 1
166	9 8 1 6
167	18 19 14 8
168	6 8 2 4
169	1 3 5 13
170	4 6 12 14
171	14 20 15 11
172	17 16 1 2
173	5 15 13 19
174	5 3 2 9
175	1 12 19 8
176	1 3 10 11
177	15 2 12 18
178	16 17 12 15
179	2 14 6 19
180	4 14 5 13
181	12 1 3 16
182	1 6 2 13
183	2 6 7 8
184	7 19 14 9
185	6 4 17 14
186	2 17 5 19
187	10 4 19 2
188	19 11 2 15
189	8 5 16 20
190	19 12 16 4
191	9 13 12 8
192	4 19 6 8
193	18 16 14 7
194	17 16 10 11
195	1 7 9 4
196	18 12 2 19
197	3 4 17 5
198	6 17 8 20
199	5 17 8 14
200	6 4 19 18
201	12 6 10 9
202	12 11 17 1
203	17 20 11 19
204	1 19 15 12
205	2 9 19 17
206	12 5 1 8
207	8 9 5 13
208	9 4 2 17
209	5 13 18 17
210	1 9 8 16
211	6 2 3 5
212	3 18 6 19
213	9 11 7 20
214	13 19 5 17
215	14 20 3 4
216	11 17 9 7
217	4 16 15 11
218	16 8 12 19
219	2 4 5 17
220	5 14 18 6
221	9 6 5 11
222	11 7 3 15
223	12 19 9 10
224	18 17 19 6
225	2 18 16 17
226	8 7 2 3
227	2 3 17 4
228	16 20 19 14
229	4 12 9 6
230	17 8 6 5
231	19 8 1 14
232	2 5 16 3
233	2 19 17 11
234	3 10 11 7
235	13 6 2 16
236	8 2 9 15
237	4 18 9 15
238	11 18 8 9
239	14 12 9 7
240	14 12 10 16
241	4 12 8 3
242	5 9 11 18
243	13 17 14 10
244	5 8 14 19
245	19 20 4 12
246	9 17 3 7
247	18 9 4 17
248	7 2 3 19
249	16 20 3 5
250	11 3 8 5
251	12 8 18 13
252	11 12 7 20
253	4 3 10 1
254	19 11 4 1
255	17 8 12 2
256	4 11 15 1
257	20 17 10 15
258	10 9 6 2
259	7 14 2 1
260	12 18 6 9
261	1 18 16 7
262	2 17 6 3
263	10 15 16 3
264	16 17 5 6
265	7 19 15 6
266	1 2 16 4
267	7 17 20 16
268	2 17 19 16
269	3 9 16 17
270	19 17 11 6
271	10 12 3 17
272	17 4 12 20
273	18 10 14 5
274	1 8 2 17
