Course	Room	Teacher	Time	Students
002153	73 / 75	TH110	0428815	1	0252627 3088571 3191285 3214617 3215876 3218908 3219639 3223468 3223593 3232822 3242147 3243105 3243225 3245522 3247055 3250904 3252673 3261847 3262890 3293645 3309285 3311410 3315613 3315934 3323189 3323644 3323699 3324108 3329668 3329756 3330273 3330630 3331578 3331618 3331989 3332580 3332714 3340189 3351610 3356399 3373119 3373472 3374627 3375084 3381343 3382098 3385569 3387721 3388003 3388714 3388734 3388882 3389687 3390131 3396570 3397250 3397575 3403576 3403581 3403680 3403953 3404979 3405286 3405436 3406004 3407233 3407265 3407466 3407911 3408037 3408274 3408625 3408820 
006847	23 / 23	CARP21	3427120	2	0252627 1073230 1155110 3063119 3068181 3089555 3092781 3093208 3098317 3106403 3121582 3142378 3189051 3194683 3249841 3261847 3306835 3311445 3316653 3323699 3330372 3330439 3332978 
011219	5 / 6	CARP15	1168490	1	0692830 3108814 3178019 3389756 3416251 
001837	55 / 55	TH110	0409956	3	0828226 3063119 3095908 3121582 3154498 3204517 3204688 3211006 3215635 3216609 3221143 3221922 3222944 3223468 3223593 3232650 3243105 3245522 3248182 3250907 3266721 3281747 3283446 3293645 3303949 3304008 3306835 3308695 3310852 3311410 3312024 3314945 3316281 3316653 3323189 3323328 3323454 3330630 3331989 3333301 3333501 3347834 3352587 3373902 3389464 3389987 3397567 3397573 3398026 3398166 3405873 3405943 3406150 3408041 3410241 
004276	15 / 19	PK278	1165566	2	0854238 1078911 3094479 3153576 3214178 3215889 3219719 3221557 3231914 3266721 3322722 3330431 3389664 3405873 3406720 
011306	11 / 11	CARP21	3319825	3	0854238 1157995 3065990 3082688 3170878 3194888 3305199 3334296 3335406 3344462 3350650 
006862	10 / 10	PK25	0031347	4	0889130 3074091 3087414 3090029 3094263 3095021 3099423 3145694 3190685 3316614 
011312	10 / 10	PK349	0125630	4	0892947 3061686 3081698 3093349 3153576 3204830 3213402 3216244 3322151 3398717 
011962	6 / 6	PK338	0492451	5	0892947 3081988 3211393 3219633 3410901 3422949 
001249	17 / 17	TH110	0031388	5	0903788 1072178 1081304 1098264 1156282 3065568 3075252 3079169 3082033 3083207 3083717 3085021 3087472 3088010 3093246 3094738 3099745 
009270	13 / 13	TH110	3310251	6	0997873 3105292 3217615 3219029 3305828 3306992 3330203 3357841 3388046 3389259 3396626 3397064 3404942 
012104	31 / 31	TH110	1167884	7	0997873 1163242 3088147 3096963 3155201 3192437 3209872 3217615 3219367 3244790 3248326 3248478 3256706 3284809 3312114 3323493 3333260 3346922 3388003 3388359 3394688 3396626 3397398 3398251 3398464 3404945 3405568 3406889 3407597 3408797 3410901 
001763	11 / 11	PK338	0027799	6	1017457 3062958 3087757 3179026 3204279 3217724 3315613 3322949 3329187 3336686 3345567 
003439	12 / 12	PK338	1165592	7	1017457 1073076 3076209 3097192 3119630 3215876 3316782 3332980 3336573 3345326 3356546 3408495 
012286	11 / 11	TH110	1165592	8	1017457 1154382 1154715 1157995 3067585 3085407 3191823 3194873 3211478 3254879 3329964 
003278	6 / 6	PK338	0675005	8	1045484 1155813 3072284 3081410 3088969 3090375 
003279	6 / 6	PK338	0675005	9	1045484 1155813 3072284 3081410 3088969 3090375 
006588	12 / 12	TH110	3194739	9	1048446 1080636 1088574 3079829 3079915 3083207 3083995 3085302 3092151 3093319 3098490 3099375 
008429	34 / 34	TH110	3405054	11	1048446 3079769 3079915 3089769 3094575 3112040 3119048 3145695 3153306 3173096 3191876 3211727 3217413 3242147 3309042 3331776 3331989 3332738 3332980 3334056 3357061 3364522 3373846 3381444 3382642 3388359 3390262 3397398 3398251 3405177 3405863 3409423 3409736 3431091 
011207	6 / 11	PK338	0031478	10	3084716 3091889 3094700 3121966 3160933 3329964 
002399	17 / 17	TH110	3422490	10	1049332 1133589 3066736 3090058 3095867 3105866 3189715 3204619 3210877 3215099 3217371 3302367 3315767 3319376 3382642 3405296 3407233 
003541	7 / 7	PK338	0599596	11	1059404 3088052 3092012 3101150 3205208 3211478 3212008 
004885	10 / 10	PK338	0672202	12	1059404 3068911 3095417 3170878 3210877 3217444 3221785 3223740 3252851 3311808 
009271	23 / 23	TH110	0058557	13	1059404 1070105 3067214 3067793 3079120 3087948 3094263 3099745 3101150 3155201 3205208 3220932 3242920 3317234 3332249 3335255 3343092 3351610 3358560 3388628 3403676 3404683 3409736 
009213	12 / 12	TH110	0138190	12	1072178 3079005 3082033 3084353 3095599 3192437 3221143 3265154 3315776 3330820 3332980 3344691 
003422	11 / 11	PK338	0024092	13	1073076 3194428 3244790 3307517 3311550 3332738 3344476 3347031 3349875 3350800 3405177 
011528	9 / 9	PK338	3310251	14	1073076 3092012 3211128 3250904 3321831 3322236 3333138 3403427 3407566 
