Students	1000
1	806 3820 3732 4447
2	438 3288 1798 1764
3	3236 4408 220 4097
4	3742 3903 84 2009
5	1376 3914 2502 967
6	3322 1869 332 1139
7	2217 962 2691 526
8	4129 1876 2432 4019
9	2761 3150 3408 3944
10	3177 2617 2748 3506
11	4196 3033 3806 3127
12	2273 2067 3885 94
13	2740 3979 3663 2074
14	3293 4413 2747 864
15	4064 2982 3457 1482
16	772 1121 313 1699
17	255 2109 2953 1095
18	1148 911 3663 1284
19	4425 3827 2527 1856
20	721 2303 719 1649
21	1070 2369 3768 2044
22	866 3968 3423 1577
23	3288 2093 2239 1667
24	2639 3331 3186 1517
25	1383 2519 1736 3540
26	3344 656 3847 2685
27	2808 3304 2904 4085
28	4094 2887 4123 2408
29	3212 410 4161 2095
30	2256 3084 641 3855
31	1175 87 2577 2335
32	2547 1077 4495 3679
33	3973 69 3585 1582
34	1775 353 1561 2720
35	2897 1525 1761 3889
36	4066 1736 319 1339
37	2824 2369 815 3599
38	975 1090 4347 2601
39	2863 963 3408 3857
40	3690 3100 4350 1473
41	4430 3073 2004 1132
42	3495 659 2162 2413
43	4158 161 3111 2532
44	3329 471 2985 2148
45	1991 4205 958 3485
46	4196 737 4388 4230
47	266 1752 1501 1130
48	3745 3167 1067 1911
49	3429 763 4015 137
50	125 3094 3256 2649
51	1894 143 4465 937
52	2751 1620 2366 4104
53	3816 473 2935 1755
54	2264 4032 2409 2249
55	794 2064 464 660
56	1409 1674 4163 812
57	1715 368 361 747
58	3150 3558 4139 2546
59	2574 1162 4327 1441
60	3122 1192 4473 2459
61	737 2629 73 863
62	578 4007 1638 3477
63	614 3098 1536 3069
64	652 1260 3571 104
65	1758 220 1332 962
66	3219 922 1252 85
67	2836 766 1622 3114
68	1212 1379 621 689
69	1331 3509 1781 3702
70	3624 1682 1831 3659
71	3697 2884 958 2772
72	1401 1157 811 2071
73	4007 154 963 4027
74	4202 419 3417 1772
75	1897 4296 2802 1868
76	401 640 52 810
77	3336 2702 2154 3456
78	2876 963 1612 222
79	3417 3489 634 2588
80	1431 1562 882 812
81	4 1926 2345 2799
82	3765 616 1603 3053
83	141 2928 2886 2117
84	2141 3900 1898 1039
85	659 589 1807 3556
86	2347 1735 1467 3925
87	925 944 2859 512
88	2699 2244 3104 149
89	592 1929 2813 4364
90	3697 2187 3455 256
91	4109 3049 1181 1734
92	2980 1140 3231 3019
93	4109 3788 4222 2510
94	3012 2387 636 2150
95	4083 641 345 418
96	1880 2160 2191 1749
97	2487 934 4242 2628
98	2751 256 4360 295
99	4168 1239 4434 2061
100	3911 2103 453 3887
101	1612 3756 2319 4330
102	2375 534 3656 2086
103	169 1956 4313 3940
104	3342 2328 1769 1688
105	3445 1616 1224 155
106	1243 3057 783 3400
107	3589 1594 1667 214
108	2797 3384 4270 2413
109	4149 2801 2539 2832
110	2414 3173 2803 3055
111	3641 3835 386 3762
112	2828 688 2120 2231
113	789 611 3359 486
114	1660 2654 3130 1600
115	2288 1142 2945 1941
116	3615 2644 3006 3475
117	4178 4254 3159 540
118	1170 3533 1688 3732
119	1181 2108 1034 3100
120	2576 3731 381 566
121	2535 4362 3908 190
122	3033 3475 882 4240
123	495 4112 317 3270
124	4271 3698 2507 610
125	1780 539 1106 1453
126	1707 3359 1251 1509
127	3282 3270 3339 597
128	1644 3120 959 1734
129	3874 3492 583 914
130	312 2917 3766 2753
131	2075 4291 1705 1719
132	1240 1238 879 1898
133	1787 1921 2513 2429
134	219 1889 4404 4244
135	2129 2979 2805 1390
136	4179 563 2408 4027
137	3255 2466 3187 3155
138	7 2756 3686 2957
139	1774 732 455 3294
140	4281 1424 3817 2426
141	2139 138 3276 3418
142	518 3273 1077 2663
143	18 3535 2477 2611
144	2881 2193 3523 4083
145	1825 3277 3383 2029
146	334 4129 3689 1117
