Class Times	10
Rooms	450
1	120
2	857
3	63
4	465
5	598
6	360
7	114
8	45
9	610
10	33
11	101
12	642
13	224
14	141
15	291
16	326
17	962
18	435
19	339
20	126
21	513
22	543
23	173
24	753
25	811
26	138
27	503
28	976
29	396
30	236
31	102
32	635
33	552
34	821
35	400
36	630
37	482
38	165
39	456
40	867
41	326
42	638
43	480
44	13
45	887
46	221
47	206
48	733
49	343
50	296
51	389
52	176
53	455
54	902
55	780
56	629
57	654
58	554
59	226
60	288
61	576
62	785
63	836
64	857
65	473
66	730
67	988
68	594
69	69
70	700
71	99
72	342
73	537
74	916
75	962
76	339
77	276
78	753
79	694
80	20
81	967
82	989
83	662
84	238
85	801
86	936
87	523
88	685
89	156
90	957
91	779
92	564
93	825
94	789
95	318
96	887
97	896
98	137
99	702
100	609
101	823
102	884
103	887
104	445
105	263
106	689
107	96
108	682
109	154
110	173
111	414
112	313
113	652
114	690
115	727
116	813
117	378
118	960
119	453
120	424
121	16
122	232
123	979
124	598
125	831
126	336
127	518
128	234
129	794
130	448
131	168
132	690
133	73
134	881
135	855
136	809
137	486
138	403
139	643
140	928
141	226
142	413
143	590
144	513
145	150
146	288
147	763
148	69
149	514
150	873
151	635
152	284
153	289
154	369
155	511
156	626
157	34
158	997
159	502
160	15
161	989
162	115
163	355
164	638
165	36
166	442
167	704
168	477
169	704
170	338
171	957
172	339
173	879
174	844
175	511
176	691
177	674
178	934
179	232
180	369
181	426
182	396
183	677
184	783
185	287
186	655
187	623
188	526
189	406
190	236
191	163
192	836
193	887
194	604
195	968
196	333
197	85
198	155
199	989
200	502
201	818
202	800
203	650
204	478
205	688
206	215
207	205
208	518
209	459
210	730
211	575
212	486
213	847
214	475
215	127
216	771
217	107
218	48
219	526
220	657
221	287
222	992
223	477
224	899
225	432
226	862
227	134
228	811
229	483
230	172
231	401
232	948
233	942
234	842
235	240
236	120
237	63
238	136
239	870
240	139
241	743
242	948
243	521
244	712
245	570
246	432
247	216
248	236
249	319
250	278
251	908
252	867
253	545
254	282
255	768
256	766
257	832
258	559
259	818
260	675
261	266
262	845
263	601
264	707
265	602
266	945
267	230
268	469
269	646
270	714
271	598
272	36
273	877
274	498
275	370
276	587
277	239
278	242
279	519
280	225
281	322
282	308
283	194
284	166
285	798
286	895
287	429
288	417
289	617
290	756
291	704
292	206
293	639
294	837
295	274
296	634
297	817
298	253
299	119
300	392
301	957
302	697
303	716
304	359
305	886
306	922
307	865
308	620
309	43
310	535
311	923
312	407
313	790
314	441
315	876
316	510
317	50
318	128
319	621
320	985
321	362
322	475
323	693
324	817
325	549
326	124
327	682
328	592
329	611
330	753
331	796
332	962
333	654
334	669
335	500
336	245
337	77
338	614
339	151
340	576
341	702
342	806
343	492
344	672
345	828
346	739
347	682
348	350
349	248
350	614
351	523
352	781
353	761
354	584
355	828
356	324
357	738
358	465
359	436
360	797
361	371
362	60
363	930
364	16
365	52
366	856
367	526
368	559
369	137
370	568
371	175
372	771
373	329
374	281
375	647
376	368
377	212
378	197
379	735
380	220
381	401
382	188
383	493
384	928
385	467
386	630
387	966
388	384
389	960
390	856
391	780
392	44
393	627
394	60
395	703
396	977
397	341
398	981
399	324
400	677
401	316
402	345
403	275
404	930
405	533
406	965
407	299
408	592
409	294
410	112
411	535
412	69
413	546
414	865
415	770
416	341
417	134
418	996
419	772
420	852
421	740
422	366
423	93
424	221
425	742
426	201
427	526
428	799
429	48
430	675
431	721
432	686
433	64
434	600
435	222
436	59
437	469
438	476
439	243
440	153
441	97
442	297
443	35
444	712
445	232
446	813
447	158
448	319
449	300
450	979
Classes	4500
Teachers	2250
1	1087
2	786
3	453
4	2015
5	1982
6	1715
7	2145
8	1554
9	374
10	199
11	260
12	2151
13	1072
14	1312
15	1552
16	1785
17	754
18	1849
19	291
20	2046
21	1092
22	1186
23	2166
24	1074
25	918
26	2216
27	2079
28	1109
29	316
30	1027
31	1171
32	458
33	45
34	1389
35	1190
36	1104
37	85
38	878
39	787
40	583
41	1827
42	703
43	694
44	684
45	1350
46	2139
47	1388
48	1104
49	430
50	162
51	1200
52	1275
53	2097
54	1235
55	1035
56	1091
57	117
58	2229
59	2104
60	1618
61	246
62	517
63	590
64	2152
65	1928
66	410
67	1028
68	1029
69	1256
70	1537
71	476
72	1935
73	1183
74	730
75	442
76	1703
77	2114
78	1306
79	1211
80	1805
81	684
82	1695
83	417
84	1666
85	1969
86	106
87	1820
88	1474
89	338
90	146
91	471
92	2216
93	2087
94	1752
95	109
96	1971
97	485
98	1783
99	835
100	30
101	1068
102	110
103	607
104	2117
105	1491
106	1881
107	1012
108	1366
109	1137
110	1344
111	433
112	1043
113	965
114	2159
115	937
116	598
117	2069
118	432
119	1242
120	73
121	1159
122	1975
123	1458
124	1398
125	1341
126	1054
127	933
128	1180
129	117
130	320
131	1094
132	1904
133	820
134	1157
135	779
136	1536
137	1568
138	646
139	1777
140	331
141	62
142	1213
143	249
144	76
145	1985
146	1076
147	83
148	533
149	1652
150	2012
151	1851
152	1806
153	130
154	457
155	806
156	605
157	804
158	1442
159	241
160	774
161	781
162	853
163	1355
164	259
165	2202
166	1946
167	2006
168	1692
169	2196
170	1420
171	359
172	2233
173	562
174	2057
175	2019
176	1630
177	938
178	862
179	1845
180	944
181	388
182	1811
183	1734
184	1080
185	998
186	1889
187	815
188	375
189	1806
190	217
191	133
192	1095
193	440
194	2021
195	2124
196	896
197	1082
198	1435
199	2067
200	119
201	2033
202	1185
203	1351
204	1038
205	1051
206	1646
207	1178
208	809
209	343
210	347
211	726
212	1926
213	581
214	947
215	1411
216	795
217	956
218	447
219	595
220	1700
221	1033
222	1791
223	1423
