Students	1000
1	1448 163 3018 1669
2	840 3835 3389 2122
3	3342 2710 1413 3276
4	3591 379 3006 574
5	194 3846 2889 1008
6	1531 4308 428 1121
7	3401 2121 807 652
8	2165 3912 4373 2494
9	4216 4177 3277 2774
10	4335 2992 2744 4118
11	3034 4104 1421 1187
12	2101 813 1394 238
13	4023 551 4129 1290
14	3036 1984 1600 497
15	2265 2396 95 3440
16	2265 2229 729 1898
17	4479 3278 1398 122
18	2855 4317 3469 4349
19	583 3479 2791 2199
20	2444 742 2105 859
21	874 685 3753 1885
22	861 2015 83 495
23	2987 3381 2704 3411
24	1997 2303 4118 3846
25	3462 2188 2539 976
26	167 4480 300 577
27	2750 729 1387 2679
28	2867 1525 2550 1575
29	4384 1675 1701 2053
30	493 3566 2365 2792
31	4128 3452 2404 193
32	2869 4295 2134 119
33	2507 3664 3943 2668
34	3293 2355 2287 968
35	870 1169 2618 83
36	2228 250 758 2784
37	348 3838 3582 1113
38	3256 1761 171 827
39	3012 2433 2864 1801
40	2537 314 776 4369
41	884 1188 1635 1649
42	2141 2208 3457 2378
43	3052 3095 2375 1270
44	868 3618 4209 2334
45	1651 3079 1327 3914
46	1019 2269 166 3022
47	3232 705 957 2661
48	931 2226 3714 3524
49	2679 3749 1835 443
50	108 4252 2362 583
51	1794 4495 2521 2287
52	1298 2749 366 1706
53	928 3304 182 2838
54	531 1881 163 3578
55	3671 575 1236 1721
56	2809 22 3894 1323
57	3520 446 3356 1266
58	3447 2808 768 3198
59	735 4154 155 377
60	1937 1167 3647 1966
61	3174 1281 4318 1590
62	3116 330 4095 2076
63	2809 3173 817 4413
64	990 1479 3199 3230
65	4395 2169 2727 2045
66	3113 3336 1721 2533
67	3818 3895 2436 4450
68	4156 3700 1100 699
69	1075 215 3787 2018
70	492 583 1496 2156
71	2545 3109 935 1706
72	1029 2368 3946 3468
73	805 624 1800 1602
74	865 2069 253 640
75	596 720 1680 1289
76	3384 62 1523 1210
77	3301 266 1083 1218
78	2459 4382 3741 493
79	305 1152 2414 511
80	4064 1969 1444 3437
81	3506 4419 2077 2741
82	851 2511 467 3297
83	3940 2584 3014 1209
84	2518 3856 1284 221
85	1009 4284 3057 1167
86	4204 766 4295 4355
87	3166 1175 804 4177
88	4095 3122 2383 759
89	3090 1498 1523 1999
90	448 3545 2766 3190
91	2901 2574 3309 3455
92	384 748 4081 1319
93	808 489 2934 1652
94	3480 3829 223 3462
95	3260 2614 1430 3832
96	1951 3591 3787 690
97	2151 3140 604 4300
98	587 1909 3958 4021
99	3969 3720 163 552
100	2516 1572 2411 445
101	864 4187 1215 2397
102	2468 711 1915 2206
103	4202 2613 824 2182
104	3466 2300 2675 289
105	801 1806 1767 1828
106	2275 3499 2316 984
107	2203 1664 1393 2483
108	96 3973 4422 3943
109	2497 3012 3894 586
110	4361 2342 4441 1308
111	3215 3302 4006 4138
112	3869 31 264 1708
113	24 377 4449 1927
114	1191 122 1170 1944
115	3205 3208 3286 3522
116	4230 1782 3006 1960
117	135 3654 2495 4487
118	938 890 4200 292
119	1488 1374 4111 2976
120	3709 234 1166 2641
121	3190 56 3698 1648
122	1139 3601 4178 2467
123	4155 1097 728 1735
124	3391 2717 1500 605
125	2683 1344 3641 995
126	4084 1363 1405 2305
127	2446 2854 3984 2847
128	1232 4051 2177 1375
129	1843 2022 959 3067
130	2952 895 809 2656
131	1609 182 1642 588
132	300 4274 2384 1973
133	1919 2579 2362 1234
134	3829 1565 1012 448
135	1404 3790 3400 4024
136	2623 1583 2231 1606
137	3345 827 715 2623
138	1337 432 3968 2106
139	1530 4296 3848 465
140	1454 2766 1994 1638
141	3657 4019 2964 3698
142	2277 915 718 2081
143	2888 1057 3731 2199
144	3908 28 1831 2380
145	4112 3057 1347 3659
146	3768 3776 2500 2318
147	3711 733 1491 1529
148	16 3721 4233 862
149	2117 4220 2929 510
150	19 773 3026 3156
151	4219 2818 3212 2220
152	2401 1150 111 3884
153	1683 3466 4140 1215
154	2986 1430 1879 762
155	3084 4008 1197 4147
156	2883 718 1537 4262
157	3252 990 607 2050
158	281 3028 4127 320
159	1614 404 3044 3507
160	3952 2308 768 4307
161	2865 1850 2213 4306
162	4357 4019 2339 1340
163	1179 3667 698 112
164	679 1435 1843 698
165	274 3584 1930 1205
166	1561 198 2344 2551
167	3058 2865 4102 4401
168	1247 817 2124 3556
169	3207 4385 1091 3448
170	2349 3114 2193 2998
171	2968 2887 4177 1925
172	4419 4134 308 1616
173	2644 3506 1417 983
174	3502 4284 1388 4060
175	695 1423 987 692
176	1896 3881 563 2550
177	3063 2707 1198 2682
178	2866 3439 1597 242
179	1361 1609 89 4385
180	2596 3344 1529 4108
181	3762 672 2709 4252
182	1248 4138 1684 1730
183	3979 1109 2667 3081
184	585 1339 603 355
185	3972 459 3000 1334
186	3691 2707 4495 2301
187	1085 2974 2691 2237
188	2944 4497 15 2436
189	2108 1662 4389 3844
190	2043 2094 7 820
191	850 302 969 3823
192	1017 2495 2332 402
193	1129 4078 1062 4277
194	2793 2352 3009 1189
195	3212 289 2057 3120
196	3625 254 2167 762
197	1599 1341 2835 2278
198	3311 1597 4185 2199
199	2175 1440 1670 2803
200	4400 4262 4481 1054
201	1179 2548 758 4432
