Class Times	10
Rooms	5
1	861
2	46
3	825
4	393
5	354
Classes	20
Teachers	10
1	4
2	2
3	7
4	2
5	7
6	1
7	1
8	8
9	6
10	9
11	8
12	5
13	4
14	10
15	10
16	3
17	9
18	3
19	6
20	5
Class Times	10
Rooms	5
1	161
2	138
3	780
4	447
5	934
Classes	20
Teachers	10
1	7
2	4
3	3
4	6
5	4
6	7
7	8
8	5
9	2
10	8
11	5
12	3
13	6
14	1
15	2
16	10
17	1
18	10
19	9
20	9
Class Times	10
Rooms	5
1	31
2	275
3	882
4	731
5	179
Classes	20
Teachers	10
1	7
2	4
3	5
4	8
5	7
6	5
7	9
8	8
9	2
10	6
11	4
12	2
13	3
14	6
15	10
16	10
17	3
18	9
19	1
20	1
Class Times	10
Rooms	5
1	127
2	871
3	870
4	514
5	86
Classes	20
Teachers	10
1	3
2	5
3	9
4	10
5	6
6	4
7	7
8	6
9	2
10	3
11	1
12	2
13	9
14	8
15	10
16	4
17	1
18	5
19	7
20	8
Class Times	10
Rooms	5
1	451
2	550
3	308
4	571
5	194
Classes	20
Teachers	10
1	1
2	2
3	8
4	6
5	4
6	7
7	2
8	8
9	3
10	6
11	3
12	9
13	10
14	10
15	5
16	1
17	7
18	9
19	4
20	5
Class Times	10
Rooms	5
1	818
2	687
3	504
4	562
5	967
Classes	20
Teachers	10
1	4
2	8
3	3
4	8
5	5
6	7
7	7
8	10
9	1
10	5
11	2
12	9
13	4
14	1
15	6
16	6
17	2
18	9
19	10
20	3
Class Times	10
Rooms	5
1	575
2	15
3	963
4	845
5	58
Classes	20
Teachers	10
1	10
2	1
3	9
4	9
5	5
6	8
7	2
8	3
9	7
10	10
11	1
12	2
13	3
14	8
15	4
16	4
17	7
18	6
19	6
20	5
Class Times	10
Rooms	5
1	338
2	777
3	770
4	852
5	710
Classes	20
Teachers	10
1	7
2	6
3	4
4	7
5	8
6	10
7	10
8	5
9	9
10	8
11	5
12	2
13	2
14	4
15	9
16	1
17	6
18	3
19	3
20	1
Class Times	10
Rooms	5
1	99
2	752
3	520
4	281
5	610
Classes	20
Teachers	10
1	9
2	10
3	7
4	1
5	9
6	5
7	8
8	5
9	2
10	2
11	7
12	6
13	3
14	6
15	3
16	8
17	10
18	1
19	4
20	4
Class Times	10
Rooms	5
1	141
2	528
3	435
4	980
5	399
Classes	20
Teachers	10
1	3
2	9
3	1
4	6
5	6
6	10
7	7
8	9
9	10
10	3
11	5
12	7
13	1
14	4
15	5
16	2
17	8
18	2
19	8
20	4
Class Times	10
Rooms	5
1	910
2	556
3	797
4	364
5	806
Classes	20
Teachers	10
1	9
2	10
3	10
4	7
5	4
6	3
7	7
8	1
9	2
10	3
11	2
12	8
13	9
14	1
15	8
16	4
17	6
18	6
19	5
20	5
Class Times	10
Rooms	5
1	45
2	847
3	28
4	14
5	605
Classes	20
Teachers	10
1	4
2	2
3	6
4	5
5	2
6	1
7	7
8	4
9	1
10	7
11	3
12	9
13	9
14	3
15	5
16	10
17	10
18	8
19	8
20	6
Class Times	10
Rooms	5
1	884
2	846
3	674
4	736
5	489
Classes	20
Teachers	10
1	7
2	9
3	6
4	1
5	10
6	2
7	9
8	3
9	1
10	5
11	7
12	8
13	3
14	4
15	6
16	8
17	5
18	10
19	2
20	4
Class Times	10
Rooms	5
1	802
2	530
3	27
4	57
5	844
Classes	20
Teachers	10
1	9
2	10
3	7
4	5
5	1
6	2
7	7
8	1
9	10
10	8
11	6
12	5
13	2
14	9
15	8
16	4
17	3
18	3
19	6
20	4
