Students	4000
1	5 10 15 2
2	13 7 4 2
3	12 5 10 15
4	15 2 14 10
5	5 8 1 15
6	11 1 5 12
7	15 10 12 14
8	1 3 18 19
9	15 12 19 20
10	4 9 6 19
11	6 9 12 15
12	18 5 3 10
13	10 13 7 14
14	3 6 4 18
15	4 3 7 8
16	3 8 19 14
17	17 20 8 7
18	11 20 5 14
19	10 2 13 1
20	12 18 13 7
21	7 14 17 10
22	3 16 13 15
23	16 2 13 9
24	8 1 20 10
25	2 4 12 3
26	7 18 3 14
27	17 13 20 5
28	10 1 16 13
29	3 17 20 14
30	8 13 12 3
31	16 1 3 19
32	16 9 12 18
33	9 3 20 18
34	19 13 8 15
35	16 20 18 5
36	14 17 6 10
37	13 4 3 10
38	7 20 2 19
39	9 17 15 13
40	20 7 9 4
41	8 15 13 16
42	7 6 10 12
43	13 6 11 14
44	13 20 2 6
45	9 3 2 18
46	5 8 11 2
47	5 7 20 9
48	10 19 13 8
49	14 11 9 5
50	6 8 17 18
51	7 1 16 17
52	10 5 18 9
53	20 15 17 9
54	3 10 13 1
55	16 10 18 13
56	20 17 16 11
57	11 3 6 2
58	11 8 14 18
59	14 4 18 16
60	10 7 18 9
61	14 4 16 5
62	17 8 6 16
63	2 19 7 5
64	20 4 11 16
65	10 15 11 4
66	5 18 7 1
67	14 17 8 19
68	16 9 13 20
69	20 7 10 3
70	20 13 14 3
71	7 3 11 17
72	7 15 16 18
73	15 16 20 3
74	14 4 2 3
75	10 17 9 14
76	6 2 3 18
77	2 1 20 9
78	20 12 6 15
79	19 7 5 11
80	10 18 7 17
81	13 4 2 15
82	7 2 4 11
83	12 4 14 17
84	18 2 11 8
85	16 6 13 14
86	12 1 17 10
87	3 7 5 1
88	7 2 9 10
89	8 20 5 11
90	1 20 2 10
91	2 14 20 6
92	18 12 6 13
93	12 20 14 9
94	9 18 15 20
95	18 17 13 12
96	19 13 14 8
97	14 13 20 9
98	13 5 10 6
99	11 7 18 9
100	13 15 14 6
101	6 18 8 3
102	8 4 20 3
103	10 3 7 8
104	16 9 1 6
105	4 17 5 3
106	9 3 5 2
107	14 15 18 6
108	6 7 1 10
109	12 6 7 3
110	9 3 14 12
111	8 17 9 2
112	18 20 10 15
113	13 4 3 19
114	9 14 13 20
115	13 5 16 8
116	8 17 10 12
117	6 14 13 16
118	13 15 3 14
119	4 14 18 10
120	18 2 8 12
121	4 16 12 7
122	8 6 18 12
123	13 7 11 16
124	5 4 13 18
125	17 19 15 9
126	17 6 1 3
127	3 10 9 18
128	20 4 8 12
129	10 3 2 5
130	12 19 1 14
131	8 10 4 16
132	17 10 6 5
133	6 10 18 9
134	18 20 7 8
135	20 9 4 16
136	11 2 17 3
137	11 5 10 4
138	12 9 15 19
139	17 3 8 2
140	5 16 11 8
141	4 14 2 20
142	1 19 4 8
143	6 12 5 20
144	16 20 19 14
145	11 2 9 7
146	11 12 19 13
147	4 17 7 5
148	18 10 9 14
149	14 11 2 12
150	18 20 10 6
151	5 4 17 2
152	7 15 18 12
153	1 10 5 14
154	19 14 8 7
155	2 1 3 5
156	20 6 13 4
157	12 1 2 8
158	14 20 11 10
159	20 17 14 12
160	16 6 8 10
161	19 5 18 1
162	12 2 17 4
163	6 7 3 5
164	4 19 13 20
165	18 14 1 4
166	4 6 11 12
167	3 14 15 10
168	18 4 17 5
169	18 12 4 19
170	18 3 19 13
171	1 18 11 19
172	14 12 6 5
173	15 20 2 10
174	13 15 6 2
175	9 4 13 19
176	6 16 11 7
177	5 13 6 9
178	10 5 11 7
179	12 17 1 5
180	4 20 19 1
181	8 10 17 2
182	16 12 15 7
183	16 4 15 6
184	1 15 5 10
185	6 20 18 4
186	4 15 9 6
187	14 16 7 20
188	15 3 5 19
189	8 14 11 17
190	8 11 17 16
191	1 4 14 16
192	10 15 20 3
193	14 9 6 20
194	1 3 20 2
195	18 17 12 16
196	14 4 7 19
197	5 2 18 12
198	7 19 12 11
199	19 5 17 3
200	4 16 17 8
201	15 6 14 16
202	10 15 6 18
203	17 8 1 15
204	1 13 17 4
205	10 5 13 14
206	13 20 6 18
207	1 2 20 16
208	18 7 12 3
209	8 12 1 18
210	4 2 16 20
211	1 3 12 5
212	3 11 10 6
213	6 18 12 8
214	19 15 10 20
215	16 4 17 1
216	8 1 12 15
217	4 6 12 13
218	1 7 2 9
219	11 20 19 15
220	3 9 11 20
221	2 10 17 7
222	4 12 10 8
223	4 18 7 15
224	3 15 4 5
225	13 11 8 20
226	3 2 4 6
227	6 1 11 9
228	6 7 14 8
229	5 20 17 9
230	14 12 13 17
231	9 3 8 17
232	18 3 13 7
233	6 11 8 19
234	14 17 1 2
235	2 15 18 20
236	12 17 16 2
237	3 15 2 14
238	6 12 9 18
