Course	Room	Teacher	Time	Students
002414	4 / 5 / 5	ROSTUD	0697660	1	0032765 0747562 0887467 0897034 
002871	50 / 50 / 50	CARP21	0031416	1	0145931 0772218 0779081 0780735 0781191 0783208 0786993 0802127 0818349 0820055 0825743 0826099 0829397 0849022 0851112 0851310 0858752 0859409 0871255 0899419 0901732 0919158 0948568 0989401 0992186 1001394 1005412 1005427 1009104 1018817 1019212 1025035 1041559 1041981 1053370 1056281 1057261 1057592 1064385 1065196 1065271 1067334 1078508 1080398 1080792 1081006 1081939 1081952 1083627 1084321 
005725	10 / 17 / 10	TH251	0031543	2	0145931 0805926 0825990 0904918 0913115 0914076 0915648 0967411 0973811 0986262 
001249	15 / 19 / 15	DAL105	0706398	2	0419327 0768235 0769943 0770471 0771438 0780619 0788562 0809224 0809463 0812628 0813277 0818384 0818599 0827928 0828596 
003009	14 / 14 / 14	CARP13	0031406	3	0419327 0853174 0900240 0903229 0904301 0915543 0918074 0918277 0967988 0971315 0986262 0993268 1002729 1007799 
005743	4 / 6 / 10	TH251	0031392	4	0741632 0778307 0854345 0874063 
001190	14 / 15 / 15	DAL105	1063511	3	0534728 0833511 0836904 0848150 0850690 0852455 0860532 0905954 0966077 0976244 1076246 1076922 1078819 1079614 
008799	17 / 19 / 19	TAYB	0031572	4	0576611 0657857 0680495 0739031 0748627 0751242 0830886 0836904 0908375 0911849 0915467 0918009 0986688 0999896 1000895 1001196 1005971 
003554	2 / 3 / 9	RCCON	0599596	5	0603589 0807993 
002929	2 / 2 / 24	TAYE	0695662	5	0634162 0852940 
002952	5 / 5 / 24	TAYE	0088906	6	0634162 0769020 0801247 0854032 0855155 
004083	9 / 12 / 16	TH104	0031578	7	0751823 0777510 0782929 0784558 0790880 0830791 0830911 0849243 0852409 
001766	11 / 11 / 17	EHII	1165592	6	0656863 0772735 0779276 0832653 0907150 0920248 0988544 0988631 0995269 1018817 1056738 
005210	4 / 6 / 6	CAN311	1020104	7	0656863 0746907 0885444 1056096 
005263	6 / 39 / 6	CAN311	1167853	8	0656863 0672478 0680495 0741707 0747562 0752318 
008501	7 / 7 / 16	TH104	0125630	8	0657857 0772032 0776956 0786698 0803579 0825478 0836904 
007032	12 / 12 / 15	DAL105	0031573	9	0671926 0808392 0860497 0918074 0984724 1000750 1007799 1019940 1076299 1076923 1077294 1083431 
007365	22 / 36 / 22	DAL318	0162977	10	0671926 0852608 0853988 0867125 0903449 0906447 0910403 0914076 0919158 0944831 0952443 0963413 0988245 0991120 1002036 1002047 1003128 1004324 1015275 1017339 1018271 1019006 
008766	19 / 66 / 19	TAYB	0431786	11	0671926 0709543 0748713 0786093 0807767 0809463 0825616 0831413 0831548 0850690 0871681 0896036 0903917 0904680 0909240 0911775 0919283 0944831 0958984 
004817	9 / 13 / 14	CARP13	1074848	9	0672478 0773772 0781147 0813366 0824983 0966303 1003476 1056320 1085324 
001565	5 / 11 / 11	ARNST	0826962	12	0849809 0860265 0907172 0959919 0989395 
001567	9 / 9 / 11	ARNST	0826962	10	0677533 0849809 0850607 0860265 0899292 0907172 0959919 0989395 1032769 
008459	16 / 23 / 16	TH104	0031333	11	0677533 0769557 0772032 0772305 0773502 0781527 0788849 0825990 0827928 0828068 0831798 0832171 0834472 0858864 0862176 0885910 
001842	30 / 35 / 35	PK229	0031557	12	0679831 0768585 0786916 0803723 0809224 0819118 0824872 0830280 0848150 0854235 0854345 0860204 0861391 0865894 0892458 0899636 0901409 0902371 0905540 0909662 0909692 0989590 0991763 0992616 1003644 1004206 1016793 1034578 1064605 1078680 
003426	6 / 6 / 9	RCCON	1084371	13	0679831 0826099 0854235 0887398 0897911 0898872 
004824	9 / 11 / 14	CARP13	1063507	14	0755872 0857382 0873557 0888735 0899135 0968216 1002036 1046439 1084462 
006024	5 / 83 / 5	PK328	0301909	13	0699614 0746907 0781976 0789284 0812628 
007370	4 / 5 / 22	DAL318	0826964	14	0699614 0865346 0912695 1086329 
007403	11 / 12 / 22	DAL318	0031611	15	0699614 0710449 0748357 0773175 0822518 0824872 0829872 0830807 0892206 0900541 0912695 
006019	5 / 5 / 5	PK328	0856198	15	0700408 0751242 0854345 1001351 1056096 
001837	35 / 68 / 35	PK229	0409956	16	0701809 0772927 0789284 0795445 0828017 0852940 0854345 0861815 0862152 0868541 0903917 0904516 0906963 0908998 0911218 0911802 0911936 0912781 0915885 0917334 0919283 0920095 0952783 0954240 0954830 0958984 0959200 0960037 0966077 0966094 0966299 0970193 0970262 0972861 0986094 
002161	17 / 41 / 17	PK278	1083806	17	0701809 0711460 0786916 0848150 0862049 0901688 0903917 0904506 0906896 0912781 0917334 0918009 0919283 0920095 0945969 0946010 0951991 
006847	11 / 33 / 11	PK337	0826957	18	0828017 0830280 0830807 0831966 0833438 0848492 0857087 0858872 0862152 0865276 0865894 
008809	6 / 6 / 19	TAYB	1084529	16	0707575 0787509 0825935 0859564 0908375 0915467 
008810	5 / 5 / 19	TAYB	0576472	17	0707575 0869575 0907493 0908375 0987243 
004889	11 / 14 / 14	CARP13	0672202	18	0709543 0741632 0742063 0772218 0778307 0779365 0810885 0826099 0828065 0828068 0858092 
007017	12 / 17 / 15	DAL105	0031568	19	0709554 0814822 0870907 0909216 0920251 0945264 1002706 1007799 1007882 1009104 1077003 1083431 
007040	15 / 19 / 15	DAL105	0162976	20	0709554 0739031 0818892 0830141 0830886 0831031 0831548 0836471 0851302 0852455 0860204 0867125 0886158 0902541 0903229 
001840	30 / 34 / 35	PK229	0168763	19	0710449 0773175 0779966 0820055 0824872 0828065 0830807 0833031 0833317 0847932 0848492 0870197 0892206 0892458 0901688 0903600 0909675 0918118 0945969 0952783 0959200 0960068 0966094 0972861 0993929 1002036 1002045 1002047 1016793 1172397 
007406	3 / 3 / 22	DAL318	0031522	20	0710449 0870197 0896224 
001861	9 / 9 / 35	PK229	0056992	21	0711460 0780528 0799016 0804193 0814593 0830700 0833438 0885444 0902371 
003002	14 / 16 / 14	CARP13	1168270	21	0734613 0819263 0833368 0852455 0860298 0877028 0894845 0905453 0906206 0976318 0986262 1003476 1058048 1080792 
003029	13 / 15 / 14	CARP13	1168248	22	0734613 0746210 0748713 0755048 0836379 0848789 0853970 0872721 0892333 0910421 0912081 0915543 1002729 
002464	3 / 7 / 5	ROSTUD	0493725	22	0738079 0747147 0897091 
005272	6 / 6 / 6	CAN311	1137952	23	0738079 0823997 0826670 0832248 0848750 0906738 
003406	8 / 8 / 9	RCCON	0897399	23	0739031 0771075 0948390 1029566 1035148 1057261 1067460 1076531 
007378	22 / 27 / 22	DAL318	1168180	24	0741435 0772735 0788849 0827963 0832248 0849245 0853988 0887586 0896224 0900541 0901409 0907596 0911807 0912695 0915885 0960497 0986367 0988100 0988245 0992577 1002606 1003100 
004872	3 / 6 / 14	CARP13	0348369	24	0741632 0858092 0914256 
003472	9 / 13 / 9	RCCON	0024613	25	0741707 0769943 0825970 0833941 0861816 0887308 0901868 0912333 0916427 
006502	10 / 14 / 36	PK336	0031621	26	0741707 0824983 0827209 0865276 0954917 1002729 1005059 1005082 1024283 1065271 
004877	4 / 4 / 14	CARP13	0031373	25	0742063 0778307 0830141 1003476 
001841	7 / 8 / 35	PK229	0814748	26	0742089 0773385 0786916 0904719 0993929 1016462 1056980 
002178	1 / 5 / 17	PK278	0180723	27	0742089 
