Course	Room	Teacher	Time	Students
002153	50 / 75 / 50	PK180	0428815	1	0252627 3088571 3191285 3214617 3215876 3218908 3219639 3223468 3223593 3232822 3242147 3243105 3243225 3245522 3247055 3250904 3252673 3261847 3262890 3293645 3309285 3311410 3315613 3315934 3323189 3323644 3323699 3324108 3329668 3329756 3330273 3330630 3331578 3331618 3331989 3332580 3332714 3340189 3351610 3356399 3373119 3373472 3374627 3375084 3381343 3382098 3385569 3387721 3388003 3388714 
006847	13 / 23 / 13	PK337	3427120	2	0252627 1073230 1155110 3063119 3068181 3089555 3092781 3093208 3098317 3106403 3121582 3142378 3189051 
011219	6 / 6 / 13	PK337	1168490	1	0692830 3108814 3178019 3213412 3389756 3416251 
001837	13 / 55 / 13	PK337	0409956	3	0828226 3063119 3095908 3121582 3154498 3204517 3204688 3211006 3215635 3216609 3221143 3221922 3222944 
004276	9 / 19 / 9	PK10	1165566	2	0854238 1078911 3094479 3153576 3214178 3215889 3219719 3221557 3231914 
011306	9 / 11 / 12	EHI	3319825	3	0854238 1157995 3065990 3082688 3194888 3305199 3335406 3344462 3350650 
006862	9 / 10 / 13	PK337	0031347	4	0889130 3074091 3087414 3090029 3094263 3095021 3099423 3145694 3316614 
011312	10 / 10 / 10	TAYC	0125630	4	0892947 3061686 3081698 3093349 3153576 3204830 3213402 3216244 3322151 3398717 
011962	6 / 6 / 12	EHI	0492451	5	0892947 3081988 3211393 3219633 3410901 3422949 
001249	17 / 17 / 20	TH224	0031388	5	0903788 1072178 1081304 1098264 1156282 3065568 3075252 3079169 3082033 3083207 3083717 3085021 3087472 3088010 3093246 3094738 3099745 
009270	11 / 13 / 34	TAYG	3310251	6	0997873 3105292 3217615 3219029 3305828 3306992 3330203 3388046 3389259 3396626 3404942 
012104	13 / 31 / 13	PK337	1167884	7	0997873 1163242 3088147 3096963 3155201 3192437 3209872 3217615 3219367 3244790 3248326 3248478 3256706 
001763	9 / 11 / 12	EHI	0027799	6	1017457 3062958 3087757 3179026 3217724 3322949 3329187 3336686 3345567 
003439	12 / 12 / 34	TAYG	1165592	7	1017457 1073076 3076209 3097192 3119630 3215876 3316782 3332980 3336573 3345326 3356546 3408495 
012286	10 / 11 / 12	EHI	1165592	9	1017457 1154382 1154715 3067585 3085407 3191823 3194873 3211478 3254879 3329964 
003278	6 / 6 / 12	EHI	0675005	8	1045484 1155813 3072284 3081410 3088969 3090375 
003279	6 / 6 / 12	EHI	0675005	10	1045484 1155813 3072284 3081410 3088969 3090375 
006588	12 / 12 / 15	TAYB	3194739	8	1048446 1080636 1088574 3079829 3079915 3083207 3083995 3085302 3092151 3093319 3098490 3099375 
008429	10 / 34 / 10	TAYC	3405054	9	1048446 3079769 3079915 3089769 3094575 3112040 3119048 3145695 3153306 3173096 
011207	9 / 11 / 15	TAYB	0031478	10	3083207 3084716 3085302 3091889 3092151 3094700 3099375 3121966 3160933 
002399	12 / 17 / 12	CARP13	3422490	11	1049332 1133589 3066736 3090058 3095867 3105866 3189715 3204619 3210877 3215099 3217371 3302367 
003541	7 / 7 / 34	TAYG	0599596	11	1059404 3088052 3092012 3101150 3205208 3211478 3212008 
004885	10 / 10 / 12	CARP13	0672202	12	1059404 3068911 3095417 3170878 3210877 3217444 3221785 3223740 3252851 3311808 
009271	23 / 23 / 23	EHLEC	0058557	13	1059404 1070105 3067214 3067793 3079120 3087948 3094263 3099745 3101150 3155201 3205208 3220932 3242920 3317234 3332249 3335255 3343092 3351610 3358560 3388628 3403676 3404683 3409736 
009213	12 / 12 / 20	TH224	0138190	12	1072178 3079005 3082033 3084353 3095599 3192437 3221143 3265154 3315776 3330820 3332980 3344691 
003422	11 / 11 / 34	TAYG	0024092	13	1073076 3194428 3244790 3307517 3311550 3332738 3344476 3347031 3349875 3350800 3405177 
011528	9 / 9 / 34	TAYG	3310251	14	1073076 3092012 3211128 3250904 3321831 3322236 3333138 3403427 3407566 
001887	9 / 9 / 13	PK337	3426758	14	1073230 3082852 3086192 3088141 3093257 3099257 3125127 3183942 3260264 
001891	6 / 6 / 13	PK337	3422398	15	1073230 1154430 3068878 3081400 3086119 3090776 
007365	48 / 73 / 48	CARP21	0603646	15	1075130 3094556 3115992 3118178 3177873 3188882 3192054 3210027 3241545 3254195 3260419 3262172 3276024 3304357 3307952 3309042 3310852 3312024 3321377 3322686 3322777 3329757 3332518 3332955 3333301 3333780 3335184 3335236 3336573 3337363 3340395 3343234 3344231 3344476 3345082 3345933 3349875 3350800 3352587 3376542 3381444 3382096 3382524 3382642 3388628 3388735 3389464 3389488 
007403	24 / 24 / 48	CARP21	0031611	16	1075130 3068181 3080546 3081698 3087231 3087414 3090325 3091870 3092604 3097009 3098983 3100468 3126930 3142378 3177388 3178019 3204153 3217346 3236537 3249531 3296121 3315084 3330095 3410355 
001893	7 / 7 / 13	PK337	3426758	16	1075264 1155110 1160418 3075104 3089580 3093257 3120137 
001840	13 / 39 / 13	PK337	0168763	18	1079538 1092805 1154715 3068878 3070045 3083995 3089542 3096229 3114269 3114853 3115992 3120137 3126930 
001842	13 / 44 / 13	PK337	0031557	17	1079538 1091600 1160418 3067214 3068181 3070045 3071791 3081234 3081400 3085394 3086119 3088571 3089555 
001843	13 / 20 / 13	PK337	0056992	19	1079538 1155700 3087231 3087330 3089542 3091176 3107592 3158474 3194428 3211081 3223001 3232822 3248182 
006031	7 / 56 / 7	PK328	0213446	17	1080542 3108814 3122857 3191285 3192055 3204153 3211727 
011208	2 / 2 / 9	PK10	0637692	18	1080542 3089014 
006043	7 / 24 / 7	PK328	3392923	19	1080636 3088264 3088433 3092781 3099184 3110627 3115257 
001195	20 / 22 / 20	TH224	0031471	20	1081304 1156282 3069455 3079005 3084353 3087117 3091870 3094738 3099375 3177388 3185376 3209232 3214178 3216244 3216580 3218034 3219920 3260308 3306703 3323692 
009240	12 / 13 / 12	EHI	0138190	21	1081304 3097080 3191823 3216554 3221081 3231826 3248326 3296990 3322939 3332202 3395005 3405296 
002182	17 / 17 / 50	PK180	0428815	20	1090070 3076209 3078071 3078822 3085643 3088141 3091305 3092408 3092411 3098983 3103166 3119909 3150160 3183942 3205454 3306835 3315084 
011204	20 / 29 / 20	TH224	0408816	21	1091600 1124340 3065568 3072097 3075252 3078150 3082852 3085002 3085021 3087948 3088010 3093257 3095867 3104870 3160008 3205454 3209873 3211360 3216609 3217778 
004010	15 / 37 / 15	TAYB	0215359	23	3065990 3080774 3098947 3204905 3216013 3217778 3242496 3242506 3242920 3257376 3316782 3322777 3323608 3332955 3333780 
006546	7 / 7 / 15	TAYB	0031478	22	1092805 3078258 3096248 3096963 3100458 3217346 3251946 
005157	19 / 24 / 19	TAYE	3401548	22	1093772 1155700 3093100 3099191 3112329 3114776 3211393 3219783 3227208 3242649 3243225 3244790 3244921 3247156 3252673 3307952 3314971 3324108 3342720 
010841	7 / 7 / 12	CARP13	1084458	23	1093772 3061917 3097082 3106446 3194683 3204517 3332532 
012591	7 / 8 / 34	TAYG	0031359	24	3065947 3149019 3152667 3153306 3177284 3216871 3254879 
001206	20 / 25 / 20	TH224	0254151	24	1098264 1124340 1154382 1155700 3067585 3075252 3079169 3079872 3085394 3088047 3091218 3097009 3099745 3113753 3152623 3188793 3192055 3209232 3209873 3213921 
005191	4 / 5 / 19	TAYE	3427601	25	1098264 1155839 3079872 3213840 
007106	10 / 10 / 20	TH224	3422401	25	1104799 3067056 3087328 3093184 3094527 3113753 3188879 3330377 3335406 3344317 
012034	20 / 27 / 20	TH224	0408816	26	1124340 1161808 3080943 3081763 3085021 3088047 3090325 3091218 3092781 3093246 3094527 3094738 3096808 3099745 3111582 3125322 3154498 3209873 3239494 3258543 
002396	3 / 3 / 12	CARP13	0020988	26	1133589 3204619 3205491 
011829	7 / 7 / 9	PK10	1168460	27	1133589 3087330 3088571 3090058 3091370 3094744 3220932 
002929	1 / 1 / 16	TH111	3427449	27	1134649 
003270	12 / 18 / 12	EHI	3411208	28	1134649 3082688 3099375 3219633 3232322 3275971 3322722 3333780 3335184 3335391 3343996 3351190 
010968	7 / 11 / 16	TH111	3427449	29	1134649 1156277 3098240 3155348 3196059 3213161 3403680 
007017	13 / 13 / 20	TH224	0031568	28	1149928 3086455 3087117 3119048 3188879 3197905 3210020 3329172 3330377 3332409 3333094 3405288 3410213 
004065	6 / 7 / 15	TAYB	3335907	29	1154382 3072097 3080405 3097321 3248478 3389664 
011075	8 / 8 / 13	PK337	3312777	30	1154430 3084494 3086119 3087141 3087533 3092091 3125127 3158474 
011313	12 / 26 / 12	CARP13	0672202	31	1154430 3065990 3066736 3084494 3096229 3104870 3121782 3155033 3169335 3189715 3204511 3248478 
003468	5 / 5 / 34	TAYG	3426910	30	1154715 3063558 3097080 3211128 3265154 
001847	12 / 13 / 13	PK337	0205229	31	1155110 3075104 3098317 3106403 3120137 3125127 3173283 3177873 3219639 3262890 3331578 3405092 
004751	2 / 2 / 12	CARP13	0031332	32	1155110 1158585 
003029	7 / 7 / 19	TAYE	0492580	32	1155839 3084117 3088264 3092179 3108886 3204893 3211473 
011066	12 / 13 / 20	TH224	3195964	33	1155839 3067387 3078232 3078408 3080142 3081073 3083717 3087141 3097933 3100080 3108886 3260308 
004083	11 / 13 / 15	TAYB	0031578	34	1156086 3072097 3073790 3079855 3080405 3082784 3084658 3085596 3097321 3100080 3100196 
002464	8 / 8 / 12	CARP13	0493725	33	1156277 3063558 3088147 3104870 3151195 3166656 3189715 3205491 
004299	7 / 8 / 9	PK10	1165566	34	1156277 3089014 3092091 3094744 3215889 3330431 3332580 
001894	2 / 3 / 13	PK337	0205229	35	3084494 3087533 
003003	12 / 17 / 19	TAYE	0031406	35	1156319 3092244 3106446 3109335 3204306 3217543 3223593 3261754 3304723 3321787 3322084 3330627 
003026	17 / 17 / 19	TAYE	0492580	36	1156319 3090312 3092196 3098276 3105292 3106446 3108886 3177165 3181938 3194322 3204893 3211473 3213968 3214138 3217371 3217413 3217543 
007008	20 / 21 / 20	TH224	3427450	37	3209872 3214129 3248149 3260308 3305199 3322686 3323608 3332409 3332421 3333675 3335236 3335809 3345082 3346922 3388648 3390414 3406623 3408191 3409695 3409760 
001474	12 / 12 / 12	CARP13	3098022	36	1156628 1158585 3078437 3080405 3081763 3082941 3085002 3089763 3093298 3095599 3096355 3100196 
005874	1 / 1 / 12	CARP13	0031332	37	1156628 
011987	6 / 10 / 12	CARP13	0004955	38	1156628 3093298 3097082 3350761 3351190 3372887 
012305	6 / 8 / 12	CARP13	0030512	39	1158585 3093246 3123316 3153713 3280006 3307321 
001748	7 / 7 / 13	GOCOM	0254474	38	1158383 3078331 3098276 3109335 3122181 3261697 3292462 
001749	13 / 13 / 13	GOCOM	0254474	41	1158383 3078150 3092179 3205329 3213217 3217408 3239030 3244203 3330597 3330627 3331618 3409706 3409721 
005850	12 / 12 / 12	CARP13	3426688	40	1158585 3194683 3216609 3219783 3228778 3304005 3307321 3332532 3336686 3350800 3408797 3410480 
006060	7 / 7 / 7	PK328	0431634	39	1160136 3078822 3089555 3089763 3091221 3092532 3092830 
006026	7 / 25 / 7	PK328	3421383	40	1161808 3081179 3092411 3095337 3103166 3119909 3177388 
007923	1 / 2 / 7	RCCON	0031539	41	3098380 
005141	14 / 14 / 19	TAYE	0493856	42	1162423 3079887 3112329 3118178 3126772 3219783 3329413 3333094 3334056 3335184 3336640 3342720 3347834 3396895 
005247	13 / 13 / 19	TAYE	0493855	43	1162423 3068444 3077505 3079769 3099676 3155695 3188882 3197905 3213840 3217413 3217793 3329413 3330926 
005286	2 / 2 / 19	TAYE	0493856	44	1162423 3068444 
003454	26 / 32 / 34	TAYG	0897706	42	3095417 3110898 3114139 3122181 3179026 3188882 3191823 3194474 3205208 3210027 3211478 3212008 3213840 3216840 3219920 3220189 3227145 3228428 3261697 3284809 3305828 3312113 3312114 3314971 3322949 3333459 
003510	8 / 9 / 34	TAYG	0024092	43	3082959 3084075 3114139 3125450 3152434 3194888 3212784 3216840 
001896	4 / 4 / 13	PK337	0205229	44	1164327 3087231 3091870 3099257 
005258	3 / 3 / 19	TAYE	3426676	45	3061686 3087431 3332249 
007374	12 / 23 / 48	CARP21	0987494	45	3061917 3077505 3083717 3092604 3205329 3214299 3226387 3232322 3329671 3330095 3331473 3397670 
012339	8 / 8 / 20	TH224	3420576	46	3061917 3079829 3081073 3083717 3095908 3118027 3121966 3126772 
008501	7 / 7 / 10	TAYC	0125630	46	3062439 3081988 3092126 3093349 3095254 3098243 3213402 
004076	6 / 6 / 15	TAYB	1167978	47	3062958 3085596 3151195 3175457 3191834 3321871 
009691	7 / 8 / 34	TAYG	1168489	48	3062958 3094422 3215081 3217408 3219920 3322752 3333459 
007910	3 / 3 / 7	RCCON	0031539	49	3063119 3191876 3217444 
009358	4 / 4 / 7	RCCON	0031386	47	3063119 3078331 3121582 3261685 
012325	10 / 21 / 10	TAYC	3420576	48	3063303 3069455 3073216 3078437 3081927 3091305 3092012 3092830 3153576 3188879 
009321	8 / 8 / 15	TAYB	0138190	49	3063558 3078258 3087117 3089884 3096248 3098947 3193776 3244921 
011859	6 / 8 / 12	TH251	3332662	50	3065568 3081074 3085612 3092196 3213968 3214138 
007041	6 / 10 / 20	TH224	0162976	51	3065947 3078232 3081074 3098242 3180697 3332410 
005182	7 / 12 / 19	TAYE	0029475	50	3066711 3067387 3073790 3080142 3084716 3095021 3216013 
012593	10 / 18 / 10	TAYC	3425460	51	3067056 3068251 3108886 3122857 3191876 3209232 3216633 3390229 3390262 3397398 
010947	7 / 8 / 20	TH224	1168489	53	3067214 3094422 3295766 3329656 3332411 3404945 3409425 
011295	6 / 6 / 13	PK337	3426758	52	3067214 3089542 3095337 3158474 3211081 3266721 
012442	3 / 3 / 20	TH224	3426095	52	3067313 3073790 3333675 
005725	12 / 16 / 29	CARP25	0031543	53	3067358 3125450 3214178 3219786 3231826 3242817 3243225 3252374 3268127 3306761 3316711 3330273 
005204	19 / 19 / 19	TAYE	3426676	54	3067793 3081431 3112040 3180821 3216013 3242506 3244921 3248776 3307321 3347031 3354864 3358246 3364694 3381996 3389259 3394688 3404051 3408495 3409510 
005310	5 / 6 / 19	TAYE	0493855	55	3077505 3081431 3082314 3084716 3087431 
011063	8 / 8 / 20	TH224	3195964	56	3067793 3086119 3221081 3256154 3321871 3343092 3388046 3405863 
001152	20 / 79 / 20	TH224	0254151	54	3068251 3079872 3099375 3100388 3106403 3111582 3113753 3152572 3169335 3192055 3204905 3209832 3211360 3213840 3215889 3216580 3217313 3219436 3221143 3239494 
003480	4 / 6 / 34	TAYG	0599596	55	3068444 3073790 3153306 3218135 
004889	11 / 11 / 12	CARP13	0032827	56	3068911 3080118 3082784 3085407 3088433 3093100 3093184 3095306 3099191 3100388 3210877 
003547	4 / 7 / 34	TAYG	3318436	57	3119630 3194474 3218135 3220189 
002164	17 / 17 / 50	PK180	0180723	57	3070184 3092411 3093208 3098380 3103166 3119909 3150160 3189051 3204644 3205454 3211360 3213412 3227175 3306482 3306835 3316614 3330439 
001562	10 / 11 / 10	GYMFIT	0031756	59	3071792 3087809 3093319 3095254 3118178 3211007 3216840 3249531 3344231 3354864 
011203	3 / 3 / 21	GOB	0129398	58	3071792 3125450 3249531 
008770	20 / 69 / 20	TH224	0431786	58	3152623 3209872 3209873 3216840 3217615 3233697 3261685 3261754 3304941 3307952 3315767 3316281 3319376 3321377 3322686 3322740 3322942 3329413 3332518 3333635 
003033	3 / 4 / 19	TAYE	0492580	59	3072895 3079866 3098276 
011308	9 / 14 / 50	PK180	0180723	60	3074091 3079915 3100196 3254053 3308669 3314971 3322715 3332532 3393733 
012350	10 / 10 / 20	TH224	0431786	61	3074091 3088010 3173283 3209832 3211727 3217793 3219920 3332978 3358560 3409510 
010872	5 / 11 / 12	CARP13	3098022	60	3075252 3081763 3094700 3125322 3251957 
002174	8 / 8 / 50	PK180	0004950	61	3076209 3078822 3085643 3086192 3088141 3091587 3092408 3098983 
010851	7 / 8 / 7	PK328	3421383	62	3078071 3081951 3087527 3089763 3094802 3152572 3204306 
007040	11 / 12 / 20	TH224	0162976	62	3078232 3155033 3204279 3213217 3214129 3228759 3231837 3262172 3271107 3323454 3333381 
012486	6 / 6 / 20	TH224	3426520	2	3078408 3315084 3336573 3375084 3406150 3410638 
010860	3 / 3 / 31	PK243	0402773	1	3078822 3087141 3094263 
005741	5 / 7 / 29	CARP25	3392421	1	3078934 3091889 3114872 3145694 3161390 
011206	5 / 5 / 12	EHI	0129398	2	3078934 3079855 3101150 3122181 3297051 
002867	6 / 7 / 12	CARP13	0031582	1	3078958 3112329 3191191 3219428 3376542 3388458 
005870	4 / 7 / 12	CARP15	3426688	1	3080774 3082941 3096911 3112040 
005727	4 / 7 / 13	CARP17	0984701	1	3092244 3227754 3322715 3331496 
012353	8 / 9 / 10	GYMFIT	1168366	1	3078987 3080843 3211007 3315957 3332761 3362013 3396763 3397573 
007396	14 / 18 / 48	CARP21	0851717	1	3080512 3081698 3087117 3087757 3088052 3096808 3097009 3097075 3119048 3211384 3211593 3299552 3316906 3317234 
008421	10 / 23 / 10	TAYC	0132890	1	3079120 3095337 3114251 3193987 3194683 3204830 3216633 3244203 3265450 3319378 
009286	5 / 5 / 12	CARP13	0138190	2	3079169 3093349 3387721 3389314 3404979 
012326	7 / 9 / 12	TH251	3420576	1	3079769 3081988 3099676 3160933 3213402 3216244 3216601 
012329	4 / 5 / 20	TH224	3198619	1	3079774 3091781 3098284 3181938 
007043	13 / 15 / 15	TAYB	3315634	1	3079829 3097933 3221081 3256706 3256961 3302457 3304723 3332421 3333780 3345082 3382096 3390229 3396895 
012352	3 / 3 / 10	GYMFIT	0129398	4	3079855 3080843 3219719 
006035	7 / 18 / 7	PK328	0409737	1	3079871 3088433 3099184 3110627 3185122 3203991 3205337 
007370	7 / 19 / 7	PK227	0826964	1	3079887 3080546 3080943 3081234 3085394 3090325 3100468 
009299	15 / 17 / 48	CARP21	3092667	2	3080118 3085407 3095599 3114776 3120788 3121782 3192054 3194888 3223740 3254879 3260419 3268686 3297368 3309285 3315789 
004285	19 / 22 / 31	PK243	3092832	2	3080142 3087330 3091218 3118090 3204511 3208714 3210020 3216609 3217408 3218335 3241045 3306992 3311808 3322686 3329413 3350650 3388844 3396665 3405296 
002161	39 / 44 / 39	PK229	1083806	1	3080539 3082852 3095908 3098380 3114853 3115992 3142378 3173096 3177873 3188399 3210074 3211006 3211081 3214147 3219786 3221922 3227208 3238039 3238414 3242649 3249841 3260264 3276024 3281747 3283446 3288377 3303949 3304005 3304008 3306703 3307517 3308695 3309190 3310852 3311445 3315961 3316653 3322149 3323692 
007404	0 / 3 / 19	BYC239	0205229	1	
007099	7 / 7 / 19	TAYE	0028980	1	3081073 3082488 3084853 3089115 3118027 3121966 3333007 
004807	12 / 15 / 12	EHI	3092667	1	3081179 3090312 3095306 3095417 3098490 3218335 3221785 3268686 3322722 3332738 3349789 3350650 
