Course	Room	Teacher	Time	Students
004356	9 / 16 / 9	DAL212E	0847593	1	3227350 3759024 3816832 3817969 3822201 3893220 3914344 3914814 3915099 
010960	13 / 16 / 13	DAL6	3092941	2	3227350 3615055 3652473 3676165 3692519 3759552 3790792 3797324 3818675 3634695 3823151 3797564 3762625 
006054	4 / 5 / 62	PK243	0554585	1	3475959 3715155 3797740 3631215 
007407	23 / 23 / 26	BYC127	0031631	2	3480592 3579592 3667676 3693219 3693224 3693433 3695368 3695784 3821231 4091039 3559464 3694433 3797862 3596492 3692915 3650228 3692187 3595163 3689920 3797650 3693286 3661465 3651033 
005731	14 / 15 / 14	BYC239	3392421	3	3481664 3690789 3817048 3634695 3650256 3650874 3693230 4175491 3694415 3797653 3910617 3910646 3669016 3693286 
015862	4 / 4 / 14	BYC239	4168993	4	3481664 3915044 3995827 3930831 
008770	19 / 32 / 19	TH111	3554385	3	3483977 3759127 3903994 3953825 4003131 4003188 4023438 4093315 4095053 3808480 3930891 4005905 4095445 4086513 3984532 3759337 3930197 3635008 3988502 
002161	34 / 106 / 34	PK229	0301910	4	3489089 3579645 3608097 3638301 3693712 3694712 3694754 3716140 3774808 3789529 3790244 3799474 3817969 3818024 3843290 3852207 3861195 3914344 3929586 3929849 3930302 3930678 3995730 4097018 3764208 3808480 3833378 3930608 3521001 3818025 3929954 3994876 3929812 3693084 
001460	8 / 11 / 8	CARP13	3098022	5	3491953 3582182 3704166 3816832 3639603 3758075 3668386 3608602 
001474	8 / 8 / 8	CARP13	0853792	6	3491953 3582182 3650256 3639603 3668386 3608602 3650736 3666175 
011865	17 / 19 / 47	PK259	3818521	7	3491953 3579867 3651365 3675467 3693557 3721994 3816993 3820885 3823094 3694039 3818064 3583596 3633806 3684090 3797831 3789439 4000229 
005258	7 / 7 / 20	DAL25	4170165	5	3493764 3667654 3690516 3595163 3667677 3797685 3797733 
006580	3 / 3 / 19	TH111	3083296	6	3493931 3759552 3797605 
002175	11 / 11 / 34	PK229	3415849	7	3496439 3606536 3693813 3496673 3690043 3650239 3648550 3493748 3460343 3689500 3690806 
002178	11 / 12 / 34	PK229	0180723	8	3496439 3656490 3610287 3690043 3667503 3648550 3694903 3460343 3689500 3690806 3591844 
003525	10 / 10 / 13	DAL6	3318436	8	3544262 3578240 3929635 3819332 3789507 3667677 3902404 3819304 3690733 3768339 
