Course	Room	Teacher	Time	Students
008469	11 / 12 / 27	DAL300	3420576	1	0172459 3340797 3352660 3378849 3396837 3414298 3429733 3431155 3435922 3439387 3456994 
013169	13 / 15 / 26	EHLEC	3393009	1	0686967 1170820 3121717 3262457 3270555 3313406 3322549 3339567 3340716 3352054 3358228 3414395 3418441 
012295	7 / 7 / 29	PK336	0564741	2	0700408 3227211 3319602 3364991 3379786 3396313 3435931 
008769	18 / 67 / 18	CARP25	0899465	2	0750570 3196460 3254633 3266668 3330300 3331071 3334029 3339315 3340797 3343615 3351809 3352269 3359026 3374569 3375544 3396377 3404976 3415144 
012771	8 / 8 / 26	EHLEC	3448653	3	1086489 3069495 3119618 3329782 3341037 3416891 3422289 3458176 
004355	12 / 12 / 12	CARP17	0847593	3	1089147 3118476 3212089 3358339 3374194 3412866 3415627 3435922 3439387 3441306 3452964 3454433 
003572	26 / 26 / 26	EHLEC	0897399	5	1170820 3121717 3196460 3219120 3219586 3224449 3225193 3227498 3231817 3234723 3236006 3250514 3262457 3263080 3269275 3270555 3292387 3303344 3312800 3313406 3319691 3319692 3322549 3324360 3330527 3341037 
013216	18 / 23 / 18	CARP25	3318436	6	1170820 3254734 3267997 3319692 3337037 3340716 3352054 3354609 3358378 3374470 3402583 3404364 3415801 3426735 3429732 3436710 3448868 3449400 
013217	7 / 14 / 26	EHLEC	3443571	4	1170820 3226486 3415849 3429732 3435183 3442991 3460073 
007380	13 / 16 / 28	TAYF	0987494	4	3069495 3121847 3122431 3221877 3239803 3250244 3303699 3319692 3337249 3344151 3411258 3426213 3438669 
007381	28 / 35 / 28	TAYF	0031611	5	3069495 3222195 3233965 3239900 3245992 3246608 3255755 3257543 3324812 3337249 3352269 3360165 3365419 3375120 3388921 3395299 3397042 3397265 3405151 3409210 3411018 3411159 3411258 3415619 3418106 3418120 3421153 3426213 
008500	14 / 14 / 26	EHLEC	3420576	6	3069495 3075829 3102974 3119618 3161154 3219586 3224211 3273028 3283602 3326956 3329729 3329782 3340096 3341037 
001836	24 / 75 / 24	PK278	3452118	7	3073525 3223179 3250131 3250227 3322886 3331180 3337246 3337334 3359188 3378849 3404693 3405451 3405619 3409210 3411059 3411154 3413582 3415615 3415852 3416232 3418120 3419470 3420025 3421500 
002160	18 / 45 / 18	PK354	0004950	8	3073525 3224924 3250131 3319602 3331180 3341079 3365824 3375120 3379786 3404693 3405151 3405422 3412670 3412825 3413521 3415619 3415849 3416536 
006846	15 / 52 / 15	PK337	0402773	9	3073525 3227217 3227263 3228510 3230522 3270468 3311583 3322886 3323191 3323859 3331270 3337246 3337334 3337851 3339156 
001547	10 / 10 / 27	GOB	1054236	7	3075829 3198863 3257109 3314546 3340096 3352054 3431080 3438068 3440175 3456210 
007127	26 / 27 / 26	EHLEC	0162976	8	3090066 3116269 3201565 3221487 3224179 3239404 3260429 3263732 3264284 3267886 3269263 3269750 3278685 3283549 3310035 3312301 3329885 3331032 3336750 3337915 3337955 3338668 3339987 3339999 3340585 3340959 
011045	3 / 5 / 24	PK259	3213249	9	3090066 3263732 3405144 
013155	3 / 3 / 26	EHLEC	3198619	10	3090066 3119160 3310035 
013343	1 / 1 / 18	CARP25	3473827	11	3090066 
001763	7 / 7 / 24	EHII	3474420	10	3093818 3329409 3330318 3340716 3416374 3426717 3437252 
004379	7 / 7 / 12	CARP17	0989327	11	3094516 3292387 3303699 3304629 3314270 3324812 3425095 
007372	25 / 26 / 28	TAYF	0603646	12	3094516 3233965 3257109 3307130 3314546 3337673 3339814 3342969 3352269 3413014 3415217 3416997 3417000 3418907 3424363 3429733 3429894 3431260 3434539 3437252 3437756 3438443 3439147 3449263 3456645 
005263	14 / 14 / 18	CARP25	0493855	12	3094719 3102974 3227297 3227669 3251781 3330241 3330264 3338504 3340672 3342762 3397012 3397992 3402266 3417314 
013194	17 / 17 / 26	EHLEC	0058557	13	3094719 3227669 3239404 3239492 3337335 3340292 3396036 3397012 3422414 3423839 3426638 3426654 3429524 3436158 3450069 3457935 3460766 
001247	1 / 1 / 24	PK259	3448653	13	3099325 
002992	27 / 55 / 27	DAL300	1083868	14	3099420 3231817 3239415 3239803 3246608 3254633 3263080 3314978 3322585 3323354 3337912 3366307 3404196 3404642 3405248 3405393 3411158 3411186 3413774 3415870 3416640 3417001 3426244 3429810 3431080 3431448 3431629 
007008	21 / 24 / 26	EHLEC	0316015	15	3099420 3228659 3377851 3396837 3405604 3406073 3413441 3417097 3425239 3425578 3436588 3437591 3437962 3446653 3457692 3458949 3459613 3462290 3463353 3463919 3464272 
010942	29 / 29 / 29	PK336	0207327	16	3102134 3195977 3198863 3199633 3223457 3227882 3246608 3259524 3269425 3300040 3311527 3314978 3319023 3324397 3329719 3331071 3339160 3339780 3339989 3359188 3404534 3405422 3412100 3412644 3413923 3417055 3418908 3437379 3437778 
004369	1 / 1 / 12	CARP17	0138190	14	3102974 
009845	2 / 3 / 12	CARP17	0316015	15	3314413 3412261 
