Course	Room	Teacher	Time	Students
013176	TAYF	0995587	1	3425114 3768303 3634695 3823438 3612203 3768458 3521265 3559900 3818675 
006026	PK338	0213446	1	3544262 3551641 3580389 3591211 3651365 3652276 3692761 3693185 3561229 3768034 3796974 3816181 3819309 3668420 3764422 3699593 3789529 3861195 3581605 3521461 3540124 3579723 3611048 3651486 3655428 3676165 3716057 3790792 
005723	TH223	3648007	1	3788919 3915044 3930614 3711406 3819380 3911124 3668378 3914166 3820745 3931889 3693921 3915332 3869959 3901484 3902440 3597302 3717144 3827187 3829442 
001213	DAL1	3577228	1	3820397 3574483 3574563 3580586 3797164 3695539 3581830 3651293 3580714 3483511 3574866 3558796 3559843 3560256 3580991 
015513	TAYG	3996563	2	3820397 3580259 3560487 3576231 3797576 3929165 3518231 3788983 3498772 3695539 3540190 3764422 3558796 3559537 3611048 3668365 3692756 3537536 3579181 3910480 3910496 3910729 
002929	TH129	3995790	1	3818782 3929815 3821116 3903833 3901004 3820587 3716357 3820491 
004807	CARP13	3326005	1	3699561 3797576 3929810 3913786 3692862 3824908 3848415 3432357 3816180 3816860 
004276	PK25	1165566	1	3821162 3580259 3914754 3488858 3823271 3902667 3910870 3653119 3930683 3579645 3694828 3768197 3914676 3668831 3684090 3695271 
006045	PK328	0207327	1	3492423 3503382 3559534 3575916 3577485 3578252 3578804 3581135 3651243 3667273 3691416 3692098 3692771 3820030 3821393 3478356 3651499 3651605 3690361 3789055 3475959 3580584 3492361 3691981 3820032 3650596 3694417 3821439 3789493 3581077 3715155 3691575 3695554 3462565 3574519 
005846	TH102	3176705	1	3581315 3692164 3759092 3929954 3758075 3905871 3913807 3464954 3798513 
014570	PK180	0409956	1	3631215 3930841 3789175 3907037 3929704 3839910 3930674 3910185 3795919 3813457 3851345 3699567 3816108 3820858 3821440 3823307 3846717 3901790 3903861 3914344 3915040 3915043 3929235 3930042 3930544 3930831 3693084 3790857 3799474 3801768 3818064 3833378 3845742 3902905 3910848 3913671 3914502 3929586 3773692 3834985 3902439 3858042 3931962 3722764 3799593 3913164 3915088 3652353 3816483 3930025 3648550 3695145 3863747 3930070 3930608 3823094 3911054 3915054 3771823 3819393 3823391 3902404 3721962 3788616 3854723 3513947 3561660 3606418 3715444 3768515 3820588 3821097 3843290 3858715 3860357 3902911 3906818 3909951 3913863 3914696 3912597 3930865 3931064 3915203 3517604 3797694 4086403 4086471 
015666	TH251	3900232	1	3430527 3576753 3901254 
013613	DAL119	0492580	1	3695510 3498974 3821588 3821571 3797429 3821044 3817637 3820405 3613455 3821008 3649880 3690778 3819598 3821359 3578842 3789806 3820971 4093446 3668880 3797597 3797604 3910466 3910468 3910491 3910516 3910543 3910580 
005739	CARP25	3392421	2	0468326 3817048 3481664 3577682 3650256 3668766 3669004 3870878 
015674	ROSTUD	1051497	1	
015675	RCCON	0431946	1	3483546 3930253 3914498 3505185 3580139 3606293 3655749 3668623 3694433 
015676	BYC106	0851717	1	
007128	EHII	0162976	1	3581207 3460718 3560199 3796230 3518231 3510878 3483954 3570123 3581192 3487623 3690445 3561402 3577795 3559645 3581995 3581038 3516442 3559624 3568950 
004048	TAYC	0031578	2	3460718 3581786 3585962 3699613 3768034 3905715 3559657 3558800 3705083 3561402 3692187 3598090 3465332 3578963 3584557 3629467 3692849 3561098 3599497 3668816 3668882 
002368	DAL119	1051497	2	3915044 3819380 3498974 3821440 3671929 3708638 3758045 3905885 3820963 3821166 3464954 3902667 3817419 3915332 3930683 3914724 3914814 3768025 3818805 3822122 3823278 3903909 3904101 3928911 3929241 3929800 3930137 3792406 3668831 3668923 3668972 3689944 3822886 3910466 3910503 3910563 3910690 3910721 3910741 4086260 4086320 4086333 4086433 4086488 
015106	TH104	3208421	3	3498974 3533093 3651412 3560193 3540190 3479534 3653119 3690346 3689919 3692380 3820010 3693280 3694481 3931474 3668849 3668895 3797645 3797692 
015406	CARP17	0024092	1	3506324 3694101 3652473 3462019 3549052 3547282 
001899	PK180	0409956	2	3581232 3480999 3560167 3470846 3558739 3426943 3470393 3521461 3543742 3576260 3581920 3650277 3472549 3668966 
007393	BYC106	0987494	2	3529298 3574137 3620017 3693286 3796237 3768356 3796723 3581609 3667676 3821008 3630501 3677885 3693219 3774116 3817260 3694754 3575309 3797650 
012291	PK10	0409956	3	3529298 3497993 3596713 3668196 3561074 3785953 3694428 3930864 3608097 3480867 3789573 3668789 3668893 3668925 3797625 
001249	DAL1	3577228	2	3574483 3574563 3575735 3485756 3581830 3580714 3483511 3574866 3521272 3540124 3557478 3559843 3559963 3560858 3576126 3580991 3538400 3561772 
011223	PK328	0207327	2	3692771 3581980 3477425 3462565 3693789 3513947 3561084 3581952 3628726 
009304	TH111	1137952	2	3581981 3493764 3580671 3695542 3581247 3690516 3693092 3667677 3559462 3667381 3667654 3668538 
001766	EHIII	3998659	1	3600785 3544945 
007375	BYC106	0820103	3	3600785 3651750 3821088 3796723 3691616 3699613 3651487 3816104 3818762 3612623 3667385 3692187 3818746 3581149 3629467 3645720 3693433 3712913 3728679 3774116 3797192 3817682 3820479 3578673 3668749 3668790 3668818 
015665	EHII	3318436	2	3544262 3600785 3619323 3630915 3634695 3818686 3602435 3652373 3579143 3483036 3544254 3575769 3820958 
006546	EHII	0031478	3	3648970 3820378 3694798 3668820 3797760 
015679	CAN205	0247216	2	3689931 3397771 3692852 3995719 3581907 
006031	PK328	3839982	3	3914820 3768303 3678357 3903896 3930678 3930817 3769368 3796906 3819177 3822912 3848104 3905871 3929679 3668378 3691783 3759337 3821166 3914813 3819196 3820745 3692862 3816486 3823387 3602816 3821044 3821179 3930054 3821958 3930296 3956133 3613455 
008484	DAL212E	3420576	2	3790492 3580346 3663306 3709927 3655749 3678350 3510665 3530220 3578036 3632103 3691140 3764207 3666207 3668936 
004015	TAYC	0031578	3	3903138 3821180 3821008 3816960 3762625 3792350 3818029 3821034 
001152	DAL1	3996563	3	3915044 3816756 3903994 3905868 3577109 3667453 3814296 3819304 3901722 3930052 3652473 3690652 3789136 3811941 3822218 3852207 3930026 3930162 3930260 3768588 3815949 3930168 3900952 3904251 3914515 3576990 3690845 3823405 3903833 3616206 3914875 3796148 3818274 3851913 3915332 3672031 3797324 3814776 3771747 3819353 3826470 3928966 3781152 3796247 3796732 3817427 3817969 3820395 3834370 3901669 
004016	TH118	3442425	4	3813457 3931001 3833378 3708949 3793612 3929644 
014571	PK180	3926311	3	3631215 3930841 3789175 3907037 3929704 3839910 3930674 3910185 3795919 3813457 3851345 3699567 3816108 3821440 3823307 3846717 3901790 3903861 3914344 3915040 3915043 3929235 3930042 3930544 3930831 3693084 3790857 3799474 3801768 3818064 3833378 3845742 3902905 3910848 3913671 3914502 3929586 3930705 3773692 3834985 3902439 3858042 3931962 3722764 3799593 3913164 3915088 3652353 3816483 3930025 3648550 3695145 3863747 3930070 3930608 3823094 3911054 3915054 3771823 3819393 3823391 3902404 3721962 3788616 3854723 3513947 3561660 3715444 3768515 3820588 3821097 3843290 3858715 3860357 3902911 3906818 3909951 3913863 3914696 3912597 3930865 3931064 3915203 3517604 3797694 4086403 4086471 
008770	TH116	3996170	3	3578252 3589576 3816963 3833424 3843810 3905885 3914371 3764422 3480592 3805981 3823262 3821048 
006034	PK338	0213446	4	3769368 3774021 3789283 3796906 3667464 3691783 3692862 3816483 3602816 3821179 3820405 3956133 3930303 3651465 3694432 3710476 3716140 3788990 3817507 3818025 3821077 3821643 3824188 3930547 3821047 
008764	DAL1	0899465	4	3930674 3910185 3818480 3580586 3820858 3929165 3930678 3475959 3823228 3903092 3914498 3929679 3930026 3930034 3902614 3860451 3915038 3930118 3470846 3823755 3929849 3930070 3580912 3581085 3914724 3818122 3821197 3931959 3651486 3774808 3816924 3820588 3846920 3902759 3913863 3915267 3668812 
010851	PK328	0409737	4	3692771 3556970 3651605 3690361 3695285 3574873 3577022 3579864 3692796 3818773 3628726 
015500	BYC127	0695890	4	3561430 3693856 3789136 3503630 3520100 3577806 3689329 3581282 3525604 3578240 3680751 3596193 3797662 3797720 3910540 3910769 
011342	TAYC	3460456	4	3851345 3910321 3930135 3575266 3930042 3904254 3915026 3667676 3821687 3929102 3930296 3830308 3902404 3930083 3909951 3913210 3928911 
002153	PK278	0168378	1	3903994 3458065 3482101 3560487 3675467 3816336 3817487 3818807 3819304 3821269 3901722 3930678 3789283 3852207 3901691 3708949 3768625 3914251 
007374	BYC106	0987494	4	3905868 3559464 3651750 3693286 3767997 3816336 3821016 3911124 3689328 3768356 3819613 3821766 3871577 3902905 3930705 3691616 3694433 3797168 3596492 3668196 3724014 3768088 3559319 3610681 3816104 3821180 3679221 3705083 3667385 3691983 3694384 3821231 3764208 3485170 3581149 3592680 3630501 3645720 3650228 3677885 3689920 3695368 3695784 3712913 3728679 3796007 3796964 3797192 3797206 3816992 3817682 3819645 3820729 3931323 3693224 3716357 4091039 3694780 3505134 3668921 3700270 3774124 3790863 3797650 3797739 3797787 3797803 3910507 3910538 3910576 3910583 3910591 3910610 3910622 3910672 3910712 4086314 
015407	CARP13	3443571	3	3690361 3819232 3901484 3823151 3481944 3579687 
002876	DAL300	1084458	4	3911048 3843810 3846717 3851735 3577054 3580671 3612427 3758075 3799474 3903520 3666995 3858042 3667311 3692852 3856450 3824908 3852791 3796148 3817637 3911054 3915332 3852806 3930237 3814239 
