Class Times	10
Rooms	5
1	362
2	572
3	650
4	612
5	313
Classes	20
Teachers	10
1	2
2	9
3	8
4	5
5	6
6	4
7	2
8	10
9	8
10	7
11	7
12	3
13	1
14	6
15	10
16	4
17	1
18	5
19	3
20	9
Class Times	10
Rooms	5
1	835
2	892
3	240
4	827
5	536
Classes	20
Teachers	10
1	1
2	4
3	4
4	3
5	6
6	10
7	3
8	8
9	5
10	9
11	2
12	1
13	2
14	5
15	10
16	7
17	6
18	7
19	8
20	9
Class Times	10
Rooms	5
1	907
2	176
3	690
4	91
5	93
Classes	20
Teachers	10
1	4
2	2
3	2
4	7
5	1
6	6
7	3
8	3
9	8
10	7
11	5
12	1
13	5
14	10
15	10
16	4
17	8
18	9
19	6
20	9
Class Times	10
Rooms	5
1	374
2	42
3	915
4	373
5	867
Classes	20
Teachers	10
1	4
2	8
3	7
4	6
5	2
6	3
7	5
8	1
9	7
10	8
11	6
12	9
13	3
14	5
15	1
16	2
17	4
18	10
19	10
20	9
Class Times	10
Rooms	5
1	985
2	259
3	779
4	386
5	201
Classes	20
Teachers	10
1	4
2	3
3	1
4	10
5	5
6	10
7	7
8	5
9	4
10	1
11	9
12	9
13	2
14	2
15	8
16	6
17	7
18	8
19	3
20	6
Class Times	10
Rooms	5
1	892
2	308
3	396
4	574
5	490
Classes	20
Teachers	10
1	2
2	3
3	6
4	1
5	10
6	7
7	1
8	9
9	6
10	3
11	5
12	10
13	4
14	9
15	2
16	7
17	5
18	4
19	8
20	8
Class Times	10
Rooms	5
1	394
2	881
3	231
4	779
5	27
Classes	20
Teachers	10
1	9
2	7
3	5
4	7
5	9
6	6
7	8
8	1
9	6
10	4
11	3
12	1
13	8
14	5
15	4
16	2
17	2
18	10
19	10
20	3
Class Times	10
Rooms	5
1	546
2	880
3	750
4	690
5	403
Classes	20
Teachers	10
1	2
2	10
3	2
4	1
5	10
6	3
7	1
8	4
9	3
10	9
11	5
12	7
13	7
14	5
15	9
16	8
17	6
18	8
19	4
20	6
Class Times	10
Rooms	5
1	852
2	935
3	513
4	211
5	220
Classes	20
Teachers	10
1	6
2	1
3	2
4	3
5	5
6	1
7	3
8	6
9	10
10	2
11	10
12	7
13	8
14	9
15	7
16	9
17	8
18	5
19	4
20	4
Class Times	10
Rooms	5
1	26
2	445
3	72
4	931
5	560
Classes	20
Teachers	10
1	7
2	7
3	5
4	6
5	8
6	3
7	2
8	3
9	9
10	9
11	8
12	2
13	1
14	1
15	4
16	4
17	10
18	5
19	10
20	6
Class Times	10
Rooms	5
1	57
2	687
3	68
4	145
5	573
Classes	20
Teachers	10
1	5
2	7
3	7
4	8
5	5
6	10
7	2
8	1
9	2
10	8
11	9
12	4
13	3
14	6
15	4
16	3
17	9
18	6
19	10
20	1
Class Times	10
Rooms	5
1	365
2	116
3	900
4	973
5	927
Classes	20
Teachers	10
1	2
2	10
3	2
4	4
5	1
6	3
7	7
8	3
9	5
10	10
11	8
12	9
13	8
14	1
15	7
16	4
17	5
18	9
19	6
20	6
Class Times	10
Rooms	5
1	193
2	560
3	700
4	111
5	793
Classes	20
Teachers	10
1	7
2	6
3	9
4	4
5	4
6	6
7	3
8	2
9	1
10	10
11	10
12	9
13	8
14	7
15	5
16	2
17	5
18	8
19	1
20	3
Class Times	10
Rooms	5
1	347
2	690
3	77
4	424
5	758
Classes	20
Teachers	10
1	4
2	1
3	10
4	2
5	8
6	9
7	9
8	10
9	8
10	4
11	5
12	2
13	6
14	6
15	1
16	3
17	3
18	5
19	7
20	7
