Course	Room	Teacher	Time	Students
005725	TH102	0031543	1	0138353 1075852 1087771 1156612 3078258 3087757 3087809 3091890 
011306	PEMSTD	3319825	1	0362014 1045792 1052076 1070835 1095813 3098496 
001837	PK25	0123161	1	0385511 0746108 0794549 0858172 1073230 1096638 1125596 1155110 1155700 1160418 3067214 3077505 3078071 3080546 3082852 3084494 3085021 3087231 3087330 3087533 3088047 3088141 3090776 3091218 3092333 3093257 3094802 3095337 3095867 3096963 3097075 3098380 3098983 3099257 3119048 3119909 3120137 3125127 3135241 3145520 3158474 3160933 3173096 3173283 3177873 3185620 3190685 3191285 3194428 3204830 3208714 3209232 3211473 3218679 
002161	CARP21	0301910	1	1060971 1154430 1161679 1163245 3068878 3076209 3078822 3089580 3091221 3091870 3104489 3183942 
006847	TAYG	0031335	1	1022159 1058731 3086192 3092244 3100402 
003034	EHSEM	0222805	1	0994316 1014173 1060146 1060805 
006031	TH224	0431634	1	0472799 0950914 1001389 1059337 1071241 1086556 1155813 3070495 3072895 3074091 3079774 3079866 3079871 3081503 3081951 3085421 3085643 3087527 3088264 3090058 3091305 3092408 3092532 3092830 3095021 3108886 3109227 3125856 3145694 3155346 3169335 3194888 3204306 3217371 3217543 
011224	CARP15	3196642	1	0493741 0997621 1048518 3065565 3078958 3098034 3155348 
011536	GOCOM	3213249	1	1156277 3062898 3082246 3087328 3179026 
003278	PK128	0675005	1	0661374 1034757 1057660 
001849	CAN314	0123161	2	0663344 1033981 
010842	RCCON	0564741	1	0692830 1009761 1134649 1163719 3086709 3097468 
002153	PK349	1167863	1	0998860 1073211 1075264 1091600 1162423 1162443 1164327 3063119 3065929 3080539 3081400 3084117 3087948 3092781 3097592 3098317 3099676 3103166 3105219 3106403 3121582 3126433 3126602 3150160 3185122 3185376 3188793 3189051 3191834 3192657 3194683 3203991 3204279 3204495 3204517 3204644 3205337 3211360 
008439	CARP25	0132890	1	0820385 0994663 1045527 1047863 1072036 3065568 3083717 3088010 3098243 3145695 3211128 3212293 3217408 
008469	BYC100	0125630	1	0892947 1078911 1136656 1143180 3068251 3092126 3093349 3216670 
008501	GIL101	0031553	1	0902364 0980359 0983542 1001526 1025351 1043203 1056692 1069425 1076439 
011322	ROSTUD	0028980	1	
011198	GOA	3198088	1	0825075 3078331 3100080 3211643 
002456	EHII	0493725	1	0890353 1012249 1015916 1032365 1048062 1058076 1090070 1090632 3061194 3065722 3069318 
002877	RCSEM	0031582	1	1036579 1161791 
005157	EHIII	3334598	1	1157995 3079005 3087431 3089884 3095599 
005293	EHLEC	1020104	1	0893684 0984608 1011239 1020671 1032101 1048703 1050014 1068696 1071806 1072571 1073316 1133642 3069040 3084716 3190633 
005310	PK328	0493855	1	0997834 1003172 1046598 1058730 1069205 
001842	TH110	0031557	1	0897102 1001981 1012505 1012900 1023115 1027570 1049110 1056570 1059101 1069835 1070296 1071258 1073214 1079289 1093828 1109686 1135712 1143387 1150448 1151485 1162493 1163125 3062766 3063070 3064869 3065779 3087144 3091176 3093298 3098947 
004297	PK259	3318666	1	1109742 
006539	CARP17	0777265	1	0898104 0912822 1017801 1049160 1071866 1073428 3064819 3079829 3092151 3098490 
003482	TAYE	3320456	1	0898869 0904197 1012792 1030725 1036983 1048742 1075221 1085466 3065806 3067585 3069455 3080843 3084658 3090375 
010965	GIL210	0897706	1	0912194 0995811 1013117 1029963 1068656 1072178 1076785 3081410 3091781 
001182	PK154	0493725	2	0899040 3095867 
011313	TAYD	0672202	1	0899040 0981248 1021988 1048434 1048639 1050480 1050843 1056297 1058367 1080204 1086904 1096573 1115327 1163424 3065947 3067056 3068911 3073216 3078934 3088433 3100388 3170878 3179110 3204153 3205491 
001890	BYC239	3312777	1	1037801 1074572 
003017	TAYSEM	0492580	1	0899385 0999166 1114293 3071798 3085394 3098276 3204243 
001164	PK336	0601586	1	0900586 1033981 1069839 1071343 1092958 1153036 1163179 3057362 3067352 3069758 3079915 3088390 3089115 3090325 3097192 3099745 3166656 
007106	TAYC	3337003	1	1071070 1134634 1136139 3065990 3067387 3071694 3077926 3100385 
008812	PK227	0576472	1	1069276 
011317	TAYB	3194197	1	0908849 0997849 1039740 1070930 1161763 3068167 3070830 
004356	TH111	0847593	1	0909462 1013149 1050201 3080774 3125322 3126772 3154498 3155695 3193776 
005738	EHSEM	0031543	2	0909462 1088535 1156628 3078934 3217372 
005742	EHII	0031543	3	0909462 0996066 1048625 1056807 1057027 1057660 1088535 3070830 3081400 
001839	EHI	0898918	1	1003065 1014289 1017955 1047712 1076016 1091481 1150429 
001840	PK229	0168763	1	0910971 0994228 1012942 1013439 1026827 1032467 1056807 1057174 1058429 1059799 1059882 1065966 1068431 1076479 1081207 1085421 1092805 1119061 1129252 1143121 1155748 1162792 1163270 3061460 3073017 3073483 3079887 3086240 3088969 3096911 3098242 3099191 3152571 
006509	PK337	3194739	1	1048446 1052099 1080636 1161531 3083207 3083995 3093319 3103193 
004083	CARP13	0031578	1	1011428 1016345 1032253 1057693 
004709	PK278	3310303	1	1050032 1056467 1080595 3069486 3089769 
011321	GIL101	0028980	2	0912822 0994316 1005493 1036983 1048625 1049237 1072571 1097508 3073483 
006043	PK243	0554585	1	0940517 0998866 1018066 1028449 1057605 1058218 1060948 1069904 1073075 1138792 3066088 3089763 
006045	PK154	0031526	1	3085596 
006060	TH251	0031384	1	1005619 1016705 1042351 1057202 1069411 
008764	PK338	0428728	1	0940990 1034403 1049237 1056457 1060148 1069345 1074361 1074374 1093772 1095145 1098264 3061134 3068181 3072097 3079769 3079872 3081720 3082688 3088147 3089555 3090752 3092091 3092411 3093208 3094422 3094527 3095908 3097709 3099184 3100468 3105866 3108691 3110627 3118090 3122181 3125873 3126731 3126930 3152667 3153473 3155033 3163183 3181938 3188879 3191210 3193996 3197905 3204248 3205138 3205324 3210000 3210876 3211081 3211478 3215784 3216244 3216840 3217413 3217434 3217439 3217604 3227175 
006033	TAYF	0207327	1	0992777 0997504 1009866 1028647 1047770 1050645 1059673 1059756 1069583 1074339 1088892 1153554 3062828 3065016 3089384 3092179 3203791 
007381	GOB	0031611	1	0979769 1010605 1049279 1058154 1071068 1071507 1071785 1075329 1081394 1082986 1092959 1096920 1143142 1161804 3065488 3067156 3070045 3080943 3081234 3081698 3098553 
003029	EHIII	0492580	2	0980022 0992777 1014173 3097153 3100402 
010948	TH104	1062534	1	0980022 0985218 0993172 0994035 1017930 1030842 1049683 1050602 1057564 1058203 1071102 1071690 1072415 1083355 1085971 1112411 1122236 1136061 1162725 3057399 3062413 3064630 3065332 3065560 3070184 3074820 3079816 
001193	PK354	0135660	1	1047500 1072725 1133031 3075252 3077943 3100011 
011204	TH224	0601586	2	0980359 1009914 1011634 1048703 1049385 1058203 1069345 1071070 1071241 1080542 1092958 1098264 1130377 1135712 1153036 1163179 3062828 3067585 3069758 3079169 3087472 3100468 3166656 3180821 3190134 
001152	PK180	0406445	1	0980685 0983635 1009914 1059663 1073076 1109276 1150630 1156282 3063558 3066711 3075104 3079120 3080118 3081179 3082033 3084353 3085002 3089542 3094738 3096808 3097521 3100196 3104777 3107224 3108814 3121782 3123316 3125450 3125808 3160008 3191191 3192437 3194474 3212165 
001249	EHLEC	0135660	2	0980685 1003526 1011239 1017930 1017991 1047500 1049683 1069839 1072415 1162901 3074820 
004012	BYC127	3244352	1	0985223 1060284 1150110 1156319 3068633 3069893 3071791 3082314 3109335 3121199 3122857 3152572 3152788 3171506 3211384 3211393 3213402 3217313 
006862	PK10	0824244	1	0981025 0997481 1092551 1153307 3063573 3066445 
010844	CAN314	0409737	1	1049957 
011530	PK259	3310251	2	0981042 1068953 3088047 
003512	TH251	0995587	2	1021988 1029713 
004830	GOB	0348369	2	0981248 1034403 1039761 1048692 1073316 1096573 1163424 3081179 3100388 3171506 3212165 
003478	TAYD	0431946	2	0981412 1115327 1119061 1161753 3069455 3071792 3081410 3100011 3121199 3194888 3211128 3306653 
006564	EHI	0777265	2	0985223 0997873 0998527 1000374 1013439 1059673 1059719 1068721 1088018 3063437 3103193 3215241 
006588	TAYB	0031399	2	1023105 
011629	GIL210	0031399	3	0981412 1000374 1014173 1023105 1047500 1059604 1059719 3063437 3071694 3090714 
007017	TH104	0031568	2	1001981 1052099 1095813 3067056 3067387 3073034 3081074 3091169 3092244 3093184 3097933 3108886 3109227 3152623 3180697 3217434 
007040	PK25	3195964	2	0984608 1011279 1013117 1019072 1068660 1079538 1092760 1093453 1093758 1104799 1134634 1141766 1141987 1161679 1163131 3065990 3067313 3067793 3073790 3077926 3087144 3087328 3087431 3094479 3094575 3100080 3100415 3213909 
001891	PK128	0031557	2	0985218 
006504	PK349	0031399	4	0985223 1094452 1097508 1125596 1129252 3071694 3073216 3078258 3079915 3081951 3085643 3093319 3094700 3125450 3126883 3153306 3153576 3178019 3191823 3194888 3205208 3211128 3214899 3215241 3217372 
011311	TAYF	3198619	2	0986212 1025351 1049392 1079349 1136139 3071694 3088350 
001433	TH102	0031632	2	0990773 1086904 3081763 3085002 3093298 3100196 
002464	PK278	1051497	2	1012096 1058429 1073523 1075327 
002864	BYC100	0004955	2	1163125 3064715 3194683 
005263	PK243	0029475	2	0993172 1021632 1022791 1033040 1046598 1049426 1050480 1065966 1069205 1071806 1162792 3069040 3190633 
004889	PK328	0031373	2	0993773 1010693 1013149 1056807 1076439 
007043	PK180	3315634	2	0993816 1020019 1049160 1056570 1058367 1060805 1069679 1069838 1076049 3064630 3065016 3065312 3068612 3068911 3078066 3078232 3078408 3084853 3089115 3090316 3090776 3091890 3095306 3097321 3098284 
001844	GOCOM	3312777	2	0994035 1028864 1057027 1081058 3084117 
001893	RCSEM	0898918	2	1022209 1059882 
002414	PK337	0697660	2	1012249 1075852 1079132 3066736 3175457 3189715 
003437	GIL210	0897706	2	0994228 0996647 1010596 1012900 1048639 1059105 1059663 3098242 3217408 
007910	ROSTUD	0031539	2	0994327 1138792 
007923	EHSEM	0031539	3	0994327 1033040 1038861 1138792 3078331 3098380 
007926	BYC100	0431946	3	1032467 
007374	TH110	3220272	2	0994458 1082986 1092959 1139204 1161804 3057399 3065560 3069352 3073359 3078437 3079816 3080512 3081234 3087117 3097075 3098553 3142378 
007380	PK336	3332660	2	1017955 1041721 1057212 1071507 1071785 1091481 1156319 1161824 3084716 3095417 3097192 3211384 
011299	BYC239	0058557	2	1150110 1151485 1156612 
006026	CARP21	0213446	2	0996066 1009761 1060284 1070385 1143121 1161791 3061194 3066973 3080405 3092577 3097588 3101150 3103203 3103910 3152434 3193672 3205329 3216649 3217785 3218135 
001896	TH111	0205229	2	1012572 1014289 1047712 1075329 1076016 
003008	PK229	3195619	2	0997481 1012362 1012942 1026827 1050032 1059804 1090521 3063558 3065568 3077931 3079866 3085394 3088071 3090312 3092179 3096808 3118090 3151195 3154498 3155033 3204243 
003033	BYC239	0492580	3	0997481 1001389 1069716 3069486 
011310	BYC127	0207327	2	0997504 1002151 1028449 1042351 1047770 1059756 1060948 1069583 1069904 1074339 1075264 1150429 3066088 
009335	TAYC	0031522	2	0997849 1060170 1074737 3062862 3093050 3096229 
007378	PK349	0851717	2	0998860 1025191 1045527 1070105 1073214 1081394 3078150 3079120 3087231 3087757 3088052 3089769 3091870 3091892 3092604 3093411 3097082 3098380 3099375 3104870 3120610 3126731 3145520 3188887 3205491 3211006 3217415 
006035	TAYE	3334524	2	0998866 1028647 1051994 1057202 1072193 1096638 1109742 3078071 3078822 3088141 3095021 
011190	CARP15	3208554	2	0999166 1003065 1037801 1071343 1076479 1143387 
004869	PEMSTD	0053518	2	1010723 1072820 
011309	PK227	0180723	2	3080118 3120788 
006034	PK338	0031454	2	1001389 1029963 1080636 1086556 1153554 1155813 1160136 1162725 3072895 3074091 3079774 3079871 3081951 3085421 3087527 3088264 3088433 3089384 3089555 3090752 3091221 3092333 3092408 3092532 3092830 3094744 3094802 3095908 3096963 3097709 3108691 3125856 3204893 
010959	EHII	0024402	2	1002597 1068859 1079912 1095145 3063573 3064906 3065929 3085407 3096355 3135241 
001180	CARP17	0031388	2	1003163 1070296 1133031 1158585 1162390 3075252 3085021 3089763 3094738 
010934	PK10	3098022	2	
011539	CARP13	3315568	2	1090632 
005850	TAYG	3212821	2	1003172 1041472 1073076 3066445 3078958 3079829 3082941 3089580 3092781 3096911 3105382 3219428 3248179 
001161	TAYG	0031388	3	1003526 1031093 1058731 1070296 1072415 1093772 1122236 1153036 1153904 3075252 3079169 
005290	TAYSEM	3334598	2	1050014 1094776 3070922 3077505 3081431 3082314 3091340 3101907 
001547	PK354	0129398	2	1009834 1050843 1058076 1080595 1163245 3069486 3099184 3216840 
006849	CARP25	0031347	2	1010254 1069299 3094263 3099423 3136630 3145694 3155695 3169335 3190685 3193996 3217543 
009299	RCCON	3092667	2	1056692 3099191 
001467	GOA	0031582	2	1010262 3095599 
001763	CARP25	0027799	3	1010596 1036983 1057618 1150110 3081720 3088346 3125873 
011529	TH104	3310251	3	1010605 1027000 1030725 1049279 1068656 1072178 1075221 1076785 1081394 1093453 3062413 3064869 3066992 3081179 3084658 3097009 3155201 
002399	PK278	3208421	3	1010674 1058076 1093758 
006523	PK154	3319106	3	1010693 
011397	PK328	3310251	4	1010693 1048692 1059105 1076884 
002397	TAYD	0493725	3	1010723 1050664 1090070 1090632 1133589 3069318 3089769 3095460 3097321 
011333	GOA	0031573	3	3098034 
004809	EHI	3194193	3	3065722 3068911 3073216 3078958 3088433 3190134 3217372 
011329	TH110	1165592	3	1011239 1012792 1017457 1048703 1083355 1086904 1092760 1150448 1154382 1157995 1163282 3082246 3086455 3088052 3089884 3103910 3153306 3179026 3191823 3194873 
004066	TH102	3335907	3	1011428 1016345 1034403 1069839 1074374 1091481 3059978 3100080 
009259	CARP17	0031416	3	1011634 1017801 1036579 1050014 1095145 3082941 3089580 3092781 
011533	TAYSEM	3213249	3	1012096 1012900 1059404 1069838 3110756 3209843 
003275	GOB	0695890	3	1012362 1049392 1069205 1103971 1134731 1161782 3068633 3080142 3081988 3084782 3095254 3098240 3216244 
008784	TAYC	0031572	3	1156086 3068167 3091842 
011660	CARP15	0855533	3	1080204 1091600 3079872 3213727 
007396	PK354	0162977	3	1014289 1082986 1094776 1155700 
002992	PK338	3195619	3	1015916 1033562 1058218 1059882 1068660 1073075 1084609 1156319 1163719 3070922 3072097 3078987 3079829 3085302 3087533 3091889 3094744 3095337 3097592 3098947 3098983 3099257 3104870 3105292 3109335 3110627 3122181 3149019 3150843 3173283 3185376 3189715 3191198 3191285 3194322 3196059 3204279 3204306 3204495 3211335 3214704 3215666 3216898 3217371 3217413 3217444 3217543 3217778 3217785 3218679 3227175 
007032	GIL210	3319106	4	1016345 1072725 3095290 3097080 3213909 
011391	PK227	3310794	3	1016737 1019072 1060170 1141987 
002856	PK338	3310251	5	1017457 1068953 1073211 1080636 1104799 1120982 1154430 1154715 1156319 1156628 1158383 1160136 3062898 3063119 3067133 3067214 3068181 3068251 3068878 3071791 3071792 3072284 3076209 3078987 3079866 3079887 3079915 3080546 3080774 3081400 3081431 3082033 3082488 3085021 3085391 3085407 3087117 3087330 3087414 3087472 3087527 3087948 3088010 3088047 3088147 3089542 3091169 3091218 3091587 3091842 3091870 3092012 3092091 3092151 3092411 3092577 3092830 3093257 3093319 3093349 3094263 3094422 3094527 3095391 3095417 3095599 3096229 3096808 3097082 3097709 3098224 3098243 3099191 3099375 3099745 3100080 3100385 
002163	TAYF	0168378	3	1017882 1051994 1093828 1109276 1126780 3057362 3061134 3062766 3070495 3086192 3088141 3088969 3100402 
002166	PK243	0428815	3	1033296 
011219	EHIII	1168490	3	1134649 3086709 
008780	TH251	3194197	3	1018045 3088350 3090375 3212165 3212293 3215081 3217415 
002174	CAN314	0004950	3	1018051 
004360	GIL101	0138190	3	1018267 1056297 1163424 3064819 3080512 3081503 3085421 3091218 3103193 3204644 
008421	TH224	0132890	3	1020019 1047863 1090521 1136656 1138000 1143180 3062439 3062862 3068251 3068998 3078232 3079887 3081073 3084353 3085391 3085394 3093349 3104014 3105382 3118027 3173096 3178019 3205138 3205324 3211006 3216670 3217793 
004734	GOCOM	1084458	3	1155110 3153713 
005870	TAYB	3212821	3	1020671 1032253 1104323 1156628 3098553 
001847	TH111	0205229	3	1022209 1030842 1041721 3064906 3073017 
011396	null	3310251	0	
007377	PK336	0031522	3	1025191 1048062 1057693 1060793 1071343 1092959 1096920 1115206 1150429 3065488 3070045 3078602 3080943 3081698 3097192 3204153 3211384 
002667	PK328	0897706	3	1049942 1052099 1058429 3204243 
002562	TH224	1168490	4	1027570 1071070 1084609 1159860 3067313 3073790 3101907 3119630 3125322 3125808 3127044 3190778 3190802 3191198 3191876 3216013 3216840 3217604 3217793 3248179 
008766	PK349	0431786	3	1029713 1073523 1076016 1076439 1079132 1081207 1154430 1160136 1161753 3063558 3067133 3072284 3078150 3080546 3091587 3092126 3092577 3093100 3093257 3096963 3097468 3098243 3098317 3100011 3106403 3119909 3142378 3169335 3175356 3177165 3188402 3193288 3213840 
001425	PK259	0020093	3	1029760 3096355 
005195	PK229	0493855	3	1032101 1073316 1112411 3067793 3099745 3120610 3126772 3152623 3161390 3165880 3170878 3194428 3209669 3213909 3215784 3219428 
007904	EHII	0431946	4	1032467 1092805 1093828 1161808 3103203 3104014 
009358	PK10	0031386	3	1092805 
004275	TAYE	0017611	3	1080542 1080636 1156277 1164777 3088571 3093208 3096489 3125322 
005141	BYC127	1020104	3	1050480 3077505 3084716 3095306 3100468 3152743 3197905 3211393 3212787 
007391	EHLEC	0031631	3	1049022 1058154 1069835 1071690 1143142 1161804 3057399 3065560 3079816 
004010	PK25	0030564	3	1039740 1039761 1069276 1104799 1158585 3082370 3084075 3084494 3090312 3092179 3093184 3095391 3095417 3105219 3108487 3109227 3121966 3123316 3126433 3126639 3150160 3151640 3153576 3155060 3165225 3166656 3177063 3177388 3179110 3190778 3208714 3210074 3210877 3211643 3214899 3215769 3216420 3216914 
011312	RCCON	0125630	3	1043203 3191876 
001232	PK154	0493725	4	1047500 
007403	PK337	0031611	3	1047712 1057564 1071785 3069352 
009342	PK354	0031522	4	1048062 1058757 1059799 3081698 3087328 3091781 
007007	PK180	0028980	3	1048446 1070105 1081058 1094452 1161679 3068612 3082488 3083717 3084853 3089115 3098242 3107224 3155346 3190802 3191210 3193161 
004874	ROSTUD	0607548	3	1048639 
011206	PK128	0129398	3	3087757 
011630	PK337	0031539	4	1049683 1071507 3094738 
011308	CARP13	0180723	3	1049957 1092084 3061759 3071791 3089542 3100458 3209936 
