Course	Room	Teacher	Time	Students
003520	DAL212E	3393009	1	3768625 4000367 3929237 3984532 3815902 3930190 3711797 4175312 4086368 
003572	PK180	0897399	1	3699561 3773692 3790792 3819628 3818274 3819309 3768458 3789175 3796237 3797564 3691228 3699593 3819372 3931158 4096358 
013170	CARP21	3092941	1	3227350 3717137 3796974 3818675 3819230 3816860 3930721 4093446 3879197 3988502 4175299 3797192 3974846 4000763 4175485 3789283 4023528 4037591 4092894 4090975 3910596 
002403	TH129	1137952	1	
007125	CARP25	0162976	1	3464954 3817427 3930026 3768356 3797084 3816466 3715174 4096251 3815949 3910523 3797683 3821034 3821571 3823278 3910580 3910668 3910753 3910661 
009270	PK127	0897706	1	3483059 3930303 4095133 4175357 4175330 3822731 3905871 4175436 3910734 4086376 4181991 4180309 4175381 
013192	PK336	3459335	1	3521001 3715444 3818024 3693712 3821097 
008824	PK337	0031572	1	3788990 3816549 3676165 3820961 
014572	PK229	0695890	1	3690445 3816924 3818771 3579092 3910537 3816463 4093161 3769368 3674492 4093811 4176080 3789136 4091163 3581315 3816181 3910576 
001248	EHLEC	0135660	1	3630526 3651465 3817177 3929165 3931971 3764422 3910738 3611048 3771747 3820397 3694668 3714653 3797839 3690845 3797164 3931064 
008769	PK349	3996107	1	4011555 4092928 4094613 4093416 3931836 4035604 4095424 3913781 4175521 3929739 3904320 4093370 3875914 4096749 4133513 4150743 4174480 4174837 4180434 4180508 4181143 4231518 4260945 3793612 
008439	PK243	3420576	1	3581497 3611135 3764157 3796007 3797206 3816970 3818122 3820992 3821048 3953819 4000812 4078277 3678350 3816997 3915044 4095224 3817419 3833424 3902614 3910517 4086494 4175358 3915243 3992528 4002846 
004082	PK126	1167978	1	3584557 3699613 3768034 3818029 3910607 3910684 3795999 3910475 
006865	ROSTUD	3646602	1	3819269 4095001 
003463	PK259	0599596	1	3609407 3901722 
001881	TAYB	4362789	1	3821254 3819332 3910555 3913807 3666570 3910594 3910721 3677885 3774116 
003033	TH223	0492580	1	3823402 3910516 4086332 
004065	CARP15	0854975	1	
006029	PK338	3839982	1	3613455 3869959 3931466 3991180 4001588 4017901 4092767 4092833 4093778 4095083 4000366 4093423 4003188 4093973 3987067 4095086 3902196 3975962 4002094 4000980 4092633 4175505 4073784 4086269 4093611 3799529 3931881 4091672 4093159 4093806 4094640 3930301 3995827 4001958 4093315 4095425 4175519 3997576 4081695 4086619 4095703 4140259 4150362 4151626 4155489 4170299 4174768 4233573 4262071 4276023 4277951 4278383 4278481 4278573 4279920 4280138 4280697 4280721 4280864 4280889 4280946 4280948 4282099 4280941 3858245 3915203 4087228 4091806 4092795 
002712	DAL10	0138190	1	3692536 3817048 3910496 3910531 3910696 3910480 3692372 
004009	TH110	4089710	1	3615055 3722992 3901731 4093015 3931453 4170471 3904324 4096266 3935260 4096983 4152983 4170423 4193252 4229863 4280849 4282115 3693840 3818770 
011630	DAL2	0431946	1	3683644 3790825 3796254 3820970 3999899 3929289 4010147 3913159 3852806 3910489 3903861 3820768 3857764 4086399 4280907 
004735	GOCOM	3575617	1	3619216 3816832 3880322 3904102 3758075 4086461 4175536 
005264	TH118	1020104	1	3930890 
005290	CARP13	3555100	1	3903520 
011841	DAL212E	0135660	2	3651465 3774808 3694668 3699567 3797164 
001898	BYC239	4354090	1	3818025 3820745 
015246	DAL300	0820103	1	3581265 3652353 3668365 3704166 3817260 3953825 3759127 3930831 3905189 3913396 3797168 3818746 4094175 3722926 3898245 4005905 4079295 3630501 3930763 3968696 4176465 3921659 4045331 4096631 3409210 3667385 4175542 
004301	PK328	1165566	1	3675467 3816722 3910870 3823391 3930253 3930841 3579645 4086216 3902439 3684090 3910605 
004306	PK259	1165566	2	3675467 3821269 3910605 
012733	CARP17	0772775	1	3612203 
002562	PK25	0564741	1	3620520 3687862 3901254 4089004 3712286 3817507 4175298 3818064 3887326 3914449 4091439 3994733 4002909 3876667 3932941 3932943 3937404 4038907 4091782 4132153 4153409 4193341 4275431 4276256 4277909 4278350 4279708 4280174 4280524 4281002 4093970 4175391 3816174 3969305 3975519 
007127	DAL212A	0316015	1	3693501 3609553 3768620 3655428 3650225 3585962 3589576 3665300 3816708 4090714 
009335	TH102	0031522	1	3816963 
005310	BYC106	0493855	1	3690799 3667654 3930731 3820587 3669069 3575266 3789070 
001767	GOB	3474008	1	3930705 3768972 3910593 4175338 4127014 4090841 
003454	PK126	0599596	2	3692164 3929222 3790928 3913159 4037591 4086376 3930220 
003500	DAL1	3194193	1	3692164 3819585 3908300 3928589 3930162 4023381 3561026 4040430 3805981 4092769 3824450 3930220 4095985 
003547	PK10	3318436	1	4086410 
006050	EHIII	0554585	1	3692862 3610120 3796906 3821393 3667464 3816483 
001844	DAL25	3926311	1	3789573 3914928 3914968 3910530 
001770	TH104	3474420	1	3790928 4090814 3790863 3678357 
010845	TAYD	3092941	2	3609407 3699561 3790792 3819196 3914875 3818274 3819676 3910496 3759337 3805981 3914745 3575266 3910569 4087169 4096769 3887480 3914525 3910613 
001473	TAYSEM	3098022	1	3819367 3789315 
007372	TH116	0603646	1	3705083 3931929 4092290 4094813 3910525 3910664 4175373 
002567	RCSEM	4177047	1	3710476 3904645 3910427 4087057 3994843 4175302 4175444 3790857 3910536 4175283 4086380 4086407 4086470 4175528 4175537 4175297 4175494 
004888	PK100	0672202	1	3717144 3816180 3820380 3820900 3821180 3609410 3910713 3910630 3579361 3910609 3910686 3486653 3820958 3821886 
001839	DAL315	0898918	1	3710991 3821069 3846717 3860357 3863747 3930544 3930608 4086477 4091996 4095897 3808480 3819304 3913671 3913863 4086279 3691794 3845742 3818762 3910185 3910587 3774808 3699567 3816336 3914696 3821166 4086248 3901413 3858042 3918056 
001840	TAYF	4362783	1	3915711 3930817 3931962 3957394 3989696 4093136 3970633 4095930 3801768 4086355 4093066 3821273 4075429 4096262 4093853 4175290 
002182	PK227	4090501	1	3716638 3817962 3861339 3721962 3816554 3821440 3821197 
006846	PK278	4171980	1	3695145 3712888 3789529 3796247 3817969 3819393 3852791 3854723 3861195 3914344 3921208 3929222 3930302 3817487 3883991 3964186 3995730 4095088 3833378 3902905 4174206 4043543 4044087 3930547 3911054 4002075 3844962 3910617 4095053 3821359 3539996 3576379 3816104 4086222 3560236 3821088 3885128 3930054 
016851	TAYE	4354081	1	3910347 3902911 3708949 3915036 3797429 4091039 3785953 3816108 3651348 3818807 3851345 4086480 3457459 3910502 4175522 3667676 
016865	PK200	4168993	1	
016881	PK264	4362771	1	4094965 3914676 3910650 3910646 4175454 
014534	TAYD	0031631	1	3724014 3774943 3816992 3914515 3914875 4096175 3668130 3821016 4175305 3910500 
015113	TH110	0820103	2	3724014 3816970 3818029 3821059 4091899 3817379 4277251 3901790 4000336 3797576 3915029 3651348 3903861 3905861 3585962 3789055 4091773 4278528 3824450 
004279	RCCON	0802802	1	3759092 3902667 3768197 4086309 3790306 3914251 
008479	TAYG	0031619	1	3764207 3817087 3821269 3929644 3910483 3820858 4090844 3851735 4086245 3823755 3910470 
008500	CARP25	0031619	2	3764157 3764207 3818771 3821048 3579092 3817487 3709927 3678350 3910483 3816463 3790492 3668845 3674492 3817419 3668130 3910470 
003508	DAL20	0024092	1	4087169 
001179	BYC127	1083671	1	3906818 3672031 3725997 3797324 4012510 3759337 3910730 3881015 3792350 3843810 
007391	DAL1	0031631	2	3767997 3796964 3902905 3797168 3797192 3846234 3905868 3592680 3651750 3677885 3691616 3903986 
011035	DAL119	3998660	1	3767997 3819177 3819196 3821059 3903896 3960504 4175328 3888348 3922150 4003045 4176078 4090730 3851827 3884178 4095046 3881597 3988063 3995802 3883637 3661465 3821554 3846234 4014851 4062047 4175512 4175523 3932089 3942061 4092173 4125081 4125799 4175250 4193360 4263456 4279035 4175962 4001712 4371930 4007805 4156042 4371977 4372244 3973360 3931323 
015851	TAYC	0162977	1	3821231 3819645 3928966 3821766 3910712 3592680 3910848 
002442	TH223	3098022	2	3768025 3929651 
002472	TH111	0493725	1	3768025 3821006 3821162 3931474 3679221 3720506 3716057 3821004 3671929 3820010 3821116 3910529 3910563 3910741 3792406 3818805 3819380 3910503 3910690 
014100	BYC239	0431946	2	3773692 3816992 3797324 3612203 3768197 4093989 3910514 
008820	BYC106	0031572	2	3788983 3910634 3823438 3807883 3914906 
011341	TH224	3460456	1	3788983 4092823 4094012 4086277 4130250 4158080 4193293 4276195 4277523 4279624 4280475 4280607 4281892 3915042 4377190 4372250 
003440	PK234	0031359	1	3764613 3789507 4086513 3788616 4000249 4000195 4086288 4026411 3901481 4002113 4175422 3871577 3891249 3973168 3995227 4091773 3935616 3978317 4174840 4278454 4175308 3969851 4059195 
007374	PK179	0987494	1	3818676 3834985 4091443 4092801 4096261 3915155 3930891 4037708 3694712 3931202 3929704 3901790 4095472 4175433 3839352 4086318 4086394 3854016 4086427 4175465 3910680 3931449 4086398 4086408 3788919 3818480 3822148 3973119 4086316 4086378 4175500 4091895 3930469 3807883 3895612 3610287 3904620 3692316 3910515 3910474 3903986 
001892	DAL6	0409956	1	3680751 3915088 
007010	CARP21	0162976	2	3789806 3797206 3913138 4089004 4095309 3888468 3930705 3928826 3929289 4000195 4093416 3913396 4090845 4003163 4035604 4070957 4091510 3930042 3930168 3878563 4003199 4086336 4091672 3816708 3931001 4000862 4092144 3910725 4086466 
006023	PK20	0972342	1	3561430 3790244 3822778 3913138 4000229 4001999 4003642 4091072 4092675 4093612 4050929 4088956 4092159 4095965 3964713 3822201 3923376 4093119 4003130 4175333 3905830 3928941 4095190 4175292 3901936 3905861 3910702 4007305 4086445 4175354 4175448 4180466 3789439 3886275 4001431 4043326 4077315 4093026 4093255 4093324 4094796 4095876 3941346 3951018 4003389 4092335 4093409 4096706 4096899 4132527 4134616 4140278 4149852 4152941 4157786 4161057 4165473 4169489 4170444 4174380 4174617 4174776 4174889 4175859 4176781 4176789 4180325 4180953 4181031 4181049 4193260 4236548 4254672 4276333 4277616 4278034 4278351 4278394 4278491 4279649 4280050 4280365 4280525 4280526 4280622 4280786 4280898 4281005 4281093 4281163 4281868 4281886 4282188 3948045 4372054 4372246 4373610 4003839 4175456 3914552 3995568 4095301 4175406 
008790	PEMSTD	3194197	1	3882118 3913815 
016834	EHI	4170946	1	4094815 3690789 3716357 3910937 3651486 3930135 
001851	PK229	0409956	2	3796247 3818025 3821069 3822778 3860357 3906818 3929235 3930817 3764208 3721962 3845742 3915040 3801768 3910671 3722926 4096913 3819433 
002166	PK127	4090501	2	3929812 3929815 4097018 3680751 3910651 3799474 3994876 3930678 3902440 3929954 
001465	ROSTUD	3098022	3	3796732 3768972 3929776 
015508	PK354	4092864	1	3796732 3914683 3959570 4000336 4086237 4096913 
015865	EHII	3476032	1	3796964 3901484 3759552 3910651 3983482 3462565 3823438 3914745 3612623 3910540 4175517 
009273	DAL20	3194193	2	3796974 4086310 3901481 3910678 
002572	DAL25	3393847	2	4091996 4086430 3910427 3848104 3910519 3910737 3678357 3708638 3821554 3792350 
011187	TAYSEM	3194193	3	3814239 3690789 3579361 
015882	TH111	3436165	2	3483059 3819585 4175385 3818805 3929810 3973119 3935616 4174272 4174840 4278383 
016854	PK180	4170165	2	3814239 3910870 3930890 3931910 4088956 4093119 3913437 3931449 3974846 3976786 4175422 4086293 4164342 4243051 4282008 3896719 3430527 3797266 3914822 3930197 3992528 
016614	PK264	4170946	2	3816180 3609410 3930676 3486653 3820958 4086393 
015830	RCCON	3646540	2	3816722 3929644 4086366 
004359	TH118	0775506	2	3816832 3816860 
009322	TAYE	3083296	2	3858715 4095930 4174206 3821097 3930025 4280880 4043790 3560236 4175394 
009342	PK227	0031522	2	3915036 3929704 3931959 3774124 3712913 
015004	TH102	0576472	2	3817048 3910732 3910422 
013185	PK10	0125630	2	3817087 3851735 4086245 3915243 
001213	EHII	0254151	2	3817177 3821254 3914344 3930162 3901722 3910738 3914928 3771747 3910185 3814776 3914968 3910509 3910621 
015444	PK243	0162976	3	3464954 3730202 3793534 3818227 3797084 3816466 3816549 3715174 3790492 3797576 3689944 3815949 3914354 3797683 3910668 3793612 
002173	TH104	3926209	2	3817962 3816554 3650239 3910730 
009242	DAL10	3194193	5	3818025 3819309 3910696 
007368	PK25	0162977	2	3818676 3820974 4000420 4050929 3915044 3961853 3929739 4091439 3920306 4096186 4096749 4096983 4129668 4152983 4164263 4176789 4181151 4181152 4277782 4278521 4279260 4279329 4280078 4280157 4280591 4280658 4280864 4280913 4282115 4277924 4180395 4279855 3969305 4372030 
003014	TH224	4354612	2	3687862 3819177 4094613 3764422 4043543 4093161 4175405 4175535 4086499 3821359 3915043 4095302 
013616	TAYSEM	0375562	2	3819230 3821008 3909951 3653200 
014135	PK243	0493855	2	3227350 3819353 4095243 3931453 4175298 4175357 3930721 4090730 4000418 3928949 3699593 3879197 3823473 3910937 3768555 3910478 3913815 4277607 4278485 4278829 3823755 4095079 3910848 3910740 
002951	PK354	3555097	2	3716357 3796926 3910632 3910463 3910586 
