Class Times	10
Rooms	5
1	562
2	883
3	610
4	467
5	583
Classes	20
Teachers	10
1	7
2	4
3	7
4	3
5	10
6	3
7	6
8	1
9	4
10	1
11	10
12	5
13	8
14	8
15	6
16	9
17	2
18	5
19	2
20	9
Class Times	10
Rooms	5
1	697
2	900
3	384
4	239
5	151
Classes	20
Teachers	10
1	1
2	10
3	4
4	1
5	4
6	8
7	9
8	9
9	5
10	8
11	3
12	3
13	5
14	2
15	2
16	10
17	6
18	6
19	7
20	7
Class Times	10
Rooms	5
1	76
2	422
3	680
4	662
5	910
Classes	20
Teachers	10
1	3
2	5
3	1
4	4
5	7
6	2
7	1
8	2
9	10
10	7
11	3
12	6
13	8
14	6
15	8
16	4
17	5
18	9
19	9
20	10
Class Times	10
Rooms	5
1	351
2	719
3	225
4	599
5	204
Classes	20
Teachers	10
1	4
2	8
3	6
4	7
5	4
6	3
7	9
8	3
9	1
10	7
11	2
12	2
13	10
14	1
15	8
16	6
17	9
18	10
19	5
20	5
Class Times	10
Rooms	5
1	764
2	867
3	961
4	74
5	697
Classes	20
Teachers	10
1	9
2	4
3	1
4	9
5	10
6	10
7	7
8	7
9	3
10	1
11	6
12	8
13	5
14	6
15	8
16	5
17	2
18	3
19	4
20	2
Class Times	10
Rooms	5
1	976
2	569
3	518
4	35
5	826
Classes	20
Teachers	10
1	8
2	5
3	8
4	6
5	6
6	5
7	9
8	3
9	1
10	3
11	9
12	2
13	4
14	4
15	7
16	1
17	2
18	10
19	7
20	10
Class Times	10
Rooms	5
1	265
2	877
3	362
4	528
5	387
Classes	20
Teachers	10
1	7
2	4
3	2
4	2
5	3
6	1
7	10
8	8
9	4
10	8
11	3
12	7
13	9
14	10
15	6
16	9
17	5
18	1
19	6
20	5
Class Times	10
Rooms	5
1	771
2	168
3	22
4	679
5	819
Classes	20
Teachers	10
1	10
2	3
3	8
4	5
5	6
6	8
7	1
8	1
9	5
10	6
11	7
12	7
13	3
14	9
15	9
16	10
17	4
18	2
19	2
20	4
Class Times	10
Rooms	5
1	917
2	854
3	299
4	225
5	378
Classes	20
Teachers	10
1	10
2	3
3	8
4	10
5	7
6	1
7	4
8	6
9	9
10	8
11	1
12	2
13	7
14	2
15	4
16	9
17	6
18	3
19	5
20	5
Class Times	10
Rooms	5
1	792
2	106
3	958
4	657
5	753
Classes	20
Teachers	10
1	7
2	9
3	7
4	4
5	1
6	1
7	9
8	2
9	10
10	5
11	3
12	2
13	10
14	6
15	6
16	4
17	5
18	8
19	8
20	3
Class Times	10
Rooms	5
1	853
2	997
3	863
4	34
5	106
Classes	20
Teachers	10
1	4
2	3
3	8
4	1
5	4
6	10
7	1
8	3
9	10
10	9
11	2
12	9
13	6
14	8
15	6
16	5
17	2
18	7
19	7
20	5
Class Times	10
Rooms	5
1	637
2	953
3	695
4	37
5	838
Classes	20
Teachers	10
1	3
2	5
3	5
4	3
5	2
6	10
7	9
8	8
9	10
10	1
11	7
12	8
13	4
14	1
15	2
16	4
17	9
18	7
19	6
20	6
Class Times	10
Rooms	5
1	894
2	966
3	382
4	823
5	799
Classes	20
Teachers	10
1	9
2	7
3	7
4	10
5	10
6	5
7	9
8	4
9	4
10	2
11	3
12	6
13	2
14	5
15	3
16	8
17	1
18	1
19	6
20	8
Class Times	10
Rooms	5
1	734
2	586
3	939
4	284
5	359
Classes	20
Teachers	10
1	4
2	2
3	5
4	7
5	10
6	3
7	9
8	9
9	3
10	6
11	4
12	6
13	8
14	1
15	2
16	7
17	5
18	10
19	1
20	8
