Students	4000
1	13 19 8 7
2	2 8 5 9
3	7 10 20 5
4	4 3 20 16
5	15 2 16 7
6	13 6 10 14
7	10 15 5 9
8	10 18 12 15
9	20 6 16 7
10	6 12 3 5
11	12 7 13 16
12	19 3 15 16
13	4 3 12 6
14	1 7 2 11
15	13 17 11 4
16	8 18 12 6
17	8 7 3 20
18	16 7 15 10
19	15 10 5 4
20	4 7 20 2
21	11 9 1 13
22	13 7 10 19
23	12 7 15 20
24	8 11 13 1
25	12 3 20 11
26	17 11 4 8
27	17 14 19 13
28	16 12 20 17
29	19 20 17 3
30	6 9 14 12
31	5 7 13 9
32	5 8 7 12
33	16 17 15 6
34	13 9 1 15
35	4 9 3 1
36	20 14 1 12
37	3 14 13 5
38	1 7 13 5
39	13 4 11 3
40	20 6 1 19
41	12 8 6 1
42	17 6 19 5
43	16 13 20 2
44	7 9 5 10
45	6 8 14 15
46	2 20 16 15
47	5 17 15 16
48	20 10 19 7
49	10 9 18 15
50	9 18 11 20
51	6 2 4 20
52	20 16 3 19
53	9 11 14 5
54	12 1 13 18
55	12 20 8 1
56	12 6 4 10
57	10 4 8 20
58	18 16 2 17
59	10 13 15 6
60	19 10 6 8
61	2 11 1 5
62	17 8 15 6
63	4 15 14 5
64	18 3 20 12
65	5 11 20 1
66	9 18 1 3
67	4 9 5 17
68	2 10 20 6
69	18 4 13 11
70	11 16 19 5
71	3 18 4 6
72	13 9 4 14
73	4 16 7 6
74	19 20 2 9
75	14 1 11 8
76	4 11 14 9
77	7 19 4 1
78	16 20 6 1
79	14 6 18 12
80	12 3 16 2
81	17 6 16 12
82	15 14 6 11
83	16 4 11 19
84	7 11 14 2
85	18 6 12 3
86	2 6 18 19
87	1 15 5 20
88	14 16 8 5
89	4 3 6 14
90	1 16 12 13
91	2 7 17 10
92	7 13 6 2
93	6 9 7 15
94	1 20 12 11
95	5 19 6 16
96	3 10 9 14
97	10 7 20 15
98	11 5 9 1
99	8 7 10 4
100	2 13 12 7
101	20 4 15 18
102	11 17 4 18
103	18 10 15 4
104	10 18 20 15
105	17 16 11 6
106	12 6 13 10
107	2 9 7 1
108	15 10 11 13
109	6 9 7 19
110	10 14 5 9
111	3 1 17 2
112	12 3 1 7
113	9 10 4 3
114	13 4 14 1
115	12 3 1 8
116	4 18 6 10
117	7 4 9 1
118	19 10 3 5
119	14 6 9 18
120	3 4 20 14
121	5 13 14 19
122	10 13 9 16
123	6 8 2 11
124	9 8 20 4
125	11 13 3 19
126	4 16 9 17
127	17 4 14 15
128	2 5 7 1
129	7 16 19 8
130	5 2 1 19
131	4 2 6 1
132	12 15 7 5
133	9 14 19 13
134	19 8 14 1
135	4 7 3 17
136	6 20 16 11
137	14 9 16 13
138	10 13 4 11
139	6 13 5 15
140	9 16 3 6
141	3 11 20 1
142	15 9 14 2
143	18 17 13 9
144	6 11 7 3
145	12 10 17 2
146	13 7 1 16
147	11 8 7 3
148	5 14 20 17
149	19 2 13 7
150	20 15 12 13
151	3 8 11 19
152	10 6 15 19
153	7 19 9 5
154	2 4 18 6
155	10 11 20 3
156	19 1 3 13
157	13 1 14 18
158	16 11 5 17
159	7 13 15 9
160	13 14 16 4
161	7 6 19 16
162	5 16 6 19
163	3 14 16 9
164	8 3 17 20
165	9 12 8 1
166	12 6 20 19
167	10 2 13 20
168	6 11 14 10
169	9 4 18 15
170	1 20 9 3
171	17 20 18 11
172	11 10 19 17
173	3 11 18 17
174	12 5 11 7
175	20 19 10 7
176	16 8 14 20
177	7 2 4 9
178	8 11 19 4
179	5 12 9 2
180	10 12 14 16
181	7 3 18 2
182	7 20 1 9
183	12 9 4 13
184	19 9 6 4
185	17 5 2 20
186	6 14 8 10
187	13 8 2 10
188	11 5 9 18
189	9 14 11 12
190	17 10 18 1
191	6 12 7 4
192	11 13 17 20
193	10 17 2 11
194	14 5 3 6
195	8 15 11 4
196	7 14 6 12
197	1 16 3 14
198	18 12 6 11
199	4 9 5 17
200	1 13 3 2
201	9 8 17 13
202	18 2 12 15
203	11 4 10 3
204	6 8 7 12
205	2 4 1 11
206	4 14 17 5
207	15 3 2 14
208	19 18 4 1
209	8 18 9 5
210	7 11 12 13
211	12 6 14 16
212	18 17 5 13
213	1 14 17 10
214	8 2 11 20
215	12 15 1 7
216	8 18 9 20
217	17 4 12 18
218	1 10 4 6
219	14 12 17 5
220	5 2 18 11
221	17 19 4 11
222	14 15 10 9
223	12 16 13 4
224	14 7 4 12
225	15 20 8 11
226	3 6 8 4
227	17 4 5 14
228	3 13 5 2
229	6 8 10 15
230	18 13 15 12
231	20 13 14 9
232	10 13 5 8
233	4 12 15 1
234	10 13 20 6
235	18 11 2 4
236	14 5 19 9
237	6 3 5 15
238	7 6 9 18
239	12 15 3 13
240	20 11 13 9
241	3 8 20 4
242	11 18 5 12
243	9 7 13 16
244	16 15 2 17
245	19 1 12 6
246	15 12 17 3
247	20 15 9 14
248	20 8 6 13
249	14 3 13 4
250	8 19 15 4
251	5 7 13 8
252	13 5 3 11
253	6 8 17 1
254	16 20 4 7
255	15 8 7 9
256	17 2 12 20
257	16 13 14 15
258	14 15 16 11
259	5 2 17 4
260	17 8 20 1
261	16 5 7 6
262	12 6 11 3
