88.9942
Zero Conflict:33173
Nonzero Conflict:2843
Course	Room	Teacher	Time	Students
007877	3 / 14 / 5	CARP25	0031386	1	0163913 3414122 3451063 
006023	89 / 89 / 93	PK338	3452833	2	0496952 3103203 3120788 3136630 3177063 3211393 3215889 3252851 3262890 3306703 3307952 3315308 3322722 3329656 3331473 3331638 3332580 3332746 3333105 3344691 3348796 3351448 3367966 3371271 3374832 3388630 3388799 3390492 3396618 3396701 3396956 3397115 3398041 3403968 3404051 3404683 3404942 3404971 3405247 3405863 3406345 3406660 3408271 3408654 3408958 3409020 3409420 3409519 3409588 3409736 3409777 3410542 3411330 3412856 3412859 3413259 3413306 3414122 3414175 3417572 3422024 3422232 3422823 3423128 3423208 3424094 3424723 3425923 3426085 3426271 3426552 3427492 3427819 3428114 3428193 3428541 3428733 3428936 3429933 3430249 3430442 3430796 3430863 3430865 3431580 3431702 3431980 3432092 3432240 
011321	13 / 37 / 16	DAL119	0028980	1	0692830 3086938 3087141 3118027 3190802 3191210 3193987 3193996 3211155 3213909 3256706 3316273 3329744 
008763	54 / 89 / 54	PK338	0428728	3	0742992 3084353 3188882 3209232 3209843 3315308 3322722 3323493 3323539 3329885 3331737 3335809 3336037 3344231 3344691 3351448 3366901 3366991 3367966 3388799 3393733 3407566 3409424 3410213 3410567 3412856 3414711 3415386 3416740 3418635 3422823 3423366 3423482 3423577 3423867 3423870 3424162 3424172 3424462 3424660 3424766 3426182 3427583 3428193 3430013 3430200 3430863 3430865 3430894 3430895 3431705 3432242 3432446 3450544 
003572	38 / 56 / 38	PK229	0024092	2	0854238 0997873 1095145 1162443 3079120 3084075 3092577 3095417 3101150 3104014 3104716 3119630 3125450 3125873 3126883 3149019 3152434 3152788 3153306 3155201 3165225 3175356 3177284 3179026 3191823 3194474 3194873 3194888 3205208 3209949 3210027 3211128 3211478 3212784 3215784 3216840 3218135 3220189 
007372	32 / 61 / 32	DAL300	0603646	3	0892947 3091892 3094527 3095612 3095765 3097009 3216013 3219633 3238414 3239030 3244203 3246661 3248177 3264020 3303921 3330203 3332252 3335184 3343996 3349789 3373846 3380907 3388844 3397566 3401632 3403581 3403676 3406817 3409425 3410355 3419141 3424361 
008500	15 / 54 / 15	PK180	0031619	4	0892947 1078911 3163183 3173096 3191876 3204830 3208714 3213402 3213909 3216244 3216906 3217434 3217439 3218034 3316273 
001836	59 / 89 / 59	PK338	3452118	4	0951759 1069904 1157995 3087141 3197905 3242147 3249531 3299552 3303949 3316614 3316693 3317266 3322777 3324108 3332714 3333260 3356346 3357413 3358246 3367811 3367966 3372208 3373119 3375084 3381343 3382098 3387721 3388003 3388734 3388799 3388882 3388883 3389687 3390131 3396570 3397575 3403581 3403680 3403953 3405092 3405436 3407233 3407265 3407911 3408625 3409020 3409419 3413466 3414711 3419157 3422232 3423867 3424449 3425017 3426251 3426890 3427492 3428193 3428541 
002151	64 / 89 / 64	PK338	0428815	5	0951759 3153713 3204688 3217346 3266721 3315308 3323328 3323602 3333301 3333501 3342720 3352018 3352587 3358246 3367542 3389987 3397115 3397567 3397573 3398166 3405092 3405247 3405873 3405943 3406150 3407829 3408041 3408271 3408654 3409594 3410542 3410921 3411892 3412859 3414122 3418000 3421242 3422232 3422618 3422805 3422823 3423208 3423577 3423716 3424094 3424660 3424723 3426552 3427461 3427735 3427806 3428114 3428733 3429352 3429563 3429801 3430455 3430709 3430796 3431091 3432092 3432321 3432497 3432597 
006846	37 / 89 / 37	PK338	0402773	6	0951759 1069904 1157995 3087948 3095908 3114701 3115992 3125127 3177873 3185376 3211006 3215889 3232650 3232822 3242649 3245522 3250904 3260264 3304008 3307517 3308695 3309190 3309285 3310852 3322084 3329812 3331473 3364694 3373472 3374627 3381343 3388714 3397250 3403576 3406004 3408274 3431091 
006519	8 / 61 / 8	DAL300	0031478	5	0997873 3086995 3094700 3104014 3114776 3152571 3322939 3345326 
003277	7 / 61 / 7	DAL300	0675005	6	1058218 3079120 3082058 3152788 3194873 3211393 3217195 
011962	4 / 61 / 4	DAL300	0492451	7	1058218 3191428 3306968 3411329 
002160	54 / 89 / 54	PK338	0301910	7	1069904 1157995 3158474 3204830 3219639 3243105 3245522 3247055 3261847 3262890 3311410 3314945 3316281 3316693 3324108 3329668 3330273 3331578 3331989 3351610 3356346 3371271 3373472 3374627 3375084 3382098 3388003 3388714 3388734 3390131 3397250 3397575 3403576 3403581 3403680 3403953 3405286 3405436 3406004 3406695 3407265 3407466 3408037 3408274 3408625 3408820 3409792 3417859 3423871 3426085 3427670 3431750 3431980 3432458 
004304	1 / 61 / 1	DAL300	3448653	8	1073211 
006029	59 / 89 / 59	PK338	0213446	9	1073211 1156319 3095612 3204905 3220923 3243105 3245522 3264020 3324108 3334056 3335391 3351610 3352018 3357841 3373472 3373902 3374627 3381996 3388882 3389687 3389864 3390131 3394688 3396601 3397250 3397575 3397844 3403953 3404522 3405286 3405615 3406004 3406020 3406150 3406438 3406889 3407265 3407566 3408037 3408274 3408625 3408846 3409080 3409477 3409557 3409792 3409934 3410516 3416098 3417786 3418177 3423502 3424681 3424766 3426251 3429568 3429801 3430200 3431091 
001547	7 / 89 / 7	PK338	1054236	8	1075130 3126731 3332714 3368051 3396763 3397573 3409420 
002874	7 / 61 / 7	DAL300	0031582	9	1095145 3092781 3112040 3307321 3332236 3425181 3428628 
011943	16 / 61 / 16	DAL300	3393009	10	1095145 3125450 3126639 3126883 3149019 3152788 3155201 3165225 3175356 3205138 3209949 3210027 3212784 3216871 3254879 3305828 
001213	26 / 89 / 26	PK338	0031471	10	1124340 3084353 3113753 3123316 3125322 3152623 3155060 3166656 3188793 3209232 3209294 3209873 3211360 3215601 3216609 3217778 3221143 3228759 3239494 3265154 3304008 3311445 3315776 3316281 3323189 3329836 
001248	12 / 89 / 12	PK338	0254151	11	1124340 3084353 3122857 3126602 3135241 3152623 3160008 3188793 3209232 3209294 3212787 3217778 
012666	4 / 61 / 4	DAL300	0254151	12	1124340 3204688 3212787 3323189 
012891	14 / 89 / 14	PK338	3453004	13	1124340 3062958 3084353 3094527 3152623 3216914 3317266 3322740 3332421 3357061 3382642 3385569 3388844 3407233 
008824	8 / 61 / 8	DAL300	0031572	11	1138637 3161390 3191198 3192657 3212165 3212293 3215081 3217415 
001862	13 / 89 / 13	PK338	3422398	12	1155748 3092781 3158474 3177873 3210074 3221922 3232650 3248182 3307517 3309190 3311445 3323692 3323699 
006538	8 / 61 / 8	DAL300	3451414	13	1155748 3079887 3111037 3121199 3152571 3248179 3332955 3396570 
006555	8 / 61 / 8	DAL300	3451414	14	1155748 3152571 3160933 3178019 3232650 3260308 3388648 3410355 
003027	19 / 89 / 19	PK338	0375562	14	1156319 3204306 3204893 3215759 3217667 3220304 3220923 3221557 3223593 3261754 3304723 3316819 3322141 3335255 3389664 3405615 3406438 3409477 3410139 
005181	29 / 89 / 29	PK338	0493855	17	1162423 3068444 3105382 3121966 3190802 3194683 3197905 3211396 3244203 3254195 3322686 3330926 3333138 3335184 3343234 3345082 3354864 3388046 3389488 3390414 3394688 3396808 3398618 3401632 3404308 3405288 3409736 3421988 3450544 
005247	10 / 61 / 10	DAL300	0029475	15	1162423 3068444 3211155 3213840 3233697 3252374 3254195 3330377 3330926 3333635 
009304	16 / 61 / 16	DAL300	0493855	16	1162423 3068444 3082058 3095391 3126639 3126772 3127044 3153473 3155695 3171506 3197905 3211393 3213840 3216013 3217793 3223001 
011844	18 / 89 / 18	PK338	0031471	18	1162423 3084353 3089542 3125322 3125808 3126883 3155060 3209294 3256154 3268127 3329836 3351382 3358560 3388735 3389314 3389488 3389987 3407233 
003441	21 / 89 / 21	PK338	0897706	15	1162443 3177284 3194474 3197905 3205208 3219920 3220189 3223001 3241545 3248326 3295766 3312114 3331989 3333105 3350800 3396626 3396763 3396786 3409422 3418666 3441685 
003485	20 / 89 / 20	PK338	0024092	16	1162443 3153576 3215876 3220189 3224239 3305828 3330926 3331989 3350650 3356399 3366991 3388458 3395005 3407079 3408495 3409760 3421946 3422564 3426961 3441685 
008479	21 / 61 / 21	DAL300	0031619	17	3061917 3068251 3112040 3150738 3153576 3163183 3191876 3204830 3210876 3212008 3213909 3216244 3216633 3265450 3276024 3319378 3322204 3332518 3333459 3382642 3405177 
008485	8 / 61 / 8	DAL300	0031553	18	3061917 3173096 3177388 3205329 3208714 3212008 3216633 3319378 
012895	16 / 61 / 16	DAL300	0428011	19	3061917 3100468 3114251 3120610 3126930 3142378 3177388 3178019 3211593 3232225 3249531 3311445 3317266 3323644 3330095 3330273 
002992	69 / 89 / 69	PK338	3332662	19	3062898 3107592 3190685 3212349 3217724 3221143 3242920 3244921 3252673 3309375 3323328 3326451 3331483 3331582 3335406 3349875 3351448 3356399 3366901 3373119 3375084 3381444 3382524 3387721 3389687 3395332 3404051 3405066 3405943 3406345 3406695 3407639 3407911 3408958 3409422 3409760 3411330 3415386 3416145 3418000 3419071 3419076 3423128 3423500 3424073 3424462 3424665 3425673 3426182 3426251 3426271 3426367 3426850 3428144 3428156 3429511 3429568 3429717 3430200 3430249 3430506 3430895 3431011 3431809 3431950 3431986 3432123 3432497 3432831 
009263	13 / 61 / 13	DAL300	3421211	20	3062898 3092411 3099184 3152434 3152623 3214899 3220537 3242147 3373119 3374627 3382096 3403427 3403680 
005724	20 / 89 / 20	PK338	0984701	20	3062958 3095612 3114139 3321831 3329656 3332738 3334056 3344462 3349789 3356546 3389259 3390020 3394978 3395143 3396763 3397573 3404522 3406193 3406490 3409519 
002562	37 / 89 / 37	PK338	3393847	22	3063119 3121582 3145694 3185122 3188882 3192437 3204495 3210876 3212349 3218679 3242666 3370273 3372208 3388735 3396626 3398828 3403530 3404945 3408188 3408280 3408820 3409062 3410567 3410638 3412447 3413575 3416740 3418591 3421946 3422316 3423870 3423871 3428353 3428682 3429674 3432497 3432831 
004355	13 / 61 / 13	DAL300	0847593	21	3063119 3165880 3203991 3242817 3280006 3359167 3367832 3398117 3398464 3408223 3408797 3431933 3432058 
004660	11 / 89 / 11	PK338	3455481	23	3063119 3219436 3242506 3243225 3247887 3330377 3343092 3357061 3372887 3375084 3407597 
007920	3 / 61 / 3	DAL300	0031386	24	3063119 3103203 3121582 
009270	21 / 89 / 21	PK338	3310251	21	3068251 3111582 3112040 3152434 3216420 3322236 3323601 3331737 3332738 3336037 3366892 3373846 3409318 3410567 3412459 3423580 3423957 3424250 3426085 3426632 3430011 
012770	23 / 61 / 23	DAL300	3448653	22	3068251 3095396 3122857 3153576 3192055 3205491 3208714 3211081 3233850 3241045 3306992 3323644 3344462 3357413 3368051 3388914 3406546 3407566 3408191 3416145 3423682 3428649 3429105 
005286	4 / 61 / 4	DAL300	0493856	23	3068444 3126639 3217604 3233348 
001444	13 / 89 / 13	PK338	0853792	24	3078987 3209873 3213921 3242506 3242817 3251957 3254237 3307321 3332761 3359167 3390539 3405677 3409975 
004048	7 / 61 / 7	DAL300	0031578	25	3078987 3091169 3109227 3136630 3155346 3217439 3398717 
