66.47974
Course	Room	Teacher	Time	Students
007887	2 / 4 / 3	BYC100	0470839	1	0171491 3445081 
008479	16 / 42 / 23	TH104	0031619	1	0700408 3331179 3340797 3350812 3352040 3362442 3378849 3390102 3395942 3397334 3404732 3416750 3418117 3420837 3439564 3456994 
003275	5 / 10 / 7	DAL6	0695890	1	0750570 3440023 3455043 3457979 3463859 
003416	9 / 26 / 15	DAL2	3443571	1	3418264 3427674 3436212 3437962 3442991 3456677 3458121 3467093 3485642 
003572	39 / 67 / 39	PK278	0897399	1	0825970 3218706 3223454 3250498 3312777 3314570 3316620 3329409 3337037 3339567 3340683 3340716 3342814 3352054 3353145 3354609 3358228 3358378 3396036 3396206 3397856 3402583 3404204 3404341 3404364 3404976 3412261 3412755 3413146 3414395 3414467 3414657 3416073 3417042 3417273 3417284 3417338 3449263 3459109 
013632	8 / 28 / 14	DAL300	3443571	2	0825970 3412381 3412755 3425219 3426658 3435397 3442335 3457932 
008763	54 / 93 / 54	PK338	0428728	1	1086489 3375323 3429810 3430706 3431939 3441004 3448314 3450546 3451168 3455227 3455625 3458136 3458957 3460338 3461197 3462416 3462639 3464279 3464638 3465036 3465050 3466962 3468749 3469615 3471745 3475745 3475941 3476899 3478050 3478964 3479054 3479085 3479350 3479718 3479885 3480069 3480810 3481557 3481875 3481967 3483003 3483467 3483546 3484243 3485228 3485288 3485537 3485800 3485812 3486311 3486389 3486777 3487276 3487640 
004359	7 / 15 / 10	TAYB	0847593	1	1089147 3412866 3418058 3441306 3452964 3465181 3484334 
003560	3 / 10 / 6	TH223	0031359	1	3375685 3418441 3463879 
007380	23 / 48 / 26	PK243	0987494	1	3093424 3094516 3337781 3340879 3357367 3388485 3396377 3405393 3415619 3417819 3429894 3432027 3432077 3434539 3440116 3442335 3449400 3453262 3454115 3455294 3460820 3474216 3483560 
009342	7 / 25 / 14	TH224	0031522	1	3341358 3365419 3389574 3409210 3414068 3416997 3433788 
012895	5 / 23 / 13	BYC239	0428011	1	3250244 3344151 3395299 3411254 3411258 
008485	0 / 12 / 8	EHIII	0031553	1	
008488	6 / 14 / 8	CARP15	0031553	2	3094516 3331179 3381424 3390102 3396206 3404732 
013712	1 / 9 / 5	DAL212E	3474098	1	3381824 
007125	13 / 27 / 16	PK336	0162976	1	3099420 3339061 3351895 3374479 3402910 3404473 3406073 3416658 3425578 3426654 3437089 3438473 3438589 
007127	26 / 49 / 26	CARP21	0162976	2	3099420 3198918 3250803 3255727 3330264 3330355 3339061 3341253 3342984 3350670 3351895 3352660 3363977 3396208 3402910 3404473 3405604 3405695 3406073 3411136 3413441 3414201 3415175 3415489 3419570 3425578 
009304	17 / 38 / 21	PK25	1137952	1	3103190 3252368 3330264 3342762 3344218 3350298 3355412 3367107 3395624 3397992 3402266 3411005 3412381 3413574 3417314 3437701 3462936 
013625	4 / 21 / 11	DAL1	0029475	1	3352904 3353511 3389022 3404386 
013633	6 / 13 / 9	RCSEM	3555173	1	3255727 3411159 3415044 3464985 3481562 3486844 
013646	15 / 38 / 21	PK180	3481299	1	3198918 3227014 3250803 3377851 3405604 3411136 3414124 3417000 3422964 3431828 3454210 3455297 3458949 3463143 3463919 
002464	3 / 8 / 5	DVR	3208421	1	3414016 3415217 3431226 
002472	19 / 38 / 19	PK25	3208421	2	3146209 3248623 3261815 3330298 3337390 3338762 3358960 3366138 3396492 3398070 3405829 3411546 3412835 3414016 3414124 3415144 3417075 3418094 3458122 
003441	18 / 40 / 23	TAYF	0897706	1	3146209 3364639 3412881 3413582 3415852 3417512 3422414 3423839 3432243 3434130 3437781 3438999 3451551 3451557 3453218 3459647 3483567 3483925 
004283	8 / 23 / 13	DAL212A	1165566	1	3397565 3406196 3416374 3421044 3452529 3454433 3456645 3576558 
006038	12 / 29 / 18	TH111	0031454	1	3359026 3418908 3429199 3432798 3437591 3440175 3440409 3443453 3451553 3457195 3460867 3462356 
006042	25 / 49 / 27	CARP21	0554585	1	3212483 3281059 3331071 3341634 3404179 3405422 3412100 3412644 3413193 3413923 3414201 3417717 3420437 3425755 3426719 3430152 3430383 3433829 3433849 3436260 3436311 3437778 3439670 3461469 3463587 
009283	12 / 27 / 16	TH102	0854975	1	3331186 3337246 3339029 3396461 3397442 3401311 3406042 3406295 3418216 3441406 3442432 3458469 
010851	10 / 28 / 17	DAL300	3470402	1	3366745 3375120 3413598 3417055 3418079 3431629 3437141 3438287 3457932 3461936 
003464	12 / 31 / 20	BYC127	0599596	1	3328955 3356374 3381424 3399606 3426858 3432238 3437252 3441894 3456820 3457808 3457935 3464027 
011321	1 / 14 / 10	CARP15	0028980	1	3344264 
011531	2 / 8 / 4	DAL10	3475527	1	3404642 3481813 
012731	14 / 23 / 14	EHI	0032827	1	3221756 3404243 3405744 3413022 3417166 3425219 3426666 3426735 3429566 3433251 3433539 3436227 3439701 3440508 
013781	9 / 22 / 12	TAYSEM	3557107	1	3319863 3402556 3432796 3446670 3455151 3460737 3462297 3462851 3480150 
001546	11 / 27 / 16	PK229	0031756	1	3221877 3330906 3405151 3431445 3438472 3441310 3463022 3463071 3464272 3469560 3479712 
007076	8 / 23 / 13	TAYG	0031568	1	3350670 3405695 3412997 3413441 3416896 3438442 3439624 3463353 
001764	5 / 13 / 9	PK200	1061058	1	3413771 3443516 3460586 3462246 3466014 
012730	3 / 18 / 11	TAYD	3554810	1	3227669 3397012 3436514 
006059	6 / 14 / 8	PK227	0554585	2	3224158 3236337 3358756 3359188 3413598 3418079 
007877	8 / 23 / 13	DAL25	0031386	1	3224158 3438455 3450069 3463199 3476085 3481102 3481202 3486838 
008810	1 / 11 / 8	PK259	3571449	1	3437341 
008824	5 / 14 / 10	PK227	0031572	1	3226945 3358756 3412874 3416998 3417088 
013643	4 / 9 / 6	TH121	3470325	1	3416375 3436710 3462270 3463453 
006565	6 / 11 / 8	BYC106	0031399	1	3231046 3340533 3416203 3418094 3422146 3439409 
006587	2 / 11 / 8	PK300	0031478	1	3384120 3417359 
002562	37 / 62 / 37	PK100	1168490	1	3236337 3274299 3360165 3372100 3412725 3423676 3424594 3429761 3430978 3431303 3432344 3434210 3437511 3439402 3439528 3444811 3452445 3453467 3455220 3455808 3458037 3462417 3462606 3463439 3464954 3465442 3479382 3480166 3480401 3483084 3483587 3484202 3484894 3485305 3485361 3486852 3576542 
006041	7 / 23 / 13	CARP25	0213446	1	3359188 3411646 3425150 3441900 3455046 3460399 3482019 
002413	12 / 26 / 15	TAYE	1051497	1	3248623 3338762 3405427 3405829 3429602 3438100 3438878 3454497 3460369 3460770 3462262 3462882 
012338	1 / 4 / 3	SW3	3448653	1	3396492 
001767	7 / 21 / 12	TAYC	3474008	1	3249123 3342984 3358768 3382662 3426717 3431133 3439206 
009335	1 / 8 / 3	DVR	0031522	2	3249123 
001213	17 / 30 / 19	DAL119	0031471	1	3249454 3322886 3340287 3340838 3341874 3358345 3380465 3396460 3396892 3397066 3398117 3405619 3413283 3417355 3424520 3431535 3431740 
001248	21 / 42 / 22	TH104	0031471	2	3249454 3340838 3341874 3351574 3351809 3358345 3364639 3380465 3393147 3396313 3396422 3396892 3397066 3405153 3412523 3413255 3414811 3415217 3417073 3417355 3440606 
008420	28 / 62 / 30	PK20	0125630	1	3249725 3339315 3347767 3389674 3415407 3417002 3417791 3421604 3431448 3432782 3433929 3435187 3435628 3435922 3438441 3439588 3441166 3447306 3456290 3462240 3465245 3480423 3481798 3484752 3486050 3486475 3487041 3487261 
008500	6 / 39 / 23	EHLEC	0132890	1	3390220 3395937 3396837 3397807 3405144 3414298 
011045	4 / 10 / 7	PK10	3213249	1	3438232 3439820 3455291 3485327 
001453	0 / 4 / 2	PK264	3555417	1	
001473	10 / 23 / 10	DAL212A	3555417	2	3250074 3250084 3250395 3251757 3255465 3344941 3358339 3366745 3397586 3417553 
002872	3 / 8 / 4	PK337	1084458	1	3250074 3254734 3462512 
001433	3 / 9 / 6	CARP17	0031632	1	3340449 3438254 3441177 
001442	8 / 14 / 10	PK354	3098022	1	3250084 3344941 3358339 3397586 3429532 3432398 3436216 3459980 
010872	2 / 10 / 5	PK10	3098022	2	3432398 3463524 
