70.46196
Course	Room	Teacher	Time	Students
001839	1 / 13 / 12	TH251	3426758	1	3090325 
002151	64 / 64 / 69	TH110	1167863	1	0252627 3088571 3191285 3209873 3218908 3219639 3223468 3232822 3242147 3243225 3245522 3250904 3252673 3261847 3262890 3293645 3309285 3315613 3315934 3323189 3323454 3323644 3323699 3324108 3329668 3330597 3330630 3331483 3331618 3331989 3332580 3332714 3340189 3344476 3351610 3373119 3373472 3374627 3375084 3381343 3382098 3385569 3387721 3388734 3388735 3388882 3389687 3390131 3396570 3397575 3397815 3403581 3403680 3403953 3405286 3407233 3407265 3407466 3407911 3408274 3408625 3409420 3409792 3410241 
006846	12 / 35 / 28	TAYF	1167884	1	1073230 1155110 3068181 3081400 3089555 3092781 3093208 3095460 3098317 3194683 3261685 3407079 
005732	4 / 7 / 6	BYC239	0031543	1	0460748 3091169 3098490 3114872 
004666	4 / 10 / 7	PK227	0775640	1	0525775 1155839 3193288 3329812 
008427	17 / 32 / 24	CARP21	0125630	1	0692830 1163242 3067133 3077926 3079120 3081073 3087472 3089542 3112040 3191210 3213921 3248326 3305222 3319378 3333219 3333459 3409781 
001836	45 / 51 / 54	TH224	0056992	1	0820816 3063119 3114251 3121582 3154498 3204517 3204688 3211006 3216609 3222944 3232650 3243105 3248182 3257376 3266721 3268127 3281747 3283446 3304008 3306835 3308695 3310852 3314945 3316281 3322141 3322720 3330203 3332978 3333301 3333501 3347834 3350650 3352587 3358560 3373902 3389987 3397566 3397567 3397573 3398166 3405873 3405943 3406150 3408041 3409419 
002160	33 / 48 / 50	PK349	0004950	1	3082852 3095908 3098380 3114853 3115992 3142378 3173096 3177873 3188399 3210074 3211081 3214147 3219786 3221922 3227208 3238039 3242649 3249841 3260264 3276024 3288377 3303949 3304005 3306703 3307517 3315632 3315961 3316653 3322149 3322942 3330372 3331473 3347031 
006867	6 / 11 / 8	EH103	3426911	1	0889130 3072284 3074091 3095021 3099423 3204495 
007377	9 / 21 / 18	TH111	0701976	1	0892947 3078071 3080512 3087117 3087231 3096808 3246661 3329671 3388364 
008479	9 / 16 / 16	PK337	0031619	1	1078911 3081988 3093349 3098243 3208714 3213402 3217434 3217439 3218034 
002712	3 / 6 / 5	RCSEM	0138190	1	1079912 3080774 3091889 
009320	4 / 12 / 9	CAN314	0031478	1	0997873 3094422 3304941 3332980 
