86.27335
Zero Conflict:46602
Nonzero Conflict:3747
Course	Room	Teacher	Time	Students
004356	16 / 34 / 16	PK229	0847593	1	3227350 3759024 3816832 3817969 3822201 3893220 3914344 3914814 3915099 3928826 4062047 3417643 4096251 3929815 3695282 3903861 
010960	16 / 47 / 16	PK259	3092941	2	3227350 3615055 3652473 3676165 3692519 3759552 3790792 3797324 3818675 3634695 3823151 3797564 3762625 3819309 3818274 3819372 
006054	4 / 10 / 5	GOCOM	0554585	1	3475959 3715155 3797740 3631215 
007407	23 / 59 / 23	PK349	0031631	2	3480592 3579592 3667676 3693219 3693224 3693433 3695368 3695784 3821231 4091039 3559464 3694433 3797862 3596492 3692915 3650228 3692187 3595163 3689920 3797650 3693286 3661465 3651033 
005731	15 / 66 / 15	DAL300	3392421	3	3481664 3690789 3817048 3634695 3650256 3650874 3693230 4175491 3694415 3797653 3910617 3910646 3669016 3693286 3651033 
015862	3 / 64 / 4	PK338	4168993	4	3481664 3915044 3995827 
008770	32 / 162 / 32	PK20	3554385	3	3483977 3759127 3903994 3953825 4003131 4003188 4023438 4093315 4095053 3808480 3930891 4005905 4095445 4086513 3984532 3759337 3930197 3635008 3988502 4095876 3995802 3988063 4001431 4002113 3902614 4077315 4086374 4086444 4086495 4175520 3691794 3910730 
002161	53 / 162 / 106	PK20	0301910	4	3489089 3579645 3608097 3638301 3693712 3694712 3694754 3716140 3774808 3789529 3790244 3799474 3817969 3818024 3843290 3852207 3861195 3914344 3929586 3929849 3930302 3930678 3995730 4097018 3764208 3808480 3833378 3930608 3521001 3818025 3929954 3994876 3929812 3693084 3789283 3694428 3801768 3914251 4086300 3773692 3915029 3929679 3929815 3796247 3902440 3929704 3930544 3722764 3817487 3910582 3819393 3789806 3691794 
001460	11 / 162 / 11	PK20	3098022	5	3491953 3582182 3704166 3816832 3639603 3758075 3668386 3608602 3650736 3666175 4086502 
001474	8 / 162 / 8	PK20	0853792	6	3491953 3582182 3650256 3639603 3668386 3608602 3650736 3666175 
011865	18 / 162 / 19	PK20	3818521	7	3491953 3579645 3579867 3651365 3675467 3693557 3721994 3816993 3820885 3823094 3694039 3818064 3583596 3633806 3684090 3797831 3789439 4000229 
005258	7 / 78 / 7	TH110	4170165	5	3493764 3667654 3690516 3595163 3667677 3797685 3797733 
006580	3 / 78 / 3	TH110	3083296	6	3493931 3759552 3797605 
002175	11 / 78 / 11	TH110	3415849	7	3496439 3606536 3693813 3496673 3690043 3650239 3648550 3493748 3460343 3689500 3690806 
002178	12 / 162 / 12	PK20	0180723	8	3496439 3656490 3496673 3610287 3690043 3667503 3648550 3694903 3460343 3689500 3690806 3591844 
003525	10 / 78 / 10	TH110	3318436	8	3544262 3578240 3929635 3819332 3789507 3667677 3902404 3819304 3690733 3768339 
015249	18 / 162 / 18	PK20	3212821	10	3544262 3699613 3797532 3830308 3914449 4091895 3931388 4035604 4091163 3652273 3903896 3883637 3988063 3903520 3910496 3820380 4017901 3931323 
016623	19 / 162 / 19	PK20	0254474	9	3544262 3667404 3901484 3910422 4076454 4086511 4095243 3820774 3612623 3904645 3695292 4003642 3595641 3929419 4002806 4093159 4093255 3911124 3691514 
002875	14 / 78 / 14	TH110	0031582	9	3557742 3656490 3797532 3816992 3819230 3832060 3973168 3910618 3758075 3559872 4086300 3824908 3797794 3797848 
007107	7 / 78 / 7	TH110	0031568	10	3559903 3609407 3816924 3816708 3589576 3797666 4096266 
004010	22 / 162 / 22	PK20	4089710	11	3560236 3679221 3693891 3823338 3832060 3913396 3929635 4092670 4000249 3905861 4000367 3797708 4091936 4095079 3581274 3816203 4093255 4093607 4093806 3921208 4095004 3930865 
002562	45 / 162 / 45	PK20	4177047	12	3572330 3651293 3691748 3692862 3820479 3823311 3929635 4003485 4086458 4093015 4093161 3834370 4010147 3909951 3818805 3850568 3905715 3768625 3930763 3820756 3910510 3898245 3910633 4003130 3609410 3799593 3974846 4095190 3820768 3915155 3917445 3931466 4092769 4093066 4093126 4093989 3821729 4044087 4086215 4092819 3930253 3672031 3913815 4175341 3666207 
006060	18 / 78 / 18	TH110	0431634	11	3574519 3632881 3651243 3667273 3691981 3693789 3694006 3695368 3645471 3691575 3692796 3797740 3631215 3691416 3651499 3692098 3797628 3576002 
016609	34 / 162 / 34	PK20	4273392	13	3574519 3581497 3621523 3651573 3651816 3699613 3759127 3816970 3863747 3559319 3642204 3768088 3774943 3693084 3821008 3560234 3650228 3910510 3797680 3910533 3559172 3595163 3690652 3711406 3797787 3578191 3596193 3797613 3846234 3904320 4087169 3797642 3651033 3797812 
010851	71 / 162 / 71	PK20	0207327	14	3475959 3574519 3575259 3616918 3629518 3632881 3639772 3651243 3651465 3667273 3690778 3690799 3691981 3692862 3693789 3693813 3694006 3694236 3694432 3695368 3695543 3705083 3710476 3715155 3716140 3722992 3788990 3817507 3820963 3821044 3930296 3930303 3930683 3691575 3789493 3821643 3695554 3848104 3797740 3818480 3816486 3631215 3574349 3691416 3820965 3774021 3922542 3995802 3595641 3651499 3797830 3821439 3910695 3929679 3668378 3910683 3910746 3956133 3961853 3579864 3651605 3816483 3820971 4086462 3797630 3578252 3462565 3493704 3576002 3797699 3910468 
015500	24 / 78 / 24	TH110	0695890	12	3575259 3691983 3793612 3819628 3820885 3823262 3901669 3903092 3693185 3610671 3655428 3914251 4086337 3797814 4086473 3692187 3692294 3691616 3797751 3821195 3910515 3903909 3462565 3821047 
010842	16 / 78 / 16	TH110	0564741	13	3576020 3821554 3847728 3820729 3848104 3930047 3492361 3694417 3821393 3651499 3820038 3678357 3819143 3690719 3708638 3910527 
015113	28 / 78 / 28	TH110	0820103	14	3579592 3597365 3652396 3668366 3692628 3694289 3694980 3695027 3793612 4091784 3559319 3694434 4001588 3692915 3642204 3693084 3668420 3694417 3797680 3694780 3690652 3930485 3578191 3695434 3823405 3691361 3774116 3478964 
006026	54 / 162 / 54	PK20	0207327	15	3579645 3650225 3693712 3789315 3790244 3816764 3819585 3820587 3820992 3822201 3822778 3858042 3904411 3953819 3994652 4002166 4003415 4037411 4043543 4093186 3913786 3929572 3930890 4026411 4094965 4095424 3695643 3823228 3910321 3914683 3823438 3904334 3923376 3995576 3715174 3929222 3669069 3692852 4093612 3818807 3820900 3905885 4075429 4092159 3666995 3930864 4093255 4095302 3690445 3771747 3816466 3591774 4091072 3797835 
014569	81 / 162 / 162	PK20	3483424	17	3560236 3579645 3619216 3716140 3716357 3817969 3822201 3822778 3861195 3901577 3903994 3914515 3915711 3930302 3968696 4001999 4002075 4003415 4091996 4093026 4093136 4094796 4095053 4095897 4095930 3808480 3852791 3904324 3957394 3970633 4001588 4095424 3921659 3797718 3890005 4024121 4095985 3823402 3923376 4091785 3901413 3918056 3689328 3789283 3929222 3969305 3988502 4095876 3995802 4003130 3914552 3914928 3929815 3989696 4007305 3460343 3847931 3891249 3910617 3928589 4014851 4075429 4092159 4093066 4093989 3910763 3930817 3975519 4002909 4040430 4077315 4093853 4095301 3930253 3995568 3854016 3869959 3921208 4095071 3901731 4091072 
004281	20 / 78 / 20	TH110	3092832	15	3579867 3675467 3693557 3910870 3929237 3929864 3823391 3902667 3821269 3823094 3914251 3694039 4086309 3759092 4086216 3632720 3684090 4086249 3789439 4000229 
006851	29 / 162 / 45	PK20	4172051	16	3579867 3820885 3901577 3910870 3929800 4011555 4095001 4095807 3861339 3931881 4010147 4091510 3930137 4000366 4089004 3758045 3799529 3801768 3914251 3929679 3995827 4092633 3790857 4093159 4093778 3975962 4095425 3458065 3797699 
001213	19 / 78 / 19	TH110	3577228	16	3581265 3611048 3630526 3651465 3699567 3704166 3774808 3929165 3953805 3668365 3931064 3818274 3690845 3714653 3910693 3910763 3694668 3797607 3910720 
