95.20426
Course	Room	Teacher	Time	Students
003442	TAYG	3818982	1	3375410 3462293 3466014 3559476 3651033 3465181 3483036 3485774 3691983 3692761 3576230 3667385 3559612 3486050 3690346 3560487 3630915 3650228 3692380 3717137 3419024 3576419 3797643 
002367	PK349	0493725	2	3397840 3575259 3639772 3693280 3694481 3574519 3575071 3595071 3498974 3606293 3598090 3533093 3692380 3589576 3674492 3768025 3793612 3818675 3819628 3821006 3821048 3816203 3821116 3483977 3821180 3666161 3668849 3668895 3797692 3797744 3797829 3797856 3797859 3910645 3910724 
002394	CARP13	0020988	1	3397840 3577741 3512896 3668623 3533093 3576792 3560193 3691514 3458087 3581913 3576566 3668827 3668895 
002412	PK354	0031373	1	3397840 3484887 3540190 3639772 3693280 3576753 3476908 3595071 3464327 3505185 3476864 3486838 3631042 3691514 3483003 3668911 
001767	CARP25	3474008	2	3414205 3478964 3568950 3483036 3576230 3689402 3474789 3486571 3560199 3576550 3576565 3797696 
003572	PK243	0897399	2	3414205 3443522 3443731 3446645 3447306 3464666 3465591 3467427 3476860 3478964 3481102 3481354 3481520 3483278 3484619 3484845 3487040 3539996 3440687 3476418 3479804 3485642 3486382 3478102 3477014 3460586 3486083 3474789 3481702 3438999 3484202 3486050 3486571 3477004 
001839	PK234	0898918	1	3426943 3462817 3463768 3470393 3474620 3481813 3487266 3505157 3521461 3561074 3576260 3580261 3581605 3650578 3480999 3481203 3485550 3486782 3581920 3516634 3470846 3482739 3543742 3581232 3581081 3650277 3457988 3480732 3483467 3457873 3477425 3485169 3557244 3472549 3576475 3576522 
001845	CARP21	0123161	1	3426943 3496673 3501476 3560256 3577167 3580261 3638301 3694428 3487090 3559963 3477014 3466364 3580326 3478419 3689375 3768458 3823130 3591211 3472549 3481862 3576510 3668782 
002153	PK259	3897776	1	3426943 3426943 3638301 3638301 3694428 3694428 3574519 3574519 3666801 3666801 3690204 3690204 3712888 3712888 3820774 3820774 
008769	PK278	3554385	1	3426943 3516442 3540714 3602816 3689893 3631215 3690800 3691983 3575071 3692514 3620017 3690020 3692915 3694813 3651816 3666207 3693276 3695542 3559464 3663306 3692756 3694289 3581851 3689919 3695345 3695543 3579645 3611048 3680751 3687862 3699567 3716357 3728679 3768356 3796007 3796723 3797564 3816181 3816336 3816483 3818024 3480734 3689329 3694828 3581265 3768686 
006587	PK264	0031399	1	3430697 3476899 3482198 3650636 3461517 3486844 3480810 3483996 3485053 
008774	TH102	0576472	1	3430697 3575259 3559319 3581962 3618222 3537536 3668386 3665300 3674492 3709927 3715174 3768972 3790244 3820397 3820961 3797745 3797862 
002472	BYC127	1051497	1	3433962 3469119 3475298 3479355 3481875 3485054 3483925 3476908 3479085 3486141 3464398 3484750 3486844 3559804 3650956 3478050 3477580 3487093 3465588 3480166 3486838 3487276 3485816 3576325 3576364 3576370 3576390 3576429 3576558 
005310	DAL110	1020104	1	3437011 3447322 3465050 3482989 3486782 3478309 3465244 3486623 3457873 3486609 3576303 3576324 3576357 
004036	PK179	3646540	1	3438294 3692440 3485290 3485549 3651750 3669030 3797880 
004065	BYC131	3646540	1	3438294 3485290 3476908 3474598 3561098 3576503 
003520	DAL2	3393009	2	3443731 3447306 3480382 3481354 3551641 3561001 3440687 3544254 3477014 3484324 3576230 3578488 3581846 3480150 3486050 3485028 3580341 3768555 
005847	DAL25	0031582	2	3446645 3606418 3557742 3656490 3693092 3667385 3694039 3692294 3667311 3612427 3694712 3775417 3797532 
012729	PK179	3194193	2	3446645 3484816 3533264 3465181 3477580 3576569 
014119	DAL300	3555100	1	3447306 3557478 3561001 3608602 3667608 3486632 3486623 3655393 3467781 3693789 3560511 3581389 3692536 3601391 3578191 3667311 3692519 3712913 3818025 3679221 3576315 3668910 3668941 3797831 
004355	RCCON	0847593	1	3447322 3479382 3580261 3608602 3691748 3485642 3615055 3708949 3816860 3820378 3820965 3821006 3821886 3781152 3816203 3821097 
005263	EHI	0493855	1	3447322 3482989 3544254 3581870 3485537 3433686 3457873 3464306 3484361 3462019 3576417 3576423 3576529 3668825 3668912 3668941 3668971 
004304	RCCON	0316015	2	3451168 3466014 3469119 3481798 3485054 3485504 3486858 3483925 3461937 3486141 3487093 3576485 3576494 3576558 
