65.7391
Course	Room	Teacher	Time	Students
003442	20 / 30 / 23	TH104	3818982	1	3375410 3466014 3559476 3651033 3465181 3483036 3485774 3576230 3667385 3559612 3486050 3690346 3560487 3630915 3650228 3692380 3717137 3419024 3576419 3797643 
002367	30 / 77 / 35	TH110	0493725	2	3397840 3575259 3639772 3693280 3694481 3575071 3595071 3498974 3606293 3598090 3533093 3692380 3589576 3674492 3793612 3818675 3819628 3821048 3816203 3821116 3821180 3668849 3668895 3797692 3797744 3797829 3797856 3797859 3910645 3910724 
002394	6 / 13 / 13	ROSTUD	0020988	1	3577741 3576792 3560193 3576566 3668827 3668895 
002412	7 / 18 / 16	DAL1	0031373	1	3397840 3484887 3595071 3505185 3476864 3691514 3668911 
001767	6 / 18 / 12	DAL1	3474008	2	3483036 3689402 3560199 3576550 3576565 3797696 
003572	29 / 61 / 34	PK278	0897399	2	3414205 3443522 3443731 3446645 3447306 3464666 3465591 3467427 3476860 3478964 3481354 3481520 3483278 3484619 3484845 3539996 3440687 3479804 3485642 3486382 3478102 3477014 3486083 3474789 3438999 3484202 3486050 3486571 3477004 
001839	30 / 49 / 36	TAYD	0898918	1	3462817 3463768 3470393 3474620 3481813 3487266 3505157 3561074 3576260 3580261 3581605 3480999 3481203 3485550 3486782 3516634 3482739 3543742 3581232 3581081 3650277 3457988 3480732 3483467 3457873 3485169 3557244 3472549 3576475 3576522 
001845	11 / 25 / 22	GOB	0123161	1	3577167 3694428 3477014 3466364 3580326 3478419 3768458 3823130 3591211 3481862 3576510 
002153	5 / 18 / 16	DAL25	3897776	1	3574519 3666801 3690204 3712888 3820774 
008769	36 / 54 / 46	PK243	3554385	1	3426943 3516442 3540714 3602816 3690800 3575071 3692514 3620017 3690020 3692915 3651816 3666207 3693276 3695542 3559464 3663306 3692756 3694289 3581851 3689919 3695345 3579645 3611048 3680751 3687862 3716357 3728679 3796007 3797564 3816181 3816483 3480734 3689329 3694828 3581265 3768686 
006587	1 / 11 / 9	PK328	0031399	1	3461517 
008774	8 / 23 / 17	TAYC	0576472	1	3430697 3575259 3559319 3618222 3668386 3674492 3715174 3790244 
002472	25 / 36 / 29	PK229	1051497	1	3433962 3469119 3475298 3479355 3481875 3485054 3483925 3486141 3464398 3484750 3486844 3559804 3477580 3487093 3465588 3480166 3486838 3487276 3485816 3576325 3576364 3576370 3576390 3576429 3576558 
005310	8 / 13 / 13	TH121	1020104	1	3437011 3465050 3478309 3465244 3486609 3576303 3576324 3576357 
004036	5 / 9 / 7	PK10	3646540	1	3438294 3485290 3651750 3669030 3797880 
004065	5 / 10 / 6	RCSEM	3646540	2	3438294 3485290 3476908 3474598 3576503 
003520	10 / 32 / 18	TAYG	3393009	2	3480382 3561001 3544254 3484324 3576230 3578488 3480150 3485028 3580341 3768555 
005847	6 / 20 / 13	PK259	0031582	2	3606418 3557742 3667311 3612427 3775417 3797532 
012729	3 / 10 / 6	PK179	3194193	2	3465181 3477580 3576569 
014119	19 / 30 / 24	TAYF	3555100	1	3447306 3561001 3608602 3667608 3486623 3655393 3467781 3560511 3581389 3692536 3601391 3578191 3667311 3692519 3712913 3576315 3668910 3668941 3797831 
004355	10 / 17 / 16	CARP15	0847593	1	3479382 3691748 3485642 3615055 3708949 3816860 3820378 3821006 3821886 3781152 
005263	11 / 23 / 17	TH111	0493855	1	3447322 3482989 3544254 3581870 3485537 3464306 3576417 3576423 3576529 3668825 3668971 
004304	13 / 23 / 14	TAYC	0316015	2	3451168 3469119 3481798 3485054 3485504 3486858 3483925 3461937 3486141 3487093 3576485 3576494 3576558 
006846	54 / 106 / 105	PK338	3461209	1	3451168 3480714 3481664 3485848 3496673 3521461 3577485 3581456 3591591 3638301 3650578 3651017 3668196 3691416 3691981 3483298 3579864 3631215 3489089 3558796 3575483 3651605 3695368 3470846 3691241 3693789 3650956 3693224 3461197 3481943 3481805 3574137 3591844 3694780 3693813 3430298 3105802 3482323 3482592 3576311 3576367 3576403 3576406 3576421 3576464 3576496 3576536 3668790 3668829 3668846 3668912 3669022 3669050 3797616 
013192	5 / 22 / 17	PK354	3459335	1	3486379 3483587 3692269 3481702 3481690 
001248	8 / 33 / 27	TAYE	0135660	1	3451331 3478747 3481798 3484763 3487321 1160238 3486632 3580341 
002164	2 / 24 / 20	TH224	0180723	1	3451724 3576506 
003526	8 / 17 / 16	CARP25	0897706	1	3464666 3474374 3483278 3560687 3484202 3486571 3668955 3797810 
001213	25 / 34 / 29	EHLEC	0031471	1	3454182 3475941 3480935 3483084 3483557 3485504 3521272 3557478 3560858 3576126 3466011 3487090 3559963 3575735 3475745 3538400 3537536 3484898 3485028 3485327 3479350 3484361 3478343 3484216 3487310 
008824	3 / 5 / 6	TH223	0031572	1	3483567 3444536 3447478 
013059	2 / 2 / 2	GOA	3470325	1	3461975 3481075 
001768	9 / 25 / 15	GOB	3474420	2	3462293 3693565 3463199 3482018 3485636 3695292 3483546 3691616 3797605 
004809	8 / 16 / 16	TAYB	3194193	1	3677885 3796974 3818227 3819309 3789464 3576328 3797644 3797690 
