70.0764
Course	Room	Teacher	Time	Students
001837	0 / 6 / 4	PK328	3452118	1	
002161	45 / 152 / 89	PK20	3926209	1	3539996 3576379 3799593 3822778 3823307 3854723 3858042 3869959 3890005 3902911 3906818 3929235 3964186 3989696 4093315 4095083 4170299 3789493 3845742 3911054 3913863 4000366 4041708 3931666 4015108 4278502 3902905 3928589 4002094 4280706 3915040 4086277 4174206 3816108 3823391 3899772 3902196 3930817 3907037 3913671 4003188 4014851 4095071 3910848 3910587 
006847	34 / 59 / 44	PK243	0031347	1	3560236 3712888 3817487 3852791 3861195 3883991 3914344 3921208 3929222 3929812 4095301 3910738 3796247 3910617 3833378 3774808 3817969 4002075 4086222 3789529 3885128 3816104 3821632 4086241 3844962 4086415 3823094 3995730 4086377 4096177 3914552 3910702 3910704 4086364 
007007	18 / 34 / 29	TAYG	0028980	1	3951018 4031284 4164342 4280591 4282099 4088956 4175407 3904251 3820858 4276714 4278734 4372390 4007305 4180395 4277162 4278454 4279260 3768339 
010725	13 / 28 / 23	TH104	3092941	1	3759552 3957394 3676165 3816860 3822201 3816181 3227350 3818274 3910496 3797084 3815902 4023528 3609407 
003007	16 / 21 / 22	DAL1	3473854	1	3464954 3908117 4043543 4280658 4175389 4372023 4279920 4165503 4175347 4175489 4092819 4175327 4175309 4468375 3910610 3821034 
010944	2 / 14 / 11	DAL6	3083296	1	3616206 3793534 
007396	20 / 45 / 31	TH224	0162977	1	3483059 3692316 3722992 3796148 3930547 4092928 3863747 4087169 4096261 3910343 4037708 4280157 3409210 3846234 3821088 3910720 3728679 3821766 4372030 3903986 
007398	6 / 18 / 16	EHII	0851717	1	3610681 3904965 4094813 3914814 3930469 4086371 
004889	12 / 19 / 18	EHI	0321808	1	3486653 3717144 3790825 3819585 3820900 3609410 3820380 3821886 3821180 3579361 3910630 3910686 
001899	4 / 13 / 11	TAYB	3899727	1	3611135 3768625 3816722 3930864 
013193	8 / 19 / 20	TH116	0898918	1	3521001 3710991 3764208 3708949 3918056 3715444 3914502 3821166 
003275	12 / 17 / 16	TAYSEM	0695890	1	3819628 3851838 3814296 4091163 3855583 3910515 3910650 4002204 3820970 3901254 4175287 4175463 
001249	18 / 28 / 23	GOB	0254151	1	3581265 3630526 3651465 3820397 3931971 3817177 3797839 3714653 3771747 3821059 3699567 3797164 3668365 3690845 3694668 3764422 3931064 3580586 
004306	8 / 9 / 8	DAL212E	3646542	1	3583596 3675467 3816993 3579645 3684090 3821269 3910595 3910605 
007407	28 / 50 / 35	DAL119	0031631	1	3592680 3651750 3693185 3724014 3767997 3796723 3796964 3819645 3931688 3789573 3817260 3818762 3820479 3630474 3816970 3774943 3768356 3774116 3931323 3691616 3817682 3931959 3722764 3712913 3711406 3910712 3467384 3789136 
016952	29 / 50 / 34	PK349	4177943	1	3611048 3816463 3820587 3823262 3829442 4000195 4001881 3823473 4093282 4170444 3823151 4175344 4175360 3668130 3797206 3973360 4262071 4129521 3687862 3773692 3818675 3816708 3928966 3988502 3678357 3910648 3708638 3610382 3910493 
001766	5 / 13 / 11	RCCON	4360396	1	3615055 3901484 4175338 4175395 3652959 
002653	5 / 11 / 9	DAL10	1167978	1	3969214 3879197 4045331 3920306 4148348 
015113	21 / 44 / 31	PK179	0820103	1	3630501 3693501 3730202 3814239 3832060 3834985 3915267 4096251 3819367 3910532 3796906 3759872 3821571 3910673 3915088 3910661 3910670 3910588 4277915 3910604 4086351 
005295	4 / 11 / 9	PK264	4392595	1	3575266 3847931 3910526 3790492 
017117	2 / 12 / 10	CARP17	0826176	1	3651486 3823755 
007375	43 / 58 / 45	TH110	0820103	2	3611135 3652353 3819645 3823092 3834985 3929222 4001881 4090844 4091895 4095133 4175373 4280591 4280864 3818807 3929894 3630474 3788919 3818480 3930763 4165491 3901790 3904411 4280913 3818676 3610287 3789529 3785953 3822148 4050929 3846234 4095472 3910680 4092144 4096186 4164263 4175355 4175472 4277782 3910712 3929704 3817379 3666995 3821034 
013627	6 / 29 / 24	TAYD	3459335	1	3693712 3790244 3818024 3820732 3808480 3680751 
016878	2 / 4 / 3	DEDANCE	3443571	1	4095053 3913185 
016984	15 / 28 / 24	TH111	1024995	1	3667654 3762625 3903909 4005905 4026411 4092767 3585962 4127014 4115871 3711797 3805981 4092173 3901004 3930891 4175404 
016609	37 / 58 / 40	TH110	4273392	1	3677885 3704166 3705083 3717137 3796007 3987067 3818746 3930831 3797168 3910570 4095224 3910594 3689328 3910555 3910592 3910642 3910672 4095472 3651348 3819613 3910492 3910507 3910576 4086309 3797192 3816336 3910470 3984532 3910674 3910722 3905868 4175546 4086398 4086496 3923473 4175465 3910506 
006043	35 / 55 / 36	CARP21	0207327	1	3690799 3817507 3820963 3833424 3861339 3887957 3903994 3909951 3914754 3929679 4092290 4095001 4095047 3788990 3930296 4093607 4093989 3816486 3910487 3929468 3716140 3691783 3769368 3930303 4093293 3817637 3910641 3910695 3930683 4086223 3820971 3917445 3910629 3222918 3910654 
006026	78 / 81 / 81	PK25	0972342	1	3652353 3691794 3695145 3725997 3790792 3852207 3930162 3930302 4000367 4000795 4003131 4034558 4095243 4140278 4150774 4175373 4176818 4278521 4279649 4280475 4280648 3929419 4086413 4181152 4000229 3930544 3931962 4165491 4276333 4372017 3768620 3930731 3930168 4095004 4152983 4169561 4096913 4170423 4175540 4269602 4371979 3785953 3821097 3920668 4000862 4146462 4148521 4170322 4175454 4176082 4371999 3905871 3914822 4086335 4175436 4175485 4175513 4281409 3969851 4086317 4126536 4174660 4371972 4372070 4372212 3722926 3768588 4003534 4086320 4096964 4097054 4175369 4372068 3818227 3843290 3913807 4279855 4086476 
007368	43 / 65 / 53	PK338	4354081	1	3905822 3910185 3941346 3950836 4000812 4059195 4093409 4132153 4180325 4193293 4236548 4278485 4280365 4280465 4280500 4281029 3819393 3821044 3910427 3942061 4093370 4093748 4275968 3819332 3821069 3875914 4134616 4140702 4162177 4277527 3884178 4138433 4003045 4055257 4133513 4175888 3891249 4181036 4280526 3901577 4003319 3711764 4073784 
011295	14 / 24 / 23	DAL25	4170297	1	3915099 4086279 4175480 3913164 3822218 4086216 4086249 4093475 4086477 3823402 3910647 4002909 3910481 3910584 
003460	8 / 19 / 18	PK336	3393009	1	3692164 4095807 4278350 4174392 4175299 4175481 3871577 3910499 
003485	6 / 11 / 10	PK227	0024092	1	4096175 3931158 4093471 3934960 4175381 3581315 
010965	7 / 19 / 17	PK100	0897706	1	3820992 3913159 3788919 3819309 3819304 4086376 3910464 
013286	4 / 15 / 12	PK337	3318436	1	3797324 3960504 4003485 4079295 
001164	4 / 20 / 21	DAL2	4092864	1	4012510 4000336 4002806 4372039 
017116	7 / 16 / 12	TAYC	0851717	2	3692316 4094813 4096261 4037708 4092251 4043549 3851846 
004016	15 / 19 / 18	DAL212A	3460456	1	3692536 4092675 4095897 4125799 4174768 4097018 4001662 3969108 4001717 4256760 4094498 3458065 3965315 4143065 4175962 
006049	4 / 12 / 10	TH102	0972342	2	3821077 3930296 3910530 4281910 
006060	7 / 17 / 16	GOHEP	0409737	1	3692862 3820032 3821393 3653200 3821643 3715155 3667464 
005734	1 / 6 / 4	TH129	4362771	1	4093066 
007128	9 / 18 / 17	CARP25	3198619	1	3650225 3820395 3665300 3589576 3609553 3910753 3655428 4090714 3099420 
011321	10 / 12 / 10	RCSEM	0028980	2	3464954 3693712 3929472 3930614 4091163 3816181 3821552 3974661 4000420 4086350 
016862	2 / 3 / 3	PK200	4168993	1	4092670 3690789 
001765	8 / 12 / 11	TH102	3927849	1	3699561 4159999 3852806 4243051 4086399 3822731 3971828 3910614 
008801	5 / 10 / 9	TH223	3996107	1	4175509 3969012 3996082 4077315 3913815 
001474	1 / 7 / 6	PK154	0020093	1	3796732 
015114	55 / 81 / 55	PK25	0820103	3	3611135 3704166 3790244 3796148 3820587 3834985 3839352 3914515 3929235 3929739 3930865 3953825 4090975 4091784 4091895 4094813 4095133 4280078 3817260 3929894 3930831 4096983 4093255 4277251 3821059 3904411 3910347 3818676 3910644 4096913 3905189 3969305 4175500 3819613 4000336 4175509 4181151 3883637 3910502 4023528 4043326 4043549 4084615 4086376 4256032 3910529 3910567 3910718 4086253 4176465 3871572 3905868 4001431 4003415 3910624 
002571	27 / 40 / 31	TAYF	0564741	1	3710476 3792350 3881597 3904645 3797331 3820038 3820729 3973885 3848415 3820378 4091996 3847728 4002113 4086430 3910514 3994843 4086378 3790857 3819143 3821554 3848104 3910715 4086345 4095234 4175523 4086322 4086346 
004885	2 / 7 / 7	CAN205	0672202	1	3693840 3930767 
017118	18 / 31 / 29	BYC127	4170165	1	3931836 3941070 3902404 3576990 4044087 3798513 4010147 4090730 3910725 4086443 3789283 3931970 3932941 3910766 3811941 3871572 4244933 4086280 
005741	9 / 10 / 9	TH223	4362771	2	3717144 3932089 3910617 3910650 3914676 4086443 3690789 3839910 3819542 
004010	20 / 31 / 29	TAYE	4089710	1	3818770 3860357 3904324 3935260 4093015 4170471 4229863 4282115 4096983 4280849 3610287 3819269 3901731 3931881 4193252 4280941 4372021 3910609 3929704 3915042 
006542	3 / 6 / 5	PEMSTD	0138190	1	4281163 4093324 4086253 
001152	61 / 78 / 69	PK278	4354559	1	4096749 3759127 3851827 3921659 3932089 3991180 4062513 4091672 4155489 4181049 4278573 4279708 3959570 4282008 4175304 4280140 3797266 4093026 4279995 4092251 4093611 4278481 4281294 3759337 4169489 4277844 4280913 3997010 4037591 4094796 4003389 4125081 4152351 4275712 4277525 4281002 4371918 3931449 4091510 4254672 4278034 4181031 4181151 4181991 4276567 4280050 3881459 3978317 3997576 4038907 4081695 4158080 4164263 4277782 4278360 4278720 4280889 4282720 4276256 4093126 4176721 
015869	4 / 9 / 8	TH118	0701976	1	3953825 4095133 4093255 3901790 
006539	20 / 34 / 25	TAYG	3083296	2	3651486 3759127 3759552 3839352 3846717 3876667 4280622 3819353 3929419 4175299 4091767 4279329 3922542 4170524 3668365 3912597 3923376 3997576 3903520 3949607 
003441	13 / 28 / 19	TH104	0897706	2	3762625 3929635 3930162 4043840 4280465 3914745 3904251 4175436 3994843 3931001 4276256 3930220 3820010 
003541	2 / 6 / 5	GOCOM	0599596	1	3930721 3915038 
004023	9 / 14 / 12	BYC239	0854975	1	4090845 4002846 4096899 3878563 4175365 3908683 4095985 4175524 4086492 
004036	8 / 15 / 13	PK354	3646540	1	3913210 3769494 3914354 4175446 4176465 3931001 4175362 4175329 
004066	13 / 19 / 17	TH116	1167978	2	3768625 3792350 3818025 3768034 3818029 3823311 3905715 3796254 3879197 3910517 3694668 3910527 3910531 
005263	7 / 15 / 14	EHIII	0493855	1	3930197 3816832 3823387 4086417 3969305 3768972 4175312 
003465	4 / 9 / 8	DAL212E	0599596	2	3788743 3929651 3930731 3819380 
006504	32 / 59 / 41	PK243	3083296	3	3724014 3788743 3937160 4003168 4090749 4129668 4233573 4236548 4277951 4281005 4044003 4093282 4127014 3878563 4277844 3941668 4280524 4372198 3910595 3930683 3995227 3821179 3858245 4093423 4174380 3931388 3995719 3851846 4092819 4093853 3888348 3961853 
014099	14 / 35 / 30	BYC106	0409956	1	3771823 3788743 3846717 3929849 3818807 3788897 3694712 3913768 4075429 3929586 3910583 3968696 3904320 4086447 
005228	3 / 8 / 8	ROSTUD	3448653	1	3758045 3703427 3823271 
001185	6 / 14 / 11	CARP15	3646542	2	3583596 3790306 4086413 4278351 4175415 4000336 
016886	7 / 14 / 12	CARP15	0058557	1	3790306 4090841 4150362 3929237 4175440 4175348 4093136 
015416	12 / 16 / 16	TAYC	3194197	1	3903833 3913138 3819546 4086323 3715174 3910626 4040430 4086409 4086436 4086437 4174897 3914906 
015243	8 / 18 / 14	EHLEC	0031631	2	3483059 3667385 3796964 3913396 3797168 3910343 4095224 3822995 
003454	31 / 50 / 32	PK349	3092941	2	3797324 3816997 3817981 3818770 3929289 3957394 3960504 4000195 4003485 4003839 4059195 4090975 4095807 4282999 4000249 4001717 4095004 3914449 4091718 4170477 3822731 3911048 3930721 3931889 3969305 3995227 4002806 3930190 4023528 4091773 3821589 
016852	19 / 24 / 23	PK126	3479968	1	3797532 3976786 4174840 3880322 3789315 3910713 3830308 3910649 3612203 4086501 3703938 4143476 3906250 3910745 4086294 3910567 3775417 3903520 3796974 
015135	10 / 29 / 22	DAL300	3899727	2	3799593 3861195 3930547 3989696 3918056 4115871 4091996 3821097 3816108 3914502 
004874	4 / 7 / 6	PK247	3436165	1	3827187 4092823 3888468 3910684 
017106	23 / 44 / 28	PK179	3436165	2	3651750 3814239 3816174 3818805 3823338 4095243 3768356 3817682 3973119 3609553 3887480 4175478 4277607 3903861 3910609 3910464 3579361 3823228 3857764 3901722 4278491 3930864 3913815 
002564	8 / 19 / 16	DAL212A	0564741	2	4089004 4277909 4093282 4371955 4091782 4254672 3994733 3901254 
005154	20 / 22 / 23	PK229	1020104	1	3816180 3910179 3929800 4174957 3902759 3930614 3889653 3904411 3768025 4091785 3851913 3930070 3928941 4074784 4175368 4086083 3839910 3818782 3817261 3930220 
009299	3 / 6 / 4	GOCOM	0321808	2	3712286 4268891 3821180 
011962	16 / 19 / 19	PK259	0492451	1	3824908 4094613 4175284 3903092 4175281 3914745 3931453 3774021 3910548 4086473 3894333 4086244 4093186 3788983 3904334 4086379 
015860	3 / 7 / 8	CARP13	0125630	1	4092004 3915044 4467145 
004290	10 / 19 / 13	DAL212A	3646542	3	3816993 3910870 3684090 3768197 3579867 4086249 3910498 3914251 3929864 3823094 
003421	2 / 12 / 10	CARP17	0024092	2	3910564 4175286 
008423	19 / 35 / 26	BYC106	4177943	2	3901669 3932943 3953825 4127367 4180325 4193293 4278485 3915243 4174957 3699613 3997010 4130250 4358230 3902614 3929810 4174660 4278734 3820768 3818771 
001771	5 / 9 / 9	BYC100	1061058	1	3817981 3856450 3910564 3995227 4086314 
004304	7 / 8 / 7	ROSTUD	3448653	2	3675467 3790244 3816722 3818024 3716057 3768025 3589576 
012818	6 / 17 / 10	GOHEP	3448653	3	3818024 4175295 4175408 4003130 3822218 4175371 
001845	25 / 152 / 25	PK20	3646542	4	3818025 3822778 3931946 3970633 3994652 4095301 4095424 3818762 4001999 4115871 3928589 3822201 3847931 4003434 4174617 3901731 3968696 4093066 4134408 4007305 4175330 3914552 4091072 4093853 4086287 
002412	12 / 18 / 17	EHLEC	0031373	1	3931946 4277616 3821008 3914498 4093959 3929651 4091936 4175377 4095206 4371973 3816203 4001654 
016926	58 / 78 / 59	PK180	4172051	1	3561430 3667385 3781152 3818805 3850568 3893220 3913437 3929575 3937982 4000998 4070957 4096738 4232308 4278366 4282999 3816992 4280607 3852217 4000249 4090814 4091767 3817087 4279329 3910321 3929165 4096266 4170477 3905623 4152767 4175371 3910645 3988063 4072230 4094965 4096358 4263456 4277523 3790928 3819372 3843810 3910765 3999899 4093119 4093165 4175358 3995719 3693891 4000420 4276031 4279035 3820958 4096769 3817379 4087228 4175458 3821589 3792443 4095445 
012665	3 / 5 / 4	DAL315	3332662	1	3819177 3819598 3789806 
006500	19 / 29 / 29	DAL300	0031399	1	3819230 3928890 3930674 4043840 4174231 4180447 4180508 4193260 4275431 4280864 3915243 4175516 4277924 3975519 4280947 3994733 3929776 4095425 4086327 
004838	19 / 40 / 28	TAYF	0031373	2	3819585 3827187 4092675 4092823 4180435 4280697 3816860 3888468 3910649 4139961 3712913 3928949 3929864 4176086 3820037 4280642 3796926 3821195 4371932 
014140	6 / 12 / 11	RCSEM	0031336	1	4078277 4270406 4358230 4281391 4086337 4093161 
012355	1 / 6 / 4	PK328	4089714	2	3910741 
