77.24661
Zero Conflict:38036
Nonzero Conflict:3251
Course	Room	Teacher	Time	Students
002394	11 / 17 / 11	CARP15	0020988	1	1088365 3460770 3579949 3462851 3540705 3479085 3483003 3580095 3561098 3668800 3668849 
002428	10 / 21 / 10	DAL1	3452082	2	1088365 3475298 3486141 3458339 3463729 3479085 3442432 3477580 3461556 3576325 
012731	14 / 76 / 14	PK338	0032827	3	1088365 3454100 3458441 3465036 3468749 3481221 3463587 3484361 3480382 3484272 3464848 3484816 3462298 3576465 
013157	9 / 69 / 9	TH110	3648007	4	1088365 3540428 3580139 3558543 3555932 3574563 3577806 3574475 3669016 
004292	7 / 13 / 9	CARP13	3092832	1	3375323 3451724 3456089 3480714 3576013 3455690 3576444 
011865	6 / 13 / 6	CARP13	1165566	2	3375323 3459972 3458176 3468070 3451557 3455690 
003572	26 / 160 / 26	PK20	0897399	3	3375410 3451551 3453467 3455519 3457393 3457808 3458121 3462293 3462606 3412881 3430131 3455808 3457932 3463879 3442335 3454476 3443092 3460073 3427633 3454210 3431257 3442991 3444537 3459584 3450069 3426858 
011528	10 / 76 / 10	PK338	0431946	4	3375410 3440958 3485628 3454210 3446645 3533264 3581274 3595163 3473086 3486834 
001769	13 / 76 / 13	PK338	3099830	5	3375410 3412725 3456016 3462955 3559900 3455808 3479838 3485636 3462019 3471745 3667404 3576565 3669045 
001845	16 / 160 / 16	PK20	0123161	5	3417108 3454100 3474140 3560167 3544945 3471447 3481690 3581085 3457988 3470846 3482101 3463768 3454625 3482592 3576326 3576570 
001847	17 / 160 / 17	PK20	3483424	6	3417108 3443421 3460235 3460867 3476797 3483298 3486617 3455915 3692269 3481943 3483587 3650277 3437534 3463993 3470393 3462514 3481862 
003277	4 / 76 / 4	PK338	1061861	6	3417908 3476930 3374040 3459109 
004082	9 / 76 / 9	PK338	0031578	7	3417908 3437962 3438068 3460770 3461936 3416891 3448687 3442432 3441406 
001248	22 / 160 / 22	PK20	0031388	7	3418606 3432223 3435187 3439912 3462297 3462417 3462849 3452964 3455291 3463776 3459645 3462964 3443283 3461498 3475198 3461933 3455058 3459980 3462647 3463126 3451663 3451496 
001898	9 / 160 / 9	PK20	0168763	8	3421500 3438113 3443421 3446832 3458972 3463071 3437534 3463993 3462292 
012288	15 / 76 / 15	PK338	0409956	9	3421500 3428608 3432223 3446832 3448679 3456677 3458295 3458972 3459523 3480217 3486852 3487041 3481690 3475573 3445081 
002874	6 / 76 / 6	PK338	0031582	8	3423839 3463453 3540190 3436710 3458037 3559872 
012895	17 / 160 / 17	PK20	3792641	9	3425347 3433881 3443731 3447681 3457393 3463602 3463936 3441894 3467452 3417819 3454115 3480264 3463589 3463882 3481862 3576383 3668797 
014231	5 / 76 / 5	PK338	1168214	10	3425347 3485970 3437341 3576474 3668895 
014534	24 / 160 / 24	PK20	0031631	11	3425347 3427674 3433881 3438113 3440454 3449400 3450068 3456722 3459032 3463602 3463936 3481520 3430131 3467093 3442335 3453262 3464985 3485636 3440419 3487621 3485092 3576302 3576439 3668761 
001764	12 / 160 / 12	PK20	1061058	10	3425437 3464666 3578842 3441894 3478964 3439636 3602435 3629970 3638594 3694828 3695292 3668900 
006050	6 / 76 / 6	PK338	0031526	11	3425437 3429761 3441004 3460488 3462228 3455043 
