70.60099
Course	Room	Teacher	Time	Students
004083	9 / 15 / 13	DAL100A	0376136	1	0145661 0795445 0903449 0915740 0945809 0965927 0982172 1000122 1000939 
006024	78 / 83 / 83	PK338	0301909	1	0254082 0897931 0948568 0954240 1001894 1006105 1017492 1017832 1067251 1077413 1080654 1080808 1088785 1090564 1092187 1094134 1094929 1099178 1104151 1141167 1146215 1163278 1163391 1166163 1169962 3070438 3070881 3071136 3074711 3074965 3080612 3081669 3087352 3087449 3088117 3088521 3088978 3089081 3089566 3090519 3092431 3092999 3093190 3093221 3093369 3093697 3094719 3094809 3094908 3095105 3095335 3095719 3095842 3096149 3096547 3096592 3097133 3097158 3097636 3098330 3098883 3099448 3099774 3099986 3100110 3100835 3102057 3102380 3102599 3103038 3104770 3105511 3105818 3105862 3106561 3106835 3107254 3107966 
006026	28 / 45 / 37	PK349	0213446	1	0911802 1026650 1080303 1093549 1094520 1100383 1112377 1136830 1145146 1170033 1170370 1172030 3069337 3074289 3074551 3074634 3075188 3078465 3079675 3089009 3094033 3095630 3099729 3103445 3103807 3104899 3106769 3107323 
008764	27 / 50 / 38	TH110	0899465	1	0999689 1037291 1056024 1086710 1087116 1161960 1165961 1169331 1170709 3068353 3079862 3080198 3085728 3087493 3088124 3090785 3095625 3099704 3100678 3102153 3102915 3104541 3105046 3105821 3106074 3107589 3195980 
003003	33 / 52 / 40	PK180	3214464	1	0480377 0906447 0945264 0966414 1001394 1056963 1067862 1078836 1079363 1079564 1102530 1131602 1157047 1170703 3065039 3067556 3072477 3073169 3073384 3074570 3077336 3077472 3077809 3080473 3085513 3092972 3095649 3099757 3100989 3104731 3105612 3105854 3107993 
010965	10 / 31 / 18	TAYD	0897706	1	0649837 0956475 0980544 0993506 1005315 1015256 1053370 1088192 1170470 3080937 
004815	5 / 13 / 10	CAN314	3092667	1	1001351 1100625 1122905 3092985 3103177 
006504	22 / 40 / 34	TAYE	3198623	1	0672478 0906963 0918549 0984724 1013197 1025623 1055590 1076299 1088214 1088690 1143228 1144234 3064977 3071015 3071734 3087407 3092880 3093174 3098292 3104386 3104658 3106068 
011230	3 / 6 / 4	PK200	1167856	1	0700408 1017339 1171297 
006555	3 / 12 / 8	CARP13	0127086	1	0731629 0960497 1088636 
006043	27 / 39 / 31	EHLEC	0409737	1	0744449 0896929 0909240 0952008 0964596 0967988 0970193 0987600 0999715 1000355 1002405 1005082 1006438 1007394 1009729 1016434 1018936 1020520 1024283 1040818 1049929 1064780 1067334 1068052 1076989 1081917 3077471 
006060	0 / 2 / 1	PK154	0031384	1	
008446	18 / 34 / 22	TH111	0893542	1	0751788 0897034 0906085 0949279 0971073 0988620 1000750 1005346 1007134 1007882 1029737 1056012 1056738 1058048 1082799 1098099 1150758 3076576 
