98.96014
Course	Room	Teacher	Time	Students
006034	DAL25	0213446	1	0197361 3281059 3331071 3404534 3405422 3412644 3413923 3420437 3421753 3426649 3426719 3429761 3430401 3431629 3433849 3436311 3437365 3437379 3437511 3439670 3440175 3441004 3441900 3455046 3457195 3459897 
008469	TAYD	3420576	1	0700408 3249725 3329409 3331179 3341634 3344218 3352040 3389674 3390102 3395942 3397334 3405144 3415407 3416750 3421604 3430953 3431260 3431448 3433929 3435628 3437781 3438441 3483155 
008770	DAL300	0431786	1	0750570 3229500 3241275 3254633 3266668 3330300 3331071 3334029 3339315 3340797 3343615 3351809 3352269 3359026 3374569 3375544 3396377 3404976 3405451 3412725 3415144 3415849 3417002 3418145 3420434 3422289 3422964 3424318 3426213 3430131 3431155 3431257 3431445 3431448 3431740 3432040 3432238 3432344 3433760 3435161 3435384 3435771 3436588 3437591 3438441 3438443 3438472 3438473 3439283 3439328 3439820 3439912 3440024 3441016 3446670 3451551 3453352 3454497 3455049 3455915 3458122 
013274	TH251	3443571	1	0825970 3295955 3314570 3340683 3353145 3358378 3412755 3414238 3414467 3428844 3435183 3435397 3438471 3441838 
008784	EHIII	0031572	1	1005451 3229135 3258482 3340558 3374470 3396312 3435187 3444491 3458121 
009225	PK227	1061058	1	1086489 3254239 3354609 3429732 3431257 3432798 3436311 3444537 3455519 3455808 3457979 
004356	RCCON	0847593	1	1089147 3118476 3358339 3374194 3412866 3435922 3439387 3441306 3452964 3461936 
002569	TAYB	1168490	1	1170820 3223213 3324397 3329719 3364991 3396313 3411108 3412864 3416398 3417055 3420434 3432301 3436260 3440075 3440409 
006504	TH102	0031399	1	1170820 3119160 3275705 3322549 3339160 3415125 3416750 3417370 3425239 3425755 3428608 3429733 3431080 3431651 3432759 3439147 3439409 3441004 3447681 3456313 3458049 3459888 3460701 3462235 3462851 3462990 3463524 
013170	PK278	3092941	1	1170820 3112960 3250514 3339156 3340558 3340716 3413598 3418117 3418441 3425356 3425679 3429733 3430131 3434130 3437701 3443092 3444537 3453218 3458121 
003424	EHLEC	3393009	1	3069495 3099325 3212089 3227669 3311775 3313406 3314570 3365419 3372100 3374569 3381424 3396036 3397012 3412755 3416073 3422289 3429524 3434210 3436514 3439147 3439283 3462414 3463879 3474216 
008484	PK337	3420576	1	3069495 3329409 3331179 3347767 3352040 3352660 3362442 3378849 3390220 3395937 3396837 3414298 3416750 3417002 3435922 
011834	DAL119	0470839	1	3069495 3119618 3249454 3255904 3278685 3337335 3337414 3339216 3340158 3365824 3402583 3404279 3404693 3416374 3417314 3425219 3426169 3427674 3432782 3436158 3438206 3438232 3438842 3439158 3439364 3458641 3463353 
001837	PK100	3452118	1	3073525 3250227 3322886 3331180 3334029 3337334 3359188 3375120 3378849 3395299 3396461 3404693 3405451 3405604 3405619 3411154 3413582 3415615 3415852 3417108 3418120 3419470 3421500 3421700 3428042 3428608 3430152 3430298 3430383 3431294 3431672 3432223 3432238 3435039 3435248 3435384 3435692 3436311 3436588 3437240 3437574 3438113 3438374 3438455 3439899 3445081 3446670 3448679 3451663 3452561 3453445 3455625 3455631 3455915 3456103 3456677 3457231 3458451 3458469 3458972 3459522 3460235 3460369 3460488 3460737 3460867 3461826 3461933 3462293 3462297 3462356 3462514 3462647 3462896 3462964 3463226 3463602 3463675 3463745 3463883 
002161	PK338	1083806	1	3073525 3224924 3250131 3319602 3331180 3341079 3365824 3375120 3379786 3397565 3404693 3405151 3405422 3405744 3412670 3412825 3413521 3415849 3416536 3417172 3419470 3420437 3421700 3430383 3430401 3431294 3431672 3432384 3433760 3435039 3435313 3436119 3436930 3438669 3439437 3439670 3451553 3453352 3459505 
006847	PK349	3427120	1	3073525 3227217 3230522 3291024 3311583 3322523 3323191 3329727 3331270 3331686 3337334 3337781 3337851 3338208 3339156 3339567 3340879 3360165 3363924 3378849 3395581 3396312 3396460 3397709 3404148 3405153 3405422 3405604 3411159 3411531 3413014 3413728 3414273 3414843 3416203 3417172 3425437 3431449 3433663 3436119 3439328 3439558 3440036 
007087	TAYSEM	0031573	1	3090066 3330355 3340585 3363977 3418479 
007128	BYC127	3198619	1	3090066 3116269 3201565 3224179 3239404 3260429 3263732 3264284 3267886 3269263 3269750 3278685 3283549 3310035 3312301 3329885 3331032 3336750 3337915 3337955 3338668 3339987 3339999 3340585 
010968	TH223	3473827	1	3090066 3226607 3250244 3380697 3389674 3417001 3459730 
011534	GOAUD	3213249	1	3090066 3390102 
004012	TH110	0770587	1	3091653 3249123 3251757 3329365 3338668 3363735 3404196 3411186 3422414 3428820 3429761 3435692 3436710 3437329 3437781 3438878 3439437 3442335 3443516 3444537 3448679 3449400 3451664 3454100 3454494 3455046 3455120 3455294 3455519 3455808 3455981 3456677 3458136 3459111 3459508 3459522 3459647 3459897 3460770 3461469 3463071 3463126 3463143 3463188 3463525 3463776 3463882 3474216 
003270	CARP15	3411208	1	3093424 3340672 3357367 3417908 3418120 3437141 3437511 3450068 3451551 3455043 3455341 3457808 3459032 3463453 3464379 
007396	TH104	0162977	1	3093424 3221877 3254239 3271598 3311902 3314270 3322523 3337673 3339814 3389022 3395299 3398117 3411018 3411258 3418907 3426213 3426638 3439283 3483560 
008490	CAN314	0132890	1	3093424 3249725 3283549 3389674 3390102 3390220 3434130 
004394	ROSTUD	0847593	1	3094516 3125756 3224132 3224449 3241428 3324812 3337249 3367107 
003017	PEMSTD	3332662	1	3099420 3227882 3314580 3316768 3318988 3339029 3342833 3397242 3404828 3406196 3411136 3413774 3414016 3415125 3418079 3423723 3432798 3439475 3439701 3454226 3462720 
004276	PK243	1165566	1	3099420 3219927 3227669 3228510 3252368 3331179 3375323 3405145 3405695 3412835 3416232 3416354 3417284 3420940 3421044 3421753 3424363 3425095 3434468 3438020 3438842 3439356 3439588 3441406 3443092 3454433 3454494 3455148 3458136 3459508 3459972 3461498 3462242 3462882 3463126 3463879 3463993 3464379 
006026	PK180	3470402	1	3099420 3226486 3228510 3245992 3323191 3323512 3340716 3341874 3359596 3375120 3396422 3397265 3397992 3402583 3416896 3418441 3418499 3428042 3432398 3434428 3435161 3435380 3437252 3439912 3449400 3451551 3454226 3456820 3457393 3458122 3458949 3459584 3459823 3461933 3462647 3475445 3482396 
006060	DAL315	0031526	1	3102134 3122279 3124142 3195977 3199633 3223457 3225245 3227882 3246608 3256294 3269425 3300040 3311527 3314060 3314978 3324271 3324397 3329719 3337912 3339989 3340232 
